"year","e11102","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","(Married) couple without C.","5.43","5.33","3536","4","4.67","6","6.67","7","5.4","5.46","2","7","5.33333349227905","5.66666650772095"
"2005","Employed","1-pers.-HH","5.42","5.33","1536","4.33","4.67","6","6.67","7","5.37","5.47","1.67","7","5.33333349227905","5.66666650772095"
"2005","Employed","Couple + C. GT 16 ","5.35","5.33","2569","4","4.67","6","6.67","7","5.31","5.39","1","7","5.33333349227905","5.66666650772095"
"2005","Employed","Couple + C. LE 16","5.39","5.33","3047","4","4.67","6","6.67","7","5.36","5.42","1","7","5.33333349227905","5.33333349227905"
"2005","Employed","Couple + C. LE and GT 16","5.41","5.33","1162","4","4.67","6.33","7","7","5.35","5.47","1","7","5.33333349227905","5.66666650772095"
"2005","Employed","Single parent","5.5","5.67","713","4","5","6.33","6.67","7","5.43","5.57","1.33","7","5.33333349227905","5.66666650772095"
"2005","Not Employed","(Married) couple without C.","5.53","5.67","3506","4","4.67","6.33","7","7","5.5","5.56","1","7","5.66666650772095","5.66666650772095"
"2005","Not Employed","1-pers.-HH","5.72","6","1436","4.33","5","6.67","7","7","5.67","5.77","1","7","5.66666650772095","6"
"2005","Not Employed","Couple + C. GT 16 ","5.39","5.33","1082","4.33","4.67","6","6.67","7","5.33","5.45","1.33","7","5.33333349227905","5.66666650772095"
"2005","Not Employed","Couple + C. LE 16","5.53","5.67","667","4.33","5","6.33","7","7","5.46","5.6","2.67","7","5.33333349227905","5.66666650772095"
"2005","Not Employed","Couple + C. LE and GT 16","5.38","5.33","544","4","4.67","6.33","6.67","7","5.29","5.47","1","7","5.33333349227905","5.66666650772095"
"2005","Not Employed","Single parent","5.46","5.67","392","4","4.67","6.33","6.67","7","5.36","5.56","2","7","5.66666650772095","5.66666650772095"
"2006","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Employed","Single parent","","","","","","","","","","","","","",""
"2006","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2006","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2006","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2006","Not Employed","Single parent","","","","","","","","","","","","","",""
"2007","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2007","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","Employed","Single parent","","","","","","","","","","","","","",""
"2007","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2007","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2007","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2007","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2007","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2007","Not Employed","Single parent","","","","","","","","","","","","","",""
"2008","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2008","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","Employed","Single parent","","","","","","","","","","","","","",""
"2008","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2008","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2008","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2008","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2008","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2008","Not Employed","Single parent","","","","","","","","","","","","","",""
"2009","Employed","(Married) couple without C.","5.22","5.33","3286","4","4.67","6","6.67","7","5.19","5.25","1.67","7","5.33333349227905","5.33333349227905"
"2009","Employed","1-pers.-HH","5.25","5.33","1436","4","4.67","6","6.33","7","5.2","5.3","2","7","5.33333349227905","5.33333349227905"
"2009","Employed","Couple + C. GT 16 ","5.18","5.33","2322","4","4.67","6","6.33","7","5.14","5.22","1","7","5.33333349227905","5.33333349227905"
"2009","Employed","Couple + C. LE 16","5.23","5.33","2428","4","4.67","6","6.67","7","5.19","5.27","1","7","5.33333349227905","5.33333349227905"
"2009","Employed","Couple + C. LE and GT 16","5.27","5.33","877","4","4.67","6","6.67","7","5.21","5.33","1.67","7","5.33333349227905","5.33333349227905"
"2009","Employed","Single parent","5.36","5.33","700","4","4.67","6","6.67","7","5.29","5.43","2","7","5.33333349227905","5.33333349227905"
"2009","Not Employed","(Married) couple without C.","5.42","5.33","3365","4","4.67","6.33","6.67","7","5.39","5.45","1.33","7","5.33333349227905","5.33333349227905"
"2009","Not Employed","1-pers.-HH","5.54","5.67","1457","4.33","4.67","6.33","7","7","5.49","5.59","2.67","7","5.66666650772095","5.66666650772095"
"2009","Not Employed","Couple + C. GT 16 ","5.25","5.33","836","4","4.5","6","6.67","7","5.18","5.32","2.33","7","5.33333349227905","5.33333349227905"
"2009","Not Employed","Couple + C. LE 16","5.38","5.67","423","3.67","4.67","6","7","7","5.29","5.47","2.67","7","5.33333349227905","5.66666650772095"
"2009","Not Employed","Couple + C. LE and GT 16","5.45","5.33","302","4.33","4.67","6.33","6.67","7","5.35","5.55","2.33","7","5.33333349227905","5.66666650772095"
"2009","Not Employed","Single parent","5.16","5.33","289","3.67","4.33","6","6.33","7","5.05","5.27","2.33","7","5","5.33333349227905"
"2010","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2010","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","Employed","Single parent","","","","","","","","","","","","","",""
"2010","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2010","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2010","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2010","Not Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2010","Not Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2010","Not Employed","Single parent","","","","","","","","","","","","","",""
"2011","Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2011","Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
"2011","Employed","Couple + C. LE 16","","","","","","","","","","","","","",""
"2011","Employed","Couple + C. LE and GT 16","","","","","","","","","","","","","",""
"2011","Employed","Single parent","","","","","","","","","","","","","",""
"2011","Not Employed","(Married) couple without C.","","","","","","","","","","","","","",""
"2011","Not Employed","1-pers.-HH","","","","","","","","","","","","","",""
"2011","Not Employed","Couple + C. GT 16 ","","","","","","","","","","","","","",""
