"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","direct migration background","5.59","5.67","266","4.33333349227905","5","6.33333349227905","7","5.48","5.7","5.33333349227905","5.66666650772095"
"2005","college entrance qualification","indirect migration background","5.41","5.33","197","4.33333349227905","4.66666650772095","6","6.66666650772095","5.28","5.54","5.33333349227905","5.66666650772095"
"2005","college entrance qualification","no migration background","5.41","5.33","4739","4.33333349227905","4.66666650772095","6","6.66666650772095","5.38","5.44","5.33333349227905","5.33333349227905"
"2005","lower secondary degree","direct migration background","5.53","5.67","598","4.33333349227905","4.66666650772095","6.33333349227905","7","5.45","5.61","5.33333349227905","5.66666650772095"
"2005","lower secondary degree","indirect migration background","5.5","5.67","254","4.33333349227905","4.66666650772095","6.33333349227905","6.66666650772095","5.38","5.62","5.33333349227905","5.66666650772095"
"2005","lower secondary degree","no migration background","5.49","5.67","6252","4","4.66666650772095","6.33333349227905","7","5.46","5.52","5.33333349227905","5.66666650772095"
"2005","no degree/no degree yet","direct migration background","5.68","5.67","220","4","5","6.66666650772095","7","5.54","5.82","5.66666650772095","6"
"2005","no degree/no degree yet","indirect migration background","5.2","5","98","4","4.33333349227905","6.33333349227905","7","5","5.4","5","5.66666650772095"
"2005","no degree/no degree yet","no migration background","5.36","5.33","586","4","4.66666650772095","6","6.66666650772095","5.28","5.44","5.33333349227905","5.66666650772095"
"2005","Other degree","direct migration background","5.54","5.67","992","4","4.66666650772095","6.33333349227905","7","5.47","5.61","5.66666650772095","5.66666650772095"
"2005","Other degree","indirect migration background","","","","","","","","","","",""
"2005","Other degree","no migration background","5.49","5.67","110","4","5","6.33333349227905","7","5.29","5.69","5.33333349227905","5.66666650772095"
"2005","secondary school degree","direct migration background","5.59","5.67","241","4.33333349227905","5","6.33333349227905","6.66666650772095","5.47","5.71","5.66666650772095","6"
"2005","secondary school degree","indirect migration background","5.41","5.33","203","4","5","6","6.66666650772095","5.28","5.54","5.33333349227905","5.66666650772095"
"2005","secondary school degree","no migration background","5.47","5.67","5585","4.33333349227905","4.66666650772095","6.33333349227905","6.66666650772095","5.44","5.5","5.66666650772095","5.66666650772095"
"2006","college entrance qualification","direct migration background","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","","","",""
