"year","education","hgtyp1hh","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","(Married) couple without C.","5.43","5.33","1739","4.33","4.67","6","6.67","7","5.39","5.47","2","7","5.33333349227905","5.66666650772095"
"2005","college entrance qualification","1-pers.-HH","5.44","5.33","786","4.33","4.67","6","6.67","7","5.37","5.51","2","7","5.33333349227905","5.66666650772095"
"2005","college entrance qualification","Couple + C. GT 16 ","5.28","5.33","899","4","4.67","6","6.33","7","5.22","5.34","2","7","5.33333349227905","5.66666650772095"
"2005","college entrance qualification","Couple + C. LE 16","5.48","5.67","1153","4.33","5","6","6.67","7","5.43","5.53","2.33","7","5.33333349227905","5.66666650772095"
"2005","college entrance qualification","Couple + C. LE and GT 16","5.42","5.33","332","4","4.67","6.33","6.67","7","5.32","5.52","2","7","5.33333349227905","5.66666650772095"
"2005","college entrance qualification","Single parent","5.46","5.67","188","4","4.67","6","6.67","7","5.32","5.6","2.67","7","5.33333349227905","6"
"2005","lower secondary degree","(Married) couple without C.","5.49","5.67","3005","4","4.67","6.33","7","7","5.45","5.53","1","7","5.33333349227905","5.66666650772095"
"2005","lower secondary degree","1-pers.-HH","5.64","5.67","1242","4.33","5","6.67","7","7","5.58","5.7","1","7","5.66666650772095","6"
"2005","lower secondary degree","Couple + C. GT 16 ","5.34","5.33","975","4","4.67","6","6.67","7","5.28","5.4","1.33","7","5.33333349227905","5.33333349227905"
"2005","lower secondary degree","Couple + C. LE 16","5.41","5.33","933","4","4.67","6.33","6.67","7","5.35","5.47","2.33","7","5.33333349227905","5.33333349227905"
"2005","lower secondary degree","Couple + C. LE and GT 16","5.29","5.33","390","4","4.67","6.33","7","7","5.18","5.4","1","7","5.33333349227905","5.66666650772095"
"2005","lower secondary degree","Single parent","5.46","5.67","349","4","4.67","6.33","7","7","5.35","5.57","1.33","7","5.33333349227905","5.66666650772095"
"2005","no degree/no degree yet","(Married) couple without C.","5.61","5.67","85","4","4.67","6.67","7","7","5.38","5.84","3","7","5.33333349227905","6"
"2005","no degree/no degree yet","1-pers.-HH","5.58","5.67","37","4.67","5","6","7","7","5.26","5.9","3.33","7","5","5.66666650772095"
"2005","no degree/no degree yet","Couple + C. GT 16 ","5.48","5.67","305","4.33","5","6","6.67","7","5.37","5.59","1.67","7","5.33333349227905","5.66666650772095"
"2005","no degree/no degree yet","Couple + C. LE 16","5.31","5.33","37","3.67","4.33","6","7","7","4.94","5.68","3","7","5","6"
"2005","no degree/no degree yet","Couple + C. LE and GT 16","5.4","5.33","284","4","4.67","6","6.67","7","5.28","5.52","1","7","5.33333349227905","5.66666650772095"
"2005","no degree/no degree yet","Single parent","5.31","5.33","118","4","4.67","6","6.67","7","5.13","5.49","2.33","7","5","5.66666650772095"
"2005","Other degree","(Married) couple without C.","5.43","5.33","348","4","4.33","6.33","7","7","5.32","5.54","2.33","7","5.33333349227905","6"
"2005","Other degree","1-pers.-HH","5.71","6","98","4","5","6.67","7","7","5.51","5.91","3","7","5.66666650772095","6"
"2005","Other degree","Couple + C. GT 16 ","5.56","5.67","220","4","5","6.33","7","7","5.43","5.69","2.33","7","5.33333349227905","5.66666650772095"
"2005","Other degree","Couple + C. LE 16","5.62","5.67","209","4","4.67","6.67","7","7","5.47","5.77","2","7","5.33333349227905","6"
"2005","Other degree","Couple + C. LE and GT 16","5.73","5.67","118","4.67","5","6.33","7","7","5.55","5.91","2","7","5.33333349227905","6"
"2005","Other degree","Single parent","5.7","6","62","4","4.67","6.67","7","7","5.44","5.96","4","7","5.33333349227905","6.33333349227905"
"2005","secondary school degree","(Married) couple without C.","5.52","5.67","1803","4.33","5","6.33","6.67","7","5.48","5.56","2","7","5.66666650772095","5.66666650772095"
"2005","secondary school degree","1-pers.-HH","5.58","5.67","772","4.33","5","6.33","7","7","5.51","5.65","1","7","5.66666650772095","5.66666650772095"
"2005","secondary school degree","Couple + C. GT 16 ","5.38","5.33","1113","4","4.67","6","6.67","7","5.32","5.44","1","7","5.33333349227905","5.66666650772095"
"2005","secondary school degree","Couple + C. LE 16","5.37","5.33","1363","4","4.67","6","6.67","7","5.32","5.42","1","7","5.33333349227905","5.66666650772095"
"2005","secondary school degree","Couple + C. LE and GT 16","5.45","5.67","501","3.67","4.67","6.33","6.67","7","5.36","5.54","2.33","7","5.33333349227905","5.66666650772095"
