"year","migback","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2008","direct migration background","Female","6.49","7","1030","3","5","8","10","6.35","6.63","7","7"
"2008","direct migration background","Male","6.75","7","885","3","5","8","10","6.6","6.9","7","8"
"2008","indirect migration background","Female","6.85","7","401","3","5","9","10","6.62","7.08","7","8"
"2008","indirect migration background","Male","7.18","7","372","4","6","9","10","6.96","7.4","7","8"
"2008","no migration background","Female","6.59","7","8730","3","5","8","9","6.54","6.64","7","7"
"2008","no migration background","Male","6.88","7","7982","4","5","9","10","6.83","6.93","7","7"
"2009","direct migration background","Female","6.42","7","901","3","5","8","9","6.27","6.57","7","7"
"2009","direct migration background","Male","6.81","7","763","3","5","9","10","6.65","6.97","7","8"
"2009","indirect migration background","Female","7.03","8","370","4","5","9","10","6.79","7.27","7","8"
"2009","indirect migration background","Male","7.38","8","345","4","6","9","10","7.16","7.6","7","8"
"2009","no migration background","Female","6.58","7","8189","3","5","8","9","6.53","6.63","7","7"
"2009","no migration background","Male","6.82","7","7527","4","5","8","9","6.77","6.87","7","7"
"2010","direct migration background","Female","6.46","7","1606","3","5","8","9","6.34","6.58","7","7"
"2010","direct migration background","Male","6.95","7","1300","4","5","9","10","6.83","7.07","7","8"
"2010","indirect migration background","Female","6.98","7","633","4","5","9","10","6.79","7.17","7","8"
"2010","indirect migration background","Male","6.93","8","514","3","5","9","10","6.73","7.13","7","8"
"2010","no migration background","Female","6.54","7","10850","3","5","8","9","6.5","6.58","7","7"
"2010","no migration background","Male","6.84","7","9125","4","5","8","10","6.79","6.89","7","7"
"2011","direct migration background","Female","6.48","7","1620","3","5","8","9","6.36","6.6","7","7"
"2011","direct migration background","Male","6.83","7","1292","3","5","9","10","6.7","6.96","7","8"
"2011","indirect migration background","Female","6.94","7","678","4","6","8","9","6.76","7.12","7","7"
"2011","indirect migration background","Male","7.21","8","541","4","6","9","10","7.02","7.4","7","8"
"2011","no migration background","Female","6.56","7","11916","3","5","8","10","6.52","6.6","7","7"
"2011","no migration background","Male","6.86","7","9846","4","5","8","10","6.82","6.9","7","8"
"2012","direct migration background","Female","6.59","7","1616","3","5","8","10","6.47","6.71","7","7"
"2012","direct migration background","Male","6.92","7","1295","4","5","9","10","6.8","7.04","7","8"
"2012","indirect migration background","Female","6.93","7","674","4","5","8","10","6.75","7.11","7","7"
"2012","indirect migration background","Male","6.84","7","553","3","5","9","10","6.65","7.03","7","8"
"2012","no migration background","Female","6.56","7","12204","3","5","8","10","6.52","6.6","7","7"
"2012","no migration background","Male","6.87","7","10168","4","5","8","10","6.83","6.91","7","7"
"2013","direct migration background","Female","6.43","7","1522","3","5","8","9","6.31","6.55","7","7"
"2013","direct migration background","Male","6.8","7","1177","3","5","9","10","6.67","6.93","7","8"
"2013","indirect migration background","Female","6.74","7","663","3","5","8","9","6.56","6.92","7","7"
"2013","indirect migration background","Male","7.24","8","541","5","6","9","10","7.06","7.42","7","8"
"2013","no migration background","Female","6.57","7","11923","3","5","8","9","6.53","6.61","7","7"
"2013","no migration background","Male","6.87","7","9938","4","5","9","10","6.83","6.91","7","7"
"2014","direct migration background","Female","6.56","7","2800","3","5","8","10","6.47","6.65","7","7"
"2014","direct migration background","Male","6.9","7","2331","4","5","9","10","6.81","6.99","7","8"
"2014","indirect migration background","Female","6.91","7","958","4","5","8","10","6.77","7.05","7","7"
"2014","indirect migration background","Male","7.02","7","837","4","6","9","10","6.87","7.17","7","8"
"2014","no migration background","Female","6.52","7","10951","3","5","8","9","6.48","6.56","7","7"
"2014","no migration background","Male","6.85","7","9314","4","5","8","10","6.81","6.89","7","7"
"2015","direct migration background","Female","6.57","7","2374","3","5","8","10","6.48","6.66","7","7"
"2015","direct migration background","Male","6.88","7","1944","3","5","9","10","6.78","6.98","7","8"
"2015","indirect migration background","Female","7.03","7","878","4","6","9","10","6.88","7.18","7","7"
"2015","indirect migration background","Male","7.14","7","752","4","6","9","10","6.99","7.29","7","8"
"2015","no migration background","Female","6.54","7","10382","3","5","8","9","6.5","6.58","7","7"
"2015","no migration background","Male","6.87","7","8803","4","5","8","10","6.83","6.91","7","7"
"2016","direct migration background","Female","6.67","7","2630","3","5","8","10","6.58","6.76","7","7"
"2016","direct migration background","Male","6.94","7","2167","3","5","9","10","6.84","7.04","7","8"
"2016","indirect migration background","Female","6.78","7","840","4","5","8","10","6.62","6.94","7","7"
"2016","indirect migration background","Male","7.12","7","708","4","6","9","10","6.96","7.28","7","8"
"2016","no migration background","Female","6.47","7","9692","3","5","8","9","6.42","6.52","7","7"
"2016","no migration background","Male","6.84","7","8226","4","5","8","9","6.79","6.89","7","7"
"2017","direct migration background","Female","6.5","7","2534","3","5","8","9","6.41","6.59","7","7"
"2017","direct migration background","Male","6.82","7","2052","4","5","8","10","6.72","6.92","7","7"
"2017","indirect migration background","Female","6.73","7","911","3","5","8","10","6.58","6.88","7","7"
"2017","indirect migration background","Male","6.9","7","778","4","5","8","10","6.75","7.05","7","7"
"2017","no migration background","Female","6.43","7","10854","3","5","8","9","6.39","6.47","7","7"
"2017","no migration background","Male","6.79","7","9445","4","5","8","9","6.75","6.83","7","7"
"2018","direct migration background","Female","6.32","7","2429","3","5","8","9","6.23","6.41","7","7"
"2018","direct migration background","Male","6.68","7","1961","3","5","8","10","6.58","6.78","7","7"
"2018","indirect migration background","Female","6.51","7","931","3","5","8","10","6.36","6.66","7","7"
"2018","indirect migration background","Male","6.94","7","768","4","5","9","10","6.78","7.1","7","7"
"2018","no migration background","Female","6.36","7","10509","3","5","8","9","6.32","6.4","7","7"
"2018","no migration background","Male","6.73","7","9094","4","5","8","9","6.69","6.77","7","7"
"2019","direct migration background","Female","6.41","7","2113","3","5","8","9","6.31","6.51","7","7"
"2019","direct migration background","Male","6.87","7","1745","4","5","8","10","6.77","6.97","7","7"
"2019","indirect migration background","Female","6.75","7","907","3","5","8","10","6.59","6.91","7","7"
"2019","indirect migration background","Male","6.92","7","803","4","6","8","10","6.77","7.07","7","8"
"2019","no migration background","Female","6.47","7","10485","3","5","8","9","6.43","6.51","7","7"
"2019","no migration background","Male","6.82","7","9798","4","5","8","9","6.78","6.86","7","7"
