"year","age_gr","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2008","16-34 y.","direct migration background","7.7","8","371","5","7","9","10","7.49","7.91","8","8"
"2008","16-34 y.","indirect migration background","7.31","8","569","4","6","9","10","7.12","7.5","8","8"
"2008","16-34 y.","no migration background","7.18","8","3427","4","6","9","10","7.11","7.25","8","8"
"2008","35-65 y.","direct migration background","6.4","7","1169","3","5","8","9","6.27","6.53","7","7"
"2008","35-65 y.","indirect migration background","6.2","6","193","3","5","8","9","5.88","6.52","7","7"
"2008","35-65 y.","no migration background","6.65","7","9322","3","5","8","9","6.6","6.7","7","7"
"2008","66 and older","direct migration background","5.99","6","375","2","4","8","9","5.74","6.24","6","7"
"2008","66 and older","indirect migration background","","","","","","","","","","",""
"2008","66 and older","no migration background","6.55","7","3963","3","5","8","10","6.48","6.62","7","7"
"2009","16-34 y.","direct migration background","7.58","8","298","5","7","9","10","7.35","7.81","8","8"
"2009","16-34 y.","indirect migration background","7.4","8","518","4","6","9","10","7.21","7.59","8","8"
"2009","16-34 y.","no migration background","7.22","8","3184","4","6","9","10","7.15","7.29","8","8"
"2009","35-65 y.","direct migration background","6.44","7","1026","3","5","8","9","6.3","6.58","7","7"
"2009","35-65 y.","indirect migration background","6.59","7","191","3","5","8","10","6.26","6.92","7","7"
"2009","35-65 y.","no migration background","6.63","7","8672","3","5","8","9","6.58","6.68","7","7"
"2009","66 and older","direct migration background","6.01","6","340","2","4","8","9","5.75","6.27","6","7"
"2009","66 and older","indirect migration background","","","","","","","","","","",""
"2009","66 and older","no migration background","6.41","7","3860","3","5","8","9","6.34","6.48","7","7"
"2010","16-34 y.","direct migration background","7.7","8","930","5","7","9","10","7.56","7.84","8","8"
"2010","16-34 y.","indirect migration background","7.04","8","759","4","5","9","10","6.87","7.21","7","8"
"2010","16-34 y.","no migration background","7.17","8","4894","4","6","9","10","7.11","7.23","7","8"
"2010","35-65 y.","direct migration background","6.51","7","1656","3","5","8","9","6.39","6.63","7","7"
"2010","35-65 y.","indirect migration background","6.68","7","382","4","5","8","10","6.44","6.92","7","7"
"2010","35-65 y.","no migration background","6.6","7","11341","3","5","8","9","6.56","6.64","7","7"
"2010","66 and older","direct migration background","5.92","6","320","2","4","8","9","5.65","6.19","6","7"
"2010","66 and older","indirect migration background","","","","","","","","","","",""
"2010","66 and older","no migration background","6.47","7","3740","3","5","8","9","6.4","6.54","7","7"
"2011","16-34 y.","direct migration background","7.44","8","804","4","6","9","10","7.28","7.6","7","8"
"2011","16-34 y.","indirect migration background","7.17","8","740","4","6","9","10","7","7.34","7","8"
"2011","16-34 y.","no migration background","7.24","8","4787","4","6","9","10","7.18","7.3","7","8"
"2011","35-65 y.","direct migration background","6.5","7","1746","3","5","8","9","6.39","6.61","7","7"
"2011","35-65 y.","indirect migration background","6.84","7","473","3","5","8","9","6.63","7.05","7","8"
"2011","35-65 y.","no migration background","6.62","7","12825","3","5","8","10","6.58","6.66","7","7"
"2011","66 and older","direct migration background","6.09","6","362","3","5","8","9","5.84","6.34","6","7"
"2011","66 and older","indirect migration background","","","","","","","","","","",""
"2011","66 and older","no migration background","6.44","7","4150","3","5","8","10","6.37","6.51","7","7"
"2012","16-34 y.","direct migration background","7.62","8","720","5","6","9","10","7.46","7.78","8","8"
"2012","16-34 y.","indirect migration background","7.04","7","710","4","5","9","10","6.88","7.2","7","8"
"2012","16-34 y.","no migration background","7.16","8","4667","4","6","9","10","7.1","7.22","7","8"
"2012","35-65 y.","direct migration background","6.58","7","1790","3","5","8","9","6.47","6.69","7","7"
"2012","35-65 y.","indirect migration background","6.51","7","511","3","5","8","10","6.3","6.72","7","7"
"2012","35-65 y.","no migration background","6.6","7","13155","3","5","8","9","6.56","6.64","7","7"
"2012","66 and older","direct migration background","6.19","7","401","3","5","8","9","5.95","6.43","7","7"
"2012","66 and older","indirect migration background","","","","","","","","","","",""
"2012","66 and older","no migration background","6.56","7","4550","3","5","8","10","6.49","6.63","7","7"
"2013","16-34 y.","direct migration background","7.35","8","622","4","6","9","10","7.18","7.52","7","8"
"2013","16-34 y.","indirect migration background","7.21","7.72","674","4","6","9","10","7.04","7.38","7","8"
"2013","16-34 y.","no migration background","7.17","8","4441","4","6","9","10","7.11","7.23","7","8"
"2013","35-65 y.","direct migration background","6.46","7","1701","3","5","8","9","6.35","6.57","7","7"
"2013","35-65 y.","indirect migration background","6.71","7","525","3","5","9","10","6.52","6.9","7","7"
"2013","35-65 y.","no migration background","6.6","7","12789","3","5","8","9","6.56","6.64","7","7"
"2013","66 and older","direct migration background","6.37","7","376","3","5","8","10","6.12","6.62","7","7"
"2013","66 and older","indirect migration background","","","","","","","","","","",""
"2013","66 and older","no migration background","6.6","7","4631","3","5","8","10","6.53","6.67","7","7"
"2014","16-34 y.","direct migration background","7.56","8","1416","4","6","9","10","7.45","7.67","8","8"
"2014","16-34 y.","indirect migration background","7.02","7","1109","4","6","9","10","6.89","7.15","7","8"
"2014","16-34 y.","no migration background","7.12","7","4062","4","6","9","10","7.05","7.19","7","7"
"2014","35-65 y.","direct migration background","6.54","7","3273","3","5","8","10","6.46","6.62","7","7"
"2014","35-65 y.","indirect migration background","6.87","7","681","4","5","9","10","6.7","7.04","7","7"
"2014","35-65 y.","no migration background","6.57","7","11648","3","5","8","9","6.53","6.61","7","7"
"2014","66 and older","direct migration background","6.07","6","442","3","4","8","10","5.83","6.31","6","7"
"2014","66 and older","indirect migration background","","","","","","","","","","",""
"2014","66 and older","no migration background","6.56","7","4555","3","5","8","10","6.49","6.63","7","7"
"2015","16-34 y.","direct migration background","7.51","8","1078","5","6","9","10","7.39","7.63","8","8"
"2015","16-34 y.","indirect migration background","7.18","7","955","4","6","9","10","7.04","7.32","7","8"
"2015","16-34 y.","no migration background","7.12","7","3723","4","6","9","10","7.05","7.19","7","8"
"2015","35-65 y.","direct migration background","6.58","7","2814","3","5","8","10","6.49","6.67","7","7"
"2015","35-65 y.","indirect migration background","6.88","7","670","4","5","9","10","6.71","7.05","7","7"
"2015","35-65 y.","no migration background","6.58","7","10949","3","5","8","9","6.54","6.62","7","7"
"2015","66 and older","direct migration background","6.21","7","426","3","5","8","9","5.98","6.44","7","7"
"2015","66 and older","indirect migration background","","","","","","","","","","",""
"2015","66 and older","no migration background","6.61","7","4513","3","5","8","9","6.54","6.68","7","7"
"2016","16-34 y.","direct migration background","7.54","8","1336","5","6","9","10","7.43","7.65","8","8"
"2016","16-34 y.","indirect migration background","7.16","8","892","4","6","9","10","7.01","7.31","7","8"
"2016","16-34 y.","no migration background","7.09","7","3367","4","6","9","10","7.02","7.16","7","7"
"2016","35-65 y.","direct migration background","6.69","7","3059","3","5","8","10","6.61","6.77","7","7"
"2016","35-65 y.","indirect migration background","6.53","7","652","3","5","8","9","6.36","6.7","7","7"
"2016","35-65 y.","no migration background","6.54","7","10188","3","5","8","9","6.5","6.58","7","7"
"2016","66 and older","direct migration background","6.09","6","402","3","5","8","9","5.85","6.33","6","7"
"2016","66 and older","indirect migration background","","","","","","","","","","",""
"2016","66 and older","no migration background","6.55","7","4363","3","5","8","9","6.48","6.62","7","7"
"2017","16-34 y.","direct migration background","7.18","8","1129","4","6","9","10","7.05","7.31","7","8"
"2017","16-34 y.","indirect migration background","6.92","7","950","4","6","8","10","6.78","7.06","7","7"
"2017","16-34 y.","no migration background","7.07","7","4079","4","6","9","10","7.01","7.13","7","7"
"2017","35-65 y.","direct migration background","6.61","7","3025","3","5","8","9","6.53","6.69","7","7"
"2017","35-65 y.","indirect migration background","6.62","7","723","4","5","8","9","6.45","6.79","7","7"
"2017","35-65 y.","no migration background","6.47","7","11641","3","5","8","9","6.43","6.51","7","7"
"2017","66 and older","direct migration background","6.08","6","432","3","5","8","9","5.85","6.31","6","7"
"2017","66 and older","indirect migration background","","","","","","","","","","",""
"2017","66 and older","no migration background","6.53","7","4579","3","5","8","10","6.46","6.6","7","7"
"2018","16-34 y.","direct migration background","7.07","7","1036","5","6","9","10","6.94","7.2","7","8"
"2018","16-34 y.","indirect migration background","6.75","7","969","3","5","8","10","6.6","6.9","7","7"
"2018","16-34 y.","no migration background","6.96","7","3982","4","6","8","9","6.9","7.02","7","7"
"2018","35-65 y.","direct migration background","6.41","7","2909","3","5","8","9","6.32","6.5","7","7"
"2018","35-65 y.","indirect migration background","6.67","7","710","4","5","8","9","6.5","6.84","7","7"
"2018","35-65 y.","no migration background","6.39","7","11033","3","5","8","9","6.35","6.43","7","7"
"2018","66 and older","direct migration background","6.08","6","445","3","5","8","9","5.85","6.31","6","7"
"2018","66 and older","indirect migration background","","","","","","","","","","",""
"2018","66 and older","no migration background","6.51","7","4588","3","5","8","10","6.44","6.58","7","7"
"2019","16-34 y.","direct migration background","7.21","7.11","814","5","6","9","10","7.06","7.36","7","8"
"2019","16-34 y.","indirect migration background","6.98","7","884","4","6","9","10","6.83","7.13","7","8"
"2019","16-34 y.","no migration background","7.03","7","3756","4","6","8","9","6.97","7.09","7","7"
"2019","35-65 y.","direct migration background","6.51","7","2614","3","5","8","9","6.42","6.6","7","7"
"2019","35-65 y.","indirect migration background","6.57","7","791","3","5","8","10","6.41","6.73","7","7"
"2019","35-65 y.","no migration background","6.52","7","11764","3","5","8","9","6.48","6.56","7","7"
"2019","66 and older","direct migration background","6.37","7","430","3","5","8","9","6.15","6.59","7","7"
"2019","66 and older","indirect migration background","7.37","8","36","5","6","9","9","6.73","8.01","6","8"
"2019","66 and older","no migration background","6.59","7","4771","3","5","8","9","6.52","6.66","7","7"
