"year","pgcasmin","sex","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2008","(0) in school","Female","7.49","8","183","7.18","7.8","5","6","9","10"
"2008","(0) in school","Male","7.74","8","172","7.44","8.04","5","7","9","10"
"2008","(1a) inadequately completed","Female","5.51","6","110","5.04","5.98","2","3","8","9"
"2008","(1a) inadequately completed","Male","6.93","7","80","6.44","7.42","5","6","9","10"
"2008","(1b) general elementary school","Female","6.21","6","1128","6.07","6.35","3","4","8","9"
"2008","(1b) general elementary school","Male","6.89","7","459","6.68","7.1","3","5","9","10"
"2008","(1c) basic vocational qualification","Female","6.46","7","2422","6.37","6.55","3","5","8","9"
"2008","(1c) basic vocational qualification","Male","6.65","7","2845","6.57","6.73","3","5","8","10"
"2008","(2a) intermediate vocational","Female","6.57","7","2675","6.48","6.66","3","5","8","9"
"2008","(2a) intermediate vocational","Male","6.83","7","1977","6.73","6.93","4","5","8","10"
"2008","(2b) intermediate general qualification","Female","6.65","7","292","6.38","6.92","3","5","8","10"
"2008","(2b) intermediate general qualification","Male","7.43","8","192","7.14","7.72","4","6","9","10"
"2008","(2c_gen) general maturity certificate","Female","6.92","7","397","6.71","7.13","3","5","9","10"
"2008","(2c_gen) general maturity certificate","Male","7.33","8","340","7.12","7.54","4","6","9","10"
"2008","(2c_voc) vocational maturity certificate","Female","6.83","7","813","6.68","6.98","3","5","8","9"
"2008","(2c_voc) vocational maturity certificate","Male","6.8","7","636","6.63","6.97","3","5","9","9"
"2008","(3a) lower tertiary education","Female","6.71","7","762","6.55","6.87","3","5","8","9"
"2008","(3a) lower tertiary education","Male","7.01","7","885","6.87","7.15","4","6","8","10"
"2008","(3b) higher tertiary education","Female","7.02","7","1144","6.9","7.14","4","6","8","10"
"2008","(3b) higher tertiary education","Male","7.01","7","1412","6.9","7.12","4","6","9","9"
"2009","(0) in school","Female","7.45","8","144","7.13","7.77","5","6","9","10"
"2009","(0) in school","Male","7.73","8","168","7.43","8.03","6","7","9","10"
"2009","(1a) inadequately completed","Female","5.9","7","92","5.41","6.39","2","4","8","8"
"2009","(1a) inadequately completed","Male","6.36","7","79","5.79","6.93","3","4","8","10"
"2009","(1b) general elementary school","Female","6.03","6","1001","5.88","6.18","3","4","8","9"
"2009","(1b) general elementary school","Male","6.76","7","405","6.55","6.97","4","5","8","9"
"2009","(1c) basic vocational qualification","Female","6.46","7","2224","6.36","6.56","3","5","8","9"
"2009","(1c) basic vocational qualification","Male","6.63","7","2617","6.54","6.72","3","5","8","9"
"2009","(2a) intermediate vocational","Female","6.64","7","2534","6.55","6.73","3","5","8","9"
"2009","(2a) intermediate vocational","Male","6.75","7","1857","6.65","6.85","3","5","8","9"
