"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","16-34 y.","Female","1.95","1","3181","1","1","2","5","5","1.9","2","1","5","1","1"
"2013","16-34 y.","Male","2.06","1","2466","1","1","3","5","5","2","2.12","1","5","1","1"
"2013","35-65 y.","Female","3.65","5","8212","1","2","5","5","5","3.61","3.69","1","5","5","5"
"2013","35-65 y.","Male","3.69","5","6678","1","2","5","5","5","3.65","3.73","1","5","5","5"
"2013","66 and older","Female","4.72","5","2546","4","5","5","5","5","4.68","4.76","1","5","5","5"
"2013","66 and older","Male","4.46","5","2386","2","5","5","5","5","4.41","4.51","1","5","5","5"
"2014","16-34 y.","Female","","","","","","","","","","","","","",""
"2014","16-34 y.","Male","","","","","","","","","","","","","",""
"2014","35-65 y.","Female","","","","","","","","","","","","","",""
"2014","35-65 y.","Male","","","","","","","","","","","","","",""
"2014","66 and older","Female","","","","","","","","","","","","","",""
"2014","66 and older","Male","","","","","","","","","","","","","",""
"2015","16-34 y.","Female","","","","","","","","","","","","","",""
"2015","16-34 y.","Male","","","","","","","","","","","","","",""
"2015","35-65 y.","Female","","","","","","","","","","","","","",""
"2015","35-65 y.","Male","","","","","","","","","","","","","",""
"2015","66 and older","Female","","","","","","","","","","","","","",""
"2015","66 and older","Male","","","","","","","","","","","","","",""
"2016","16-34 y.","Female","","","","","","","","","","","","","",""
"2016","16-34 y.","Male","","","","","","","","","","","","","",""
"2016","35-65 y.","Female","","","","","","","","","","","","","",""
"2016","35-65 y.","Male","","","","","","","","","","","","","",""
"2016","66 and older","Female","","","","","","","","","","","","","",""
"2016","66 and older","Male","","","","","","","","","","","","","",""
"2017","16-34 y.","Female","2.24","1","1258","1","1","4","5","5","2.15","2.33","1","5","1","1"
"2017","16-34 y.","Male","1.79","1","1984","1","1","2","5","5","1.74","1.84","1","5","1","1"
"2017","35-65 y.","Female","2.69","2","906","1","1","5","5","5","2.58","2.8","1","5","2","2"
"2017","35-65 y.","Male","2.06","1","1338","1","1","3","5","5","1.98","2.14","1","5","1","1"
"2017","66 and older","Female","4.49","5","33","3","5","5","5","5","3.93","5.05","1","5","5","5"
"2017","66 and older","Male","","","","","","","","","","","","","",""
"2018","16-34 y.","Female","1.93","1","777","1","1","2","5","5","1.83","2.03","1","5","1","1"
"2018","16-34 y.","Male","1.52","1","1285","1","1","2","3","5","1.46","1.58","1","5","1","1"
"2018","35-65 y.","Female","2.35","1","678","1","1","4","5","5","2.23","2.47","1","5","1","2"
"2018","35-65 y.","Male","1.94","1","1099","1","1","2","4","5","1.86","2.02","1","5","1","1"
"2018","66 and older","Female","","","","","","","","","","","","","",""
"2018","66 and older","Male","","","","","","","","","","","","","",""
"2019","16-34 y.","Female","1.82","1","683","1","1","2","4","5","1.72","1.92","1","5","1","1"
"2019","16-34 y.","Male","1.47","1","1070","1","1","1","2","5","1.41","1.53","1","5","1","1"
"2019","35-65 y.","Female","2.05","1","684","1","1","2","5","5","1.94","2.16","1","5","1","1"
"2019","35-65 y.","Male","1.68","1","1098","1","1","2","4","5","1.61","1.75","1","5","1","1"
"2019","66 and older","Female","","","","","","","","","","","","","",""
"2019","66 and older","Male","","","","","","","","","","","","","",""
