"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","direct migration background","general elemantary","4.06","5","516","1","4","5","5","5","3.91","4.21","1","5","5","5"
"2013","direct migration background","higher education","3.2","4","559","1","1","5","5","5","3.06","3.34","1","5","2","4"
"2013","direct migration background","higher vocational","3.67","5","99","1","2","5","5","5","3.33","4.01","1","5","3","5"
"2013","direct migration background","in school","","","","","","","","","","","","","",""
"2013","direct migration background","inadequately","4.33","5","124","2","5","5","5","5","4.05","4.61","1","5","5","5"
"2013","direct migration background","middle vocational","3.58","5","972","1","2","5","5","5","3.47","3.69","1","5","4","5"
"2013","direct migration background","vocational + Abi","3.58","5","312","1","2","5","5","5","3.38","3.78","1","5","3","5"
"2013","indirect migration background","general elemantary","2.51","2","205","1","1","5","5","5","2.29","2.73","1","5","1","2"
"2013","indirect migration background","higher education","2.74","2","185","1","1","5","5","5","2.5","2.98","1","5","2","4"
"2013","indirect migration background","higher vocational","2.84","2","52","1","1","5","5","5","2.37","3.31","1","5","2","4"
"2013","indirect migration background","in school","1.27","1","95","1","1","1","2","5","1.08","1.46","1","5","1","1"
"2013","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2013","indirect migration background","middle vocational","2.42","1","473","1","1","5","5","5","2.26","2.58","1","5","1","2"
"2013","indirect migration background","vocational + Abi","2.42","2","75","1","1","4","5","5","2.03","2.81","1","5","1","2"
"2013","no migration background","general elemantary","3.74","5","1872","1","1","5","5","5","3.66","3.82","1","5","5","5"
"2013","no migration background","higher education","3.69","5","5071","1","2","5","5","5","3.64","3.74","1","5","5","5"
"2013","no migration background","higher vocational","3.82","5","1518","1","2","5","5","5","3.74","3.9","1","5","5","5"
"2013","no migration background","in school","1.25","1","330","1","1","1","2","5","1.16","1.34","1","5","1","1"
"2013","no migration background","inadequately","3.54","5","177","1","1","5","5","5","3.26","3.82","1","5","2","5"
"2013","no migration background","middle vocational","3.65","5","10928","1","2","5","5","5","3.62","3.68","1","5","5","5"
"2013","no migration background","vocational + Abi","3.15","4","1389","1","1","5","5","5","3.06","3.24","1","5","4","4"
"2014","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2014","direct migration background","higher education","","","","","","","","","","","","","",""
"2014","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2014","direct migration background","in school","","","","","","","","","","","","","",""
"2014","direct migration background","inadequately","","","","","","","","","","","","","",""
"2014","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2014","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2014","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"2014","indirect migration background","higher education","","","","","","","","","","","","","",""
"2014","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"2014","indirect migration background","in school","","","","","","","","","","","","","",""
"2014","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2014","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"2014","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"2014","no migration background","general elemantary","","","","","","","","","","","","","",""
"2014","no migration background","higher education","","","","","","","","","","","","","",""
"2014","no migration background","higher vocational","","","","","","","","","","","","","",""
"2014","no migration background","in school","","","","","","","","","","","","","",""
"2014","no migration background","inadequately","","","","","","","","","","","","","",""
"2014","no migration background","middle vocational","","","","","","","","","","","","","",""
"2014","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"2015","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2015","direct migration background","higher education","","","","","","","","","","","","","",""
"2015","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2015","direct migration background","in school","","","","","","","","","","","","","",""
"2015","direct migration background","inadequately","","","","","","","","","","","","","",""
"2015","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2015","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2015","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"2015","indirect migration background","higher education","","","","","","","","","","","","","",""
"2015","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"2015","indirect migration background","in school","","","","","","","","","","","","","",""
"2015","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2015","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"2015","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"2015","no migration background","general elemantary","","","","","","","","","","","","","",""
"2015","no migration background","higher education","","","","","","","","","","","","","",""
"2015","no migration background","higher vocational","","","","","","","","","","","","","",""
"2015","no migration background","in school","","","","","","","","","","","","","",""
"2015","no migration background","inadequately","","","","","","","","","","","","","",""
"2015","no migration background","middle vocational","","","","","","","","","","","","","",""
"2015","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"2016","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2016","direct migration background","higher education","","","","","","","","","","","","","",""
"2016","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2016","direct migration background","in school","","","","","","","","","","","","","",""
"2016","direct migration background","inadequately","","","","","","","","","","","","","",""
"2016","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2016","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2016","indirect migration background","general elemantary","","","","","","","","","","","","","",""
