"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","Baden-W?rttemberg","Female","3.75","5","1639","1","2","5","5","5","3.66","3.84","1","5","5","5"
"2013","Baden-W?rttemberg","Male","3.55","5","1370","1","2","5","5","5","3.46","3.64","1","5","5","5"
"2013","Bavaria","Female","3.62","5","2211","1","2","5","5","5","3.55","3.69","1","5","4","5"
"2013","Bavaria","Male","3.63","5","1803","1","2","5","5","5","3.55","3.71","1","5","5","5"
"2013","Berlin","Female","3.33","5","551","1","1","5","5","5","3.18","3.48","1","5","4","5"
"2013","Berlin","Male","3.6","5","436","1","2","5","5","5","3.43","3.77","1","5","4","5"
"2013","Brandenburg","Female","3.79","5","556","1","2","5","5","5","3.65","3.93","1","5","5","5"
"2013","Brandenburg","Male","3.92","5","459","1","2","5","5","5","3.77","4.07","1","5","5","5"
"2013","Bremen","Female","3.16","4","104","1","1","5","5","5","2.81","3.51","1","5","2","4"
"2013","Bremen","Male","2.78","2","79","1","1","5","5","5","2.38","3.18","1","5","2","4"
"2013","Hamburg","Female","3.79","5","226","1","2","5","5","5","3.55","4.03","1","5","4","5"
"2013","Hamburg","Male","3.3","4","178","1","1","5","5","5","3.04","3.56","1","5","3","5"
"2013","Hesse","Female","3.58","5","950","1","2","5","5","5","3.47","3.69","1","5","4","4"
"2013","Hesse","Male","3.42","4","806","1","2","5","5","5","3.3","3.54","1","5","4","4"
"2013","Lower Saxony","Female","3.55","5","1340","1","1","5","5","5","3.45","3.65","1","5","4","5"
"2013","Lower Saxony","Male","3.42","4","1103","1","1","5","5","5","3.32","3.52","1","5","4","5"
"2013","Mecklenburg-Western Pomerania","Female","3.82","5","325","1","2","5","5","5","3.63","4.01","1","5","4","5"
"2013","Mecklenburg-Western Pomerania","Male","3.63","5","262","1","2","5","5","5","3.42","3.84","1","5","4","5"
"2013","North Rhine-Westphalia","Female","3.54","5","2782","1","1","5","5","5","3.47","3.61","1","5","4","5"
"2013","North Rhine-Westphalia","Male","3.41","4","2318","1","1","5","5","5","3.34","3.48","1","5","4","5"
"2013","Rhineland-Palatinate,Saarland","Female","3.47","5","790","1","2","5","5","5","3.35","3.59","1","5","4","5"
"2013","Rhineland-Palatinate,Saarland","Male","3.32","4","622","1","1","5","5","5","3.18","3.46","1","5","4","4"
"2013","Saxony","Female","3.72","5","887","1","2","5","5","5","3.61","3.83","1","5","5","5"
"2013","Saxony","Male","3.54","5","815","1","1","5","5","5","3.42","3.66","1","5","5","5"
"2013","Saxony-Anhalt","Female","3.85","5","531","1","2","5","5","5","3.7","4","1","5","5","5"
"2013","Saxony-Anhalt","Male","3.65","5","431","1","2","5","5","5","3.49","3.81","1","5","5","5"
"2013","Schleswig-Holstein","Female","3.62","5","502","1","1","5","5","5","3.46","3.78","1","5","3","5"
"2013","Schleswig-Holstein","Male","3.56","5","400","1","1","5","5","5","3.38","3.74","1","5","4","5"
"2013","Thuringia","Female","3.9","5","545","1","2","5","5","5","3.75","4.05","1","5","5","5"
"2013","Thuringia","Male","3.92","5","448","1","3","5","5","5","3.77","4.07","1","5","5","5"
"2014","Baden-W?rttemberg","Female","","","","","","","","","","","","","",""
"2014","Baden-W?rttemberg","Male","","","","","","","","","","","","","",""
"2014","Bavaria","Female","","","","","","","","","","","","","",""
"2014","Bavaria","Male","","","","","","","","","","","","","",""
"2014","Berlin","Female","","","","","","","","","","","","","",""
"2014","Berlin","Male","","","","","","","","","","","","","",""
"2014","Brandenburg","Female","","","","","","","","","","","","","",""
"2014","Brandenburg","Male","","","","","","","","","","","","","",""
"2014","Bremen","Female","","","","","","","","","","","","","",""
"2014","Bremen","Male","","","","","","","","","","","","","",""
"2014","Hamburg","Female","","","","","","","","","","","","","",""
"2014","Hamburg","Male","","","","","","","","","","","","","",""
"2014","Hesse","Female","","","","","","","","","","","","","",""
"2014","Hesse","Male","","","","","","","","","","","","","",""
"2014","Lower Saxony","Female","","","","","","","","","","","","","",""
"2014","Lower Saxony","Male","","","","","","","","","","","","","",""
"2014","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"2014","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"2014","North Rhine-Westphalia","Female","","","","","","","","","","","","","",""
"2014","North Rhine-Westphalia","Male","","","","","","","","","","","","","",""
"2014","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","","","","",""
"2014","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","","","","",""
"2014","Saxony","Female","","","","","","","","","","","","","",""
"2014","Saxony","Male","","","","","","","","","","","","","",""
"2014","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"2014","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"2014","Schleswig-Holstein","Female","","","","","","","","","","","","","",""
"2014","Schleswig-Holstein","Male","","","","","","","","","","","","","",""
"2014","Thuringia","Female","","","","","","","","","","","","","",""
"2014","Thuringia","Male","","","","","","","","","","","","","",""
"2015","Baden-W?rttemberg","Female","","","","","","","","","","","","","",""
"2015","Baden-W?rttemberg","Male","","","","","","","","","","","","","",""
"2015","Bavaria","Female","","","","","","","","","","","","","",""
"2015","Bavaria","Male","","","","","","","","","","","","","",""
"2015","Berlin","Female","","","","","","","","","","","","","",""
"2015","Berlin","Male","","","","","","","","","","","","","",""
"2015","Brandenburg","Female","","","","","","","","","","","","","",""
"2015","Brandenburg","Male","","","","","","","","","","","","","",""
"2015","Bremen","Female","","","","","","","","","","","","","",""
"2015","Bremen","Male","","","","","","","","","","","","","",""
"2015","Hamburg","Female","","","","","","","","","","","","","",""
"2015","Hamburg","Male","","","","","","","","","","","","","",""
"2015","Hesse","Female","","","","","","","","","","","","","",""
"2015","Hesse","Male","","","","","","","","","","","","","",""
"2015","Lower Saxony","Female","","","","","","","","","","","","","",""
"2015","Lower Saxony","Male","","","","","","","","","","","","","",""
"2015","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"2015","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"2015","North Rhine-Westphalia","Female","","","","","","","","","","","","","",""
"2015","North Rhine-Westphalia","Male","","","","","","","","","","","","","",""
"2015","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","","","","",""
"2015","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","","","","",""
"2015","Saxony","Female","","","","","","","","","","","","","",""
"2015","Saxony","Male","","","","","","","","","","","","","",""
"2015","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"2015","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"2015","Schleswig-Holstein","Female","","","","","","","","","","","","","",""
"2015","Schleswig-Holstein","Male","","","","","","","","","","","","","",""
"2015","Thuringia","Female","","","","","","","","","","","","","",""
"2015","Thuringia","Male","","","","","","","","","","","","","",""
"2016","Baden-W?rttemberg","Female","","","","","","","","","","","","","",""
"2016","Baden-W?rttemberg","Male","","","","","","","","","","","","","",""
"2016","Bavaria","Female","","","","","","","","","","","","","",""
"2016","Bavaria","Male","","","","","","","","","","","","","",""
"2016","Berlin","Female","","","","","","","","","","","","","",""
"2016","Berlin","Male","","","","","","","","","","","","","",""
"2016","Brandenburg","Female","","","","","","","","","","","","","",""
"2016","Brandenburg","Male","","","","","","","","","","","","","",""
"2016","Bremen","Female","","","","","","","","","","","","","",""
"2016","Bremen","Male","","","","","","","","","","","","","",""
"2016","Hamburg","Female","","","","","","","","","","","","","",""
"2016","Hamburg","Male","","","","","","","","","","","","","",""
"2016","Hesse","Female","","","","","","","","","","","","","",""
"2016","Hesse","Male","","","","","","","","","","","","","",""
"2016","Lower Saxony","Female","","","","","","","","","","","","","",""
"2016","Lower Saxony","Male","","","","","","","","","","","","","",""
"2016","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"2016","Mecklenburg-Western Pomerania","Male","","","","","","","","","","","","","",""
"2016","North Rhine-Westphalia","Female","","","","","","","","","","","","","",""
"2016","North Rhine-Westphalia","Male","","","","","","","","","","","","","",""
"2016","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","","","","",""
"2016","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","","","","",""
"2016","Saxony","Female","","","","","","","","","","","","","",""
"2016","Saxony","Male","","","","","","","","","","","","","",""
"2016","Saxony-Anhalt","Female","","","","","","","","","","","","","",""
"2016","Saxony-Anhalt","Male","","","","","","","","","","","","","",""
"2016","Schleswig-Holstein","Female","","","","","","","","","","","","","",""
"2016","Schleswig-Holstein","Male","","","","","","","","","","","","","",""
"2016","Thuringia","Female","","","","","","","","","","","","","",""
"2016","Thuringia","Male","","","","","","","","","","","","","",""
"2017","Baden-W?rttemberg","Female","2.11","1","273","1","1","3","5","5","1.93","2.29","1","5","1","2"
"2017","Baden-W?rttemberg","Male","1.99","1","389","1","1","2","5","5","1.86","2.12","1","5","1","1"
"2017","Bavaria","Female","2.91","2","261","1","1","5","5","5","2.7","3.12","1","5","2","2"
"2017","Bavaria","Male","2.07","1","444","1","1","3","5","5","1.93","2.21","1","5","1","1"
"2017","Berlin","Female","2.7","2","74","1","1","5","5","5","2.3","3.1","1","5","1","2"
"2017","Berlin","Male","1.73","1","102","1","1","2","4","5","1.46","2","1","5","1","1"
"2017","Brandenburg","Female","2.64","1.87","69","1","1","5","5","5","2.22","3.06","1","5","1","2"
"2017","Brandenburg","Male","2.52","2","120","1","1","5","5","5","2.24","2.8","1","5","1","1"
"2017","Bremen","Female","","","","","","","","","","","","","",""
"2017","Bremen","Male","2.25","1","43","1","1","4","5","5","1.74","2.76","1","5","1","2"
"2017","Hamburg","Female","3.22","3","62","1","2","5","5","5","2.81","3.63","1","5","2","4"
"2017","Hamburg","Male","2.44","2","95","1","2","3","5","5","2.17","2.71","1","5","2","2"
"2017","Hesse","Female","2.56","2","262","1","1","5","5","5","2.35","2.77","1","5","1","2"
"2017","Hesse","Male","1.58","1","359","1","1","2","4","5","1.45","1.71","1","5","1","1"
"2017","Lower Saxony","Female","2.27","1","264","1","1","4","5","5","2.07","2.47","1","5","1","1"
"2017","Lower Saxony","Male","1.58","1","345","1","1","1","4","5","1.44","1.72","1","5","1","1"
"2017","Mecklenburg-Western Pomerania","Female","","","","","","","","","","","","","",""
"2017","Mecklenburg-Western Pomerania","Male","1.13","1","34","1","1","1","1","5","0.79","1.47","1","5","1","1"
"2017","North Rhine-Westphalia","Female","2.49","2","488","1","1","5","5","5","2.34","2.64","1","5","1","2"
"2017","North Rhine-Westphalia","Male","1.75","1","803","1","1","2","5","5","1.66","1.84","1","5","1","1"
"2017","Rhineland-Palatinate,Saarland","Female","2.42","1","113","1","1","5","5","5","2.1","2.74","1","5","1","2"
"2017","Rhineland-Palatinate,Saarland","Male","1.88","1","202","1","1","2","4","5","1.69","2.07","1","5","1","1"
"2017","Saxony","Female","2.18","1.54","76","1","1","3","5","5","1.81","2.55","1","5","1","2"
"2017","Saxony","Male","2.07","1","100","1","1","3","5","5","1.79","2.35","1","5","1","2"
"2017","Saxony-Anhalt","Female","2.28","1","55","1","1","4","5","5","1.85","2.71","1","5","1","2"
"2017","Saxony-Anhalt","Male","2.65","2","57","1","1","5","5","5","2.25","3.05","1","5","1","2"
"2017","Schleswig-Holstein","Female","1.91","1","117","1","1","2","5","5","1.65","2.17","1","5","1","1"
"2017","Schleswig-Holstein","Male","1.58","1","168","1","1","2","4","5","1.41","1.75","1","5","1","1"
"2017","Thuringia","Female","1.46","1","45","1","1","1","2","5","1.05","1.87","1","5","1","1"
"2017","Thuringia","Male","1.64","1","81","1","1","2","4","5","1.44","1.84","1","5","1","1"
"2018","Baden-W?rttemberg","Female","1.84","1","159","1","1","2","4","5","1.63","2.05","1","5","1","2"
"2018","Baden-W?rttemberg","Male","1.66","1","291","1","1","2","3","5","1.54","1.78","1","5","1","1"
