"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","college entrance qualification","East Germany","3.33","4","1416","1","1","5","5","5","3.24","3.42","1","5","4","5"
"2013","college entrance qualification","West Germany","3.27","4","5964","1","1","5","5","5","3.23","3.31","1","5","4","4"
"2013","lower secondary degree","East Germany","4.4","5","1272","1","5","5","5","5","4.32","4.48","1","5","5","5"
"2013","lower secondary degree","West Germany","3.98","5","5799","1","3","5","5","5","3.94","4.02","1","5","5","5"
"2013","no degree/no degree yet","East Germany","2.77","2","107","1","1","5","5","5","2.43","3.11","1","5","1","2"
"2013","no degree/no degree yet","West Germany","2.7","2","705","1","1","5","5","5","2.57","2.83","1","5","1","1"
"2013","Other degree","East Germany","3.49","5","128","1","1","5","5","5","3.16","3.82","1","5","2","5"
"2013","Other degree","West Germany","3.81","5","1477","1","2","5","5","5","3.72","3.9","1","5","4","5"
"2013","secondary school degree","East Germany","3.69","5","2652","1","2","5","5","5","3.63","3.75","1","5","5","5"
"2013","secondary school degree","West Germany","3.33","4","5209","1","1","5","5","5","3.28","3.38","1","5","4","4"
"2014","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2014","Other degree","East Germany","","","","","","","","","","","","","",""
"2014","Other degree","West Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2015","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2015","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2015","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2015","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2015","Other degree","East Germany","","","","","","","","","","","","","",""
"2015","Other degree","West Germany","","","","","","","","","","","","","",""
"2015","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2015","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2016","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2016","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2016","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2016","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2016","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2016","Other degree","East Germany","","","","","","","","","","","","","",""
"2016","Other degree","West Germany","","","","","","","","","","","","","",""
"2016","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2016","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2017","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2017","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2017","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2017","lower secondary degree","West Germany","1.74","1","34","1","1","2","5","5","1.3","2.18","1","5","1","1"
"2017","no degree/no degree yet","East Germany","2.19","1","295","1","1","3","5","5","2","2.38","1","5","1","2"
"2017","no degree/no degree yet","West Germany","2.46","2","1899","1","1","4","5","5","2.39","2.53","1","5","1","2"
