"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","direct migration background","Rural Area","3.64","5","646","1","2","5","5","5","3.5","3.78","1","5","4","5"
"2013","direct migration background","Urban Area","3.63","5","2011","1","2","5","5","5","3.55","3.71","1","5","4","4"
"2013","indirect migration background","Rural Area","2.43","2","223","1","1","4","5","5","2.21","2.65","1","5","2","2"
"2013","indirect migration background","Urban Area","2.37","1","964","1","1","5","5","5","2.26","2.48","1","5","1","2"
"2013","no migration background","Rural Area","3.73","5","8237","1","2","5","5","5","3.69","3.77","1","5","5","5"
"2013","no migration background","Urban Area","3.53","5","13388","1","1","5","5","5","3.5","3.56","1","5","5","5"
"2014","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2014","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2014","no migration background","Rural Area","","","","","","","","","","","","","",""
"2014","no migration background","Urban Area","","","","","","","","","","","","","",""
"2015","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2015","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2015","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2015","no migration background","Rural Area","","","","","","","","","","","","","",""
"2015","no migration background","Urban Area","","","","","","","","","","","","","",""
"2016","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2016","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2016","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2016","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2016","no migration background","Rural Area","","","","","","","","","","","","","",""
"2016","no migration background","Urban Area","","","","","","","","","","","","","",""
"2017","direct migration background","Rural Area","2.05","1","1575","1","1","3","5","5","1.98","2.12","1","5","1","1"
"2017","direct migration background","Urban Area","2.03","1","3964","1","1","2","5","5","1.98","2.08","1","5","1","1"
"2017","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2017","no migration background","Rural Area","","","","","","","","","","","","","",""
"2017","no migration background","Urban Area","","","","","","","","","","","","","",""
"2018","direct migration background","Rural Area","1.81","1","1017","1","1","2","5","5","1.72","1.9","1","5","1","1"
"2018","direct migration background","Urban Area","1.76","1","2853","1","1","2","4","5","1.71","1.81","1","5","1","1"
"2018","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2018","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2018","no migration background","Rural Area","","","","","","","","","","","","","",""
"2018","no migration background","Urban Area","","","","","","","","","","","","","",""
"2019","direct migration background","Rural Area","1.63","1","949","1","1","2","4","5","1.55","1.71","1","5","1","1"
"2019","direct migration background","Urban Area","1.66","1","2492","1","1","2","4","5","1.61","1.71","1","5","1","1"
"2019","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2019","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2019","no migration background","Rural Area","","","","","","","","","","","","","",""
"2019","no migration background","Urban Area","","","","","","","","","","","","","",""
