"year","e11102","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","Employed","direct migration background","3.27","4","1713","1","1","5","5","5","3.19","3.35","1","5","3","4"
"2013","Employed","indirect migration background","2.42","2","874","1","1","4","5","5","2.31","2.53","1","5","2","2"
"2013","Employed","no migration background","3.26","4","14149","1","1","5","5","5","3.23","3.29","1","5","4","4"
"2013","Not Employed","direct migration background","4.17","5","944","1","4","5","5","5","4.06","4.28","1","5","5","5"
"2013","Not Employed","indirect migration background","2.28","1","313","1","1","4","5","5","2.1","2.46","1","5","1","1"
"2013","Not Employed","no migration background","4.14","5","7476","1","4","5","5","5","4.1","4.18","1","5","5","5"
"2014","Employed","direct migration background","","","","","","","","","","","","","",""
"2014","Employed","indirect migration background","","","","","","","","","","","","","",""
"2014","Employed","no migration background","","","","","","","","","","","","","",""
"2014","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2014","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2014","Not Employed","no migration background","","","","","","","","","","","","","",""
"2015","Employed","direct migration background","","","","","","","","","","","","","",""
"2015","Employed","indirect migration background","","","","","","","","","","","","","",""
"2015","Employed","no migration background","","","","","","","","","","","","","",""
"2015","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2015","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2015","Not Employed","no migration background","","","","","","","","","","","","","",""
"2016","Employed","direct migration background","","","","","","","","","","","","","",""
"2016","Employed","indirect migration background","","","","","","","","","","","","","",""
"2016","Employed","no migration background","","","","","","","","","","","","","",""
"2016","Not Employed","direct migration background","","","","","","","","","","","","","",""
"2016","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2016","Not Employed","no migration background","","","","","","","","","","","","","",""
"2017","Employed","direct migration background","1.92","1","232","1","1","2","5","5","1.74","2.1","1","5","1","1"
"2017","Employed","indirect migration background","","","","","","","","","","","","","",""
"2017","Employed","no migration background","","","","","","","","","","","","","",""
"2017","Not Employed","direct migration background","2.04","1","5307","1","1","3","5","5","2","2.08","1","5","1","1"
"2017","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2017","Not Employed","no migration background","","","","","","","","","","","","","",""
"2018","Employed","direct migration background","1.6","1","512","1","1","2","4","5","1.5","1.7","1","5","1","1"
"2018","Employed","indirect migration background","","","","","","","","","","","","","",""
"2018","Employed","no migration background","","","","","","","","","","","","","",""
"2018","Not Employed","direct migration background","1.81","1","3358","1","1","2","5","5","1.76","1.86","1","5","1","1"
"2018","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2018","Not Employed","no migration background","","","","","","","","","","","","","",""
"2019","Employed","direct migration background","1.44","1","870","1","1","1","2","5","1.37","1.51","1","5","1","1"
"2019","Employed","indirect migration background","","","","","","","","","","","","","",""
"2019","Employed","no migration background","","","","","","","","","","","","","",""
"2019","Not Employed","direct migration background","1.77","1","2699","1","1","2","4","5","1.72","1.82","1","5","1","1"
"2019","Not Employed","indirect migration background","","","","","","","","","","","","","",""
"2019","Not Employed","no migration background","","","","","","","","","","","","","",""
