"year","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","Rural Area","3.7","5","9106","1","2","5","5","5","3.66","3.74","1","5","5","5"
"2013","Urban Area","3.5","5","16363","1","1","5","5","5","3.47","3.53","1","5","4","5"
"2014","Rural Area","","","","","","","","","","","","","",""
"2014","Urban Area","","","","","","","","","","","","","",""
"2015","Rural Area","","","","","","","","","","","","","",""
"2015","Urban Area","","","","","","","","","","","","","",""
"2016","Rural Area","","","","","","","","","","","","","",""
"2016","Urban Area","","","","","","","","","","","","","",""
"2017","Rural Area","2.05","1","1575","1","1","3","5","5","1.98","2.12","1","5","1","1"
"2017","Urban Area","2.03","1","3964","1","1","2","5","5","1.98","2.08","1","5","1","1"
"2018","Rural Area","1.81","1","1017","1","1","2","5","5","1.72","1.9","1","5","1","1"
"2018","Urban Area","1.76","1","2853","1","1","2","4","5","1.71","1.81","1","5","1","1"
"2019","Rural Area","1.63","1","949","1","1","2","4","5","1.55","1.71","1","5","1","1"
"2019","Urban Area","1.66","1","2492","1","1","2","4","5","1.61","1.71","1","5","1","1"
