"year","e11102","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","Employed","general elemantary","2.92","2","1241","1","1","5","5","5","2.82","3.02","1","5","2","2"
"2013","Employed","higher education","3.44","4","4355","1","2","5","5","5","3.39","3.49","1","5","4","5"
"2013","Employed","higher vocational","3.54","4","1199","1","2","5","5","5","3.45","3.63","1","5","4","5"
"2013","Employed","in school","1.41","1","98","1","1","1","3","5","1.2","1.62","1","5","1","1"
"2013","Employed","inadequately","2.99","2","147","1","1","5","5","5","2.7","3.28","1","5","2","3"
"2013","Employed","middle vocational","3.24","4","7982","1","1","5","5","5","3.2","3.28","1","5","4","4"
"2013","Employed","vocational + Abi","2.99","3","1426","1","1","5","5","5","2.9","3.08","1","5","2","4"
"2013","Not Employed","general elemantary","4.34","5","1352","1","5","5","5","5","4.25","4.43","1","5","5","5"
"2013","Not Employed","higher education","4.1","5","1460","1","4","5","5","5","4.02","4.18","1","5","5","5"
"2013","Not Employed","higher vocational","4.33","5","470","2","5","5","5","5","4.21","4.45","1","5","5","5"
"2013","Not Employed","in school","1.19","1","347","1","1","1","2","5","1.1","1.28","1","5","1","1"
"2013","Not Employed","inadequately","4.27","5","181","1","5","5","5","5","4.02","4.52","1","5","5","5"
"2013","Not Employed","middle vocational","4.18","5","4391","1","4","5","5","5","4.13","4.23","1","5","5","5"
"2013","Not Employed","vocational + Abi","3.91","5","350","1","2","5","5","5","3.73","4.09","1","5","5","5"
"2014","Employed","general elemantary","","","","","","","","","","","","","",""
"2014","Employed","higher education","","","","","","","","","","","","","",""
"2014","Employed","higher vocational","","","","","","","","","","","","","",""
"2014","Employed","in school","","","","","","","","","","","","","",""
"2014","Employed","inadequately","","","","","","","","","","","","","",""
"2014","Employed","middle vocational","","","","","","","","","","","","","",""
"2014","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2014","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2014","Not Employed","higher education","","","","","","","","","","","","","",""
"2014","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2014","Not Employed","in school","","","","","","","","","","","","","",""
"2014","Not Employed","inadequately","","","","","","","","","","","","","",""
"2014","Not Employed","middle vocational","","","","","","","","","","","","","",""
"2014","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2015","Employed","general elemantary","","","","","","","","","","","","","",""
"2015","Employed","higher education","","","","","","","","","","","","","",""
"2015","Employed","higher vocational","","","","","","","","","","","","","",""
"2015","Employed","in school","","","","","","","","","","","","","",""
"2015","Employed","inadequately","","","","","","","","","","","","","",""
"2015","Employed","middle vocational","","","","","","","","","","","","","",""
"2015","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2015","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2015","Not Employed","higher education","","","","","","","","","","","","","",""
"2015","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2015","Not Employed","in school","","","","","","","","","","","","","",""
"2015","Not Employed","inadequately","","","","","","","","","","","","","",""
"2015","Not Employed","middle vocational","","","","","","","","","","","","","",""
"2015","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2016","Employed","general elemantary","","","","","","","","","","","","","",""
"2016","Employed","higher education","","","","","","","","","","","","","",""
"2016","Employed","higher vocational","","","","","","","","","","","","","",""
"2016","Employed","in school","","","","","","","","","","","","","",""
"2016","Employed","inadequately","","","","","","","","","","","","","",""
"2016","Employed","middle vocational","","","","","","","","","","","","","",""
"2016","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2016","Not Employed","general elemantary","","","","","","","","","","","","","",""
"2016","Not Employed","higher education","","","","","","","","","","","","","",""
"2016","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2016","Not Employed","in school","","","","","","","","","","","","","",""
"2016","Not Employed","inadequately","","","","","","","","","","","","","",""
"2016","Not Employed","middle vocational","","","","","","","","","","","","","",""
"2016","Not Employed","vocational + Abi","","","","","","","","","","","","","",""
"2017","Employed","general elemantary","1.55","1","49","1","1","2","3","5","1.17","1.93","1","5","1","1"
"2017","Employed","higher education","1.39","1","55","1","1","1","2","5","1.08","1.7","1","5","1","1"
"2017","Employed","higher vocational","","","","","","","","","","","","","",""
"2017","Employed","in school","","","","","","","","","","","","","",""
"2017","Employed","inadequately","2.31","1","53","1","1","4","5","5","1.9","2.72","1","5","1","2"
"2017","Employed","middle vocational","2.55","1","55","1","1","5","5","5","2.17","2.93","1","5","1","2"
"2017","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2017","Not Employed","general elemantary","1.86","1","1040","1","1","2","5","5","1.77","1.95","1","5","1","1"
"2017","Not Employed","higher education","1.62","1","874","1","1","2","4","5","1.54","1.7","1","5","1","1"
"2017","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2017","Not Employed","in school","","","","","","","","","","","","","",""
"2017","Not Employed","inadequately","2.41","2","2099","1","1","4","5","5","2.34","2.48","1","5","1","2"
"2017","Not Employed","middle vocational","1.81","1","841","1","1","2","5","5","1.72","1.9","1","5","1","1"
"2017","Not Employed","vocational + Abi","1.74","1","125","1","1","2","4","5","1.53","1.95","1","5","1","1"
"2018","Employed","general elemantary","1.52","1","111","1","1","2","3","5","1.34","1.7","1","5","1","1"
"2018","Employed","higher education","1.31","1","99","1","1","1","2","5","1.12","1.5","1","5","1","1"
"2018","Employed","higher vocational","","","","","","","","","","","","","",""
"2018","Employed","in school","","","","","","","","","","","","","",""
"2018","Employed","inadequately","1.78","1","152","1","1","2","5","5","1.56","2","1","5","1","1"
"2018","Employed","middle vocational","1.58","1","107","1","1","2","4","5","1.38","1.78","1","5","1","1"
"2018","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2018","Not Employed","general elemantary","1.66","1","640","1","1","2","4","5","1.56","1.76","1","5","1","1"
"2018","Not Employed","higher education","1.4","1","563","1","1","1","2","5","1.31","1.49","1","5","1","1"
"2018","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2018","Not Employed","in school","","","","","","","","","","","","","",""
"2018","Not Employed","inadequately","2.06","1","1298","1","1","2","5","5","1.98","2.14","1","5","1","1"
"2018","Not Employed","middle vocational","1.67","1","553","1","1","2","4","5","1.57","1.77","1","5","1","1"
"2018","Not Employed","vocational + Abi","1.58","1","74","1","1","2","4","5","1.31","1.85","1","5","1","1"
"2019","Employed","general elemantary","1.38","1","184","1","1","1","2","5","1.23","1.53","1","5","1","1"
"2019","Employed","higher education","1.28","1","199","1","1","1","2","5","1.15","1.41","1","5","1","1"
"2019","Employed","higher vocational","","","","","","","","","","","","","",""
"2019","Employed","in school","","","","","","","","","","","","","",""
"2019","Employed","inadequately","1.69","1","256","1","1","2","4","5","1.55","1.83","1","5","1","1"
"2019","Employed","middle vocational","1.34","1","150","1","1","1","2","5","1.2","1.48","1","5","1","1"
"2019","Employed","vocational + Abi","","","","","","","","","","","","","",""
"2019","Not Employed","general elemantary","1.69","1","520","1","1","2","4","5","1.59","1.79","1","5","1","1"
"2019","Not Employed","higher education","1.42","1","395","1","1","1","2","5","1.31","1.53","1","5","1","1"
"2019","Not Employed","higher vocational","","","","","","","","","","","","","",""
"2019","Not Employed","in school","","","","","","","","","","","","","",""
"2019","Not Employed","inadequately","1.92","1","1107","1","1","2","5","5","1.83","2.01","1","5","1","1"
"2019","Not Employed","middle vocational","1.71","1","427","1","1","2","4","5","1.6","1.82","1","5","1","1"
"2019","Not Employed","vocational + Abi","1.67","1","59","1","1","1","5","5","1.39","1.95","1","5","1","1"
