"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2013","direct migration background","(1a) inadequately completed","4.12","5","148","1","3","5","5","5","3.86","4.38","1","5","5","5"
"2013","direct migration background","(1b) general elementary school","4.09","5","479","1","4","5","5","5","3.94","4.24","1","5","5","5"
"2013","direct migration background","(1c) basic vocational qualification","3.93","5","587","1","2","5","5","5","3.79","4.07","1","5","4","5"
"2013","direct migration background","(2a) intermediate vocational","3.39","4","204","1","2","5","5","5","3.15","3.63","1","5","2","4"
"2013","direct migration background","(2b) intermediate general qualification","3.58","5","39","1","2","5","5","5","2.99","4.17","1","5","1","5"
"2013","direct migration background","(2c_gen) general maturity certificate","2.83","2","200","1","1","5","5","5","2.58","3.08","1","5","2","4"
"2013","direct migration background","(2c_voc) vocational maturity certificate","3.52","5","351","1","2","5","5","5","3.33","3.71","1","5","3","4"
"2013","direct migration background","(3a) lower tertiary education","3.44","4","88","1","2","5","5","5","3.1","3.78","1","5","3","5"
"2013","direct migration background","(3b) higher tertiary education","3.14","3","471","1","1","5","5","5","2.98","3.3","1","5","2","3"
"2013","indirect migration background","(0) in school","1.27","1","95","1","1","1","2","5","1.08","1.46","1","5","1","1"
"2013","indirect migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2013","indirect migration background","(1b) general elementary school","2.4","1","131","1","1","4","5","5","2.12","2.68","1","5","1","2"
"2013","indirect migration background","(1c) basic vocational qualification","2.78","2","171","1","1","5","5","5","2.51","3.05","1","5","2","4"
"2013","indirect migration background","(2a) intermediate vocational","2.53","2","213","1","1","5","5","5","2.3","2.76","1","5","2","2"
"2013","indirect migration background","(2b) intermediate general qualification","2.53","2","86","1","1","5","5","5","2.19","2.87","1","5","1","2"
"2013","indirect migration background","(2c_gen) general maturity certificate","1.66","1","99","1","1","2","5","5","1.36","1.96","1","5","1","1"
"2013","indirect migration background","(2c_voc) vocational maturity certificate","2.56","2","92","1","1","5","5","5","2.2","2.92","1","5","1","2"
"2013","indirect migration background","(3a) lower tertiary education","2.72","3","60","1","1","5","5","5","2.27","3.17","1","5","1","4"
"2013","indirect migration background","(3b) higher tertiary education","2.75","2","125","1","1","5","5","5","2.46","3.04","1","5","2","4"
"2013","no migration background","(0) in school","1.28","1","333","1","1","1","2","5","1.18","1.38","1","5","1","1"
"2013","no migration background","(1a) inadequately completed","3.73","5","194","1","2","5","5","5","3.47","3.99","1","5","2","5"
"2013","no migration background","(1b) general elementary school","4.16","5","1317","1","4","5","5","5","4.07","4.25","1","5","5","5"
"2013","no migration background","(1c) basic vocational qualification","4.07","5","5030","1","4","5","5","5","4.03","4.11","1","5","5","5"
"2013","no migration background","(2a) intermediate vocational","3.51","5","6049","1","2","5","5","5","3.47","3.55","1","5","4","5"
"2013","no migration background","(2b) intermediate general qualification","2.53","1","597","1","1","5","5","5","2.39","2.67","1","5","1","1"
"2013","no migration background","(2c_gen) general maturity certificate","2.01","1","729","1","1","3","5","5","1.89","2.13","1","5","1","1"
"2013","no migration background","(2c_voc) vocational maturity certificate","3.25","4","1804","1","1","5","5","5","3.17","3.33","1","5","4","5"
"2013","no migration background","(3a) lower tertiary education","3.87","5","1927","1","2","5","5","5","3.8","3.94","1","5","5","5"
"2013","no migration background","(3b) higher tertiary education","3.57","5","3144","1","2","5","5","5","3.51","3.63","1","5","5","5"
"2014","direct migration background","(0) in school","","","","","","","","","","","","","",""
"2014","direct migration background","(1a) inadequately completed","","","","","","","","","","","","","",""
"2014","direct migration background","(1b) general elementary school","","","","","","","","","","","","","",""
"2014","direct migration background","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2014","direct migration background","(2a) intermediate vocational","","","","","","","","","","","","","",""
