"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","college entrance qualification","direct migration background","3.04","3","320","1","1","5","5","5","2.85","3.23","1","5","2","4"
"2013","college entrance qualification","indirect migration background","2.42","1","357","1","1","4","5","5","2.24","2.6","1","5","2","2"
"2013","college entrance qualification","no migration background","3.32","4","6703","1","1","5","5","5","3.28","3.36","1","5","4","5"
"2013","lower secondary degree","direct migration background","3.69","5","437","1","2","5","5","5","3.53","3.85","1","5","4","5"
"2013","lower secondary degree","indirect migration background","2.69","2","283","1","1","5","5","5","2.49","2.89","1","5","1","2"
"2013","lower secondary degree","no migration background","4.1","5","6351","1","4","5","5","5","4.06","4.14","1","5","5","5"
"2013","no degree/no degree yet","direct migration background","3.99","5","170","1","2","5","5","5","3.72","4.26","1","5","5","5"
"2013","no degree/no degree yet","indirect migration background","1.6","1","112","1","1","2","5","5","1.36","1.84","1","5","1","1"
"2013","no degree/no degree yet","no migration background","2.39","1","530","1","1","5","5","5","2.25","2.53","1","5","1","1"
"2013","Other degree","direct migration background","3.8","5","1377","1","2","5","5","5","3.71","3.89","1","5","4","5"
"2013","Other degree","indirect migration background","2.14","1","30","1","1","4","5","5","1.49","2.79","1","5","1","4"
"2013","Other degree","no migration background","3.8","5","198","1","2","5","5","5","3.54","4.06","1","5","4","5"
"2013","secondary school degree","direct migration background","3.48","5","270","1","2","5","5","5","3.27","3.69","1","5","2","4"
"2013","secondary school degree","indirect migration background","2.55","2","304","1","1","5","5","5","2.36","2.74","1","5","1","2"
"2013","secondary school degree","no migration background","3.47","5","7287","1","1","5","5","5","3.43","3.51","1","5","4","5"
"2014","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","","","","","","","","","","","","","",""
"2015","college entrance qualification","indirect migration background","","","","","","","","","","","","","",""
"2015","college entrance qualification","no migration background","","","","","","","","","","","","","",""
"2015","lower secondary degree","direct migration background","","","","","","","","","","","","","",""
"2015","lower secondary degree","indirect migration background","","","","","","","","","","","","","",""
"2015","lower secondary degree","no migration background","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","direct migration background","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","indirect migration background","","","","","","","","","","","","","",""
"2015","no degree/no degree yet","no migration background","","","","","","","","","","","","","",""
"2015","Other degree","direct migration background","","","","","","","","","","","","","",""
