"year","migback","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2013","direct migration background","East Germany","3.95","5","135","1","3","5","5","5","3.65","4.25","1","5","4","5"
"2013","direct migration background","West Germany","3.62","5","2522","1","2","5","5","5","3.55","3.69","1","5","4","4"
"2013","indirect migration background","East Germany","2.49","1.88","76","1","1","5","5","5","2.09","2.89","1","5","1","4"
"2013","indirect migration background","West Germany","2.38","1","1111","1","1","4","5","5","2.28","2.48","1","5","1","2"
"2013","no migration background","East Germany","3.76","5","5492","1","2","5","5","5","3.71","3.81","1","5","5","5"
"2013","no migration background","West Germany","3.56","5","16133","1","2","5","5","5","3.53","3.59","1","5","5","5"
"2014","direct migration background","East Germany","","","","","","","","","","","","","",""
"2014","direct migration background","West Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2014","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2014","no migration background","East Germany","","","","","","","","","","","","","",""
"2014","no migration background","West Germany","","","","","","","","","","","","","",""
"2015","direct migration background","East Germany","","","","","","","","","","","","","",""
"2015","direct migration background","West Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2015","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2015","no migration background","East Germany","","","","","","","","","","","","","",""
"2015","no migration background","West Germany","","","","","","","","","","","","","",""
"2016","direct migration background","East Germany","","","","","","","","","","","","","",""
"2016","direct migration background","West Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2016","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2016","no migration background","East Germany","","","","","","","","","","","","","",""
"2016","no migration background","West Germany","","","","","","","","","","","","","",""
"2017","direct migration background","East Germany","2.12","1","738","1","1","3","5","5","2.01","2.23","1","5","1","1"
"2017","direct migration background","West Germany","2.02","1","4801","1","1","2","5","5","1.98","2.06","1","5","1","1"
"2017","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2017","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2017","no migration background","East Germany","","","","","","","","","","","","","",""
"2017","no migration background","West Germany","","","","","","","","","","","","","",""
"2018","direct migration background","East Germany","1.94","1","554","1","1","2","5","5","1.81","2.07","1","5","1","1"
"2018","direct migration background","West Germany","1.74","1","3316","1","1","2","4","5","1.7","1.78","1","5","1","1"
"2018","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2018","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2018","no migration background","East Germany","","","","","","","","","","","","","",""
"2018","no migration background","West Germany","","","","","","","","","","","","","",""
"2019","direct migration background","East Germany","1.89","1","476","1","1","2","5","5","1.76","2.02","1","5","1","1"
"2019","direct migration background","West Germany","1.63","1","3093","1","1","2","4","5","1.59","1.67","1","5","1","1"
"2019","indirect migration background","East Germany","","","","","","","","","","","","","",""
"2019","indirect migration background","West Germany","","","","","","","","","","","","","",""
"2019","no migration background","East Germany","","","","","","","","","","","","","",""
"2019","no migration background","West Germany","","","","","","","","","","","","","",""
