"plh0164","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Full Time","in school","","","","","0"
"0 Completely dissatisfied","1989","Full Time","inadequately","12","","","","0"
"0 Completely dissatisfied","1989","Full Time","general elemantary","25","","","","0"
"0 Completely dissatisfied","1989","Full Time","middle vocational","12","","","","0"
"0 Completely dissatisfied","1989","Full Time","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1989","Full Time","higher vocational","2","","","","0"
"0 Completely dissatisfied","1989","Full Time","higher education","1","","","","0"
"0 Completely dissatisfied","1989","Part Time","in school","","","","","0"
"0 Completely dissatisfied","1989","Part Time","inadequately","5","","","","0"
"0 Completely dissatisfied","1989","Part Time","general elemantary","17","","","","0"
"0 Completely dissatisfied","1989","Part Time","middle vocational","8","","","","0"
"0 Completely dissatisfied","1989","Part Time","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","Part Time","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Part Time","higher education","","","","","0"
"0 Completely dissatisfied","1989","Not Working","in school","1","","","","0"
"0 Completely dissatisfied","1989","Not Working","inadequately","28","","","","0"
"0 Completely dissatisfied","1989","Not Working","general elemantary","20","","","","0"
"0 Completely dissatisfied","1989","Not Working","middle vocational","15","","","","0"
"0 Completely dissatisfied","1989","Not Working","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","1989","Not Working","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Not Working","higher education","","","","","0"
"1 on Scale 1 to 10","1989","Not Working","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","Not Working","middle vocational","5","","","","1"
"1 on Scale 1 to 10","1989","Not Working","higher education","","","","","1"
"1 on Scale 1 to 10","1989","Not Working","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1989","Full Time","general elemantary","18","","","","1"
"1 on Scale 1 to 10","1989","Full Time","middle vocational","15","","","","1"
"1 on Scale 1 to 10","1989","Full Time","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","Part Time","general elemantary","8","","","","1"
"1 on Scale 1 to 10","1989","Part Time","middle vocational","2","","","","1"
"1 on Scale 1 to 10","1989","Full Time","in school","","","","","1"
"1 on Scale 1 to 10","1989","Full Time","inadequately","12","","","","1"
"1 on Scale 1 to 10","1989","Full Time","higher vocational","","","","","1"
"1 on Scale 1 to 10","1989","Full Time","higher education","","","","","1"
"1 on Scale 1 to 10","1989","Part Time","in school","","","","","1"
"1 on Scale 1 to 10","1989","Part Time","inadequately","6","","","","1"
"1 on Scale 1 to 10","1989","Part Time","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","Part Time","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1989","Part Time","higher education","","","","","1"
"1 on Scale 1 to 10","1989","Not Working","in school","1","","","","1"
"1 on Scale 1 to 10","1989","Not Working","inadequately","22","","","","1"
"1 on Scale 1 to 10","1989","Not Working","general elemantary","18","","","","1"
"10 Completely satisfied","1989","Not Working","higher education","39","0.345779154267094","0.260681211551647","0.430877096982542","10"
"10 Completely satisfied","1989","Not Working","middle vocational","161","0.143201993848259","0.12393739426651","0.162466593430009","10"
"10 Completely satisfied","1989","Not Working","vocational + Abi","12","","","","10"
"10 Completely satisfied","1989","Not Working","higher vocational","31","0.271354863802546","0.192772990876034","0.349936736729058","10"
"10 Completely satisfied","1989","Full Time","in school","","","","","10"
"10 Completely satisfied","1989","Full Time","inadequately","15","","","","10"
"10 Completely satisfied","1989","Full Time","general elemantary","79","0.0865328527287668","0.0675313884266126","0.105534317030921","10"
"10 Completely satisfied","1989","Full Time","middle vocational","248","0.114751678039787","0.101285664830579","0.128217691248995","10"
"10 Completely satisfied","1989","Full Time","vocational + Abi","27","","","","10"
"10 Completely satisfied","1989","Full Time","higher vocational","37","0.139597851926158","0.0981824327042908","0.181013271148026","10"
"10 Completely satisfied","1989","Full Time","higher education","110","0.268911169010504","0.226303191426567","0.311519146594441","10"
"10 Completely satisfied","1989","Part Time","in school","2","","","","10"
"10 Completely satisfied","1989","Part Time","inadequately","7","","","","10"
"10 Completely satisfied","1989","Part Time","general elemantary","42","0.113297290269028","0.0837487701022853","0.14284581043577","10"
"10 Completely satisfied","1989","Part Time","middle vocational","94","0.127887703652869","0.103661394190152","0.152114013115586","10"
"10 Completely satisfied","1989","Part Time","vocational + Abi","10","","","","10"
"10 Completely satisfied","1989","Part Time","higher vocational","14","","","","10"
"10 Completely satisfied","1989","Part Time","higher education","41","0.322406787068041","0.24175019885379","0.403063375282292","10"
"10 Completely satisfied","1989","Not Working","in school","27","","","","10"
"10 Completely satisfied","1989","Not Working","inadequately","9","","","","10"
"10 Completely satisfied","1989","Not Working","general elemantary","133","0.134298403674158","0.112684227884124","0.155912579464192","10"
"2 on Scale 1 to 10","1989","Not Working","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1989","Not Working","middle vocational","16","","","","2"
"2 on Scale 1 to 10","1989","Not Working","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1989","Full Time","in school","","","","","2"
"2 on Scale 1 to 10","1989","Full Time","inadequately","21","","","","2"
"2 on Scale 1 to 10","1989","Full Time","general elemantary","31","0.0246661231284531","0.0141833256584722","0.035148920598434","2"
"2 on Scale 1 to 10","1989","Full Time","middle vocational","33","0.017408928678076","0.0118830749180702","0.0229347824380818","2"
"2 on Scale 1 to 10","1989","Full Time","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1989","Full Time","higher vocational","2","","","","2"
"2 on Scale 1 to 10","1989","Full Time","higher education","3","","","","2"
"2 on Scale 1 to 10","1989","Part Time","in school","","","","","2"
"2 on Scale 1 to 10","1989","Part Time","inadequately","8","","","","2"
"2 on Scale 1 to 10","1989","Part Time","general elemantary","21","","","","2"
"2 on Scale 1 to 10","1989","Part Time","middle vocational","8","","","","2"
"2 on Scale 1 to 10","1989","Part Time","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1989","Part Time","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1989","Part Time","higher education","3","","","","2"
"2 on Scale 1 to 10","1989","Not Working","in school","2","","","","2"
"2 on Scale 1 to 10","1989","Not Working","inadequately","28","","","","2"
"2 on Scale 1 to 10","1989","Not Working","general elemantary","28","","","","2"
"2 on Scale 1 to 10","1989","Not Working","higher education","","","","","2"
"3 on Scale 1 to 10","1989","Full Time","in school","","","","","3"
"3 on Scale 1 to 10","1989","Full Time","inadequately","24","","","","3"
"3 on Scale 1 to 10","1989","Full Time","general elemantary","52","0.074659582245982","0.0568954647553855","0.0924236997365785","3"
