"plh0164","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Not Employed","1-pers.-HH","4","","","","0"
"0 Completely dissatisfied","1989","Not Employed","(Married) couple without C. ","4","","","","0"
"0 Completely dissatisfied","1989","Not Employed","Single parent ","5","","","","0"
"0 Completely dissatisfied","1989","Not Employed","Couple + C. LE 16 ","17","","","","0"
"0 Completely dissatisfied","1989","Not Employed","Couple + C. GT 16 ","13","","","","0"
"0 Completely dissatisfied","1989","Not Employed","Couple + C. LE and GT 16","8","","","","0"
"0 Completely dissatisfied","1989","Employed","1-pers.-HH","4","","","","0"
"0 Completely dissatisfied","1989","Employed","(Married) couple without C. ","16","","","","0"
"0 Completely dissatisfied","1989","Employed","Single parent ","7","","","","0"
"0 Completely dissatisfied","1989","Employed","Couple + C. LE 16 ","20","","","","0"
"0 Completely dissatisfied","1989","Employed","Couple + C. GT 16 ","16","","","","0"
"0 Completely dissatisfied","1989","Employed","Couple + C. LE and GT 16","9","","","","0"
"1 on Scale 1 to 10","1989","Not Employed","1-pers.-HH","3","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","Couple + C. LE 16 ","13","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","Couple + C. LE and GT 16","8","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","Couple + C. GT 16 ","12","","","","1"
"1 on Scale 1 to 10","1989","Employed","(Married) couple without C. ","12","","","","1"
"1 on Scale 1 to 10","1989","Employed","Single parent ","3","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","(Married) couple without C. ","4","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","Single parent ","","","","","1"
"1 on Scale 1 to 10","1989","Employed","1-pers.-HH","1","","","","1"
"1 on Scale 1 to 10","1989","Employed","Couple + C. LE 16 ","11","","","","1"
"1 on Scale 1 to 10","1989","Employed","Couple + C. GT 16 ","19","","","","1"
"1 on Scale 1 to 10","1989","Employed","Couple + C. LE and GT 16","13","","","","1"
"10 Completely satisfied","1989","Employed","1-pers.-HH","60","0.119822246760993","0.0915540546307154","0.148090438891271","10"
"10 Completely satisfied","1989","Not Employed","(Married) couple without C. ","143","0.19899078342778","0.170643865724568","0.227337701130991","10"
"10 Completely satisfied","1989","Not Employed","Single parent ","18","","","","10"
"10 Completely satisfied","1989","Not Employed","Couple + C. LE 16 ","53","0.101361396773812","0.0748009068569126","0.127921886690711","10"
"10 Completely satisfied","1989","Not Employed","Couple + C. GT 16 ","78","0.121714122989342","0.0962638820154175","0.147164363963266","10"
"10 Completely satisfied","1989","Not Employed","Couple + C. LE and GT 16","33","0.118893447334352","0.0818332731490601","0.155953621519644","10"
"10 Completely satisfied","1989","Employed","Couple + C. LE and GT 16","76","0.141050624617095","0.11291667412206","0.16918457511213","10"
"10 Completely satisfied","1989","Not Employed","1-pers.-HH","67","0.16997576656967","0.134181225574913","0.205770307564427","10"
"10 Completely satisfied","1989","Employed","(Married) couple without C. ","174","0.138766508652285","0.119415409338325","0.158117607966244","10"
"10 Completely satisfied","1989","Employed","Single parent ","34","0.125063064316366","0.0863865043618449","0.163739624270887","10"
