"plh0164","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","16-34 y.","1-pers.-HH","2","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","(Married) couple without C. ","8","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","Single parent ","7","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","Couple + C. LE 16 ","19","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","Couple + C. GT 16 ","4","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","Couple + C. LE and GT 16","3","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","1-pers.-HH","5","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","(Married) couple without C. ","8","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","Single parent ","5","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","Couple + C. LE 16 ","18","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","Couple + C. GT 16 ","24","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","Couple + C. LE and GT 16","14","","","","0"
"0 Completely dissatisfied","1989","66 and older","1-pers.-HH","1","","","","0"
"0 Completely dissatisfied","1989","66 and older","(Married) couple without C. ","4","","","","0"
"0 Completely dissatisfied","1989","66 and older","Single parent ","","","","","0"
"0 Completely dissatisfied","1989","66 and older","Couple + C. LE 16 ","","","","","0"
"0 Completely dissatisfied","1989","66 and older","Couple + C. GT 16 ","1","","","","0"
"0 Completely dissatisfied","1989","66 and older","Couple + C. LE and GT 16","","","","","0"
"1 on Scale 1 to 10","1989","16-34 y.","1-pers.-HH","1","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","(Married) couple without C. ","2","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","Couple + C. GT 16 ","9","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","Couple + C. LE 16 ","10","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","Single parent ","2","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","Couple + C. LE and GT 16","5","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","1-pers.-HH","2","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","(Married) couple without C. ","14","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","Single parent ","1","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","Couple + C. LE 16 ","14","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","Couple + C. GT 16 ","21","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","Couple + C. LE and GT 16","16","","","","1"
"1 on Scale 1 to 10","1989","66 and older","1-pers.-HH","1","","","","1"
"1 on Scale 1 to 10","1989","66 and older","(Married) couple without C. ","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","Single parent ","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","Couple + C. LE 16 ","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","Couple + C. GT 16 ","1","","","","1"
"1 on Scale 1 to 10","1989","66 and older","Couple + C. LE and GT 16","","","","","1"
