"plh0164","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Full Time","Urban Area","46","0.00717283409936467","0.00430446863274931","0.01004119956598","0"
"0 Completely dissatisfied","1989","Full Time","Rural Area","8","","","","0"
"0 Completely dissatisfied","1989","Part Time","Urban Area","23","","","","0"
"0 Completely dissatisfied","1989","Part Time","Rural Area","8","","","","0"
"0 Completely dissatisfied","1989","Not Working","Urban Area","59","0.0144530310514364","0.00967318990681788","0.019232872196055","0"
"0 Completely dissatisfied","1989","Not Working","Rural Area","8","","","","0"
"1 on Scale 1 to 10","1989","Part Time","Rural Area","2","","","","1"
"1 on Scale 1 to 10","1989","Part Time","Urban Area","15","","","","1"
"1 on Scale 1 to 10","1989","Full Time","Urban Area","38","0.00614890162176799","0.00349177837153996","0.00880602487199601","1"
"1 on Scale 1 to 10","1989","Full Time","Rural Area","8","","","","1"
"1 on Scale 1 to 10","1989","Not Working","Urban Area","40","0.00546970841559125","0.00251587208708703","0.00842354474409546","1"
"1 on Scale 1 to 10","1989","Not Working","Rural Area","7","","","","1"
"10 Completely satisfied","1989","Full Time","Urban Area","419","0.135354103433692","0.123726047241323","0.146982159626061","10"
"10 Completely satisfied","1989","Part Time","Urban Area","158","0.139221408139793","0.119804101069424","0.158638715210163","10"
"10 Completely satisfied","1989","Full Time","Rural Area","102","0.123593424158513","0.10049665224016","0.146690196076866","10"
"10 Completely satisfied","1989","Part Time","Rural Area","54","0.168065770031895","0.128436217403229","0.207695322660561","10"
"10 Completely satisfied","1989","Not Working","Urban Area","321","0.15410393825861","0.139644190984807","0.168563685532414","10"
"10 Completely satisfied","1989","Not Working","Rural Area","96","0.170830742276823","0.140306402629558","0.201355081924087","10"
"2 on Scale 1 to 10","1989","Full Time","Urban Area","81","0.0190081993310706","0.0143667304427418","0.0236496682193994","2"
"2 on Scale 1 to 10","1989","Full Time","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1989","Part Time","Urban Area","39","0.0227851141125586","0.0144153946787457","0.0311548335463715","2"
"2 on Scale 1 to 10","1989","Part Time","Rural Area","7","","","","2"
"2 on Scale 1 to 10","1989","Not Working","Urban Area","66","0.0165714809246316","0.0114588152784134","0.0216841465708498","2"
"2 on Scale 1 to 10","1989","Not Working","Rural Area","15","","","","2"
