"plh0164","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Schleswig-Holstein","in school","","","","","0"
"0 Completely dissatisfied","1989","Schleswig-Holstein","inadequately","2","","","","0"
"0 Completely dissatisfied","1989","Schleswig-Holstein","general elemantary","1","","","","0"
"0 Completely dissatisfied","1989","Schleswig-Holstein","middle vocational","","","","","0"
"0 Completely dissatisfied","1989","Schleswig-Holstein","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","Schleswig-Holstein","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Schleswig-Holstein","higher education","","","","","0"
"0 Completely dissatisfied","1989","Hamburg","in school","","","","","0"
"0 Completely dissatisfied","1989","Hamburg","inadequately","","","","","0"
"0 Completely dissatisfied","1989","Hamburg","general elemantary","","","","","0"
"0 Completely dissatisfied","1989","Hamburg","middle vocational","2","","","","0"
"0 Completely dissatisfied","1989","Hamburg","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","Hamburg","higher vocational","1","","","","0"
"0 Completely dissatisfied","1989","Hamburg","higher education","","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","in school","","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","inadequately","3","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","general elemantary","3","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","middle vocational","2","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","higher education","","","","","0"
"0 Completely dissatisfied","1989","Bremen","in school","","","","","0"
"0 Completely dissatisfied","1989","Bremen","inadequately","","","","","0"
"0 Completely dissatisfied","1989","Bremen","general elemantary","","","","","0"
"0 Completely dissatisfied","1989","Bremen","middle vocational","","","","","0"
"0 Completely dissatisfied","1989","Bremen","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","Bremen","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Bremen","higher education","","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","in school","","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","inadequately","10","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","general elemantary","14","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","middle vocational","10","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","higher education","","","","","0"
"0 Completely dissatisfied","1989","Hesse","in school","","","","","0"
"0 Completely dissatisfied","1989","Hesse","inadequately","9","","","","0"
"0 Completely dissatisfied","1989","Hesse","general elemantary","13","","","","0"
"0 Completely dissatisfied","1989","Hesse","middle vocational","3","","","","0"
"0 Completely dissatisfied","1989","Hesse","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","Hesse","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Hesse","higher education","","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","in school","","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","inadequately","2","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","general elemantary","8","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","middle vocational","2","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","higher education","","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","in school","","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","inadequately","10","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","general elemantary","13","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","middle vocational","8","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","higher education","","","","","0"
"0 Completely dissatisfied","1989","Bavaria","in school","1","","","","0"
"0 Completely dissatisfied","1989","Bavaria","inadequately","3","","","","0"
"0 Completely dissatisfied","1989","Bavaria","general elemantary","4","","","","0"
"0 Completely dissatisfied","1989","Bavaria","middle vocational","7","","","","0"
"0 Completely dissatisfied","1989","Bavaria","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1989","Bavaria","higher vocational","1","","","","0"
"0 Completely dissatisfied","1989","Bavaria","higher education","1","","","","0"
"0 Completely dissatisfied","1989","Berlin","in school","","","","","0"
"0 Completely dissatisfied","1989","Berlin","inadequately","6","","","","0"
"0 Completely dissatisfied","1989","Berlin","general elemantary","6","","","","0"
"0 Completely dissatisfied","1989","Berlin","middle vocational","1","","","","0"
"0 Completely dissatisfied","1989","Berlin","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","Berlin","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Berlin","higher education","","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","in school","","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","inadequately","","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","general elemantary","","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","middle vocational","","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","higher education","","","","","0"
"0 Completely dissatisfied","1989","Mecklenburg-Western Pomerania","in school","","","","","0"
"0 Completely dissatisfied","1989","Mecklenburg-Western Pomerania","inadequately","","","","","0"
"0 Completely dissatisfied","1989","Mecklenburg-Western Pomerania","general elemantary","","","","","0"
"0 Completely dissatisfied","1989","Mecklenburg-Western Pomerania","middle vocational","","","","","0"
