"plh0164","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Full Time","1-pers.-HH","2","","","","0"
"0 Completely dissatisfied","1989","Full Time","(Married) couple without C. ","11","","","","0"
"0 Completely dissatisfied","1989","Full Time","Single parent ","4","","","","0"
"0 Completely dissatisfied","1989","Full Time","Couple + C. LE 16 ","14","","","","0"
"0 Completely dissatisfied","1989","Full Time","Couple + C. GT 16 ","7","","","","0"
"0 Completely dissatisfied","1989","Full Time","Couple + C. LE and GT 16","7","","","","0"
"0 Completely dissatisfied","1989","Part Time","1-pers.-HH","2","","","","0"
"0 Completely dissatisfied","1989","Part Time","(Married) couple without C. ","5","","","","0"
"0 Completely dissatisfied","1989","Part Time","Single parent ","3","","","","0"
"0 Completely dissatisfied","1989","Part Time","Couple + C. LE 16 ","6","","","","0"
"0 Completely dissatisfied","1989","Part Time","Couple + C. GT 16 ","9","","","","0"
"0 Completely dissatisfied","1989","Part Time","Couple + C. LE and GT 16","2","","","","0"
"0 Completely dissatisfied","1989","Not Working","1-pers.-HH","4","","","","0"
"0 Completely dissatisfied","1989","Not Working","(Married) couple without C. ","4","","","","0"
"0 Completely dissatisfied","1989","Not Working","Single parent ","5","","","","0"
"0 Completely dissatisfied","1989","Not Working","Couple + C. LE 16 ","17","","","","0"
"0 Completely dissatisfied","1989","Not Working","Couple + C. GT 16 ","13","","","","0"
"0 Completely dissatisfied","1989","Not Working","Couple + C. LE and GT 16","8","","","","0"
"1 on Scale 1 to 10","1989","Full Time","1-pers.-HH","1","","","","1"
"1 on Scale 1 to 10","1989","Full Time","(Married) couple without C. ","10","","","","1"
"1 on Scale 1 to 10","1989","Full Time","Couple + C. GT 16 ","14","","","","1"
"1 on Scale 1 to 10","1989","Full Time","Couple + C. LE 16 ","7","","","","1"
"1 on Scale 1 to 10","1989","Full Time","Single parent ","1","","","","1"
"1 on Scale 1 to 10","1989","Full Time","Couple + C. LE and GT 16","10","","","","1"
"1 on Scale 1 to 10","1989","Part Time","1-pers.-HH","","","","","1"
"1 on Scale 1 to 10","1989","Part Time","(Married) couple without C. ","2","","","","1"
"1 on Scale 1 to 10","1989","Part Time","Single parent ","2","","","","1"
"1 on Scale 1 to 10","1989","Part Time","Couple + C. LE 16 ","4","","","","1"
"1 on Scale 1 to 10","1989","Part Time","Couple + C. GT 16 ","5","","","","1"
"1 on Scale 1 to 10","1989","Part Time","Couple + C. LE and GT 16","3","","","","1"
"1 on Scale 1 to 10","1989","Not Working","1-pers.-HH","3","","","","1"
"1 on Scale 1 to 10","1989","Not Working","(Married) couple without C. ","4","","","","1"
