"plh0164","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","16-34 y.","in school","1","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","inadequately","8","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","general elemantary","22","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","middle vocational","14","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","higher vocational","1","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","higher education","1","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","inadequately","34","0.0635728531085603","0.0394502225911364","0.0876954836259842","0"
"0 Completely dissatisfied","1989","35-65 y.","general elemantary","35","0.0265738157933141","0.0166597685205518","0.0364878630660763","0"
"0 Completely dissatisfied","1989","35-65 y.","middle vocational","20","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","higher vocational","1","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","higher education","","","","","0"
"0 Completely dissatisfied","1989","66 and older","in school","","","","","0"
"0 Completely dissatisfied","1989","66 and older","inadequately","3","","","","0"
"0 Completely dissatisfied","1989","66 and older","general elemantary","5","","","","0"
"0 Completely dissatisfied","1989","66 and older","middle vocational","1","","","","0"
"0 Completely dissatisfied","1989","66 and older","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1989","66 and older","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","66 and older","higher education","","","","","0"
"1 on Scale 1 to 10","1989","66 and older","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","middle vocational","2","","","","1"
"1 on Scale 1 to 10","1989","66 and older","higher education","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","higher vocational","","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","general elemantary","14","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","middle vocational","7","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","general elemantary","28","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","middle vocational","13","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","in school","1","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","inadequately","5","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1989","16-34 y.","higher education","","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","inadequately","34","0.083549368502564","0.0561917720484707","0.110906964956657","1"
"1 on Scale 1 to 10","1989","35-65 y.","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","higher vocational","","","","","1"
"1 on Scale 1 to 10","1989","35-65 y.","higher education","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","1989","66 and older","inadequately","1","","","","1"
"1 on Scale 1 to 10","1989","66 and older","general elemantary","2","","","","1"
"10 Completely satisfied","1989","66 and older","higher education","28","","","","10"
"10 Completely satisfied","1989","66 and older","middle vocational","74","0.198523037114089","0.158985401955928","0.23806067227225","10"
"10 Completely satisfied","1989","66 and older","vocational + Abi","7","","","","10"
"10 Completely satisfied","1989","66 and older","higher vocational","19","","","","10"
"10 Completely satisfied","1989","16-34 y.","in school","29","","","","10"
"10 Completely satisfied","1989","16-34 y.","inadequately","13","","","","10"
"10 Completely satisfied","1989","16-34 y.","general elemantary","119","0.126939863593738","0.105532591597683","0.148347135589794","10"
"10 Completely satisfied","1989","16-34 y.","middle vocational","219","0.129953074995633","0.113796993006986","0.14610915698428","10"
"10 Completely satisfied","1989","16-34 y.","vocational + Abi","23","","","","10"
"10 Completely satisfied","1989","16-34 y.","higher vocational","19","","","","10"
"10 Completely satisfied","1989","16-34 y.","higher education","52","0.248592467759662","0.188392362478727","0.308792573040598","10"
"10 Completely satisfied","1989","35-65 y.","in school","","","","","10"
"10 Completely satisfied","1989","35-65 y.","inadequately","18","","","","10"
"10 Completely satisfied","1989","35-65 y.","general elemantary","88","0.0882607085992714","0.0707746651289517","0.105746752069591","10"
"10 Completely satisfied","1989","35-65 y.","middle vocational","210","0.103361558975847","0.0903317791131387","0.116391338838555","10"
"10 Completely satisfied","1989","35-65 y.","vocational + Abi","19","","","","10"
"10 Completely satisfied","1989","35-65 y.","higher vocational","44","0.160047136060163","0.115985696325978","0.204108575794347","10"
"10 Completely satisfied","1989","35-65 y.","higher education","110","0.276385064169365","0.233254602047717","0.319515526291012","10"
"10 Completely satisfied","1989","66 and older","in school","","","","","10"
"10 Completely satisfied","1989","66 and older","inadequately","","","","","10"
"10 Completely satisfied","1989","66 and older","general elemantary","47","0.156756134821097","0.115546253368651","0.197966016273542","10"
"2 on Scale 1 to 10","1989","66 and older","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1989","66 and older","middle vocational","1","","","","2"
"2 on Scale 1 to 10","1989","66 and older","higher vocational","","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","in school","2","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","inadequately","10","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","general elemantary","36","0.0371683314669916","0.0250036161493332","0.0493330467846499","2"
"2 on Scale 1 to 10","1989","16-34 y.","middle vocational","24","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","higher vocational","","","","","2"
"2 on Scale 1 to 10","1989","16-34 y.","higher education","5","","","","2"
"2 on Scale 1 to 10","1989","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1989","35-65 y.","inadequately","46","0.125276942960247","0.0925487010526397","0.158005184867854","2"
"2 on Scale 1 to 10","1989","35-65 y.","general elemantary","43","0.0334485498402886","0.0223651334754005","0.0445319662051767","2"
