"plh0164","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Not Employed","no migration background","23","","","","0"
"0 Completely dissatisfied","1989","Not Employed","direct migration background","42","0.033865317843379","0.020349252390093","0.0473813832966649","0"
"0 Completely dissatisfied","1989","Not Employed","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1989","Employed","no migration background","31","0.0072906179252027","0.00464660527767705","0.00993463057272835","0"
"0 Completely dissatisfied","1989","Employed","direct migration background","52","0.0217246853398655","0.0144811498956757","0.0289682207840554","0"
"0 Completely dissatisfied","1989","Employed","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1989","Employed","no migration background","22","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","indirect migration background","2","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","no migration background","14","","","","1"
"1 on Scale 1 to 10","1989","Not Employed","direct migration background","31","0.0191937654970558","0.00894136476387103","0.0294461662302407","1"
"1 on Scale 1 to 10","1989","Employed","direct migration background","40","0.015923161220998","0.00970341813436858","0.0221429043076275","1"
"1 on Scale 1 to 10","1989","Employed","indirect migration background","1","","","","1"
"10 Completely satisfied","1989","Not Employed","no migration background","333","0.160425552224194","0.145058404012599","0.175792700435789","10"
"10 Completely satisfied","1989","Not Employed","indirect migration background","19","","","","10"
"10 Completely satisfied","1989","Not Employed","direct migration background","65","0.129227374096809","0.104161461810359","0.154293286383259","10"
"10 Completely satisfied","1989","Employed","no migration background","565","0.138410559060342","0.127677955422049","0.149143162698634","10"
"10 Completely satisfied","1989","Employed","direct migration background","150","0.114627165534605","0.0987982862267318","0.130456044842479","10"
"10 Completely satisfied","1989","Employed","indirect migration background","18","","","","10"
"2 on Scale 1 to 10","1989","Not Employed","no migration background","36","0.0128109473498061","0.00810206661676998","0.0175198280828422","2"
"2 on Scale 1 to 10","1989","Not Employed","direct migration background","44","0.0532831633138964","0.0365005757288041","0.0700657508989888","2"
"2 on Scale 1 to 10","1989","Not Employed","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1989","Employed","no migration background","59","0.0157042680550509","0.0118402250942557","0.0195683110158461","2"
"2 on Scale 1 to 10","1989","Employed","direct migration background","78","0.0424685292189327","0.0324488588691856","0.0524881995686797","2"
"2 on Scale 1 to 10","1989","Employed","indirect migration background","2","","","","2"
"3 on Scale 1 to 10","1989","Not Employed","direct migration background","74","0.0823478024927517","0.0618069277879321","0.102888677197571","3"
"3 on Scale 1 to 10","1989","Not Employed","indirect migration background","3","","","","3"
"3 on Scale 1 to 10","1989","Not Employed","no migration background","91","0.0431668129509036","0.0346570000826506","0.0516766258191565","3"
"3 on Scale 1 to 10","1989","Employed","no migration background","115","0.0288830877222574","0.0236780022677569","0.0340881731767579","3"
"3 on Scale 1 to 10","1989","Employed","direct migration background","106","0.0575894453791403","0.046014077204248","0.0691648135540326","3"
"3 on Scale 1 to 10","1989","Employed","indirect migration background","6","","","","3"
"4 on Scale 1 to 10","1989","Not Employed","no migration background","96","0.0449449497676641","0.0362697086433697","0.0536201908919585","4"
"4 on Scale 1 to 10","1989","Not Employed","indirect migration background","3","","","","4"
"4 on Scale 1 to 10","1989","Not Employed","direct migration background","53","0.0657725015149469","0.0472498833135413","0.0842951197163525","4"
"4 on Scale 1 to 10","1989","Employed","no migration background","146","0.0377642596064088","0.0318397620495582","0.0436887571632595","4"
"4 on Scale 1 to 10","1989","Employed","direct migration background","117","0.0669006208837793","0.0544863185143938","0.0793149232531647","4"
"4 on Scale 1 to 10","1989","Employed","indirect migration background","4","","","","4"
"5 on Scale 1 to 10","1989","Not Employed","no migration background","367","0.16828683892984","0.152621537153225","0.183952140706455","5"
"5 on Scale 1 to 10","1989","Not Employed","direct migration background","130","0.210331418678914","0.179878538270557","0.240784299087272","5"
"5 on Scale 1 to 10","1989","Not Employed","indirect migration background","8","","","","5"
"5 on Scale 1 to 10","1989","Employed","no migration background","556","0.143962720799901","0.133052296069878","0.154873145529925","5"
"5 on Scale 1 to 10","1989","Employed","direct migration background","264","0.172437747333605","0.153667940567068","0.191207554100141","5"
"5 on Scale 1 to 10","1989","Employed","indirect migration background","17","","","","5"
"6 on Scale 1 to 10","1989","Not Employed","direct migration background","64","0.0978360209731882","0.0756363772770261","0.12003566466935","6"
"6 on Scale 1 to 10","1989","Not Employed","indirect migration background","8","","","","6"
"6 on Scale 1 to 10","1989","Not Employed","no migration background","234","0.104426928089481","0.0916218076704427","0.117232048508518","6"
"6 on Scale 1 to 10","1989","Employed","no migration background","394","0.0937237503240692","0.084665894072428","0.10278160657571","6"
"6 on Scale 1 to 10","1989","Employed","direct migration background","167","0.103008333431306","0.0879049697806115","0.118111697082001","6"
"6 on Scale 1 to 10","1989","Employed","indirect migration background","12","","","","6"
"7 on Scale 1 to 10","1989","Not Employed","direct migration background","65","0.109938416922847","0.0865641155320157","0.133312718313677","7"
"7 on Scale 1 to 10","1989","Not Employed","indirect migration background","16","","","","7"
"7 on Scale 1 to 10","1989","Not Employed","no migration background","327","0.144934609146718","0.130194095460538","0.159675122832898","7"
"7 on Scale 1 to 10","1989","Employed","no migration background","630","0.159536005127621","0.148155561062915","0.170916449192327","7"
"7 on Scale 1 to 10","1989","Employed","direct migration background","238","0.162907061809993","0.144558581963973","0.181255541656012","7"
"7 on Scale 1 to 10","1989","Employed","indirect migration background","19","","","","7"
"8 on Scale 1 to 10","1989","Not Employed","indirect migration background","23","","","","8"
"8 on Scale 1 to 10","1989","Employed","no migration background","926","0.235237797148884","0.222055622683672","0.248419971614096","8"
"8 on Scale 1 to 10","1989","Not Employed","direct migration background","86","0.143475372443733","0.117280729702338","0.169670015185128","8"
"8 on Scale 1 to 10","1989","Not Employed","no migration background","453","0.207665964601036","0.190681036218113","0.224650892983958","8"
"8 on Scale 1 to 10","1989","Employed","direct migration background","247","0.170652615131067","0.151960088483596","0.189345141778539","8"
"8 on Scale 1 to 10","1989","Employed","indirect migration background","33","0.217713664000669","0.148098007592284","0.287329320409053","8"
"9 on Scale 1 to 10","1989","Not Employed","no migration background","217","0.0972997303657158","0.0848902239842811","0.10970923674715","9"
"9 on Scale 1 to 10","1989","Not Employed","direct migration background","34","0.054728846222479","0.0377331006637807","0.0717245917811773","9"
"9 on Scale 1 to 10","1989","Not Employed","indirect migration background","15","","","","9"
"9 on Scale 1 to 10","1989","Employed","no migration background","533","0.134555598153854","0.123949863246425","0.145161333061283","9"
"9 on Scale 1 to 10","1989","Employed","direct migration background","97","0.0717606347167077","0.0589368440072739","0.0845844254261414","9"
"9 on Scale 1 to 10","1989","Employed","indirect migration background","21","","","","9"
"0 Completely dissatisfied","1990","Not Employed","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Not Employed","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Not Employed","indirect migration background","","","","","0"
"0 Completely dissatisfied","1990","Employed","no migration background","","","","","0"
"0 Completely dissatisfied","1990","Employed","direct migration background","","","","","0"
"0 Completely dissatisfied","1990","Employed","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1990","Not Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1990","Not Employed","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Not Employed","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Employed","no migration background","","","","","1"
"1 on Scale 1 to 10","1990","Employed","direct migration background","","","","","1"
"1 on Scale 1 to 10","1990","Employed","indirect migration background","","","","","1"
"10 Completely satisfied","1990","Not Employed","direct migration background","","","","","10"
"10 Completely satisfied","1990","Employed","no migration background","","","","","10"
"10 Completely satisfied","1990","Not Employed","no migration background","","","","","10"
"10 Completely satisfied","1990","Not Employed","indirect migration background","","","","","10"
"10 Completely satisfied","1990","Employed","direct migration background","","","","","10"
"10 Completely satisfied","1990","Employed","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1990","Not Employed","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Not Employed","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Not Employed","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1990","Employed","no migration background","","","","","2"
"2 on Scale 1 to 10","1990","Employed","direct migration background","","","","","2"
"2 on Scale 1 to 10","1990","Employed","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1990","Not Employed","no migration background","","","","","3"
"3 on Scale 1 to 10","1990","Not Employed","direct migration background","","","","","3"
"3 on Scale 1 to 10","1990","Not Employed","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1990","Employed","no migration background","","","","","3"
"3 on Scale 1 to 10","1990","Employed","direct migration background","","","","","3"
"3 on Scale 1 to 10","1990","Employed","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1990","Not Employed","no migration background","","","","","4"
"4 on Scale 1 to 10","1990","Not Employed","direct migration background","","","","","4"
