"plh0164","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Not Employed","Male","16","","","","0"
"0 Completely dissatisfied","1989","Not Employed","Female","51","0.0116769916020549","0.0069922316419472","0.0163617515621627","0"
"0 Completely dissatisfied","1989","Employed","Male","42","0.00538391246910449","0.0029044253427881","0.00786339959542088","0"
"0 Completely dissatisfied","1989","Employed","Female","43","0.0137812732345958","0.00903941814989996","0.0185231283192916","0"
"1 on Scale 1 to 10","1989","Not Employed","Female","34","0.00756959355185347","0.00378988148102337","0.0113493056226836","1"
"1 on Scale 1 to 10","1989","Not Employed","Male","13","","","","1"
"1 on Scale 1 to 10","1989","Employed","Male","32","0.00566068245886283","0.00311861643787558","0.00820274847985008","1"
"1 on Scale 1 to 10","1989","Employed","Female","31","0.00675299636036556","0.00342184878615058","0.0100841439345805","1"
"10 Completely satisfied","1989","Employed","Male","439","0.135436257281364","0.123841781871283","0.147030732691446","10"
"10 Completely satisfied","1989","Not Employed","Male","141","0.153346125484922","0.130541227112125","0.176151023857719","10"
"10 Completely satisfied","1989","Not Employed","Female","276","0.160149180732404","0.144155963285012","0.176142398179796","10"
"10 Completely satisfied","1989","Employed","Female","294","0.138347137900836","0.124303868079853","0.15239040772182","10"
"2 on Scale 1 to 10","1989","Not Employed","Male","12","","","","2"
"2 on Scale 1 to 10","1989","Not Employed","Female","69","0.0217953322536599","0.0154278313002265","0.0281628332070933","2"
"2 on Scale 1 to 10","1989","Employed","Male","84","0.0197428417399224","0.0150291631510901","0.0244565203287547","2"
"2 on Scale 1 to 10","1989","Employed","Female","55","0.0167234703983761","0.0115077053152262","0.021939235481526","2"
"3 on Scale 1 to 10","1989","Not Employed","Female","123","0.0523996555449915","0.0426822746258217","0.0621170364641613","3"
"3 on Scale 1 to 10","1989","Not Employed","Male","45","0.0355318703178209","0.0238155358184466","0.0472482048171952","3"
"3 on Scale 1 to 10","1989","Employed","Male","120","0.0250769868236579","0.0197790355506855","0.0303749380966302","3"
"3 on Scale 1 to 10","1989","Employed","Female","107","0.0420196986412384","0.0338591052466216","0.0501802920358552","3"
"4 on Scale 1 to 10","1989","Not Employed","Male","46","0.0439077994618077","0.0309402022871161","0.0568753966364992","4"
"4 on Scale 1 to 10","1989","Not Employed","Female","106","0.0481595850076846","0.0388228325482474","0.0574963374671218","4"
"4 on Scale 1 to 10","1989","Employed","Male","133","0.0345843205838824","0.0283930195498438","0.040775621617921","4"
"4 on Scale 1 to 10","1989","Employed","Female","134","0.0496410253235831","0.0408065411908438","0.0584755094563223","4"
"5 on Scale 1 to 10","1989","Not Employed","Male","132","0.132573117449542","0.111110486373322","0.154035748525762","5"
"5 on Scale 1 to 10","1989","Employed","Female","379","0.162581236333479","0.147573211555014","0.177589261111944","5"
"5 on Scale 1 to 10","1989","Not Employed","Female","373","0.191313398712568","0.174160590820885","0.20846620660425","5"
"5 on Scale 1 to 10","1989","Employed","Male","458","0.135701272285572","0.124097237573035","0.14730530699811","5"
"6 on Scale 1 to 10","1989","Not Employed","Male","93","0.0993271722996645","0.0803969221116409","0.118257422487688","6"
"6 on Scale 1 to 10","1989","Not Employed","Female","213","0.105219942734444","0.0918392195931957","0.118600665875693","6"
"6 on Scale 1 to 10","1989","Employed","Male","359","0.101554985496439","0.0913201351100984","0.111789835882779","6"
"6 on Scale 1 to 10","1989","Employed","Female","214","0.0841939702619782","0.0728996726507972","0.0954882678731591","6"
"7 on Scale 1 to 10","1989","Not Employed","Male","148","0.160530438734029","0.137296654038747","0.18376422342931","7"
"7 on Scale 1 to 10","1989","Not Employed","Female","260","0.132076116717252","0.117311391404047","0.146840842030456","7"
"7 on Scale 1 to 10","1989","Employed","Male","562","0.17327999251345","0.160455548172369","0.186104436854531","7"
"7 on Scale 1 to 10","1989","Employed","Female","325","0.140302574528176","0.126176463461742","0.15442868559461","7"
"8 on Scale 1 to 10","1989","Not Employed","Female","362","0.192529554978416","0.1753352578471","0.209723852109732","8"
"8 on Scale 1 to 10","1989","Employed","Male","733","0.232152049549626","0.217846353333555","0.246457745765696","8"
"8 on Scale 1 to 10","1989","Employed","Female","473","0.22259476234223","0.20567484702689","0.239514677657571","8"
"8 on Scale 1 to 10","1989","Not Employed","Male","200","0.222889140617387","0.196548597150443","0.24922968408433","8"
"9 on Scale 1 to 10","1989","Not Employed","Female","153","0.0771106481646722","0.0654773087109922","0.0887439876183521","9"
"9 on Scale 1 to 10","1989","Employed","Female","267","0.123061854675141","0.10970010927922","0.136423600071061","9"
"9 on Scale 1 to 10","1989","Not Employed","Male","113","0.124846937475225","0.103926549103836","0.145767325846615","9"
"9 on Scale 1 to 10","1989","Employed","Male","384","0.131426698798119","0.119978684578976","0.142874713017262","9"
"0 Completely dissatisfied","1990","Not Employed","Male","","","","","0"
"0 Completely dissatisfied","1990","Not Employed","Female","","","","","0"
"0 Completely dissatisfied","1990","Employed","Male","","","","","0"
"0 Completely dissatisfied","1990","Employed","Female","","","","","0"
"1 on Scale 1 to 10","1990","Not Employed","Male","","","","","1"
"1 on Scale 1 to 10","1990","Not Employed","Female","","","","","1"
"1 on Scale 1 to 10","1990","Employed","Male","","","","","1"
"1 on Scale 1 to 10","1990","Employed","Female","","","","","1"
"10 Completely satisfied","1990","Not Employed","Male","","","","","10"
"10 Completely satisfied","1990","Employed","Male","","","","","10"
"10 Completely satisfied","1990","Not Employed","Female","","","","","10"
"10 Completely satisfied","1990","Employed","Female","","","","","10"
"2 on Scale 1 to 10","1990","Not Employed","Male","","","","","2"
"2 on Scale 1 to 10","1990","Not Employed","Female","","","","","2"
"2 on Scale 1 to 10","1990","Employed","Male","","","","","2"
"2 on Scale 1 to 10","1990","Employed","Female","","","","","2"
"3 on Scale 1 to 10","1990","Not Employed","Female","","","","","3"
"3 on Scale 1 to 10","1990","Not Employed","Male","","","","","3"
"3 on Scale 1 to 10","1990","Employed","Male","","","","","3"
"3 on Scale 1 to 10","1990","Employed","Female","","","","","3"
"4 on Scale 1 to 10","1990","Not Employed","Male","","","","","4"
"4 on Scale 1 to 10","1990","Not Employed","Female","","","","","4"
"4 on Scale 1 to 10","1990","Employed","Male","","","","","4"
"4 on Scale 1 to 10","1990","Employed","Female","","","","","4"
"5 on Scale 1 to 10","1990","Not Employed","Male","","","","","5"
"5 on Scale 1 to 10","1990","Employed","Female","","","","","5"
"5 on Scale 1 to 10","1990","Not Employed","Female","","","","","5"
"5 on Scale 1 to 10","1990","Employed","Male","","","","","5"
"6 on Scale 1 to 10","1990","Not Employed","Male","","","","","6"
"6 on Scale 1 to 10","1990","Not Employed","Female","","","","","6"
"6 on Scale 1 to 10","1990","Employed","Male","","","","","6"
"6 on Scale 1 to 10","1990","Employed","Female","","","","","6"
"7 on Scale 1 to 10","1990","Not Employed","Male","","","","","7"
"7 on Scale 1 to 10","1990","Employed","Female","","","","","7"
"7 on Scale 1 to 10","1990","Not Employed","Female","","","","","7"
"7 on Scale 1 to 10","1990","Employed","Male","","","","","7"
"8 on Scale 1 to 10","1990","Not Employed","Female","","","","","8"
"8 on Scale 1 to 10","1990","Employed","Male","","","","","8"
"8 on Scale 1 to 10","1990","Employed","Female","","","","","8"
"8 on Scale 1 to 10","1990","Not Employed","Male","","","","","8"
"9 on Scale 1 to 10","1990","Employed","Female","","","","","9"
"9 on Scale 1 to 10","1990","Not Employed","Female","","","","","9"
"9 on Scale 1 to 10","1990","Not Employed","Male","","","","","9"
"9 on Scale 1 to 10","1990","Employed","Male","","","","","9"
"0 Completely dissatisfied","1991","Not Employed","Male","","","","","0"
"0 Completely dissatisfied","1991","Not Employed","Female","","","","","0"
"0 Completely dissatisfied","1991","Employed","Male","","","","","0"
"0 Completely dissatisfied","1991","Employed","Female","","","","","0"
"1 on Scale 1 to 10","1991","Employed","Male","","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Male","","","","","1"
"1 on Scale 1 to 10","1991","Employed","Female","","","","","1"
"1 on Scale 1 to 10","1991","Not Employed","Female","","","","","1"
"10 Completely satisfied","1991","Not Employed","Male","","","","","10"
"10 Completely satisfied","1991","Employed","Male","","","","","10"
"10 Completely satisfied","1991","Not Employed","Female","","","","","10"
"10 Completely satisfied","1991","Employed","Female","","","","","10"
"2 on Scale 1 to 10","1991","Employed","Male","","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Male","","","","","2"
"2 on Scale 1 to 10","1991","Not Employed","Female","","","","","2"
"2 on Scale 1 to 10","1991","Employed","Female","","","","","2"
"3 on Scale 1 to 10","1991","Employed","Male","","","","","3"
