"plh0164","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","no migration background","Male","17","","","","0"
"0 Completely dissatisfied","1989","no migration background","Female","37","0.0108389012289441","0.00722756294648762","0.0144502395114007","0"
"0 Completely dissatisfied","1989","direct migration background","Male","39","0.0223074575899828","0.0138776555175539","0.0307372596624117","0"
"0 Completely dissatisfied","1989","direct migration background","Female","55","0.0303565014413437","0.020052517074618","0.0406604858080695","0"
"0 Completely dissatisfied","1989","indirect migration background","Male","2","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Female","2","","","","0"
"1 on Scale 1 to 10","1989","direct migration background","Female","44","0.0237772765997269","0.0146271142799133","0.0329274389195405","1"
"1 on Scale 1 to 10","1989","direct migration background","Male","27","","","","1"
"1 on Scale 1 to 10","1989","no migration background","Male","16","","","","1"
"1 on Scale 1 to 10","1989","no migration background","Female","20","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Male","2","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Female","1","","","","1"
"10 Completely satisfied","1989","no migration background","Male","434","0.139621808335039","0.127239940348956","0.152003676321121","10"
"10 Completely satisfied","1989","direct migration background","Male","125","0.135007883005613","0.115501496422143","0.154514269589083","10"
"10 Completely satisfied","1989","no migration background","Female","464","0.154121898818177","0.141528930970132","0.166714866666222","10"
"10 Completely satisfied","1989","direct migration background","Female","90","0.104660214192049","0.0862754510748602","0.123044977309238","10"
"10 Completely satisfied","1989","indirect migration background","Male","21","","","","10"
"10 Completely satisfied","1989","indirect migration background","Female","16","","","","10"
"2 on Scale 1 to 10","1989","no migration background","Male","41","0.0139929198511871","0.00979669227726357","0.0181891474251105","2"
"2 on Scale 1 to 10","1989","no migration background","Female","54","0.0150846857511304","0.0108335046446407","0.0193358668576201","2"
"2 on Scale 1 to 10","1989","direct migration background","Male","54","0.0346522778599034","0.0242123145926262","0.0450922411271805","2"
"2 on Scale 1 to 10","1989","direct migration background","Female","68","0.0587757174337659","0.0446497299179033","0.0729017049496286","2"
"2 on Scale 1 to 10","1989","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","Female","2","","","","2"
"3 on Scale 1 to 10","1989","no migration background","Female","131","0.0443310859126622","0.0371523175065757","0.0515098543187488","3"
"3 on Scale 1 to 10","1989","direct migration background","Male","84","0.0588322251586216","0.0454004828814466","0.0722639674357966","3"
"3 on Scale 1 to 10","1989","no migration background","Male","75","0.0240262210529963","0.0185557257135435","0.0294967163924491","3"
"3 on Scale 1 to 10","1989","direct migration background","Female","96","0.0751361060522867","0.059304078329027","0.0909681337755464","3"
"3 on Scale 1 to 10","1989","indirect migration background","Male","6","","","","3"
"3 on Scale 1 to 10","1989","indirect migration background","Female","3","","","","3"
"4 on Scale 1 to 10","1989","no migration background","Male","100","0.0347986412340249","0.0282514511668094","0.0413458313012404","4"
"4 on Scale 1 to 10","1989","direct migration background","Male","76","0.0572543706237068","0.0439928668013421","0.0705158744460714","4"
"4 on Scale 1 to 10","1989","no migration background","Female","142","0.0460181531384784","0.0387105210185502","0.0533257852584065","4"
"4 on Scale 1 to 10","1989","direct migration background","Female","94","0.0760160398369443","0.0600991531854496","0.0919329264884391","4"
"4 on Scale 1 to 10","1989","indirect migration background","Male","3","","","","4"
"4 on Scale 1 to 10","1989","indirect migration background","Female","4","","","","4"
"5 on Scale 1 to 10","1989","no migration background","Male","376","0.130739960572021","0.118696705749456","0.142783215394586","5"
"5 on Scale 1 to 10","1989","no migration background","Female","547","0.174880409728585","0.161631777077439","0.188129042379732","5"
"5 on Scale 1 to 10","1989","direct migration background","Male","205","0.169017501816532","0.147625424179373","0.19040957945369","5"
"5 on Scale 1 to 10","1989","direct migration background","Female","189","0.204796548001224","0.180559834370094","0.229033261632353","5"
"5 on Scale 1 to 10","1989","indirect migration background","Male","9","","","","5"
"5 on Scale 1 to 10","1989","indirect migration background","Female","16","","","","5"
"6 on Scale 1 to 10","1989","no migration background","Female","306","0.0943887191937181","0.0841917058757424","0.104585732511694","6"
"6 on Scale 1 to 10","1989","direct migration background","Male","124","0.0985228498561474","0.0815115682942682","0.115534131418027","6"
"6 on Scale 1 to 10","1989","no migration background","Male","322","0.101801845197617","0.0909992339514095","0.112604456443825","6"
"6 on Scale 1 to 10","1989","direct migration background","Female","107","0.103711837094634","0.0854008700445128","0.122022804144756","6"
"6 on Scale 1 to 10","1989","indirect migration background","Male","6","","","","6"
"6 on Scale 1 to 10","1989","indirect migration background","Female","14","","","","6"
"7 on Scale 1 to 10","1989","no migration background","Female","438","0.135648168861226","0.123705695694809","0.147590642027643","7"
"7 on Scale 1 to 10","1989","direct migration background","Male","172","0.146611874143547","0.126421281858362","0.166802466428731","7"
"7 on Scale 1 to 10","1989","no migration background","Male","519","0.173195885182595","0.159677184800842","0.186714585564349","7"
"7 on Scale 1 to 10","1989","direct migration background","Female","131","0.139466245662867","0.118660092208161","0.160272399117573","7"
"7 on Scale 1 to 10","1989","indirect migration background","Male","19","","","","7"
"7 on Scale 1 to 10","1989","indirect migration background","Female","16","","","","7"
"8 on Scale 1 to 10","1989","direct migration background","Male","196","0.195391611891716","0.172758908901476","0.218024314881957","8"
"8 on Scale 1 to 10","1989","direct migration background","Female","137","0.124402943283747","0.104581249554841","0.144224637012654","8"
"8 on Scale 1 to 10","1989","no migration background","Female","670","0.214977081030601","0.200649288731875","0.229304873329326","8"
"8 on Scale 1 to 10","1989","no migration background","Male","709","0.234347627966843","0.219215118983798","0.249480136949888","8"
"8 on Scale 1 to 10","1989","indirect migration background","Male","28","","","","8"
"8 on Scale 1 to 10","1989","indirect migration background","Female","28","","","","8"
"9 on Scale 1 to 10","1989","no migration background","Male","401","0.13641758312849","0.124155848456378","0.148679317800602","9"
"9 on Scale 1 to 10","1989","no migration background","Female","349","0.104324954815396","0.0936636252644142","0.114986284366379","9"
"9 on Scale 1 to 10","1989","direct migration background","Male","77","0.0716691534200142","0.0569457328951217","0.0863925739449066","9"
"9 on Scale 1 to 10","1989","direct migration background","Female","54","0.0589005704014106","0.0447605253710495","0.0730406154317717","9"
"9 on Scale 1 to 10","1989","indirect migration background","Male","19","","","","9"
"9 on Scale 1 to 10","1989","indirect migration background","Female","17","","","","9"
"0 Completely dissatisfied","1990","no migration background","Male","","","","","0"
"0 Completely dissatisfied","1990","no migration background","Female","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","Male","","","","","0"
"0 Completely dissatisfied","1990","direct migration background","Female","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1990","indirect migration background","Female","","","","","0"
"1 on Scale 1 to 10","1990","direct migration background","Male","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","Male","","","","","1"
"1 on Scale 1 to 10","1990","no migration background","Female","","","","","1"
"1 on Scale 1 to 10","1990","direct migration background","Female","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1990","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1990","no migration background","Female","","","","","10"
"10 Completely satisfied","1990","direct migration background","Female","","","","","10"
"10 Completely satisfied","1990","no migration background","Male","","","","","10"
"10 Completely satisfied","1990","direct migration background","Male","","","","","10"
"10 Completely satisfied","1990","indirect migration background","Male","","","","","10"
"10 Completely satisfied","1990","indirect migration background","Female","","","","","10"
"2 on Scale 1 to 10","1990","no migration background","Male","","","","","2"
"2 on Scale 1 to 10","1990","no migration background","Female","","","","","2"
"2 on Scale 1 to 10","1990","direct migration background","Male","","","","","2"
"2 on Scale 1 to 10","1990","direct migration background","Female","","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","Male","","","","","2"
"2 on Scale 1 to 10","1990","indirect migration background","Female","","","","","2"
"3 on Scale 1 to 10","1990","no migration background","Male","","","","","3"
