"plh0164","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Urban Area","Male","50","0.00868767298024844","0.00559099868401596","0.0117843472764809","0"
"0 Completely dissatisfied","1989","Urban Area","Female","78","0.0132603909199815","0.00946590792242184","0.0170548739175411","0"
"0 Completely dissatisfied","1989","Rural Area","Male","8","","","","0"
"0 Completely dissatisfied","1989","Rural Area","Female","16","","","","0"
"1 on Scale 1 to 10","1989","Urban Area","Female","56","0.00645121415840737","0.00379545618087645","0.0091069721359383","1"
"1 on Scale 1 to 10","1989","Urban Area","Male","37","0.00452862820553492","0.00228817300400841","0.00676908340706143","1"
"1 on Scale 1 to 10","1989","Rural Area","Male","8","","","","1"
"1 on Scale 1 to 10","1989","Rural Area","Female","9","","","","1"
"10 Completely satisfied","1989","Rural Area","Male","130","0.149026622098423","0.125156483024251","0.172896761172595","10"
"10 Completely satisfied","1989","Urban Area","Male","450","0.137687820314929","0.126189919285213","0.149185721344645","10"
"10 Completely satisfied","1989","Urban Area","Female","448","0.148655819540966","0.136854876607939","0.160456762473992","10"
"10 Completely satisfied","1989","Rural Area","Female","122","0.152416228858197","0.1282677247542","0.176564732962193","10"
"2 on Scale 1 to 10","1989","Urban Area","Male","85","0.0184635253699012","0.0139714288552169","0.0229556218845856","2"
"2 on Scale 1 to 10","1989","Urban Area","Female","101","0.0188757511398376","0.0143614836131539","0.0233900186665213","2"
"2 on Scale 1 to 10","1989","Rural Area","Male","11","","","","2"
"2 on Scale 1 to 10","1989","Rural Area","Female","23","","","","2"
"3 on Scale 1 to 10","1989","Urban Area","Female","188","0.0472732587781682","0.0402333810706011","0.0543131364857353","3"
"3 on Scale 1 to 10","1989","Urban Area","Male","134","0.0245025530884221","0.0193436510471277","0.0296614551297164","3"
"3 on Scale 1 to 10","1989","Rural Area","Male","31","0.0394001198553886","0.0263598953273607","0.0524403443834165","3"
"3 on Scale 1 to 10","1989","Rural Area","Female","42","0.0474963529118158","0.0332058745713008","0.0617868312523309","3"
"4 on Scale 1 to 10","1989","Urban Area","Male","146","0.0356724721698132","0.0294835156787396","0.0418614286608867","4"
"4 on Scale 1 to 10","1989","Urban Area","Female","191","0.0450666325130249","0.0381850669025199","0.0519481981235299","4"
"4 on Scale 1 to 10","1989","Rural Area","Male","33","0.0419432058779475","0.0285065414131186","0.0553798703427763","4"
"4 on Scale 1 to 10","1989","Rural Area","Female","49","0.0623789600128243","0.0461303562534295","0.0786275637722191","4"
"5 on Scale 1 to 10","1989","Urban Area","Male","470","0.13487516372063","0.12347676286763","0.146273564573629","5"
"5 on Scale 1 to 10","1989","Rural Area","Female","143","0.180530161962875","0.154688247567104","0.206372076358646","5"
"5 on Scale 1 to 10","1989","Urban Area","Female","609","0.17633423568568","0.163692200523497","0.188976270847864","5"
"5 on Scale 1 to 10","1989","Rural Area","Male","120","0.134791893322713","0.111901291528962","0.157682495116463","5"
"6 on Scale 1 to 10","1989","Urban Area","Male","364","0.100748225995923","0.0907044296305047","0.110792022361341","6"
"6 on Scale 1 to 10","1989","Urban Area","Female","359","0.0996747334935748","0.0897375015372099","0.10961196544994","6"
"6 on Scale 1 to 10","1989","Rural Area","Male","88","0.101646259897379","0.0813911583226031","0.121901361472155","6"
"6 on Scale 1 to 10","1989","Rural Area","Female","68","0.0781823352772468","0.0601455081289399","0.0962191624255537","6"
"7 on Scale 1 to 10","1989","Urban Area","Male","568","0.172628547900983","0.160017675888361","0.185239419913606","7"
"7 on Scale 1 to 10","1989","Urban Area","Female","461","0.132592304215912","0.121342525988589","0.143842082443234","7"
"7 on Scale 1 to 10","1989","Rural Area","Male","142","0.160386847309328","0.135789457392413","0.184984237226243","7"
"7 on Scale 1 to 10","1989","Rural Area","Female","124","0.148499199200673","0.12460800287146","0.172390395529887","7"
"8 on Scale 1 to 10","1989","Urban Area","Female","668","0.212148179449051","0.198586449483295","0.225709909414807","8"
"8 on Scale 1 to 10","1989","Rural Area","Male","188","0.221630952500139","0.193790709677264","0.249471195323014","8"
"8 on Scale 1 to 10","1989","Rural Area","Female","167","0.189869694572137","0.163519211814703","0.216220177329571","8"
"8 on Scale 1 to 10","1989","Urban Area","Male","745","0.232019833899221","0.217934209572144","0.246105458226298","8"
"9 on Scale 1 to 10","1989","Urban Area","Female","332","0.099667480105397","0.0897305696970141","0.10960439051378","9"
