"plh0164","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","no migration background","Urban Area","43","0.00895206059861114","0.00626778960268715","0.0116363315945351","0"
"0 Completely dissatisfied","1989","no migration background","Rural Area","11","","","","0"
"0 Completely dissatisfied","1989","direct migration background","Urban Area","82","0.0270930669807489","0.0199776914221676","0.0342084425393303","0"
"0 Completely dissatisfied","1989","direct migration background","Rural Area","12","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Urban Area","3","","","","0"
"0 Completely dissatisfied","1989","indirect migration background","Rural Area","1","","","","0"
"1 on Scale 1 to 10","1989","direct migration background","Rural Area","3","","","","1"
"1 on Scale 1 to 10","1989","direct migration background","Urban Area","68","0.019051328922355","0.0130600591897463","0.0250425986549637","1"
"1 on Scale 1 to 10","1989","no migration background","Urban Area","22","","","","1"
"1 on Scale 1 to 10","1989","no migration background","Rural Area","14","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Urban Area","3","","","","1"
"1 on Scale 1 to 10","1989","indirect migration background","Rural Area","","","","","1"
"10 Completely satisfied","1989","no migration background","Urban Area","680","0.146303295324951","0.136231743836865","0.156374846813038","10"
"10 Completely satisfied","1989","direct migration background","Urban Area","186","0.117213332043054","0.103115592522268","0.131311071563839","10"
"10 Completely satisfied","1989","no migration background","Rural Area","218","0.149838109206527","0.131390902815443","0.168285315597612","10"
"10 Completely satisfied","1989","direct migration background","Rural Area","29","","","","10"
"10 Completely satisfied","1989","indirect migration background","Urban Area","32","0.184766288385767","0.132399095319502","0.237133481452032","10"
"10 Completely satisfied","1989","indirect migration background","Rural Area","5","","","","10"
"2 on Scale 1 to 10","1989","no migration background","Urban Area","74","0.0150852201174233","0.0116115171970138","0.0185589230378327","2"
"2 on Scale 1 to 10","1989","no migration background","Rural Area","21","","","","2"
"2 on Scale 1 to 10","1989","direct migration background","Urban Area","110","0.0476541155556178","0.0383176896568797","0.0569905414543558","2"
"2 on Scale 1 to 10","1989","direct migration background","Rural Area","12","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","Urban Area","2","","","","2"
"2 on Scale 1 to 10","1989","indirect migration background","Rural Area","1","","","","2"
