"plh0164","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","in school","1","","","","0"
"0 Completely dissatisfied","1989","inadequately","45","0.0580043158452588","0.0384511749519687","0.0775574567385488","0"
"0 Completely dissatisfied","1989","general elemantary","62","0.0222843341921218","0.0161703098624844","0.0283983585217593","0"
"0 Completely dissatisfied","1989","middle vocational","35","0.00558634886597595","0.00331926814222617","0.00785342958972573","0"
"0 Completely dissatisfied","1989","vocational + Abi","4","","","","0"
"0 Completely dissatisfied","1989","higher vocational","2","","","","0"
"0 Completely dissatisfied","1989","higher education","1","","","","0"
"1 on Scale 1 to 10","1989","in school","1","","","","1"
"1 on Scale 1 to 10","1989","middle vocational","22","","","","1"
"1 on Scale 1 to 10","1989","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1989","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1989","inadequately","40","0.0628729010130974","0.0425683721455519","0.083177429880643","1"
"1 on Scale 1 to 10","1989","general elemantary","44","0.0110268235274489","0.00670130165299302","0.0153523454019048","1"
"1 on Scale 1 to 10","1989","higher education","","","","","1"
"10 Completely satisfied","1989","in school","29","","","","10"
"10 Completely satisfied","1989","inadequately","31","0.0755306274302623","0.0534266856091696","0.097634569251355","10"
"10 Completely satisfied","1989","general elemantary","254","0.116961389468518","0.10364973149668","0.130273047440356","10"
"10 Completely satisfied","1989","middle vocational","503","0.127071652889607","0.116941102139444","0.137202203639769","10"
"10 Completely satisfied","1989","vocational + Abi","49","0.186401780216033","0.139602702390904","0.233200858041162","10"
"10 Completely satisfied","1989","higher vocational","82","0.181515569994215","0.146779580587534","0.216251559400895","10"
"10 Completely satisfied","1989","higher education","190","0.295431894037731","0.260756017524086","0.330107770551376","10"
"2 on Scale 1 to 10","1989","general elemantary","80","0.028098851265453","0.021253805207602","0.0349438973233041","2"
"2 on Scale 1 to 10","1989","in school","2","","","","2"
"2 on Scale 1 to 10","1989","inadequately","57","0.097225172154089","0.0724429069761418","0.122007437332036","2"
"2 on Scale 1 to 10","1989","middle vocational","57","0.0134485518742589","0.009944931452746","0.0169521722957719","2"
"2 on Scale 1 to 10","1989","vocational + Abi","3","","","","2"
"2 on Scale 1 to 10","1989","higher vocational","4","","","","2"
"2 on Scale 1 to 10","1989","higher education","6","","","","2"
"3 on Scale 1 to 10","1989","in school","4","","","","3"
"3 on Scale 1 to 10","1989","inadequately","69","0.12842580769226","0.100439844878341","0.156411770506179","3"
"3 on Scale 1 to 10","1989","general elemantary","160","0.0718927200747875","0.0611932420373839","0.0825921981121912","3"
"3 on Scale 1 to 10","1989","middle vocational","131","0.0286293758585971","0.0235569250800701","0.033701826637124","3"
"3 on Scale 1 to 10","1989","vocational + Abi","6","","","","3"
"3 on Scale 1 to 10","1989","higher vocational","10","","","","3"
"3 on Scale 1 to 10","1989","higher education","6","","","","3"
"4 on Scale 1 to 10","1989","inadequately","57","0.0829299590322064","0.0598614833995851","0.105998434664828","4"
"4 on Scale 1 to 10","1989","in school","5","","","","4"
"4 on Scale 1 to 10","1989","higher vocational","11","","","","4"
"4 on Scale 1 to 10","1989","general elemantary","162","0.0695125277935185","0.0589781752052123","0.0800468803818247","4"
"4 on Scale 1 to 10","1989","vocational + Abi","5","","","","4"
"4 on Scale 1 to 10","1989","middle vocational","164","0.0395580887689461","0.033629209311694","0.0454869682261981","4"
"4 on Scale 1 to 10","1989","higher education","7","","","","4"
"5 on Scale 1 to 10","1989","in school","13","","","","5"
"5 on Scale 1 to 10","1989","inadequately","100","0.199601059175382","0.166166423733409","0.233035694617355","5"
"5 on Scale 1 to 10","1989","general elemantary","464","0.219604827978021","0.202457388721174","0.236752267234868","5"
"5 on Scale 1 to 10","1989","middle vocational","657","0.162147910392199","0.150936538073563","0.173359282710835","5"
"5 on Scale 1 to 10","1989","vocational + Abi","24","","","","5"
"5 on Scale 1 to 10","1989","higher vocational","43","0.0915435455339164","0.0655549121578091","0.117532178910024","5"
"5 on Scale 1 to 10","1989","higher education","29","","","","5"
"6 on Scale 1 to 10","1989","general elemantary","220","0.0961371234894501","0.0839270611667358","0.108347185812164","6"
"6 on Scale 1 to 10","1989","middle vocational","476","0.108589015948761","0.0991255252862483","0.118052506611273","6"
"6 on Scale 1 to 10","1989","vocational + Abi","23","","","","6"
"6 on Scale 1 to 10","1989","higher vocational","48","0.100327093499491","0.0732520628428976","0.127402124156084","6"
"6 on Scale 1 to 10","1989","higher education","32","0.0419543423988835","0.0267166630313489","0.0571920217664182","6"
"6 on Scale 1 to 10","1989","in school","20","","","","6"
"6 on Scale 1 to 10","1989","inadequately","44","0.090937013201191","0.0668862285633103","0.114987797839072","6"
"7 on Scale 1 to 10","1989","in school","28","","","","7"
"7 on Scale 1 to 10","1989","inadequately","47","0.0794445155905329","0.0568231476167334","0.102065883564332","7"
"7 on Scale 1 to 10","1989","general elemantary","274","0.120626208190174","0.10713568970365","0.134116726676697","7"
"7 on Scale 1 to 10","1989","middle vocational","763","0.179989693095019","0.168304042613314","0.191675343576723","7"
"7 on Scale 1 to 10","1989","vocational + Abi","41","0.173099472142782","0.127633992294285","0.218564951991278","7"
"7 on Scale 1 to 10","1989","higher vocational","81","0.167609195090156","0.133947957599781","0.201270432580532","7"
"7 on Scale 1 to 10","1989","higher education","48","0.0707099178585865","0.0512270409892658","0.0901927947279072","7"
"8 on Scale 1 to 10","1989","general elemantary","376","0.182091183359351","0.166105988002045","0.198076378716657","8"
"8 on Scale 1 to 10","1989","middle vocational","921","0.228065967416608","0.21530334988567","0.240828584947546","8"
"8 on Scale 1 to 10","1989","vocational + Abi","64","0.231939693623826","0.181218148739359","0.282661238508293","8"
"8 on Scale 1 to 10","1989","higher vocational","117","0.248253430188618","0.209321953484045","0.287184906893192","8"
"8 on Scale 1 to 10","1989","higher education","179","0.261256065185491","0.227865987974982","0.294646142396","8"
"8 on Scale 1 to 10","1989","in school","39","0.225673327254288","0.163382045811997","0.287964608696579","8"
"8 on Scale 1 to 10","1989","inadequately","44","0.0916204308597966","0.0674885172150251","0.115752344504568","8"
"9 on Scale 1 to 10","1989","in school","31","0.163255280643702","0.108180199144052","0.218330362143351","9"
"9 on Scale 1 to 10","1989","middle vocational","423","0.103178829296046","0.0939261471670347","0.112431511425057","9"
"9 on Scale 1 to 10","1989","vocational + Abi","47","0.204201133754694","0.155757355753893","0.252644911755495","9"
"9 on Scale 1 to 10","1989","inadequately","15","","","","9"
"9 on Scale 1 to 10","1989","general elemantary","143","0.0617640106611564","0.0517928702305968","0.071735151091716","9"
"9 on Scale 1 to 10","1989","higher vocational","73","0.14566669392204","0.113875171833345","0.177458216010735","9"
"9 on Scale 1 to 10","1989","higher education","167","0.261949736554983","0.228531061986547","0.295368411123418","9"
"0 Completely dissatisfied","1990","in school","","","","","0"
"0 Completely dissatisfied","1990","inadequately","","","","","0"
"0 Completely dissatisfied","1990","general elemantary","","","","","0"
"0 Completely dissatisfied","1990","middle vocational","","","","","0"
"0 Completely dissatisfied","1990","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1990","higher vocational","","","","","0"
"0 Completely dissatisfied","1990","higher education","","","","","0"
"1 on Scale 1 to 10","1990","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1990","higher vocational","","","","","1"
"1 on Scale 1 to 10","1990","higher education","","","","","1"
"1 on Scale 1 to 10","1990","in school","","","","","1"
"1 on Scale 1 to 10","1990","general elemantary","","","","","1"
"1 on Scale 1 to 10","1990","middle vocational","","","","","1"
"1 on Scale 1 to 10","1990","inadequately","","","","","1"
"10 Completely satisfied","1990","in school","","","","","10"
"10 Completely satisfied","1990","inadequately","","","","","10"
"10 Completely satisfied","1990","general elemantary","","","","","10"
"10 Completely satisfied","1990","middle vocational","","","","","10"
"10 Completely satisfied","1990","vocational + Abi","","","","","10"
"10 Completely satisfied","1990","higher vocational","","","","","10"
"10 Completely satisfied","1990","higher education","","","","","10"
"2 on Scale 1 to 10","1990","general elemantary","","","","","2"
"2 on Scale 1 to 10","1990","in school","","","","","2"
"2 on Scale 1 to 10","1990","inadequately","","","","","2"
"2 on Scale 1 to 10","1990","middle vocational","","","","","2"
"2 on Scale 1 to 10","1990","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1990","higher vocational","","","","","2"
"2 on Scale 1 to 10","1990","higher education","","","","","2"
"3 on Scale 1 to 10","1990","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","","","","","3"
"3 on Scale 1 to 10","1990","higher education","","","","","3"
"3 on Scale 1 to 10","1990","in school","","","","","3"
"3 on Scale 1 to 10","1990","inadequately","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","","","","","3"
"4 on Scale 1 to 10","1990","middle vocational","","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","","","","","4"
"4 on Scale 1 to 10","1990","higher education","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","","","","","4"
"4 on Scale 1 to 10","1990","in school","","","","","4"
"4 on Scale 1 to 10","1990","general elemantary","","","","","4"
"5 on Scale 1 to 10","1990","in school","","","","","5"
"5 on Scale 1 to 10","1990","inadequately","","","","","5"
"5 on Scale 1 to 10","1990","general elemantary","","","","","5"
"5 on Scale 1 to 10","1990","middle vocational","","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","","","","","5"
"5 on Scale 1 to 10","1990","higher education","","","","","5"
"6 on Scale 1 to 10","1990","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","","","","","6"
"6 on Scale 1 to 10","1990","higher education","","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","","","","","6"
"6 on Scale 1 to 10","1990","inadequately","","","","","6"
"6 on Scale 1 to 10","1990","in school","","","","","6"
"7 on Scale 1 to 10","1990","general elemantary","","","","","7"
"7 on Scale 1 to 10","1990","middle vocational","","","","","7"
"7 on Scale 1 to 10","1990","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1990","higher vocational","","","","","7"
"7 on Scale 1 to 10","1990","higher education","","","","","7"
"7 on Scale 1 to 10","1990","in school","","","","","7"
"7 on Scale 1 to 10","1990","inadequately","","","","","7"
"8 on Scale 1 to 10","1990","general elemantary","","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","","","","","8"
"8 on Scale 1 to 10","1990","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","","","","","8"
"8 on Scale 1 to 10","1990","higher education","","","","","8"
"8 on Scale 1 to 10","1990","in school","","","","","8"
"8 on Scale 1 to 10","1990","inadequately","","","","","8"
"9 on Scale 1 to 10","1990","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","","","","","9"
"9 on Scale 1 to 10","1990","higher education","","","","","9"
"9 on Scale 1 to 10","1990","in school","","","","","9"
"9 on Scale 1 to 10","1990","inadequately","","","","","9"
"9 on Scale 1 to 10","1990","general elemantary","","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","","","","","9"
"0 Completely dissatisfied","1991","general elemantary","","","","","0"
"0 Completely dissatisfied","1991","middle vocational","","","","","0"
"0 Completely dissatisfied","1991","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","","","","","0"
"0 Completely dissatisfied","1991","higher education","","","","","0"
"0 Completely dissatisfied","1991","in school","","","","","0"
"0 Completely dissatisfied","1991","inadequately","","","","","0"
"1 on Scale 1 to 10","1991","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","","","","","1"
"1 on Scale 1 to 10","1991","higher education","","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","","","","","1"
"1 on Scale 1 to 10","1991","in school","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","","","","","1"
"10 Completely satisfied","1991","inadequately","","","","","10"
"10 Completely satisfied","1991","general elemantary","","","","","10"
"10 Completely satisfied","1991","in school","","","","","10"
"10 Completely satisfied","1991","middle vocational","","","","","10"
"10 Completely satisfied","1991","vocational + Abi","","","","","10"
"10 Completely satisfied","1991","higher vocational","","","","","10"
"10 Completely satisfied","1991","higher education","","","","","10"
"2 on Scale 1 to 10","1991","in school","","","","","2"
"2 on Scale 1 to 10","1991","inadequately","","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","","","","","2"
"2 on Scale 1 to 10","1991","higher education","","","","","2"
"3 on Scale 1 to 10","1991","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","","","","","3"
"3 on Scale 1 to 10","1991","higher education","","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","","","","","3"
"3 on Scale 1 to 10","1991","in school","","","","","3"
"3 on Scale 1 to 10","1991","inadequately","","","","","3"
"4 on Scale 1 to 10","1991","in school","","","","","4"
"4 on Scale 1 to 10","1991","inadequately","","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","","","","","4"
"4 on Scale 1 to 10","1991","middle vocational","","","","","4"
"4 on Scale 1 to 10","1991","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","","","","","4"
"4 on Scale 1 to 10","1991","higher education","","","","","4"
"5 on Scale 1 to 10","1991","general elemantary","","","","","5"
"5 on Scale 1 to 10","1991","middle vocational","","","","","5"
"5 on Scale 1 to 10","1991","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","","","","","5"
"5 on Scale 1 to 10","1991","higher education","","","","","5"
"5 on Scale 1 to 10","1991","in school","","","","","5"
"5 on Scale 1 to 10","1991","inadequately","","","","","5"
"6 on Scale 1 to 10","1991","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","","","","","6"
"6 on Scale 1 to 10","1991","higher education","","","","","6"
"6 on Scale 1 to 10","1991","middle vocational","","","","","6"
"6 on Scale 1 to 10","1991","in school","","","","","6"
"6 on Scale 1 to 10","1991","general elemantary","","","","","6"
"6 on Scale 1 to 10","1991","inadequately","","","","","6"
"7 on Scale 1 to 10","1991","in school","","","","","7"
"7 on Scale 1 to 10","1991","inadequately","","","","","7"
"7 on Scale 1 to 10","1991","general elemantary","","","","","7"
"7 on Scale 1 to 10","1991","middle vocational","","","","","7"
"7 on Scale 1 to 10","1991","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1991","higher vocational","","","","","7"
"7 on Scale 1 to 10","1991","higher education","","","","","7"
"8 on Scale 1 to 10","1991","in school","","","","","8"
"8 on Scale 1 to 10","1991","inadequately","","","","","8"
"8 on Scale 1 to 10","1991","general elemantary","","","","","8"
"8 on Scale 1 to 10","1991","middle vocational","","","","","8"
"8 on Scale 1 to 10","1991","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1991","higher vocational","","","","","8"
"8 on Scale 1 to 10","1991","higher education","","","","","8"
"9 on Scale 1 to 10","1991","in school","","","","","9"
"9 on Scale 1 to 10","1991","inadequately","","","","","9"
"9 on Scale 1 to 10","1991","general elemantary","","","","","9"
"9 on Scale 1 to 10","1991","middle vocational","","","","","9"
"9 on Scale 1 to 10","1991","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","","","","","9"
"9 on Scale 1 to 10","1991","higher education","","","","","9"
"0 Completely dissatisfied","1992","general elemantary","","","","","0"
"0 Completely dissatisfied","1992","middle vocational","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1992","higher vocational","","","","","0"
"0 Completely dissatisfied","1992","higher education","","","","","0"
"0 Completely dissatisfied","1992","in school","","","","","0"
"0 Completely dissatisfied","1992","inadequately","","","","","0"
"1 on Scale 1 to 10","1992","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","","","","","1"
"1 on Scale 1 to 10","1992","higher education","","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","","","","","1"
"1 on Scale 1 to 10","1992","in school","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","","","","","1"
"1 on Scale 1 to 10","1992","inadequately","","","","","1"
"10 Completely satisfied","1992","in school","","","","","10"
"10 Completely satisfied","1992","inadequately","","","","","10"
"10 Completely satisfied","1992","general elemantary","","","","","10"
"10 Completely satisfied","1992","middle vocational","","","","","10"
"10 Completely satisfied","1992","vocational + Abi","","","","","10"
"10 Completely satisfied","1992","higher vocational","","","","","10"
"10 Completely satisfied","1992","higher education","","","","","10"
"2 on Scale 1 to 10","1992","in school","","","","","2"
"2 on Scale 1 to 10","1992","inadequately","","","","","2"
"2 on Scale 1 to 10","1992","general elemantary","","","","","2"
"2 on Scale 1 to 10","1992","middle vocational","","","","","2"
"2 on Scale 1 to 10","1992","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1992","higher vocational","","","","","2"
"2 on Scale 1 to 10","1992","higher education","","","","","2"
"3 on Scale 1 to 10","1992","vocational + Abi","","","","","3"
"3 on Scale 1 to 10","1992","higher vocational","","","","","3"
"3 on Scale 1 to 10","1992","higher education","","","","","3"
"3 on Scale 1 to 10","1992","general elemantary","","","","","3"
"3 on Scale 1 to 10","1992","middle vocational","","","","","3"
"3 on Scale 1 to 10","1992","inadequately","","","","","3"
"3 on Scale 1 to 10","1992","in school","","","","","3"
"4 on Scale 1 to 10","1992","in school","","","","","4"
"4 on Scale 1 to 10","1992","middle vocational","","","","","4"
"4 on Scale 1 to 10","1992","inadequately","","","","","4"
"4 on Scale 1 to 10","1992","general elemantary","","","","","4"
"4 on Scale 1 to 10","1992","vocational + Abi","","","","","4"
"4 on Scale 1 to 10","1992","higher vocational","","","","","4"
"4 on Scale 1 to 10","1992","higher education","","","","","4"
"5 on Scale 1 to 10","1992","general elemantary","","","","","5"
"5 on Scale 1 to 10","1992","middle vocational","","","","","5"
"5 on Scale 1 to 10","1992","vocational + Abi","","","","","5"
"5 on Scale 1 to 10","1992","higher vocational","","","","","5"
"5 on Scale 1 to 10","1992","higher education","","","","","5"
"5 on Scale 1 to 10","1992","inadequately","","","","","5"
"5 on Scale 1 to 10","1992","in school","","","","","5"
"6 on Scale 1 to 10","1992","general elemantary","","","","","6"
"6 on Scale 1 to 10","1992","vocational + Abi","","","","","6"
"6 on Scale 1 to 10","1992","higher vocational","","","","","6"
"6 on Scale 1 to 10","1992","higher education","","","","","6"
"6 on Scale 1 to 10","1992","inadequately","","","","","6"
"6 on Scale 1 to 10","1992","in school","","","","","6"
"6 on Scale 1 to 10","1992","middle vocational","","","","","6"
"7 on Scale 1 to 10","1992","middle vocational","","","","","7"
"7 on Scale 1 to 10","1992","vocational + Abi","","","","","7"
"7 on Scale 1 to 10","1992","higher vocational","","","","","7"
"7 on Scale 1 to 10","1992","higher education","","","","","7"
"7 on Scale 1 to 10","1992","inadequately","","","","","7"
"7 on Scale 1 to 10","1992","in school","","","","","7"
"7 on Scale 1 to 10","1992","general elemantary","","","","","7"
"8 on Scale 1 to 10","1992","in school","","","","","8"
"8 on Scale 1 to 10","1992","inadequately","","","","","8"
"8 on Scale 1 to 10","1992","general elemantary","","","","","8"
"8 on Scale 1 to 10","1992","middle vocational","","","","","8"
"8 on Scale 1 to 10","1992","vocational + Abi","","","","","8"
"8 on Scale 1 to 10","1992","higher vocational","","","","","8"
"8 on Scale 1 to 10","1992","higher education","","","","","8"
"9 on Scale 1 to 10","1992","in school","","","","","9"
"9 on Scale 1 to 10","1992","middle vocational","","","","","9"
"9 on Scale 1 to 10","1992","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1992","inadequately","","","","","9"
"9 on Scale 1 to 10","1992","general elemantary","","","","","9"
"9 on Scale 1 to 10","1992","higher vocational","","","","","9"
"9 on Scale 1 to 10","1992","higher education","","","","","9"
"0 Completely dissatisfied","1993","vocational + Abi","3","","","","0"
"0 Completely dissatisfied","1993","higher vocational","2","","","","0"
"0 Completely dissatisfied","1993","higher education","6","","","","0"
"0 Completely dissatisfied","1993","general elemantary","75","0.0315482305883004","0.0242623806615083","0.0388340805150926","0"
"0 Completely dissatisfied","1993","middle vocational","52","0.00776583894382898","0.00547552855460032","0.0100561493330576","0"
"0 Completely dissatisfied","1993","in school","2","","","","0"
"0 Completely dissatisfied","1993","inadequately","54","0.099622284687081","0.0721334526824833","0.127111116691679","0"
"1 on Scale 1 to 10","1993","general elemantary","34","0.011468828685712","0.00703061266529006","0.015907044706134","1"
"1 on Scale 1 to 10","1993","middle vocational","34","0.00443430877964668","0.00270074033732437","0.00616787722196899","1"
"1 on Scale 1 to 10","1993","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1993","higher vocational","3","","","","1"
"1 on Scale 1 to 10","1993","higher education","2","","","","1"
"1 on Scale 1 to 10","1993","in school","1","","","","1"
"1 on Scale 1 to 10","1993","inadequately","24","","","","1"
"10 Completely satisfied","1993","general elemantary","198","0.103564231676449","0.0908638082048073","0.11626465514809","10"
"10 Completely satisfied","1993","middle vocational","567","0.107848088167057","0.0997549175429365","0.115941258791177","10"
"10 Completely satisfied","1993","vocational + Abi","51","0.130233283815076","0.09527215231999","0.165194415310162","10"
"10 Completely satisfied","1993","in school","26","","","","10"
"10 Completely satisfied","1993","inadequately","19","","","","10"
"10 Completely satisfied","1993","higher vocational","89","0.143668250252317","0.116827318006211","0.170509182498423","10"
"10 Completely satisfied","1993","higher education","290","0.225197180196492","0.203778137652662","0.246616222740321","10"
"2 on Scale 1 to 10","1993","general elemantary","110","0.0398699269934431","0.0317145981733415","0.0480252558135447","2"
"2 on Scale 1 to 10","1993","middle vocational","102","0.0149764416868509","0.0118074529581311","0.0181454304155707","2"
"2 on Scale 1 to 10","1993","vocational + Abi","5","","","","2"
"2 on Scale 1 to 10","1993","higher vocational","7","","","","2"
"2 on Scale 1 to 10","1993","higher education","7","","","","2"
"2 on Scale 1 to 10","1993","in school","3","","","","2"
"2 on Scale 1 to 10","1993","inadequately","50","0.0899189706344626","0.0636628013512057","0.11617513991772","2"
"3 on Scale 1 to 10","1993","vocational + Abi","9","","","","3"
"3 on Scale 1 to 10","1993","higher vocational","11","","","","3"
"3 on Scale 1 to 10","1993","higher education","19","","","","3"
"3 on Scale 1 to 10","1993","inadequately","47","0.0858739189549006","0.0601581591197459","0.111589678790055","3"
"3 on Scale 1 to 10","1993","general elemantary","160","0.0697623400145141","0.0591438882557577","0.0803807917732706","3"
"3 on Scale 1 to 10","1993","middle vocational","210","0.0329191559505937","0.0282638438521147","0.0375744680490728","3"
"3 on Scale 1 to 10","1993","in school","3","","","","3"
"4 on Scale 1 to 10","1993","general elemantary","154","0.0664245087677938","0.0560446219901057","0.076804395545482","4"
"4 on Scale 1 to 10","1993","middle vocational","265","0.0459072357758167","0.0404467794403456","0.0513676921112879","4"
"4 on Scale 1 to 10","1993","vocational + Abi","6","","","","4"
"4 on Scale 1 to 10","1993","higher vocational","14","","","","4"
"4 on Scale 1 to 10","1993","higher education","20","","","","4"
"4 on Scale 1 to 10","1993","in school","6","","","","4"
"4 on Scale 1 to 10","1993","inadequately","63","0.131854168605528","0.100800783861699","0.162907553349357","4"
"5 on Scale 1 to 10","1993","inadequately","96","0.230722213486649","0.192054190286894","0.269390236686404","5"
"5 on Scale 1 to 10","1993","general elemantary","433","0.203065190419658","0.186297128865942","0.219833251973374","5"
"5 on Scale 1 to 10","1993","middle vocational","913","0.154674543631029","0.145240139811503","0.164108947450555","5"
"5 on Scale 1 to 10","1993","vocational + Abi","36","0.113078670744097","0.0801816939120112","0.145975647576183","5"
"5 on Scale 1 to 10","1993","higher vocational","65","0.0919477828184954","0.06983607873836","0.114059486898631","5"
"5 on Scale 1 to 10","1993","higher education","102","0.0569551154551048","0.0450713100105519","0.0688389208996578","5"
"5 on Scale 1 to 10","1993","in school","17","","","","5"
"6 on Scale 1 to 10","1993","vocational + Abi","34","0.0895912920017742","0.0599242536268571","0.119258330376691","6"
"6 on Scale 1 to 10","1993","higher vocational","70","0.129525242905124","0.103830074415807","0.155220411394442","6"
"6 on Scale 1 to 10","1993","higher education","85","0.0478902165580802","0.0369408272520045","0.0588396058641559","6"
