"plh0164","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"0 Completely dissatisfied","1989","Schleswig-Holstein","Not Employed","1","","","","0"
"0 Completely dissatisfied","1989","Schleswig-Holstein","Employed","2","","","","0"
"0 Completely dissatisfied","1989","Hamburg","Not Employed","2","","","","0"
"0 Completely dissatisfied","1989","Hamburg","Employed","1","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","Not Employed","4","","","","0"
"0 Completely dissatisfied","1989","Lower Saxony","Employed","4","","","","0"
"0 Completely dissatisfied","1989","Bremen","Not Employed","","","","","0"
"0 Completely dissatisfied","1989","Bremen","Employed","","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","Not Employed","18","","","","0"
"0 Completely dissatisfied","1989","North Rhine-Westphalia","Employed","16","","","","0"
"0 Completely dissatisfied","1989","Hesse","Not Employed","8","","","","0"
"0 Completely dissatisfied","1989","Hesse","Employed","17","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","Not Employed","6","","","","0"
"0 Completely dissatisfied","1989","Rhineland-Palatinate,Saarland","Employed","7","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","Not Employed","15","","","","0"
"0 Completely dissatisfied","1989","Baden-Württemberg","Employed","18","","","","0"
"0 Completely dissatisfied","1989","Bavaria","Not Employed","9","","","","0"
"0 Completely dissatisfied","1989","Bavaria","Employed","10","","","","0"
"0 Completely dissatisfied","1989","Berlin","Not Employed","4","","","","0"
"0 Completely dissatisfied","1989","Berlin","Employed","10","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","Not Employed","","","","","0"
"0 Completely dissatisfied","1989","Brandenburg","Employed","","","","","0"
"0 Completely dissatisfied","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","0"
"0 Completely dissatisfied","1989","Mecklenburg-Western Pomerania","Employed","","","","","0"
"0 Completely dissatisfied","1989","Saxony","Not Employed","","","","","0"
"0 Completely dissatisfied","1989","Saxony","Employed","","","","","0"
"0 Completely dissatisfied","1989","Saxony-Anhalt","Not Employed","","","","","0"
"0 Completely dissatisfied","1989","Saxony-Anhalt","Employed","","","","","0"
"0 Completely dissatisfied","1989","Thuringia","Not Employed","","","","","0"
"0 Completely dissatisfied","1989","Thuringia","Employed","","","","","0"
"1 on Scale 1 to 10","1989","Lower Saxony","Employed","3","","","","1"
"1 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Employed","","","","","1"
"1 on Scale 1 to 10","1989","Hamburg","Employed","3","","","","1"
"1 on Scale 1 to 10","1989","Lower Saxony","Not Employed","2","","","","1"
"1 on Scale 1 to 10","1989","Brandenburg","Not Employed","","","","","1"
"1 on Scale 1 to 10","1989","Brandenburg","Employed","","","","","1"
"1 on Scale 1 to 10","1989","Bremen","Employed","","","","","1"
"1 on Scale 1 to 10","1989","North Rhine-Westphalia","Not Employed","12","","","","1"
"1 on Scale 1 to 10","1989","North Rhine-Westphalia","Employed","15","","","","1"
"1 on Scale 1 to 10","1989","Schleswig-Holstein","Not Employed","","","","","1"
"1 on Scale 1 to 10","1989","Schleswig-Holstein","Employed","3","","","","1"
"1 on Scale 1 to 10","1989","Bremen","Not Employed","","","","","1"
"1 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"1 on Scale 1 to 10","1989","Hamburg","Not Employed","1","","","","1"
"1 on Scale 1 to 10","1989","Baden-Württemberg","Not Employed","17","","","","1"
"1 on Scale 1 to 10","1989","Baden-Württemberg","Employed","17","","","","1"
"1 on Scale 1 to 10","1989","Bavaria","Not Employed","4","","","","1"
"1 on Scale 1 to 10","1989","Bavaria","Employed","7","","","","1"
"1 on Scale 1 to 10","1989","Berlin","Not Employed","1","","","","1"
"1 on Scale 1 to 10","1989","Berlin","Employed","2","","","","1"
"1 on Scale 1 to 10","1989","Saxony","Not Employed","","","","","1"
"1 on Scale 1 to 10","1989","Saxony","Employed","","","","","1"
"1 on Scale 1 to 10","1989","Saxony-Anhalt","Not Employed","","","","","1"
"1 on Scale 1 to 10","1989","Saxony-Anhalt","Employed","","","","","1"
"1 on Scale 1 to 10","1989","Thuringia","Not Employed","","","","","1"
"1 on Scale 1 to 10","1989","Thuringia","Employed","","","","","1"
"1 on Scale 1 to 10","1989","Hesse","Not Employed","3","","","","1"
"1 on Scale 1 to 10","1989","Hesse","Employed","5","","","","1"
"1 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Not Employed","7","","","","1"
"1 on Scale 1 to 10","1989","Rhineland-Palatinate,Saarland","Employed","8","","","","1"
"10 Completely satisfied","1989","Brandenburg","Not Employed","","","","","10"
"10 Completely satisfied","1989","Brandenburg","Employed","","","","","10"
"10 Completely satisfied","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","10"
"10 Completely satisfied","1989","Mecklenburg-Western Pomerania","Employed","","","","","10"
"10 Completely satisfied","1989","Saxony","Not Employed","","","","","10"
"10 Completely satisfied","1989","Saxony","Employed","","","","","10"
"10 Completely satisfied","1989","Saxony-Anhalt","Not Employed","","","","","10"
"10 Completely satisfied","1989","Saxony-Anhalt","Employed","","","","","10"
"10 Completely satisfied","1989","Thuringia","Not Employed","","","","","10"
"10 Completely satisfied","1989","Thuringia","Employed","","","","","10"
"10 Completely satisfied","1989","Schleswig-Holstein","Not Employed","21","","","","10"
"10 Completely satisfied","1989","Schleswig-Holstein","Employed","36","0.198332533836557","0.138392395620503","0.258272672052612","10"
"10 Completely satisfied","1989","Hamburg","Not Employed","11","","","","10"
"10 Completely satisfied","1989","Hamburg","Employed","20","","","","10"
"10 Completely satisfied","1989","Lower Saxony","Not Employed","39","0.125718170727702","0.0910842616890473","0.160352079766356","10"
"10 Completely satisfied","1989","Lower Saxony","Employed","75","0.133388653948901","0.106069877863506","0.160707430034296","10"
"10 Completely satisfied","1989","Bremen","Not Employed","12","","","","10"
"10 Completely satisfied","1989","Bremen","Employed","8","","","","10"
"10 Completely satisfied","1989","North Rhine-Westphalia","Not Employed","119","0.14661943269748","0.123471137531258","0.169767727863703","10"
"10 Completely satisfied","1989","North Rhine-Westphalia","Employed","199","0.139557254490579","0.121848869638568","0.15726563934259","10"
"10 Completely satisfied","1989","Hesse","Not Employed","72","0.252125503666555","0.205416371298194","0.298834636034915","10"
"10 Completely satisfied","1989","Hesse","Employed","77","0.139177503221192","0.111799281882407","0.166555724559976","10"
"10 Completely satisfied","1989","Rhineland-Palatinate,Saarland","Not Employed","22","","","","10"
"10 Completely satisfied","1989","Rhineland-Palatinate,Saarland","Employed","59","0.158809310990869","0.121816471647436","0.195802150334302","10"
"10 Completely satisfied","1989","Baden-Württemberg","Not Employed","50","0.147214650052835","0.113607666421194","0.180821633684476","10"
"10 Completely satisfied","1989","Baden-Württemberg","Employed","106","0.111793757600766","0.0930352131209739","0.130552302080558","10"
"10 Completely satisfied","1989","Bavaria","Not Employed","62","0.154327962620901","0.120800247447337","0.187855677794466","10"
"10 Completely satisfied","1989","Bavaria","Employed","115","0.115522094947408","0.0953122761603527","0.135731913734464","10"
"10 Completely satisfied","1989","Berlin","Not Employed","9","","","","10"
"10 Completely satisfied","1989","Berlin","Employed","38","0.183534813659891","0.132265902166418","0.234803725153365","10"
"2 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"2 on Scale 1 to 10","1989","Saxony","Not Employed","","","","","2"
"2 on Scale 1 to 10","1989","Saxony-Anhalt","Not Employed","","","","","2"
"2 on Scale 1 to 10","1989","Brandenburg","Employed","","","","","2"
"2 on Scale 1 to 10","1989","Mecklenburg-Western Pomerania","Employed","","","","","2"
"2 on Scale 1 to 10","1989","Saxony","Employed","","","","","2"
"2 on Scale 1 to 10","1989","Brandenburg","Not Employed","","","","","2"
"2 on Scale 1 to 10","1989","Schleswig-Holstein","Not Employed","3","","","","2"
"2 on Scale 1 to 10","1989","Schleswig-Holstein","Employed","4","","","","2"
"2 on Scale 1 to 10","1989","Hamburg","Not Employed","2","","","","2"
"2 on Scale 1 to 10","1989","Hamburg","Employed","3","","","","2"
"2 on Scale 1 to 10","1989","Lower Saxony","Not Employed","17","","","","2"
"2 on Scale 1 to 10","1989","Lower Saxony","Employed","13","","","","2"
"2 on Scale 1 to 10","1989","Bremen","Not Employed","","","","","2"
"2 on Scale 1 to 10","1989","Bremen","Employed","","","","","2"
"2 on Scale 1 to 10","1989","North Rhine-Westphalia","Not Employed","18","","","","2"
"2 on Scale 1 to 10","1989","North Rhine-Westphalia","Employed","35","0.0185520980361899","0.0116565006646901","0.0254476954076898","2"
"2 on Scale 1 to 10","1989","Hesse","Not Employed","8","","","","2"
"2 on Scale 1 to 10","1989","Hesse","Employed","12","","","","2"
