"ple0162","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","2012","lower secondary degree","in school","","","",""
"Yes","2012","lower secondary degree","inadequately","","","",""
"Yes","2012","lower secondary degree","general elemantary","809","0.949121222223613","0.934417285529572","0.963825158917653"
"Yes","2012","lower secondary degree","middle vocational","2338","0.947498525774428","0.938709853623082","0.956287197925773"
"Yes","2012","lower secondary degree","vocational + Abi","2","","",""
"Yes","2012","lower secondary degree","higher vocational","181","0.962757666422697","0.935618017620739","0.989897315224655"
"Yes","2012","lower secondary degree","higher education","99","0.941197002421767","0.896411736341218","0.985982268502317"
"Yes","2012","secondary school degree","in school","","","",""
"Yes","2012","secondary school degree","inadequately","","","",""
"Yes","2012","secondary school degree","general elemantary","186","0.875345602648772","0.830880045386144","0.9198111599114"
"Yes","2012","secondary school degree","middle vocational","1774","0.944960235679471","0.934708389479862","0.95521208187908"
"Yes","2012","secondary school degree","vocational + Abi","8","","",""
"Yes","2012","secondary school degree","higher vocational","247","0.955837070184328","0.930766794394049","0.980907345974608"
"Yes","2012","secondary school degree","higher education","257","0.952446247336062","0.927338590466297","0.977553904205828"
"Yes","2012","college entrance qualification","in school","","","",""
"Yes","2012","college entrance qualification","inadequately","","","",""
"Yes","2012","college entrance qualification","general elemantary","","","",""
"Yes","2012","college entrance qualification","middle vocational","113","0.824834476324807","0.759743593528622","0.889925359120992"
"Yes","2012","college entrance qualification","vocational + Abi","378","0.936554347547215","0.912872351054676","0.960236344039754"
"Yes","2012","college entrance qualification","higher vocational","134","0.932148956062365","0.891072991478646","0.973224920646084"
"Yes","2012","college entrance qualification","higher education","1098","0.935414100670885","0.921443085137676","0.949385116204094"
"Yes","2012","Other degree","in school","","","",""
"Yes","2012","Other degree","inadequately","24","","",""
"Yes","2012","Other degree","general elemantary","131","0.953218281909676","0.918112798621628","0.988323765197725"
"Yes","2012","Other degree","middle vocational","203","0.96644590277541","0.942375108841703","0.990516696709117"
"Yes","2012","Other degree","vocational + Abi","76","0.922877813892893","0.864778988766421","0.980976639019365"
"Yes","2012","Other degree","higher vocational","20","","",""
"Yes","2012","Other degree","higher education","90","0.874827803718924","0.810291716776619","0.939363890661229"
"Yes","2012","no degree/no degree yet","in school","44","0.784791469466831","0.676180516524538","0.893402422409123"
"Yes","2012","no degree/no degree yet","inadequately","138","0.95179629607671","0.9169323693429","0.98666022281052"
"Yes","2012","no degree/no degree yet","general elemantary","","","",""
"Yes","2012","no degree/no degree yet","middle vocational","46","0.911936445916409","0.833386936015584","0.990485955817234"
"Yes","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes","2012","no degree/no degree yet","higher vocational","1","","",""
"Yes","2012","no degree/no degree yet","higher education","1","","",""
"No","2012","lower secondary degree","in school","","","",""
"No","2012","lower secondary degree","inadequately","","","",""
"No","2012","lower secondary degree","general elemantary","49","0.0508787777763871","0.0361748410823467","0.0655827144704275"
"No","2012","lower secondary degree","middle vocational","136","0.0525014742255722","0.0437128020742266","0.0612901463769178"
"No","2012","lower secondary degree","vocational + Abi","","","",""
"No","2012","lower secondary degree","higher vocational","6","","",""
"No","2012","lower secondary degree","higher education","7","","",""
"No","2012","secondary school degree","in school","","","",""
"No","2012","secondary school degree","inadequately","","","",""
"No","2012","secondary school degree","general elemantary","26","","",""
"No","2012","secondary school degree","middle vocational","127","0.0550397643205287","0.04478791812092","0.0652916105201374"
"No","2012","secondary school degree","vocational + Abi","","","",""
"No","2012","secondary school degree","higher vocational","11","","",""
"No","2012","secondary school degree","higher education","19","","",""
"No","2012","college entrance qualification","in school","","","",""
"No","2012","college entrance qualification","inadequately","","","",""
"No","2012","college entrance qualification","general elemantary","","","",""
"No","2012","college entrance qualification","middle vocational","18","","",""
"No","2012","college entrance qualification","vocational + Abi","29","","",""
"No","2012","college entrance qualification","higher vocational","10","","",""
"No","2012","college entrance qualification","higher education","91","0.0645858993291149","0.0506148837959063","0.0785569148623234"
"No","2012","Other degree","in school","","","",""
"No","2012","Other degree","inadequately","","","",""
"No","2012","Other degree","general elemantary","8","","",""
"No","2012","Other degree","middle vocational","12","","",""
"No","2012","Other degree","vocational + Abi","5","","",""
"No","2012","Other degree","higher vocational","","","",""
"No","2012","Other degree","higher education","11","","",""
"No","2012","no degree/no degree yet","in school","11","","",""
"No","2012","no degree/no degree yet","inadequately","7","","",""
"No","2012","no degree/no degree yet","general elemantary","","","",""
"No","2012","no degree/no degree yet","middle vocational","4","","",""
"No","2012","no degree/no degree yet","vocational + Abi","","","",""
"No","2012","no degree/no degree yet","higher vocational","","","",""
"No","2012","no degree/no degree yet","higher education","","","",""
"Yes","2013","lower secondary degree","in school","","","",""
"Yes","2013","lower secondary degree","inadequately","","","",""
"Yes","2013","lower secondary degree","general elemantary","760","0.949445798575961","0.934339567406626","0.964552029745297"
"Yes","2013","lower secondary degree","middle vocational","2156","0.956036111478835","0.947576240479341","0.964495982478329"
"Yes","2013","lower secondary degree","vocational + Abi","1","","",""
"Yes","2013","lower secondary degree","higher vocational","164","0.960721572460156","0.931520456549364","0.989922688370948"
"Yes","2013","lower secondary degree","higher education","95","0.984259025710066","0.95935996395871","1.00915808746142"
"Yes","2013","secondary school degree","in school","","","",""
"Yes","2013","secondary school degree","inadequately","","","",""
"Yes","2013","secondary school degree","general elemantary","222","0.939902880578365","0.909771609073211","0.97003415208352"
"Yes","2013","secondary school degree","middle vocational","1705","0.935974838762302","0.924749841473515","0.947199836051089"
"Yes","2013","secondary school degree","vocational + Abi","6","","",""
"Yes","2013","secondary school degree","higher vocational","222","0.945684277109917","0.917129664391322","0.974238889828511"
"Yes","2013","secondary school degree","higher education","242","0.961681499968763","0.938120274147925","0.985242725789602"
"Yes","2013","college entrance qualification","in school","","","",""
"Yes","2013","college entrance qualification","inadequately","","","",""
