"ple0162","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2012","direct migration background","middle vocational","21","","","","2"
"No","2012","indirect migration background","in school","1","","","","2"
"No","2012","indirect migration background","inadequately","","","","","2"
"No","2012","indirect migration background","general elemantary","4","","","","2"
"No","2012","direct migration background","higher vocational","1","","","","2"
"No","2012","direct migration background","vocational + Abi","7","","","","2"
"No","2012","direct migration background","higher education","14","","","","2"
"No","2012","indirect migration background","middle vocational","12","","","","2"
"No","2012","indirect migration background","vocational + Abi","3","","","","2"
"No","2012","indirect migration background","higher vocational","1","","","","2"
"No","2012","indirect migration background","higher education","4","","","","2"
"No","2012","direct migration background","inadequately","3","","","","2"
"No","2012","direct migration background","general elemantary","10","","","","2"
"No","2012","no migration background","higher education","110","0.0574588619427693","0.0457210192599695","0.0691967046255691","2"
"No","2012","direct migration background","in school","1","","","","2"
"No","2012","no migration background","vocational + Abi","24","","","","2"
"No","2012","no migration background","higher vocational","25","","","","2"
"No","2012","no migration background","general elemantary","69","0.0668809523219721","0.0510202873227293","0.0827416173212149","2"
"No","2012","no migration background","middle vocational","266","0.0556852124551389","0.0488683959049224","0.0625020290053554","2"
"No","2012","no migration background","in school","9","","","","2"
"No","2012","no migration background","inadequately","4","","","","2"
"Yes","2012","no migration background","in school","32","0.733621557729907","0.598307866143082","0.868935249316732","1"
"Yes","2012","no migration background","inadequately","99","0.987799646234137","0.96659894998731","1.00900034248096","1"
"Yes","2012","no migration background","general elemantary","884","0.933119047678028","0.917258382678785","0.948979712677271","1"
"Yes","2012","no migration background","middle vocational","4081","0.944314787544861","0.937497970994645","0.951131604095078","1"
"Yes","2012","no migration background","vocational + Abi","358","0.946307337084514","0.923703093167411","0.968911581001617","1"
"Yes","2012","no migration background","higher vocational","538","0.951904199653437","0.934229823521301","0.969578575785572","1"
"Yes","2012","no migration background","higher education","1400","0.942541138057231","0.930803295374431","0.95427898074003","1"
"Yes","2012","direct migration background","in school","2","","","","1"
"Yes","2012","direct migration background","inadequately","54","0.913640520684894","0.840719397879763","0.986561643490024","1"
"Yes","2012","direct migration background","general elemantary","194","0.963593522749455","0.937891383494244","0.989295662004666","1"
"Yes","2012","direct migration background","middle vocational","311","0.950497782598542","0.92716497876713","0.973830586429954","1"
"Yes","2012","direct migration background","vocational + Abi","94","0.929362525603239","0.879393881635851","0.979331169570627","1"
"Yes","2012","direct migration background","higher vocational","37","0.996780020279615","0.978767166521528","1.0147928740377","1"
"Yes","2012","direct migration background","higher education","125","0.871210088581077","0.815524468368783","0.926895708793371","1"
