"ple0040","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","1984","35-65 y.","Not Working","1559","0.765949981897786","0.747147803916487","0.784752159879086","2"
"No","1984","66 and older","Not Working","935","0.78187150460246","0.758583165380593","0.805159843824328","2"
"No","1984","16-34 y.","Full Time","2169","0.974166664514231","0.967558723512003","0.980774605516459","2"
"No","1984","35-65 y.","Full Time","3116","0.889069603884573","0.878539836800823","0.899599370968323","2"
"No","1984","35-65 y.","Part Time","834","0.874098488719768","0.852891460195042","0.895305517244494","2"
"No","1984","66 and older","Part Time","32","0.780308950329654","0.655092057758247","0.905525842901061","2"
"No","1984","16-34 y.","Not Working","1446","0.976439377326306","0.968704135992077","0.984174618660536","2"
"No","1984","66 and older","Full Time","21","","","","2"
"No","1984","16-34 y.","Part Time","881","0.98242362430125","0.973805030278328","0.991042218324171","2"
"Yes","1984","16-34 y.","Full Time","45","0.0258333354857693","0.0192253944835411","0.0324412764879975","1"
"Yes","1984","16-34 y.","Part Time","12","","","","1"
"Yes","1984","16-34 y.","Not Working","31","0.0235606226736936","0.0158253813394643","0.031295864007923","1"
"Yes","1984","35-65 y.","Full Time","301","0.110930396115427","0.100400629031677","0.121460163199177","1"
"Yes","1984","35-65 y.","Part Time","106","0.125901511280232","0.104694482755506","0.147108539804957","1"
"Yes","1984","35-65 y.","Not Working","389","0.234050018102214","0.215247840120914","0.252852196083513","1"
"Yes","1984","66 and older","Full Time","","","","","1"
"Yes","1984","66 and older","Part Time","10","","","","1"
"Yes","1984","66 and older","Not Working","273","0.21812849539754","0.194840156175672","0.241416834619407","1"
"No","1985","35-65 y.","Not Working","1405","0.751899987403144","0.731755966040303","0.772044008765985","2"
"No","1985","66 and older","Not Working","824","0.797219068229018","0.772934169236166","0.82150396722187","2"
"No","1985","16-34 y.","Full Time","1897","0.974995199097759","0.968040019424853","0.981950378770664","2"
"No","1985","16-34 y.","Not Working","1306","0.97061514660163","0.961572803368506","0.979657489834754","2"
"No","1985","35-65 y.","Full Time","2770","0.893525899210803","0.882525202720263","0.904526595701344","2"
"No","1985","35-65 y.","Part Time","855","0.884834195833531","0.864556325659921","0.90511206600714","2"
"No","1985","66 and older","Part Time","22","","","","2"
"No","1985","66 and older","Full Time","15","","","","2"
"No","1985","16-34 y.","Part Time","869","0.978430585850273","0.968864915397398","0.987996256303147","2"
"Yes","1985","16-34 y.","Full Time","39","0.0250048009022412","0.0180496212293355","0.0319599805751469","1"
"Yes","1985","16-34 y.","Part Time","17","","","","1"
"Yes","1985","16-34 y.","Not Working","34","0.0293848533983702","0.0203425101652459","0.0384271966314944","1"
"Yes","1985","35-65 y.","Full Time","250","0.106474100789197","0.0954734042986563","0.117474797279738","1"
"Yes","1985","35-65 y.","Part Time","97","0.11516580416647","0.0948879339928603","0.135443674340079","1"
"Yes","1985","35-65 y.","Not Working","361","0.248100012596856","0.227955991234015","0.268244033959697","1"
"Yes","1985","66 and older","Full Time","3","","","","1"
"Yes","1985","66 and older","Part Time","5","","","","1"
"Yes","1985","66 and older","Not Working","229","0.202780931770982","0.17849603277813","0.227065830763834","1"
"No","1986","16-34 y.","Not Working","228","0.988008412553515","0.973971850119937","1.00204497498709","2"
"No","1986","16-34 y.","Full Time","113","0.993410970506429","0.978559451786873","1.00826248922599","2"
"No","1986","35-65 y.","Part Time","4","","","","2"
"No","1986","35-65 y.","Not Working","13","","","","2"
"No","1986","66 and older","Full Time","","","","","2"
"No","1986","66 and older","Part Time","","","","","2"
"No","1986","66 and older","Not Working","6","","","","2"
"No","1986","35-65 y.","Full Time","27","","","","2"
"No","1986","16-34 y.","Part Time","78","1","1","1","2"
"Yes","1986","16-34 y.","Full Time","1","","","","1"
"Yes","1986","16-34 y.","Part Time","","","","","1"
"Yes","1986","16-34 y.","Not Working","3","","","","1"
"Yes","1986","35-65 y.","Full Time","2","","","","1"
"Yes","1986","35-65 y.","Part Time","","","","","1"
"Yes","1986","35-65 y.","Not Working","","","","","1"
"Yes","1986","66 and older","Full Time","","","","","1"
"Yes","1986","66 and older","Part Time","","","","","1"
"Yes","1986","66 and older","Not Working","2","","","","1"
"No","1987","16-34 y.","Full Time","1935","0.97398071304302","0.966974076209638","0.980987349876401","2"
"No","1987","16-34 y.","Not Working","1096","0.97360613151285","0.964247134528236","0.982965128497464","2"
"No","1987","35-65 y.","Not Working","1276","0.756891973415633","0.735893006530048","0.777890940301218","2"
"No","1987","35-65 y.","Part Time","790","0.901119070954948","0.881226661180618","0.921011480729278","2"
"No","1987","66 and older","Part Time","20","","","","2"
"No","1987","66 and older","Not Working","786","0.771759673103388","0.746153453044077","0.797365893162699","2"
"No","1987","35-65 y.","Full Time","2643","0.901784611529833","0.890911749538037","0.912657473521629","2"
"No","1987","66 and older","Full Time","14","","","","2"
"No","1987","16-34 y.","Part Time","897","0.981002283413823","0.972151928142668","0.989852638684977","2"
"Yes","1987","16-34 y.","Full Time","48","0.0260192869569803","0.0190126501235986","0.033025923790362","1"
"Yes","1987","16-34 y.","Part Time","17","","","","1"
"Yes","1987","16-34 y.","Not Working","31","0.02639386848715","0.0170348715025357","0.0357528654717643","1"
"Yes","1987","35-65 y.","Full Time","235","0.098215388470167","0.0873425264783712","0.109088250461963","1"
"Yes","1987","35-65 y.","Part Time","75","0.0988809290450518","0.0789885192707219","0.118773338819382","1"
"Yes","1987","35-65 y.","Not Working","327","0.243108026584367","0.222109059698782","0.264106993469952","1"
"Yes","1987","66 and older","Full Time","4","","","","1"
"Yes","1987","66 and older","Part Time","6","","","","1"
"Yes","1987","66 and older","Not Working","246","0.228240326896612","0.202634106837301","0.253846546955923","1"
"No","1988","16-34 y.","Full Time","1879","0.976118634948336","0.969305251160301","0.982932018736371","2"
"No","1988","35-65 y.","Full Time","2407","0.899089055802379","0.887605668834422","0.910572442770335","2"
"No","1988","35-65 y.","Not Working","1165","0.732769008749579","0.710375124996766","0.755162892502391","2"
"No","1988","35-65 y.","Part Time","864","0.901535326515903","0.882549298388368","0.920521354643438","2"
"No","1988","66 and older","Full Time","12","","","","2"
"No","1988","16-34 y.","Not Working","1016","0.966219727612931","0.955297373396392","0.977142081829471","2"
"No","1988","66 and older","Part Time","24","","","","2"
"No","1988","66 and older","Not Working","708","0.721698409049877","0.69380972813298","0.749587089966774","2"
"No","1988","16-34 y.","Part Time","847","0.978382826456617","0.968680038104456","0.988085614808778","2"
