"ple0040","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","1989","(Married) couple without C. ","West Germany","445","0.229180366986974","0.211825048640494","0.246535685333455","1"
"Yes","1989","(Married) couple without C. ","East Germany","","","","","1"
"Yes","1989","Couple + C. LE and GT 16","West Germany","56","0.0565382953248722","0.0421369484148642","0.0709396422348802","1"
"Yes","1989","Couple + C. LE and GT 16","East Germany","","","","","1"
"No","1990","1-pers.-HH","West Germany","","","","","2"
"No","1990","1-pers.-HH","East Germany","","","","","2"
"No","1990","Couple + C. LE 16 ","East Germany","","","","","2"
"No","1990","(Married) couple without C. ","East Germany","","","","","2"
"No","1990","(Married) couple without C. ","West Germany","","","","","2"
"No","1990","Single parent ","West Germany","","","","","2"
"No","1990","Single parent ","East Germany","","","","","2"
"No","1990","Couple + C. LE 16 ","West Germany","","","","","2"
"No","1990","Couple + C. GT 16 ","West Germany","","","","","2"
"No","1990","Couple + C. GT 16 ","East Germany","","","","","2"
"No","1990","Couple + C. LE and GT 16","West Germany","","","","","2"
"No","1990","Couple + C. LE and GT 16","East Germany","","","","","2"
"Yes","1990","1-pers.-HH","West Germany","","","","","1"
"Yes","1990","1-pers.-HH","East Germany","","","","","1"
"Yes","1990","Single parent ","West Germany","","","","","1"
"Yes","1990","Single parent ","East Germany","","","","","1"
"Yes","1990","Couple + C. LE 16 ","West Germany","","","","","1"
"Yes","1990","Couple + C. LE 16 ","East Germany","","","","","1"
"Yes","1990","Couple + C. GT 16 ","West Germany","","","","","1"
"Yes","1990","Couple + C. GT 16 ","East Germany","","","","","1"
"Yes","1990","(Married) couple without C. ","West Germany","","","","","1"
"Yes","1990","(Married) couple without C. ","East Germany","","","","","1"
"Yes","1990","Couple + C. LE and GT 16","West Germany","","","","","1"
"Yes","1990","Couple + C. LE and GT 16","East Germany","","","","","1"
"No","1991","1-pers.-HH","East Germany","","","","","2"
"No","1991","1-pers.-HH","West Germany","861","0.811566326878285","0.78774207989805","0.835390573858519","2"
"No","1991","Couple + C. LE 16 ","East Germany","","","","","2"
"No","1991","(Married) couple without C. ","East Germany","","","","","2"
"No","1991","(Married) couple without C. ","West Germany","1835","0.76229966390878","0.744918269450348","0.779681058367211","2"
"No","1991","Single parent ","West Germany","440","0.912693530234429","0.887440518981006","0.937946541487852","2"
"No","1991","Single parent ","East Germany","","","","","2"
"No","1991","Couple + C. LE 16 ","West Germany","2019","0.965237430080902","0.957376680630565","0.973098179531238","2"
"No","1991","Couple + C. GT 16 ","West Germany","1777","0.890541908874852","0.876779455125292","0.904304362624412","2"
"No","1991","Couple + C. GT 16 ","East Germany","","","","","2"
"No","1991","Couple + C. LE and GT 16","West Germany","839","0.934891623385017","0.918682775168446","0.951100471601588","2"
"No","1991","Couple + C. LE and GT 16","East Germany","","","","","2"
"Yes","1991","1-pers.-HH","West Germany","174","0.188433673121715","0.164609426141481","0.21225792010195","1"
"Yes","1991","Single parent ","West Germany","40","0.0873064697655713","0.0620534585121486","0.112559481018994","1"
"Yes","1991","Single parent ","East Germany","","","","","1"
"Yes","1991","Couple + C. LE 16 ","West Germany","67","0.0347625699190984","0.0269018204687617","0.0426233193694352","1"
"Yes","1991","Couple + C. LE 16 ","East Germany","","","","","1"
"Yes","1991","Couple + C. GT 16 ","West Germany","200","0.109458091125148","0.0956956373755879","0.123220544874708","1"
"Yes","1991","Couple + C. GT 16 ","East Germany","","","","","1"
"Yes","1991","1-pers.-HH","East Germany","","","","","1"
"Yes","1991","Couple + C. LE and GT 16","West Germany","51","0.065108376614983","0.0488995283984116","0.0813172248315543","1"
"Yes","1991","Couple + C. LE and GT 16","East Germany","","","","","1"
"Yes","1991","(Married) couple without C. ","West Germany","469","0.23770033609122","0.220318941632789","0.255081730549652","1"
"Yes","1991","(Married) couple without C. ","East Germany","","","","","1"
"No","1992","1-pers.-HH","West Germany","861","0.806232976345352","0.782118465582268","0.830347487108435","2"
"No","1992","1-pers.-HH","East Germany","258","0.88308275996106","0.846722461100295","0.919443058821825","2"
"No","1992","Couple + C. LE 16 ","East Germany","1175","0.971834928536746","0.962501394046227","0.981168463027264","2"
"No","1992","(Married) couple without C. ","East Germany","760","0.847598474412179","0.824025623907614","0.871171324916745","2"
"No","1992","(Married) couple without C. ","West Germany","1853","0.755912736153322","0.738482666905427","0.773342805401218","2"
"No","1992","Single parent ","West Germany","416","0.916656228017917","0.891342554487074","0.94196990154876","2"
"No","1992","Single parent ","East Germany","165","0.938112680354281","0.902413568903025","0.973811791805537","2"
"No","1992","Couple + C. LE 16 ","West Germany","1993","0.96212434209251","0.953890855985904","0.970357828199116","2"
"No","1992","Couple + C. GT 16 ","West Germany","1729","0.886845538989815","0.872752808181242","0.900938269798387","2"
"No","1992","Couple + C. GT 16 ","East Germany","708","0.927939732567525","0.909518954449124","0.946360510685925","2"
"No","1992","Couple + C. LE and GT 16","West Germany","783","0.935576773508812","0.918854555762778","0.952298991254847","2"
"No","1992","Couple + C. LE and GT 16","East Germany","313","0.975908064031629","0.959134093402102","0.992682034661156","2"
"Yes","1992","1-pers.-HH","West Germany","171","0.193767023654648","0.169652512891565","0.217881534417732","1"
"Yes","1992","Single parent ","West Germany","42","0.0833437719820827","0.0580300984512397","0.108657445512926","1"
"Yes","1992","Single parent ","East Germany","10","","","","1"
"Yes","1992","Couple + C. LE 16 ","West Germany","72","0.0378756579074896","0.0296421718008837","0.0461091440140955","1"
"Yes","1992","Couple + C. LE 16 ","East Germany","32","0.0281650714632544","0.0188315369727355","0.0374986059537733","1"
"Yes","1992","Couple + C. GT 16 ","West Germany","212","0.113154461010185","0.0990617302016127","0.127247191818758","1"
"Yes","1992","Couple + C. GT 16 ","East Germany","49","0.0720602674324753","0.0536394893140746","0.0904810455508759","1"
"Yes","1992","1-pers.-HH","East Germany","42","0.11691724003894","0.0805569411781754","0.153277538899705","1"
"Yes","1992","Couple + C. LE and GT 16","West Germany","45","0.0644232264911878","0.0477010087451536","0.081145444237222","1"
"Yes","1992","Couple + C. LE and GT 16","East Germany","8","","","","1"
"Yes","1992","(Married) couple without C. ","West Germany","480","0.244087263846678","0.226657194598782","0.261517333094573","1"
"Yes","1992","(Married) couple without C. ","East Germany","133","0.152401525587821","0.128828675083255","0.175974376092386","1"
"No","1993","1-pers.-HH","East Germany","","","","","2"
"No","1993","1-pers.-HH","West Germany","","","","","2"
"No","1993","(Married) couple without C. ","East Germany","","","","","2"
"No","1993","Couple + C. LE 16 ","East Germany","","","","","2"
"No","1993","(Married) couple without C. ","West Germany","","","","","2"
"No","1993","Single parent ","West Germany","","","","","2"
"No","1993","Single parent ","East Germany","","","","","2"
"No","1993","Couple + C. LE 16 ","West Germany","","","","","2"
"No","1993","Couple + C. GT 16 ","West Germany","","","","","2"
"No","1993","Couple + C. GT 16 ","East Germany","","","","","2"
"No","1993","Couple + C. LE and GT 16","West Germany","","","","","2"
"No","1993","Couple + C. LE and GT 16","East Germany","","","","","2"
"Yes","1993","1-pers.-HH","West Germany","","","","","1"
"Yes","1993","1-pers.-HH","East Germany","","","","","1"
"Yes","1993","Single parent ","West Germany","","","","","1"
"Yes","1993","Single parent ","East Germany","","","","","1"
"Yes","1993","Couple + C. LE 16 ","West Germany","","","","","1"
"Yes","1993","Couple + C. LE 16 ","East Germany","","","","","1"
"Yes","1993","Couple + C. GT 16 ","West Germany","","","","","1"
"Yes","1993","Couple + C. GT 16 ","East Germany","","","","","1"
"Yes","1993","(Married) couple without C. ","West Germany","","","","","1"
"Yes","1993","(Married) couple without C. ","East Germany","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","West Germany","","","","","1"
"Yes","1993","Couple + C. LE and GT 16","East Germany","","","","","1"
"No","1994","1-pers.-HH","West Germany","888","0.793836251550484","0.769607838422245","0.818064664678722","2"
"No","1994","1-pers.-HH","East Germany","277","0.87161294335368","0.835075125045524","0.908150761661836","2"
"No","1994","(Married) couple without C. ","East Germany","837","0.871548286213782","0.850316350930317","0.892780221497248","2"
"No","1994","(Married) couple without C. ","West Germany","1946","0.781751585566926","0.765243356568815","0.798259814565036","2"
"No","1994","Couple + C. GT 16 ","West Germany","1527","0.888118527998144","0.873173676267737","0.903063379728551","2"
"No","1994","Single parent ","West Germany","379","0.922985285244279","0.897209528508073","0.948761041980486","2"
"No","1994","Single parent ","East Germany","154","0.962251106999979","0.932811536286127","0.991690677713831","2"
"No","1994","Couple + C. LE 16 ","West Germany","1944","0.954816796402792","0.945772455872446","0.963861136933138","2"
"No","1994","Couple + C. LE 16 ","East Germany","966","0.971958951986089","0.961685572339491","0.982232331632686","2"
"No","1994","Couple + C. GT 16 ","East Germany","678","0.926230448448756","0.907163658121819","0.945297238775694","2"
"No","1994","Couple + C. LE and GT 16","West Germany","777","0.957289963128365","0.943390771450001","0.97118915480673","2"
"No","1994","Couple + C. LE and GT 16","East Germany","350","0.977426197125215","0.962039304283232","0.992813089967198","2"
"Yes","1994","1-pers.-HH","West Germany","183","0.206163748449516","0.181935335321278","0.230392161577755","1"
"Yes","1994","1-pers.-HH","East Germany","45","0.12838705664632","0.0918492383381638","0.164924874954476","1"
"Yes","1994","Single parent ","West Germany","32","0.0770147147557205","0.0512389580195139","0.102790471491927","1"
"Yes","1994","Single parent ","East Germany","7","","","","1"
"Yes","1994","Couple + C. LE 16 ","West Germany","82","0.0451832035972078","0.0361388630668615","0.054227544127554","1"
"Yes","1994","Couple + C. LE 16 ","East Germany","26","","","","1"
"Yes","1994","Couple + C. GT 16 ","West Germany","182","0.111881472001856","0.0969366202714491","0.126826323732263","1"
"Yes","1994","Couple + C. GT 16 ","East Germany","44","0.0737695515512438","0.0547027612243064","0.0928363418781811","1"
"Yes","1994","(Married) couple without C. ","West Germany","459","0.218248414433074","0.201740185434964","0.234756643431185","1"
"Yes","1994","(Married) couple without C. ","East Germany","117","0.128451713786218","0.107219778502752","0.149683649069683","1"
"Yes","1994","Couple + C. LE and GT 16","West Germany","36","0.0427100368716346","0.0288108451932704","0.0566092285499988","1"
"Yes","1994","Couple + C. LE and GT 16","East Germany","8","","","","1"
"No","1995","1-pers.-HH","East Germany","283","0.873817654019919","0.837882387083042","0.909752920956795","2"
"No","1995","1-pers.-HH","West Germany","921","0.802157196252458","0.778668612970884","0.825645779534033","2"
"No","1995","(Married) couple without C. ","East Germany","829","0.847317425173286","0.824600332276703","0.870034518069869","2"
"No","1995","Couple + C. GT 16 ","West Germany","1584","0.88151325968239","0.866448706281598","0.896577813083181","2"
"No","1995","(Married) couple without C. ","West Germany","2023","0.765031769356295","0.748458439931214","0.781605098781377","2"
"No","1995","Single parent ","West Germany","413","0.920027446314488","0.89485348645005","0.945201406178926","2"
"No","1995","Single parent ","East Germany","159","0.969131881115996","0.942741075897905","0.995522686334087","2"
"No","1995","Couple + C. LE 16 ","West Germany","2154","0.959368886923833","0.951194610166052","0.967543163681614","2"
"No","1995","Couple + C. LE 16 ","East Germany","873","0.973519818429755","0.962995058229599","0.984044578629912","2"
"No","1995","Couple + C. GT 16 ","East Germany","665","0.923086637282855","0.903501103040989","0.942672171524721","2"
"No","1995","Couple + C. LE and GT 16","West Germany","813","0.950648834085345","0.936147216491367","0.965150451679323","2"
"No","1995","Couple + C. LE and GT 16","East Germany","366","0.962416899735377","0.943269649744565","0.981564149726189","2"
"Yes","1995","1-pers.-HH","West Germany","184","0.197842803747542","0.174354220465967","0.221331387029116","1"
"Yes","1995","1-pers.-HH","East Germany","45","0.126182345980081","0.0902470790432052","0.162117612916958","1"
"Yes","1995","Single parent ","West Germany","33","0.0799725536855118","0.0547985938210736","0.10514651354995","1"
"Yes","1995","Single parent ","East Germany","6","","","","1"
"Yes","1995","Couple + C. LE 16 ","West Germany","87","0.0406311130761671","0.0324568363183864","0.0488053898339477","1"
"Yes","1995","Couple + C. LE 16 ","East Germany","21","","","","1"
"Yes","1995","Couple + C. GT 16 ","West Germany","184","0.11848674031761","0.103422186916819","0.133551293718402","1"
"Yes","1995","Couple + C. GT 16 ","East Germany","46","0.076913362717145","0.057327828475279","0.0964988969590111","1"
"Yes","1995","(Married) couple without C. ","West Germany","491","0.234968230643705","0.218394901218623","0.251541560068786","1"
"Yes","1995","(Married) couple without C. ","East Germany","134","0.152682574826714","0.129965481930131","0.175399667723297","1"
"Yes","1995","Couple + C. LE and GT 16","West Germany","44","0.0493511659146552","0.0348495483206772","0.0638527835086333","1"
"Yes","1995","Couple + C. LE and GT 16","East Germany","13","","","","1"
"No","1996","1-pers.-HH","West Germany","946","0.806706738826617","0.783754024163135","0.829659453490099","2"
"No","1996","1-pers.-HH","East Germany","301","0.857104875988725","0.820440883389784","0.893768868587666","2"
"No","1996","(Married) couple without C. ","East Germany","886","0.848519794317885","0.826571787299301","0.870467801336468","2"
"No","1996","(Married) couple without C. ","West Germany","2034","0.767532779743024","0.751060233122376","0.784005326363671","2"
"No","1996","Couple + C. GT 16 ","West Germany","1525","0.882256595227585","0.866926494800943","0.897586695654226","2"
"No","1996","Single parent ","West Germany","443","0.916073874572396","0.891345910482602","0.94080183866219","2"
"No","1996","Single parent ","East Germany","162","0.964742258157959","0.936936314620753","0.992548201695165","2"
"No","1996","Couple + C. LE 16 ","West Germany","2100","0.956769487146913","0.948240045033575","0.965298929260252","2"
"No","1996","Couple + C. LE 16 ","East Germany","791","0.958808568227592","0.945214610672461","0.972402525782723","2"
"No","1996","Couple + C. GT 16 ","East Germany","625","0.920241500727784","0.899727513345512","0.940755488110056","2"
"No","1996","Couple + C. LE and GT 16","West Germany","799","0.943328926453929","0.927748648353437","0.958909204554422","2"
"No","1996","Couple + C. LE and GT 16","East Germany","393","0.965008418046689","0.947155951582939","0.982860884510438","2"
"Yes","1996","1-pers.-HH","West Germany","191","0.193293261173383","0.170340546509901","0.216245975836865","1"
"Yes","1996","1-pers.-HH","East Germany","49","0.142895124011275","0.106231131412334","0.179559116610216","1"
"Yes","1996","Single parent ","West Germany","40","0.083926125427604","0.0591981613378104","0.108654089517398","1"
"Yes","1996","Single parent ","East Germany","7","","","","1"
"Yes","1996","Couple + C. LE 16 ","West Germany","84","0.0432305128530865","0.034701070739748","0.0517599549664251","1"
"Yes","1996","Couple + C. LE 16 ","East Germany","30","0.041191431772408","0.0275974742172773","0.0547853893275386","1"
"Yes","1996","Couple + C. GT 16 ","West Germany","173","0.117743404772415","0.102413304345774","0.133073505199057","1"
"Yes","1996","Couple + C. GT 16 ","East Germany","45","0.0797584992722161","0.0592445118899438","0.100272486654488","1"
"Yes","1996","Couple + C. LE and GT 16","West Germany","47","0.0566710735460709","0.0410907954455783","0.0722513516465634","1"
"Yes","1996","Couple + C. LE and GT 16","East Germany","14","","","","1"
"Yes","1996","(Married) couple without C. ","West Germany","492","0.232467220256976","0.215994673636329","0.248939766877623","1"
"Yes","1996","(Married) couple without C. ","East Germany","139","0.151480205682115","0.129532198663532","0.173428212700699","1"
"No","1997","1-pers.-HH","West Germany","909","0.806601373767543","0.78318637274225","0.830016374792835","2"
"No","1997","1-pers.-HH","East Germany","308","0.85797950434217","0.821718731117231","0.89424027756711","2"
"No","1997","(Married) couple without C. ","West Germany","2033","0.761951055816541","0.745352498451109","0.778549613181973","2"
"No","1997","(Married) couple without C. ","East Germany","904","0.852878324370466","0.83150344211578","0.874253206625151","2"
"No","1997","Couple + C. GT 16 ","West Germany","1461","0.889186611123122","0.873919823848822","0.904453398397422","2"
"No","1997","Single parent ","West Germany","424","0.923032198781612","0.89862160646612","0.947442791097103","2"
"No","1997","Single parent ","East Germany","168","0.943561957517522","0.909756037630844","0.9773678774042","2"
"No","1997","Couple + C. LE 16 ","West Germany","2037","0.949657340488139","0.940369562995317","0.958945117980962","2"
"No","1997","Couple + C. LE 16 ","East Germany","691","0.968721275368926","0.955926365587247","0.981516185150605","2"
"No","1997","Couple + C. GT 16 ","East Germany","694","0.921072421613367","0.901672167569286","0.940472675657448","2"
"No","1997","Couple + C. LE and GT 16","West Germany","782","0.948880880670722","0.933806527205273","0.963955234136172","2"
"No","1997","Couple + C. LE and GT 16","East Germany","372","0.965232173736173","0.946957101473251","0.983507245999094","2"
"Yes","1997","1-pers.-HH","West Germany","184","0.193398626232457","0.169983625207165","0.21681362725775","1"
"Yes","1997","1-pers.-HH","East Germany","48","0.14202049565783","0.10575972243289","0.178281268882769","1"
"Yes","1997","Single parent ","West Germany","34","0.076967801218388","0.0525572089028964","0.10137839353388","1"
"Yes","1997","Single parent ","East Germany","11","","","","1"
