"plh0206i06","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","1-pers.-HH","17","","","","1"
"1 Strongly disagree","2005","Full Time","(Married) couple without C. ","37","0.0175614070550494","0.0122575377982935","0.0228652763118052","1"
"1 Strongly disagree","2005","Full Time","Single parent ","4","","","","1"
"1 Strongly disagree","2005","Full Time","Couple + C. LE 16 ","27","","","","1"
"1 Strongly disagree","2005","Full Time","Couple + C. GT 16 ","26","","","","1"
"1 Strongly disagree","2005","Full Time","Couple + C. LE and GT 16","12","","","","1"
"1 Strongly disagree","2005","Part Time","1-pers.-HH","8","","","","1"
"1 Strongly disagree","2005","Part Time","(Married) couple without C. ","21","","","","1"
"1 Strongly disagree","2005","Part Time","Single parent ","11","","","","1"
"1 Strongly disagree","2005","Part Time","Couple + C. LE 16 ","37","0.0384242634595286","0.027566775125831","0.0492817517932261","1"
"1 Strongly disagree","2005","Part Time","Couple + C. GT 16 ","18","","","","1"
"1 Strongly disagree","2005","Part Time","Couple + C. LE and GT 16","8","","","","1"
"1 Strongly disagree","2005","Not Working","1-pers.-HH","58","0.0460372306956145","0.0351449556006751","0.0569295057905538","1"
"1 Strongly disagree","2005","Not Working","(Married) couple without C. ","107","0.0397987176233463","0.0333037924922629","0.0462936427544298","1"
"1 Strongly disagree","2005","Not Working","Single parent ","20","","","","1"
"1 Strongly disagree","2005","Not Working","Couple + C. LE 16 ","23","","","","1"
"1 Strongly disagree","2005","Not Working","Couple + C. GT 16 ","27","","","","1"
"1 Strongly disagree","2005","Not Working","Couple + C. LE and GT 16","23","","","","1"
"2 on scale 1-7 ","2005","Not Working","Single parent ","23","","","","2"
"2 on scale 1-7 ","2005","Full Time","1-pers.-HH","24","","","","2"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","15","","","","2"
"2 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","64","0.027753895240583","0.0211208871622463","0.0343869033189198","2"
"2 on scale 1-7 ","2005","Full Time","Single parent ","12","","","","2"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","74","0.03645880357565","0.0278761475626494","0.0450414595886507","2"
