"plh0206i06","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","1-pers.-HH","Male","31","0.0258985320057777","0.0170969830482188","0.0347000809633366","1"
"1 Strongly disagree","2005","1-pers.-HH","Female","52","0.0362024374632831","0.0273308245405834","0.0450740503859827","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Male","75","0.0263626241879355","0.0210335573083851","0.0316916910674859","1"
"1 Strongly disagree","2005","(Married) couple without C. ","Female","90","0.0328671166647737","0.0269898247742493","0.0387444085552982","1"
"1 Strongly disagree","2005","Single parent ","Male","10","","","","1"
"1 Strongly disagree","2005","Single parent ","Female","25","","","","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Male","31","0.0293514334818203","0.021573316429085","0.0371295505345557","1"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Female","56","0.0376528762302498","0.029077804951595","0.0462279475089045","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Male","35","0.0225005564791939","0.0158547836015085","0.0291463293568794","1"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Female","36","0.0262086588168338","0.0186697429929157","0.0337475746407519","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Male","17","","","","1"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Female","26","","","","1"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Male","81","0.0259668403204122","0.0206768526783243","0.0312568279625","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","70","0.0323398231630486","0.0241879190578268","0.0404917272682704","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Male","18","","","","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Female","68","0.0388655709757394","0.0296861484562716","0.0480449934952071","2"
"2 on scale 1-7 ","2005","Single parent ","Female","30","0.0361025699084402","0.0228138049118565","0.0493913349050238","2"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Female","29","","","","2"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Female","96","0.0280709368745259","0.0226259213774039","0.033515952371648","2"
"2 on scale 1-7 ","2005","1-pers.-HH","Male","16","","","","2"
"2 on scale 1-7 ","2005","Single parent ","Male","15","","","","2"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Female","81","0.0360548417352772","0.0276567474924221","0.0444529359781324","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Male","50","0.0273610665804364","0.0200508045804849","0.034671328580388","2"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Female","63","0.0360623051173145","0.0272638835895622","0.0448607266450668","2"
"3 on scale 1-7 ","2005","1-pers.-HH","Female","92","0.0536418343298319","0.0429409333786456","0.0643427352810182","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Male","169","0.0470386489926657","0.0399962067096074","0.0540810912757241","3"
"3 on scale 1-7 ","2005","(Married) couple without C. ","Female","200","0.0590094312654604","0.051241475716186","0.0667773868147349","3"
"3 on scale 1-7 ","2005","Single parent ","Male","26","","","","3"
"3 on scale 1-7 ","2005","Single parent ","Female","47","0.0521369515754283","0.0363009416578123","0.0679729614930443","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Male","95","0.0471213158842407","0.0373566740411178","0.0568859577273636","3"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","Female","113","0.0623028561698631","0.0514146067968271","0.073191105542899","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Male","112","0.0662361015278108","0.0550917057483517","0.07738049730727","3"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","Female","106","0.063817246492068","0.0522826371478323","0.0753518558363037","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Male","61","0.0704546281661859","0.0533410205911854","0.0875682357411863","3"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","Female","54","0.081667845464727","0.0632030210934025","0.100132669836052","3"
"3 on scale 1-7 ","2005","1-pers.-HH","Male","55","0.0485315536590399","0.0366238305145451","0.0604392768035347","3"
"4 on scale 1-7","2005","Single parent ","Female","135","0.182942118951908","0.155400883662161","0.210483354241655","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Male","169","0.177439241903569","0.151891040029946","0.202987443777192","4"
"4 on scale 1-7","2005","1-pers.-HH","Female","300","0.184695267932456","0.166265127993191","0.203125407871721","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Male","280","0.175608549183579","0.158075058992164","0.193142039374995","4"
"4 on scale 1-7","2005","Single parent ","Male","50","0.16968495364163","0.129728092630375","0.209641814652886","4"
"4 on scale 1-7","2005","Couple + C. LE 16 ","Female","303","0.155978558275457","0.139633669305627","0.172323447245287","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Male","326","0.196750465461265","0.178935961604869","0.214564969317661","4"
"4 on scale 1-7","2005","1-pers.-HH","Male","177","0.144584373756299","0.125096309405646","0.164072438106951","4"
"4 on scale 1-7","2005","(Married) couple without C. ","Male","521","0.146111556643709","0.134362551755314","0.157860561532104","4"
"4 on scale 1-7","2005","(Married) couple without C. ","Female","552","0.153108713135253","0.141238263561451","0.164979162709055","4"
"4 on scale 1-7","2005","Couple + C. GT 16 ","Female","305","0.19436532980352","0.175691559393837","0.213039100213203","4"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","Female","141","0.152996668722515","0.128724796163726","0.177268541281304","4"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Male","448","0.256515464428092","0.236391128715014","0.276639800141171","5"
"5 on scale 1-7","2005","(Married) couple without C. ","Male","788","0.225818939038212","0.211911099047382","0.239726779029041","5"
"5 on scale 1-7","2005","(Married) couple without C. ","Female","739","0.208152179377797","0.194768832758927","0.221535525996667","5"
"5 on scale 1-7","2005","Couple + C. LE 16 ","Female","429","0.223468686083463","0.204703165860724","0.242234206306203","5"
"5 on scale 1-7","2005","Single parent ","Female","155","0.208210570389524","0.179286701246752","0.237134439532296","5"
"5 on scale 1-7","2005","1-pers.-HH","Female","348","0.199399349977497","0.180423090711457","0.218375609243537","5"
"5 on scale 1-7","2005","1-pers.-HH","Male","287","0.219904734185903","0.196953262054266","0.242856206317539","5"
"5 on scale 1-7","2005","Single parent ","Male","85","0.227237874503829","0.182630001538698","0.271845747468959","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Male","448","0.213599570799285","0.195233651791475","0.231965489807096","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Female","380","0.228873065021697","0.209048036506912","0.248698093536482","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Male","221","0.253530880508285","0.224438928358938","0.282622832657631","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Female","168","0.178125438646505","0.152327471868075","0.203923405424934","5"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Male","191","0.22587982103399","0.19791613478256","0.253843507285421","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Female","253","0.319990605335579","0.288538783497188","0.35144242717397","6"
"6 on scale 1-7","2005","Single parent ","Female","179","0.229917830653803","0.199943119160762","0.259892542146844","6"
"6 on scale 1-7","2005","1-pers.-HH","Female","408","0.233204394933834","0.213120453791934","0.253288336075734","6"
"6 on scale 1-7","2005","1-pers.-HH","Male","350","0.282605730486246","0.257654678000663","0.30755678297183","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Female","501","0.253956798869522","0.23434873582707","0.273564861911975","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Female","472","0.247371951555285","0.227010020218786","0.267733882891784","6"
"6 on scale 1-7","2005","(Married) couple without C. ","Male","928","0.261037861074432","0.246428841273562","0.275646880875302","6"
"6 on scale 1-7","2005","(Married) couple without C. ","Female","936","0.244279227804964","0.230115507859201","0.258442947750727","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Male","509","0.265003470985985","0.245226533933204","0.284780408038766","6"
"6 on scale 1-7","2005","Single parent ","Male","86","0.231596401703698","0.18668993964785","0.276502863759545","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Male","505","0.255603491241753","0.235502644045911","0.275704338437595","6"
"7 Strongly agree","2005","Couple + C. LE and GT 16","Male","182","0.221198189070705","0.193442259998723","0.248954118142687","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","Female","174","0.187333225208129","0.161025494128313","0.213640956287944","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","Female","410","0.230585382636167","0.211610946148608","0.249559819123725","7"
"7 Strongly agree","2005","1-pers.-HH","Male","335","0.268531348270558","0.243972115710853","0.293090580830263","7"
"7 Strongly agree","2005","(Married) couple without C. ","Male","910","0.267663529742634","0.25293673735303","0.282390322132238","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","Male","433","0.208548768166024","0.190343105132351","0.226754431199696","7"
"7 Strongly agree","2005","Single parent ","Male","67","0.19137360580121","0.149497796028993","0.233249415573428","7"
"7 Strongly agree","2005","Single parent ","Female","186","0.252010857019599","0.221082459121515","0.282939254917682","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","Male","380","0.203459922617466","0.184908720332999","0.222011124901932","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","Female","363","0.203301443193282","0.18430943944385","0.222293446942714","7"
"7 Strongly agree","2005","1-pers.-HH","Female","435","0.253991144387359","0.233317261779741","0.274665026994976","7"
"7 Strongly agree","2005","(Married) couple without C. ","Female","922","0.274512394877226","0.259801152197425","0.289223637557027","7"
"1 Strongly disagree","2006","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2006","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2006","Single parent ","Male","","","","","1"
"1 Strongly disagree","2006","Single parent ","Female","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2006","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","Female","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2006","1-pers.-HH","Male","","","","","2"
"3 on scale 1-7 ","2006","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2006","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2006","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2006","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2006","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2006","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2006","Single parent ","Male","","","","","4"
"4 on scale 1-7","2006","Single parent ","Female","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","","","4"
"5 on scale 1-7","2006","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2006","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2006","Single parent ","Female","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2006","Single parent ","Male","","","","","5"
"5 on scale 1-7","2006","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","","","5"
"5 on scale 1-7","2006","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","","","5"
"6 on scale 1-7","2006","Single parent ","Male","","","","","6"
"6 on scale 1-7","2006","Single parent ","Female","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","Female","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","Male","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","Female","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","","","6"
"6 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","Male","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","","","6"
"6 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","","","6"
"7 Strongly agree","2006","(Married) couple without C. ","Male","","","","","7"
"7 Strongly agree","2006","Couple + C. LE and GT 16","Male","","","","","7"
"7 Strongly agree","2006","Couple + C. LE and GT 16","Female","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","Female","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","Male","","","","","7"
"7 Strongly agree","2006","(Married) couple without C. ","Female","","","","","7"
"7 Strongly agree","2006","Single parent ","Male","","","","","7"
"7 Strongly agree","2006","Single parent ","Female","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","Male","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","Female","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","Male","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","Female","","","","","7"
"1 Strongly disagree","2007","1-pers.-HH","Male","","","","","1"
"1 Strongly disagree","2007","1-pers.-HH","Female","","","","","1"
"1 Strongly disagree","2007","(Married) couple without C. ","Male","","","","","1"
"1 Strongly disagree","2007","(Married) couple without C. ","Female","","","","","1"
"1 Strongly disagree","2007","Single parent ","Male","","","","","1"
"1 Strongly disagree","2007","Single parent ","Female","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE 16 ","Male","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE 16 ","Female","","","","","1"
"1 Strongly disagree","2007","Couple + C. GT 16 ","Male","","","","","1"
"1 Strongly disagree","2007","Couple + C. GT 16 ","Female","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE and GT 16","Male","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE and GT 16","Female","","","","","1"
"2 on scale 1-7 ","2007","1-pers.-HH","Male","","","","","2"
"2 on scale 1-7 ","2007","1-pers.-HH","Female","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","Male","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","Female","","","","","2"
"2 on scale 1-7 ","2007","Single parent ","Male","","","","","2"
"2 on scale 1-7 ","2007","Single parent ","Female","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","Male","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","Female","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","Male","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","Female","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","Male","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","Female","","","","","2"
"3 on scale 1-7 ","2007","1-pers.-HH","Male","","","","","3"
"3 on scale 1-7 ","2007","1-pers.-HH","Female","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","Male","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","Female","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","Male","","","","","3"
"3 on scale 1-7 ","2007","Single parent ","Male","","","","","3"
"3 on scale 1-7 ","2007","Single parent ","Female","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","Female","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","Male","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","Female","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","Male","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","Female","","","","","3"
"4 on scale 1-7","2007","1-pers.-HH","Male","","","","","4"
"4 on scale 1-7","2007","1-pers.-HH","Female","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","Male","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","Male","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","Female","","","","","4"
"4 on scale 1-7","2007","Couple + C. GT 16 ","Male","","","","","4"
"4 on scale 1-7","2007","Couple + C. GT 16 ","Female","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","Female","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","Male","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","Female","","","","","4"
"4 on scale 1-7","2007","Single parent ","Male","","","","","4"
"4 on scale 1-7","2007","Single parent ","Female","","","","","4"
"5 on scale 1-7","2007","Couple + C. LE 16 ","Female","","","","","5"
"5 on scale 1-7","2007","1-pers.-HH","Male","","","","","5"
"5 on scale 1-7","2007","1-pers.-HH","Female","","","","","5"
"5 on scale 1-7","2007","(Married) couple without C. ","Male","","","","","5"
"5 on scale 1-7","2007","(Married) couple without C. ","Female","","","","","5"
"5 on scale 1-7","2007","Single parent ","Male","","","","","5"
"5 on scale 1-7","2007","Single parent ","Female","","","","","5"
