"plh0206i06","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","West Germany","196","0.0458328054868856","0.0404214492206723","0.0512441617530989"
"1 Strongly disagree","2005","Not Employed","East Germany","75","0.0407117186406288","0.0322473603170791","0.0491760769641784"
"1 Strongly disagree","2005","Employed","West Germany","174","0.0207325897133345","0.0179231153801726","0.0235420640464964"
"1 Strongly disagree","2005","Employed","East Germany","57","0.0246762507286638","0.0190723146211225","0.0302801868362052"
"2 on scale 1-7 ","2005","Not Employed","West Germany","170","0.0294837923961805","0.0251065687707301","0.0338610160216308"
"2 on scale 1-7 ","2005","Not Employed","East Germany","81","0.040504890473564","0.0320611501982774","0.0489486307488506"
"2 on scale 1-7 ","2005","Employed","West Germany","287","0.0277160646539959","0.0244793085229047","0.030952820785087"
"2 on scale 1-7 ","2005","Employed","East Germany","98","0.0361754600983072","0.0294304095338135","0.0429205106628009"
"3 on scale 1-7 ","2005","Not Employed","West Germany","334","0.0570701907757457","0.0510674441681449","0.0630729373833464"
"3 on scale 1-7 ","2005","Not Employed","East Germany","119","0.0628192201452967","0.0524267757541216","0.0732116645364717"
"3 on scale 1-7 ","2005","Employed","West Germany","542","0.0544926126368508","0.0500170368064496","0.058968188467252"
"3 on scale 1-7 ","2005","Employed","East Germany","159","0.0555487470317927","0.0472749265175625","0.0638225675460228"
"4 on scale 1-7","2005","Not Employed","West Germany","962","0.165389039922954","0.155775107371369","0.17500297247454"
"4 on scale 1-7","2005","Not Employed","East Germany","382","0.174573571626566","0.158314782964647","0.190832360288484"
"4 on scale 1-7","2005","Employed","West Germany","1552","0.164158706328027","0.156855030087994","0.171462382568059"
"4 on scale 1-7","2005","Employed","East Germany","458","0.163269014267295","0.149917700584706","0.176620327949884"
"5 on scale 1-7","2005","Not Employed","West Germany","1257","0.209942152284863","0.199403503426013","0.220480801143712"
"5 on scale 1-7","2005","Not Employed","East Germany","434","0.197220066718045","0.18017755673427","0.214262576701819"
"5 on scale 1-7","2005","Employed","West Germany","2265","0.227113612363299","0.218852718295549","0.235374506431048"
"5 on scale 1-7","2005","Employed","East Germany","665","0.225145133517098","0.210057516453829","0.240232750580367"
"6 on scale 1-7","2005","Not Employed","West Germany","1400","0.242578764280246","0.231486995839439","0.253670532721052"
"6 on scale 1-7","2005","Not Employed","East Germany","510","0.225699692035575","0.20779446007651","0.24360492399464"
"6 on scale 1-7","2005","Employed","West Germany","2755","0.269225650526273","0.260479891511762","0.277971409540784"
"6 on scale 1-7","2005","Employed","East Germany","784","0.239566084451129","0.22414827781369","0.254983891088567"
"7 Strongly agree","2005","Not Employed","West Germany","1418","0.249703254853125","0.238502835096125","0.260903674610125"
"7 Strongly agree","2005","Not Employed","East Germany","493","0.258470840360325","0.239719615291287","0.277222065429363"
"7 Strongly agree","2005","Employed","West Germany","2306","0.236560763778221","0.22818149277975","0.244940034776691"
"7 Strongly agree","2005","Employed","East Germany","723","0.255619309905714","0.239862308762664","0.271376311048764"
"1 Strongly disagree","2006","Not Employed","West Germany","","","",""
"1 Strongly disagree","2006","Not Employed","East Germany","","","",""
"1 Strongly disagree","2006","Employed","West Germany","","","",""
"1 Strongly disagree","2006","Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2006","Employed","West Germany","","","",""
"2 on scale 1-7 ","2006","Employed","East Germany","","","",""
"3 on scale 1-7 ","2006","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2006","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2006","Employed","West Germany","","","",""
"3 on scale 1-7 ","2006","Employed","East Germany","","","",""
"4 on scale 1-7","2006","Not Employed","West Germany","","","",""
"4 on scale 1-7","2006","Not Employed","East Germany","","","",""
"4 on scale 1-7","2006","Employed","West Germany","","","",""
"4 on scale 1-7","2006","Employed","East Germany","","","",""
"5 on scale 1-7","2006","Not Employed","West Germany","","","",""
"5 on scale 1-7","2006","Not Employed","East Germany","","","",""
"5 on scale 1-7","2006","Employed","West Germany","","","",""
"5 on scale 1-7","2006","Employed","East Germany","","","",""
"6 on scale 1-7","2006","Not Employed","West Germany","","","",""
"6 on scale 1-7","2006","Not Employed","East Germany","","","",""
"6 on scale 1-7","2006","Employed","West Germany","","","",""
"6 on scale 1-7","2006","Employed","East Germany","","","",""
"7 Strongly agree","2006","Not Employed","West Germany","","","",""
"7 Strongly agree","2006","Not Employed","East Germany","","","",""
"7 Strongly agree","2006","Employed","West Germany","","","",""
"7 Strongly agree","2006","Employed","East Germany","","","",""
"1 Strongly disagree","2007","Not Employed","West Germany","","","",""
"1 Strongly disagree","2007","Not Employed","East Germany","","","",""
"1 Strongly disagree","2007","Employed","West Germany","","","",""
"1 Strongly disagree","2007","Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Employed","East Germany","","","",""
"4 on scale 1-7","2007","Not Employed","West Germany","","","",""
"4 on scale 1-7","2007","Not Employed","East Germany","","","",""
"4 on scale 1-7","2007","Employed","West Germany","","","",""
"4 on scale 1-7","2007","Employed","East Germany","","","",""
"5 on scale 1-7","2007","Not Employed","West Germany","","","",""
"5 on scale 1-7","2007","Not Employed","East Germany","","","",""
"5 on scale 1-7","2007","Employed","West Germany","","","",""
"5 on scale 1-7","2007","Employed","East Germany","","","",""
"6 on scale 1-7","2007","Not Employed","West Germany","","","",""
"6 on scale 1-7","2007","Not Employed","East Germany","","","",""
"6 on scale 1-7","2007","Employed","West Germany","","","",""
"6 on scale 1-7","2007","Employed","East Germany","","","",""
"7 Strongly agree","2007","Not Employed","West Germany","","","",""
"7 Strongly agree","2007","Not Employed","East Germany","","","",""
"7 Strongly agree","2007","Employed","West Germany","","","",""
"7 Strongly agree","2007","Employed","East Germany","","","",""
"1 Strongly disagree","2008","Not Employed","West Germany","","","",""
"1 Strongly disagree","2008","Not Employed","East Germany","","","",""
"1 Strongly disagree","2008","Employed","West Germany","","","",""
"1 Strongly disagree","2008","Employed","East Germany","","","",""
"2 on scale 1-7 ","2008","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2008","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2008","Employed","West Germany","","","",""
"2 on scale 1-7 ","2008","Employed","East Germany","","","",""
"3 on scale 1-7 ","2008","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2008","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2008","Employed","West Germany","","","",""
"3 on scale 1-7 ","2008","Employed","East Germany","","","",""
"4 on scale 1-7","2008","Not Employed","West Germany","","","",""
"4 on scale 1-7","2008","Not Employed","East Germany","","","",""
"4 on scale 1-7","2008","Employed","West Germany","","","",""
"4 on scale 1-7","2008","Employed","East Germany","","","",""
"5 on scale 1-7","2008","Not Employed","West Germany","","","",""
"5 on scale 1-7","2008","Not Employed","East Germany","","","",""
"5 on scale 1-7","2008","Employed","West Germany","","","",""
"5 on scale 1-7","2008","Employed","East Germany","","","",""
"6 on scale 1-7","2008","Not Employed","West Germany","","","",""
"6 on scale 1-7","2008","Not Employed","East Germany","","","",""
"6 on scale 1-7","2008","Employed","West Germany","","","",""
"6 on scale 1-7","2008","Employed","East Germany","","","",""
"7 Strongly agree","2008","Not Employed","West Germany","","","",""
"7 Strongly agree","2008","Not Employed","East Germany","","","",""
"7 Strongly agree","2008","Employed","West Germany","","","",""
"7 Strongly agree","2008","Employed","East Germany","","","",""
"1 Strongly disagree","2009","Not Employed","West Germany","","","",""
"1 Strongly disagree","2009","Not Employed","East Germany","","","",""
"1 Strongly disagree","2009","Employed","West Germany","","","",""
"1 Strongly disagree","2009","Employed","East Germany","","","",""
"2 on scale 1-7 ","2009","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2009","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2009","Employed","West Germany","","","",""
"2 on scale 1-7 ","2009","Employed","East Germany","","","",""
"3 on scale 1-7 ","2009","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2009","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2009","Employed","West Germany","","","",""
"3 on scale 1-7 ","2009","Employed","East Germany","","","",""
"4 on scale 1-7","2009","Not Employed","West Germany","","","",""
"4 on scale 1-7","2009","Not Employed","East Germany","","","",""
"4 on scale 1-7","2009","Employed","West Germany","","","",""
"4 on scale 1-7","2009","Employed","East Germany","","","",""
"5 on scale 1-7","2009","Not Employed","West Germany","","","",""
"5 on scale 1-7","2009","Not Employed","East Germany","","","",""
"5 on scale 1-7","2009","Employed","West Germany","","","",""
"5 on scale 1-7","2009","Employed","East Germany","","","",""
"6 on scale 1-7","2009","Not Employed","West Germany","","","",""
"6 on scale 1-7","2009","Not Employed","East Germany","","","",""
"6 on scale 1-7","2009","Employed","West Germany","","","",""
"6 on scale 1-7","2009","Employed","East Germany","","","",""
"7 Strongly agree","2009","Not Employed","West Germany","","","",""
"7 Strongly agree","2009","Not Employed","East Germany","","","",""
"7 Strongly agree","2009","Employed","West Germany","","","",""
"7 Strongly agree","2009","Employed","East Germany","","","",""
"1 Strongly disagree","2010","Not Employed","West Germany","172","0.0415287457418167","0.0357875829931246","0.0472699084905088"
"1 Strongly disagree","2010","Not Employed","East Germany","46","0.036306617112723","0.0273219228512168","0.0452913113742292"
"1 Strongly disagree","2010","Employed","West Germany","154","0.0184223016971351","0.0154524858267909","0.0213921175674793"
"1 Strongly disagree","2010","Employed","East Germany","53","0.0206108581233596","0.0150009800975869","0.0262207361491322"
"2 on scale 1-7 ","2010","Not Employed","West Germany","176","0.0372619247189306","0.0318115969450619","0.0427122524927992"
"2 on scale 1-7 ","2010","Not Employed","East Germany","62","0.0389440092894784","0.029651443440437","0.0482365751385198"
"2 on scale 1-7 ","2010","Employed","West Germany","258","0.0276987978248669","0.0240744813865234","0.0313231142632104"
"2 on scale 1-7 ","2010","Employed","East Germany","74","0.0279450853017902","0.0214374102479317","0.0344527603556487"
"3 on scale 1-7 ","2010","Not Employed","West Germany","290","0.0663615235303796","0.0591987132312477","0.0735243338295114"
"3 on scale 1-7 ","2010","Not Employed","East Germany","90","0.0605080815407548","0.0490557427228789","0.0719604203586307"
"3 on scale 1-7 ","2010","Employed","West Germany","528","0.0671674941554723","0.0616393845392424","0.0726956037717022"
"3 on scale 1-7 ","2010","Employed","East Germany","169","0.0697027620422079","0.0596481897983243","0.0797573342860915"
"4 on scale 1-7","2010","Not Employed","West Germany","769","0.170123830231999","0.159311354949154","0.180936305514843"
"4 on scale 1-7","2010","Not Employed","East Germany","271","0.148761725377535","0.131668967260875","0.165854483494195"
"4 on scale 1-7","2010","Employed","West Germany","1218","0.163513510970606","0.155345778118926","0.171681243822286"
"4 on scale 1-7","2010","Employed","East Germany","411","0.167363575788168","0.152623968417084","0.182103183159253"
"5 on scale 1-7","2010","Not Employed","West Germany","1010","0.210847018547558","0.199108852797136","0.222585184297981"
"5 on scale 1-7","2010","Not Employed","East Germany","384","0.211851656982701","0.19222434218382","0.231478971781582"
"5 on scale 1-7","2010","Employed","West Germany","1892","0.232852604307284","0.223518445304425","0.242186763310142"
"5 on scale 1-7","2010","Employed","East Germany","577","0.220936309453368","0.20455503189841","0.237317587008327"
"6 on scale 1-7","2010","Not Employed","West Germany","1182","0.241636731262028","0.229318282376893","0.253955180147163"
"6 on scale 1-7","2010","Not Employed","East Germany","451","0.257936561862237","0.236922115994878","0.278951007729597"
"6 on scale 1-7","2010","Employed","West Germany","2281","0.280228278638198","0.270309719050252","0.290146838226145"
"6 on scale 1-7","2010","Employed","East Germany","734","0.291949534084724","0.27399749690705","0.309901571262398"
"7 Strongly agree","2010","Not Employed","West Germany","1040","0.232240225967288","0.220089078138729","0.244391373795847"
"7 Strongly agree","2010","Not Employed","East Germany","361","0.24569134783457","0.225013256553992","0.266369439115149"
"7 Strongly agree","2010","Employed","West Germany","1545","0.210117012406438","0.201119815486751","0.219114209326125"
"7 Strongly agree","2010","Employed","East Germany","446","0.201491875206381","0.185654026924675","0.217329723488088"
"1 Strongly disagree","2011","Not Employed","West Germany","","","",""
"1 Strongly disagree","2011","Not Employed","East Germany","","","",""
"1 Strongly disagree","2011","Employed","West Germany","","","",""
"1 Strongly disagree","2011","Employed","East Germany","","","",""
"2 on scale 1-7 ","2011","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2011","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2011","Employed","West Germany","","","",""
"2 on scale 1-7 ","2011","Employed","East Germany","","","",""
"3 on scale 1-7 ","2011","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2011","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2011","Employed","West Germany","","","",""
"3 on scale 1-7 ","2011","Employed","East Germany","","","",""
"4 on scale 1-7","2011","Not Employed","West Germany","","","",""
"4 on scale 1-7","2011","Not Employed","East Germany","","","",""
"4 on scale 1-7","2011","Employed","West Germany","","","",""
"4 on scale 1-7","2011","Employed","East Germany","","","",""
"5 on scale 1-7","2011","Not Employed","West Germany","","","",""
"5 on scale 1-7","2011","Not Employed","East Germany","","","",""
"5 on scale 1-7","2011","Employed","West Germany","","","",""
"5 on scale 1-7","2011","Employed","East Germany","","","",""
"6 on scale 1-7","2011","Not Employed","West Germany","","","",""
"6 on scale 1-7","2011","Not Employed","East Germany","","","",""
"6 on scale 1-7","2011","Employed","West Germany","","","",""
"6 on scale 1-7","2011","Employed","East Germany","","","",""
"7 Strongly agree","2011","Not Employed","West Germany","","","",""
"7 Strongly agree","2011","Not Employed","East Germany","","","",""
"7 Strongly agree","2011","Employed","West Germany","","","",""
"7 Strongly agree","2011","Employed","East Germany","","","",""
"1 Strongly disagree","2012","Not Employed","West Germany","","","",""
"1 Strongly disagree","2012","Not Employed","East Germany","","","",""
"1 Strongly disagree","2012","Employed","West Germany","","","",""
"1 Strongly disagree","2012","Employed","East Germany","","","",""
"2 on scale 1-7 ","2012","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2012","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2012","Employed","West Germany","","","",""
"2 on scale 1-7 ","2012","Employed","East Germany","","","",""
"3 on scale 1-7 ","2012","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2012","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2012","Employed","West Germany","","","",""
"3 on scale 1-7 ","2012","Employed","East Germany","","","",""
"4 on scale 1-7","2012","Not Employed","West Germany","","","",""
"4 on scale 1-7","2012","Not Employed","East Germany","","","",""
"4 on scale 1-7","2012","Employed","West Germany","","","",""
"4 on scale 1-7","2012","Employed","East Germany","","","",""
"5 on scale 1-7","2012","Not Employed","West Germany","","","",""
"5 on scale 1-7","2012","Not Employed","East Germany","","","",""
"5 on scale 1-7","2012","Employed","West Germany","","","",""
"5 on scale 1-7","2012","Employed","East Germany","","","",""
"6 on scale 1-7","2012","Not Employed","West Germany","","","",""
"6 on scale 1-7","2012","Not Employed","East Germany","","","",""
"6 on scale 1-7","2012","Employed","West Germany","","","",""
"6 on scale 1-7","2012","Employed","East Germany","","","",""
"7 Strongly agree","2012","Not Employed","West Germany","","","",""
"7 Strongly agree","2012","Not Employed","East Germany","","","",""
"7 Strongly agree","2012","Employed","West Germany","","","",""
"7 Strongly agree","2012","Employed","East Germany","","","",""
"1 Strongly disagree","2013","Not Employed","West Germany","","","",""
"1 Strongly disagree","2013","Not Employed","East Germany","","","",""
"1 Strongly disagree","2013","Employed","West Germany","","","",""
"1 Strongly disagree","2013","Employed","East Germany","","","",""
"2 on scale 1-7 ","2013","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2013","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2013","Employed","West Germany","","","",""
"2 on scale 1-7 ","2013","Employed","East Germany","","","",""
"3 on scale 1-7 ","2013","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2013","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2013","Employed","West Germany","","","",""
"3 on scale 1-7 ","2013","Employed","East Germany","","","",""
"4 on scale 1-7","2013","Not Employed","West Germany","","","",""
"4 on scale 1-7","2013","Not Employed","East Germany","","","",""
"4 on scale 1-7","2013","Employed","West Germany","","","",""
"4 on scale 1-7","2013","Employed","East Germany","","","",""
"5 on scale 1-7","2013","Not Employed","West Germany","","","",""
"5 on scale 1-7","2013","Not Employed","East Germany","","","",""
"5 on scale 1-7","2013","Employed","West Germany","","","",""
"5 on scale 1-7","2013","Employed","East Germany","","","",""
"6 on scale 1-7","2013","Not Employed","West Germany","","","",""
"6 on scale 1-7","2013","Not Employed","East Germany","","","",""
"6 on scale 1-7","2013","Employed","West Germany","","","",""
"6 on scale 1-7","2013","Employed","East Germany","","","",""
"7 Strongly agree","2013","Not Employed","West Germany","","","",""
"7 Strongly agree","2013","Not Employed","East Germany","","","",""
"7 Strongly agree","2013","Employed","West Germany","","","",""
"7 Strongly agree","2013","Employed","East Germany","","","",""
"1 Strongly disagree","2014","Not Employed","West Germany","","","",""
"1 Strongly disagree","2014","Not Employed","East Germany","","","",""
"1 Strongly disagree","2014","Employed","West Germany","","","",""
"1 Strongly disagree","2014","Employed","East Germany","","","",""
"2 on scale 1-7 ","2014","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2014","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2014","Employed","West Germany","","","",""
"2 on scale 1-7 ","2014","Employed","East Germany","","","",""
"3 on scale 1-7 ","2014","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2014","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2014","Employed","West Germany","","","",""
"3 on scale 1-7 ","2014","Employed","East Germany","","","",""
"4 on scale 1-7","2014","Not Employed","West Germany","","","",""
"4 on scale 1-7","2014","Not Employed","East Germany","","","",""
"4 on scale 1-7","2014","Employed","West Germany","","","",""
"4 on scale 1-7","2014","Employed","East Germany","","","",""
"5 on scale 1-7","2014","Not Employed","West Germany","","","",""
"5 on scale 1-7","2014","Not Employed","East Germany","","","",""
"5 on scale 1-7","2014","Employed","West Germany","","","",""
"5 on scale 1-7","2014","Employed","East Germany","","","",""
"6 on scale 1-7","2014","Not Employed","West Germany","","","",""
"6 on scale 1-7","2014","Not Employed","East Germany","","","",""
"6 on scale 1-7","2014","Employed","West Germany","","","",""
"6 on scale 1-7","2014","Employed","East Germany","","","",""
"7 Strongly agree","2014","Not Employed","West Germany","","","",""
"7 Strongly agree","2014","Not Employed","East Germany","","","",""
"7 Strongly agree","2014","Employed","West Germany","","","",""
"7 Strongly agree","2014","Employed","East Germany","","","",""
"1 Strongly disagree","2015","Not Employed","West Germany","258","0.0329954703886755","0.0290493116515903","0.0369416291257607"
"1 Strongly disagree","2015","Not Employed","East Germany","88","0.0477873143212258","0.03885324481587","0.0567213838265815"
"1 Strongly disagree","2015","Employed","West Germany","272","0.021559183798276","0.0190960198244586","0.0240223477720934"
"1 Strongly disagree","2015","Employed","East Germany","73","0.0175520731030036","0.013029749906414","0.0220743962995933"
