"plh0206i06","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","(0) in school","22","","",""
"1 Strongly disagree","2005","Not Employed","(1a) inadequately completed","11","","",""
"1 Strongly disagree","2005","Not Employed","(1b) general elementary school","67","0.0742590764702464","0.0591053768587031","0.0894127760817898"
"1 Strongly disagree","2005","Not Employed","(1c) basic vocational qualification","104","0.050269739820876","0.0421779425573791","0.0583615370843728"
"1 Strongly disagree","2005","Not Employed","(2b) intermediate general qualification","5","","",""
"1 Strongly disagree","2005","Not Employed","(2a) intermediate vocational","31","0.0307021485166228","0.0206660903574122","0.0407382066758335"
"1 Strongly disagree","2005","Not Employed","(2c_gen) general maturity certificate","4","","",""
"1 Strongly disagree","2005","Not Employed","(2c_voc) vocational maturity certificate","8","","",""
"1 Strongly disagree","2005","Not Employed","(3a) lower tertiary education","9","","",""
"1 Strongly disagree","2005","Not Employed","(3b) higher tertiary education","2","","",""
"1 Strongly disagree","2005","Employed","(0) in school","","","",""
"1 Strongly disagree","2005","Employed","(1a) inadequately completed","2","","",""
"1 Strongly disagree","2005","Employed","(1b) general elementary school","28","","",""
"1 Strongly disagree","2005","Employed","(1c) basic vocational qualification","77","0.0314199716249811","0.0250718553074154","0.0377680879425468"
"1 Strongly disagree","2005","Employed","(2b) intermediate general qualification","11","","",""
"1 Strongly disagree","2005","Employed","(2a) intermediate vocational","70","0.0185371009154767","0.014169052108196","0.0229051497227574"
"1 Strongly disagree","2005","Employed","(2c_gen) general maturity certificate","9","","",""
"1 Strongly disagree","2005","Employed","(2c_voc) vocational maturity certificate","17","","",""
"1 Strongly disagree","2005","Employed","(3a) lower tertiary education","8","","",""
"1 Strongly disagree","2005","Employed","(3b) higher tertiary education","4","","",""
"2 on scale 1-7 ","2005","Not Employed","(0) in school","21","","",""
"2 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","6","","",""
"2 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","45","0.0381993995957405","0.0271211802143127","0.0492776189771684"
"2 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","90","0.0297650223607787","0.0234716546616039","0.0360583900599535"
"2 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","13","","",""
"2 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","38","0.0307029148904764","0.0206667354417066","0.0407390943392463"
"2 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","5","","",""
"2 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","7","","",""
"2 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","10","","",""
"2 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","9","","",""
"2 on scale 1-7 ","2005","Employed","(0) in school","3","","",""
"2 on scale 1-7 ","2005","Employed","(1a) inadequately completed","2","","",""
"2 on scale 1-7 ","2005","Employed","(1b) general elementary school","23","","",""
"2 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","89","0.0256703305714248","0.0199153624662473","0.0314252986766023"
"2 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","20","","",""
"2 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","130","0.0344778890407864","0.0285693368313862","0.0403864412501865"
"2 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","12","","",""
"2 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","29","","",""
"2 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","29","","",""
"2 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","33","0.0164963673922067","0.0108830824085593","0.0221096523758542"
"3 on scale 1-7 ","2005","Not Employed","(0) in school","44","0.0740201878074234","0.0520604262458533","0.0959799493689934"
"3 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","9","","",""
"3 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","69","0.0644261589764882","0.0502365859993448","0.0786157319536316"
"3 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","152","0.0571303916766931","0.0485352912385184","0.0657254921148679"
"3 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","19","","",""
"3 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","67","0.0563580740217438","0.0429418022855149","0.0697743457579726"
"3 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","22","","",""
"3 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","18","","",""
"3 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","23","","",""
"3 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","20","","",""
"3 on scale 1-7 ","2005","Employed","(0) in school","8","","",""
"3 on scale 1-7 ","2005","Employed","(1a) inadequately completed","7","","",""
"3 on scale 1-7 ","2005","Employed","(1b) general elementary school","44","0.0502968468423452","0.034036392527966","0.0665573011567244"
"3 on scale 1-7 ","2005","Employed","(1c) basic vocational qualification","180","0.0619590410077986","0.0531862563057754","0.0707318257098218"
"3 on scale 1-7 ","2005","Employed","(2b) intermediate general qualification","27","","",""
"3 on scale 1-7 ","2005","Employed","(2a) intermediate vocational","211","0.0588327292969118","0.051212421075065","0.0664530375187585"
"3 on scale 1-7 ","2005","Employed","(2c_gen) general maturity certificate","22","","",""
"3 on scale 1-7 ","2005","Employed","(2c_voc) vocational maturity certificate","57","0.0467467435939647","0.0344766552687438","0.0590168319191857"
"3 on scale 1-7 ","2005","Employed","(3a) lower tertiary education","58","0.0541150965158141","0.0412281328052892","0.0670020602263391"
"3 on scale 1-7 ","2005","Employed","(3b) higher tertiary education","73","0.033077422738081","0.0251961450490383","0.0409587004271236"
"4 on scale 1-7","2005","Not Employed","(0) in school","104","0.179840192058762","0.147626211673112","0.212054172444413"
"4 on scale 1-7","2005","Not Employed","(1a) inadequately completed","38","0.189165426221969","0.126904825307842","0.251426027136097"
"4 on scale 1-7","2005","Not Employed","(1b) general elementary school","219","0.188726017178301","0.166110900511832","0.211341133844769"
"4 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","453","0.159879177491366","0.146306723950436","0.173451631032297"
"4 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","42","0.180045504371365","0.128078885598296","0.232012123144434"
"4 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","198","0.169515750156441","0.147687401177401","0.191344099135481"
"4 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","57","0.176671048791344","0.134752724018505","0.218589373564182"
"4 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","48","0.114979436231281","0.0826066228681586","0.147352249594404"
"4 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","76","0.172674301199067","0.138171866761554","0.207176735636579"
"4 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","80","0.162944561426356","0.131795263885048","0.194093858967665"
"4 on scale 1-7","2005","Employed","(0) in school","23","","",""
"4 on scale 1-7","2005","Employed","(1a) inadequately completed","16","","",""
"4 on scale 1-7","2005","Employed","(1b) general elementary school","112","0.161877603544129","0.134473508691535","0.189281698396723"
"4 on scale 1-7","2005","Employed","(1c) basic vocational qualification","466","0.165193231044212","0.151679871519108","0.178706590569315"
"4 on scale 1-7","2005","Employed","(2b) intermediate general qualification","64","0.18524310934887","0.145604358489372","0.224881860208368"
"4 on scale 1-7","2005","Employed","(2a) intermediate vocational","605","0.168265877364473","0.156150975000451","0.180380779728494"
"4 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","80","0.168397500522748","0.134885060645072","0.201909940400424"
"4 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","197","0.188050013176516","0.165337291329373","0.21076273502366"
"4 on scale 1-7","2005","Employed","(3a) lower tertiary education","165","0.127645851824937","0.108638482735176","0.146653220914698"
"4 on scale 1-7","2005","Employed","(3b) higher tertiary education","246","0.135625500941621","0.120536635073364","0.150714366809877"
"5 on scale 1-7","2005","Not Employed","(0) in school","134","0.239592707119449","0.203790343121187","0.275395071117711"
"5 on scale 1-7","2005","Not Employed","(1a) inadequately completed","23","","",""
"5 on scale 1-7","2005","Not Employed","(1b) general elementary school","242","0.212371328938132","0.188733484423572","0.236009173452692"
"5 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","594","0.199402132603689","0.184605474108964","0.214198791098415"
"5 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","45","0.208399893119192","0.153466033711298","0.263333752527086"
"5 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","222","0.179230962016979","0.156917489579544","0.201544434454415"
"5 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","94","0.297523190161999","0.24727609752159","0.347770282802407"
"5 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","89","0.243644333596817","0.200079619793589","0.287209047400046"
"5 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","93","0.189336214494251","0.153573139006387","0.225099289982116"
"5 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","125","0.23303594266147","0.197378501670688","0.268693383652252"
"5 on scale 1-7","2005","Employed","(0) in school","25","","",""
"5 on scale 1-7","2005","Employed","(1a) inadequately completed","15","","",""
"5 on scale 1-7","2005","Employed","(1b) general elementary school","145","0.22946263296022","0.19817871096198","0.26074655495846"
"5 on scale 1-7","2005","Employed","(1c) basic vocational qualification","629","0.225232065911671","0.210030961019974","0.240433170803368"
"5 on scale 1-7","2005","Employed","(2b) intermediate general qualification","80","0.14456262925205","0.108682249025812","0.180443009478288"
"5 on scale 1-7","2005","Employed","(2a) intermediate vocational","820","0.222121393386229","0.208660287512178","0.235582499260281"
"5 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","124","0.284246202781793","0.243852887391626","0.324639518171959"
"5 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","285","0.252891855789811","0.227626407075201","0.278157304504421"
"5 on scale 1-7","2005","Employed","(3a) lower tertiary education","266","0.227557891793071","0.20367696590268","0.251438817683462"
"5 on scale 1-7","2005","Employed","(3b) higher tertiary education","485","0.235427131466549","0.216730100632458","0.25412416230064"
"6 on scale 1-7","2005","Not Employed","(0) in school","130","0.258132108949966","0.221426192492151","0.29483802540778"
"6 on scale 1-7","2005","Not Employed","(1a) inadequately completed","20","","",""
"6 on scale 1-7","2005","Not Employed","(1b) general elementary school","231","0.187469178359002","0.164912038574901","0.210026318143104"
"6 on scale 1-7","2005","Not Employed","(1c) basic vocational qualification","705","0.245025518300654","0.229097441862412","0.260953594738897"
"6 on scale 1-7","2005","Not Employed","(2b) intermediate general qualification","44","0.235192547110838","0.177830284012794","0.292554810208882"
"6 on scale 1-7","2005","Not Employed","(2a) intermediate vocational","305","0.278078984485492","0.252012702634253","0.304145266336731"
"6 on scale 1-7","2005","Not Employed","(2c_gen) general maturity certificate","76","0.229555101348049","0.183333094539404","0.275777108156694"
"6 on scale 1-7","2005","Not Employed","(2c_voc) vocational maturity certificate","104","0.263648301913643","0.218933757446171","0.308362846381115"
"6 on scale 1-7","2005","Not Employed","(3a) lower tertiary education","123","0.275490895103649","0.234708457801142","0.316273332406157"
"6 on scale 1-7","2005","Not Employed","(3b) higher tertiary education","143","0.226320072253454","0.191026679221324","0.261613465285583"
"6 on scale 1-7","2005","Employed","(0) in school","32","0.234847503512414","0.152982845407789","0.316712161617039"
"6 on scale 1-7","2005","Employed","(1a) inadequately completed","26","","",""
"6 on scale 1-7","2005","Employed","(1b) general elementary school","165","0.21636347183847","0.185728487507004","0.246998456169935"
"6 on scale 1-7","2005","Employed","(1c) basic vocational qualification","706","0.228899166003037","0.213611122206375","0.244187209799698"
"6 on scale 1-7","2005","Employed","(2b) intermediate general qualification","78","0.255940257077975","0.211414828055789","0.300465686100161"
"6 on scale 1-7","2005","Employed","(2a) intermediate vocational","964","0.261657522130822","0.247423580806893","0.275891463454752"
"6 on scale 1-7","2005","Employed","(2c_gen) general maturity certificate","142","0.290133790278015","0.249492476175098","0.330775104380932"
"6 on scale 1-7","2005","Employed","(2c_voc) vocational maturity certificate","310","0.257292831039198","0.231883659250771","0.282702002827624"
"6 on scale 1-7","2005","Employed","(3a) lower tertiary education","406","0.352935981192887","0.325715623157202","0.380156339228571"
"6 on scale 1-7","2005","Employed","(3b) higher tertiary education","652","0.32253714433201","0.301937128228988","0.343137160435032"
"7 Strongly agree","2005","Not Employed","(0) in school","91","0.165098878591925","0.133957247652567","0.196240509531283"
"7 Strongly agree","2005","Not Employed","(1a) inadequately completed","45","0.324678286910503","0.250237959141662","0.399118614679344"
"7 Strongly agree","2005","Not Employed","(1b) general elementary school","277","0.23454884048209","0.210059642705452","0.259038038258728"
"7 Strongly agree","2005","Not Employed","(1c) basic vocational qualification","703","0.258528017745942","0.242313922594913","0.274742112896971"
"7 Strongly agree","2005","Not Employed","(2b) intermediate general qualification","42","0.207272931368348","0.15244882235457","0.262097040382126"
"7 Strongly agree","2005","Not Employed","(2a) intermediate vocational","274","0.255411165912245","0.230040704859456","0.280781626965034"
"7 Strongly agree","2005","Not Employed","(2c_gen) general maturity certificate","60","0.200500082309954","0.156495184140963","0.244504980478945"
"7 Strongly agree","2005","Not Employed","(2c_voc) vocational maturity certificate","99","0.277200085832261","0.231774618761064","0.322625552903458"
"7 Strongly agree","2005","Not Employed","(3a) lower tertiary education","127","0.270556335335927","0.230003393888891","0.311109276782963"
"7 Strongly agree","2005","Not Employed","(3b) higher tertiary education","161","0.324311326804925","0.284828740899138","0.363793912710711"
"7 Strongly agree","2005","Employed","(0) in school","12","","",""
"7 Strongly agree","2005","Employed","(1a) inadequately completed","21","","",""
"7 Strongly agree","2005","Employed","(1b) general elementary school","177","0.255971225846785","0.223502982246229","0.288439469447341"
"7 Strongly agree","2005","Employed","(1c) basic vocational qualification","754","0.261626193836876","0.245632345295853","0.277620042377899"
"7 Strongly agree","2005","Employed","(2b) intermediate general qualification","89","0.266378198601305","0.221273647878034","0.311482749324577"
"7 Strongly agree","2005","Employed","(2a) intermediate vocational","863","0.236107487865301","0.222354386674671","0.24986058905593"
"7 Strongly agree","2005","Employed","(2c_gen) general maturity certificate","90","0.177634605684761","0.143406998765762","0.21186221260376"
"7 Strongly agree","2005","Employed","(2c_voc) vocational maturity certificate","242","0.216917475065561","0.192961221833004","0.240873728298117"
"7 Strongly agree","2005","Employed","(3a) lower tertiary education","252","0.204256435045969","0.181292480354344","0.227220389737595"
"7 Strongly agree","2005","Employed","(3b) higher tertiary education","485","0.254472031772521","0.235277083490448","0.273666980054594"
"1 Strongly disagree","2006","Not Employed","(0) in school","","","",""
"1 Strongly disagree","2006","Not Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Not Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Not Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Not Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Not Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Not Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Not Employed","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","Employed","(0) in school","","","",""
"1 Strongly disagree","2006","Employed","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","Employed","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","Employed","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","Employed","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","Employed","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","Employed","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","Employed","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Not Employed","(0) in school","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Not Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Not Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Not Employed","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","Employed","(0) in school","","","",""
"2 on scale 1-7 ","2006","Employed","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","Employed","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","Employed","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","Employed","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","Employed","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","Employed","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","Employed","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Not Employed","(0) in school","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Not Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","Not Employed","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","Not Employed","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","Employed","(0) in school","","","",""
"3 on scale 1-7 ","2006","Employed","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","Employed","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","Employed","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","Employed","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","Employed","(2a) intermediate vocational","","","",""
