"plh0206i06","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","Male","","","",""
"1 Strongly disagree","2005","(0) in school","Female","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Male","","","",""
"1 Strongly disagree","2005","(1a) inadequately completed","Female","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Male","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","Female","68","0.0741344779821771","0.0597482330573712","0.088520722906983"
"1 Strongly disagree","2005","(1c) basic vocational qualification","Male","93","0.0406248137393122","0.0336504641049012","0.0475991633737231"
"1 Strongly disagree","2005","(1c) basic vocational qualification","Female","88","0.0407730774204074","0.0332062539651329","0.0483399008756819"
"1 Strongly disagree","2005","(2b) intermediate general qualification","Male","","","",""
"1 Strongly disagree","2005","(2b) intermediate general qualification","Female","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","Male","34","0.0194505818861341","0.0134897784213395","0.0254113853509288"
"1 Strongly disagree","2005","(2a) intermediate vocational","Female","67","0.0235072597387361","0.0178301726446726","0.0291843468327995"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Male","","","",""
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","Female","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Male","","","",""
"1 Strongly disagree","2005","(3a) lower tertiary education","Female","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Male","","","",""
"1 Strongly disagree","2005","(3b) higher tertiary education","Female","","","",""
"2 on scale 1-7 ","2005","(0) in school","Male","","","",""
"2 on scale 1-7 ","2005","(0) in school","Female","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"2 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Male","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","Female","52","0.0390738528503816","0.0284336109686381","0.0497140947321252"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","81","0.0218799704013993","0.0167118428400017","0.0270480979627968"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","98","0.0344652442494589","0.0274854790731158","0.0414450094258019"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","","","",""
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Male","63","0.0316839439081123","0.0241237672281764","0.0392441205880483"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","Female","105","0.0350250065107573","0.0281363078657242","0.0419137051557904"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Male","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","Female","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Male","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","Female","","","",""
"3 on scale 1-7 ","2005","(0) in school","Male","","","",""
"3 on scale 1-7 ","2005","(0) in school","Female","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Male","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","Female","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","Male","41","0.0537779033098417","0.0352592611828022","0.0722965454368812"
"3 on scale 1-7 ","2005","(1b) general elementary school","Female","72","0.0613114504351931","0.0481381398185812","0.074484761051805"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Male","180","0.0587530344484641","0.0504453359137801","0.067060732983148"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","Female","152","0.0605537049615245","0.0514278720065391","0.06967953791651"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Male","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","Female","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Male","101","0.0456810461535221","0.0366691006688606","0.0546929916381836"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","Female","177","0.0686129125666134","0.0591405551133621","0.0780852700198648"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Male","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","Female","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Male","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","Female","48","0.052881056632979","0.0377737644979002","0.0679883487680578"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Male","43","0.0521586297520388","0.0374597387157143","0.0668575207883633"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","Female","38","0.0477735174226148","0.0326693273175933","0.0628777075276362"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Male","47","0.0371753208811794","0.0273592638227371","0.0469913779396217"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","Female","46","0.0275121912466825","0.0178061889570186","0.0372181935363464"
"4 on scale 1-7","2005","(0) in school","Male","61","0.189942635911451","0.146277344625464","0.233607927197438"
"4 on scale 1-7","2005","(0) in school","Female","66","0.205419012908367","0.162412161799421","0.248425864017313"
"4 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","Female","38","0.255181455771753","0.181640206582357","0.328722704961149"
"4 on scale 1-7","2005","(1b) general elementary school","Male","104","0.180941736050381","0.149338071904694","0.212545400196067"
"4 on scale 1-7","2005","(1b) general elementary school","Female","227","0.177303898244183","0.156331782840343","0.198276013648024"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Male","482","0.156200361565986","0.143374856747864","0.169025866384107"
"4 on scale 1-7","2005","(1c) basic vocational qualification","Female","437","0.17002976544107","0.155656352188386","0.184403178693755"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Male","42","0.189998786206655","0.138852733771932","0.241144838641378"
"4 on scale 1-7","2005","(2b) intermediate general qualification","Female","64","0.178927386450105","0.138943046532722","0.218911726367489"
"4 on scale 1-7","2005","(2a) intermediate vocational","Male","345","0.167790037462919","0.151661191237622","0.183918883688215"
"4 on scale 1-7","2005","(2a) intermediate vocational","Female","458","0.169250670899263","0.155200220584162","0.183301121214364"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","57","0.157898177768583","0.120438135612258","0.195358219924909"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","80","0.184394221768416","0.147866890466986","0.220921553069846"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","110","0.179935363800687","0.150783422603156","0.209087304998219"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","135","0.158460647333463","0.133809778469465","0.18311151619746"
"4 on scale 1-7","2005","(3a) lower tertiary education","Male","135","0.152234051397047","0.128484930379021","0.175983172415072"
"4 on scale 1-7","2005","(3a) lower tertiary education","Female","106","0.128386831004315","0.104697334112191","0.152076327896439"
"4 on scale 1-7","2005","(3b) higher tertiary education","Male","181","0.147322389504722","0.128933186321982","0.165711592687463"
"4 on scale 1-7","2005","(3b) higher tertiary education","Female","145","0.136150380860543","0.115800389974527","0.15650037174656"
"5 on scale 1-7","2005","(0) in school","Male","82","0.240194077546241","0.192638689619385","0.287749465473096"
"5 on scale 1-7","2005","(0) in school","Female","77","0.230337613922716","0.185516689952043","0.275158537893389"
"5 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","Male","118","0.231467873317444","0.196843092145539","0.266092654489349"
"5 on scale 1-7","2005","(1b) general elementary school","Female","269","0.213391039118499","0.190893712635206","0.235888365601792"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Male","684","0.223020388923204","0.208314513625044","0.237726264221363"
"5 on scale 1-7","2005","(1c) basic vocational qualification","Female","539","0.200265209924144","0.184952857175742","0.215577562672547"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Male","45","0.124541947445114","0.0814923228587423","0.167591572031487"
"5 on scale 1-7","2005","(2b) intermediate general qualification","Female","80","0.195200199901383","0.15385312438365","0.236547275419116"
"5 on scale 1-7","2005","(2a) intermediate vocational","Male","478","0.222356735760847","0.204408609634042","0.240304861887652"
"5 on scale 1-7","2005","(2a) intermediate vocational","Female","564","0.201721683832004","0.186685296545889","0.216758071118119"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Male","108","0.335313731035481","0.286814883148465","0.383812578922497"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","Female","110","0.246050819786664","0.20548244706089","0.286619192512438"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Male","188","0.286557906120573","0.252243954356466","0.32087185788468"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","Female","186","0.218808245686779","0.190899200999535","0.246717290374023"
"5 on scale 1-7","2005","(3a) lower tertiary education","Male","205","0.21318255545716","0.186107679507668","0.240257431406652"
"5 on scale 1-7","2005","(3a) lower tertiary education","Female","154","0.218397966664046","0.189139548553466","0.247656384774625"
"5 on scale 1-7","2005","(3b) higher tertiary education","Male","364","0.247500890706884","0.225109684852496","0.269892096561272"
"5 on scale 1-7","2005","(3b) higher tertiary education","Female","246","0.218539825316913","0.194017907275275","0.243061743358551"
"6 on scale 1-7","2005","(0) in school","Male","72","0.214658268719323","0.168952565741013","0.260363971697632"
"6 on scale 1-7","2005","(0) in school","Female","90","0.292259765241309","0.243845906314345","0.340673624168273"
"6 on scale 1-7","2005","(1a) inadequately completed","Male","","","",""
"6 on scale 1-7","2005","(1a) inadequately completed","Female","","","",""
"6 on scale 1-7","2005","(1b) general elementary school","Male","117","0.18575317129451","0.153826266324201","0.217680076264819"
"6 on scale 1-7","2005","(1b) general elementary school","Female","279","0.204223725787137","0.182087072252851","0.226360379321424"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Male","765","0.242783013578699","0.227635787548444","0.257930239608954"
"6 on scale 1-7","2005","(1c) basic vocational qualification","Female","646","0.22988194422752","0.213783005061069","0.245980883393971"
"6 on scale 1-7","2005","(2b) intermediate general qualification","Male","48","0.304276097061322","0.244290601338126","0.364261592784519"
"6 on scale 1-7","2005","(2b) intermediate general qualification","Female","74","0.210136594880246","0.167636726979402","0.252636462781091"
"6 on scale 1-7","2005","(2a) intermediate vocational","Male","544","0.270574388598997","0.251399289925477","0.289749487272517"
"6 on scale 1-7","2005","(2a) intermediate vocational","Female","725","0.261971634784991","0.245495561823985","0.278447707745996"
