"plh0206i06","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","West Germany","88","0.0255581206852728","0.0206435215666172","0.0304727198039284"
"1 Strongly disagree","2005","16-34 y.","East Germany","39","0.0318566355321181","0.0224920145105371","0.041221256553699"
"1 Strongly disagree","2005","35-65 y.","West Germany","188","0.0279198346532408","0.0244889017054307","0.0313507676010509"
"1 Strongly disagree","2005","35-65 y.","East Germany","64","0.0304973740456581","0.0240424537608271","0.0369522943304892"
"1 Strongly disagree","2005","66 and older","West Germany","94","0.042880829480345","0.0353769876415897","0.0503846713191003"
"1 Strongly disagree","2005","66 and older","East Germany","29","","",""
"2 on scale 1-7 ","2005","16-34 y.","West Germany","127","0.0290360866817271","0.023807115400542","0.0342650579629122"
"2 on scale 1-7 ","2005","16-34 y.","East Germany","62","0.0474486948718212","0.0361122536576994","0.0587851360859429"
"2 on scale 1-7 ","2005","35-65 y.","West Germany","259","0.0291844394916963","0.0256789488550146","0.032689930128378"
"2 on scale 1-7 ","2005","35-65 y.","East Germany","91","0.0386255269409692","0.0313916907992096","0.0458593630827289"
"2 on scale 1-7 ","2005","66 and older","West Germany","71","0.025724134827377","0.0198603174512418","0.0315879522035121"
"2 on scale 1-7 ","2005","66 and older","East Germany","26","","",""
"3 on scale 1-7 ","2005","16-34 y.","West Germany","250","0.0646218826181752","0.0569654039709193","0.0722783612654312"
"3 on scale 1-7 ","2005","16-34 y.","East Germany","96","0.0711291036906742","0.0574227554331912","0.0848354519481572"
"3 on scale 1-7 ","2005","35-65 y.","West Germany","471","0.0504406191903195","0.0458828110727253","0.0549984273079137"
"3 on scale 1-7 ","2005","35-65 y.","East Germany","141","0.0559731094491562","0.0473439783958202","0.0646022405024922"
"3 on scale 1-7 ","2005","66 and older","West Germany","155","0.0572614516980315","0.048655559824355","0.0658673435717081"
"3 on scale 1-7 ","2005","66 and older","East Germany","41","0.0515113160784702","0.0375362523478412","0.0654863798090991"
"4 on scale 1-7","2005","16-34 y.","West Germany","704","0.187405995261903","0.175253254974728","0.199558735549078"
"4 on scale 1-7","2005","16-34 y.","East Germany","233","0.153872218785017","0.134631623616221","0.173112813953812"
"4 on scale 1-7","2005","35-65 y.","West Germany","1343","0.153669946145553","0.14615944148652","0.161180450804586"
"4 on scale 1-7","2005","35-65 y.","East Germany","443","0.16857496993423","0.154521186459452","0.182628753409009"
"4 on scale 1-7","2005","66 and older","West Germany","467","0.164933544308057","0.151187298977874","0.17867978963824"
"4 on scale 1-7","2005","66 and older","East Germany","164","0.184147578284202","0.159641421561131","0.208653735007273"
"5 on scale 1-7","2005","16-34 y.","West Germany","942","0.230379433304142","0.217266318751796","0.243492547856488"
"5 on scale 1-7","2005","16-34 y.","East Germany","334","0.250618644195567","0.227509782863242","0.273727505527892"
"5 on scale 1-7","2005","35-65 y.","West Germany","2005","0.221227397231218","0.212583102699429","0.229871691763006"
"5 on scale 1-7","2005","35-65 y.","East Germany","580","0.20789202910827","0.19265864909639","0.223125409120149"
"5 on scale 1-7","2005","66 and older","West Germany","575","0.206593395137483","0.191597403224675","0.221589387050292"
"5 on scale 1-7","2005","66 and older","East Germany","185","0.179950240422846","0.15566274590324","0.204237734942452"
