"plh0206i06","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","Urban Area","55","0.0320164718064369","0.0244509803922077","0.0395819632206661"
"1 Strongly disagree","2005","1-pers.-HH","Rural Area","28","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","Urban Area","112","0.0281605504611791","0.0234579689248983","0.03286313199746"
"1 Strongly disagree","2005","(Married) couple without C. ","Rural Area","53","0.0325801640936477","0.0252493598467386","0.0399109683405569"
"1 Strongly disagree","2005","Single parent ","Urban Area","21","","",""
"1 Strongly disagree","2005","Single parent ","Rural Area","14","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","Urban Area","56","0.0305422220835924","0.0238503751623409","0.0372340690048439"
"1 Strongly disagree","2005","Couple + C. LE 16 ","Rural Area","31","0.039995094874089","0.0287286961085241","0.0512614936396538"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Urban Area","37","0.0216526260488282","0.0156875382783804","0.0276177138192761"
"1 Strongly disagree","2005","Couple + C. GT 16 ","Rural Area","34","0.0289118270150375","0.0199769718425711","0.037846682187504"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Urban Area","30","0.0215214574472476","0.0129961116918793","0.0300468032026158"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","Rural Area","13","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","Urban Area","53","0.0251047239467701","0.0183815688267425","0.0318278790667976"
"2 on scale 1-7 ","2005","1-pers.-HH","Rural Area","31","0.0290372312338876","0.0179052807751269","0.0401691816926483"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Urban Area","116","0.0257356034578505","0.0212344471308088","0.0302367597848923"
"2 on scale 1-7 ","2005","(Married) couple without C. ","Rural Area","61","0.0297360526146449","0.0227222409401778","0.0367498642891121"
"2 on scale 1-7 ","2005","Single parent ","Urban Area","26","","",""
"2 on scale 1-7 ","2005","Single parent ","Rural Area","19","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Urban Area","97","0.0291127076586173","0.0225745266353255","0.035650888681909"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","Rural Area","54","0.0457750396640235","0.0337583518700535","0.0577917274579935"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Urban Area","66","0.0284559184775957","0.021641440883098","0.0352703960720935"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","Rural Area","47","0.0366747048750145","0.0266518783774704","0.0466975313725586"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Urban Area","33","0.0405530483763671","0.0289646679102107","0.0521414288425235"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","Rural Area","14","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","Urban Area","100","0.0487814605549098","0.0395241682670037","0.0580387528428158"
