"plh0206i06","year","e11102","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","Male","111","0.0471038049851782","0.0397053062198671","0.0545023037504892","1"
"1 Strongly disagree","2005","Not Employed","Female","160","0.0432138766838216","0.0373888513492529","0.0490389020183902","1"
"1 Strongly disagree","2005","Employed","Male","94","0.0172309486604448","0.0141219474659477","0.0203399498549418","1"
"1 Strongly disagree","2005","Employed","Female","137","0.0264137895444355","0.0223878819753946","0.0304396971134764","1"
"2 on scale 1-7 ","2005","Not Employed","Female","170","0.0354551012050739","0.0301574988142551","0.0407527035958926","2"
"2 on scale 1-7 ","2005","Employed","Male","179","0.0252260552495229","0.0214796290121047","0.0289724814869411","2"
"2 on scale 1-7 ","2005","Employed","Female","206","0.0338637162582608","0.0293227555863445","0.0384046769301771","2"
"2 on scale 1-7 ","2005","Not Employed","Male","81","0.0262375966476089","0.0206557057825714","0.0318194875126464","2"
"3 on scale 1-7 ","2005","Not Employed","Female","277","0.0615841346633033","0.0546974394461027","0.068470829880504","3"
"3 on scale 1-7 ","2005","Employed","Male","351","0.0525925227361727","0.047259530338361","0.0579255151339845","3"
"3 on scale 1-7 ","2005","Employed","Female","350","0.0571714348955278","0.0513427960255482","0.0630000737655075","3"
"3 on scale 1-7 ","2005","Not Employed","Male","176","0.0532439411278373","0.0454033833781299","0.0610844988775448","3"
"4 on scale 1-7","2005","Employed","Female","983","0.165357639723092","0.15603103481562","0.174684244630564","4"
"4 on scale 1-7","2005","Not Employed","Female","810","0.171289568308253","0.160496482477905","0.182082654138601","4"
"4 on scale 1-7","2005","Employed","Male","1027","0.162886086214279","0.154063928177645","0.171708244250914","4"
"4 on scale 1-7","2005","Not Employed","Male","534","0.161274713674039","0.148431141748464","0.174118285599614","4"
"5 on scale 1-7","2005","Employed","Male","1632","0.237530623243244","0.227363184468596","0.247698062017892","5"
"5 on scale 1-7","2005","Not Employed","Female","991","0.20295849538218","0.191436628419369","0.21448036234499","5"
"5 on scale 1-7","2005","Not Employed","Male","700","0.213827698857123","0.199509655787394","0.228145741926852","5"
"5 on scale 1-7","2005","Employed","Female","1298","0.213851705645848","0.203558045310663","0.224145365981034","5"
"6 on scale 1-7","2005","Employed","Male","1844","0.268738786609757","0.258147663792505","0.279329909427009","6"
"6 on scale 1-7","2005","Employed","Female","1695","0.258756440392344","0.247761641587227","0.26975123919746","6"
"6 on scale 1-7","2005","Not Employed","Female","1128","0.234996955025333","0.222850725886903","0.247143184163764","6"
"6 on scale 1-7","2005","Not Employed","Male","782","0.245166985500249","0.230144242034669","0.260189728965828","6"
"7 Strongly agree","2005","Employed","Female","1426","0.244585273540492","0.233794089190059","0.255376457890926","7"
"7 Strongly agree","2005","Not Employed","Female","1145","0.250501868732035","0.238089075170611","0.262914662293459","7"
"7 Strongly agree","2005","Employed","Male","1603","0.235794977286579","0.225653230159302","0.245936724413857","7"
"7 Strongly agree","2005","Not Employed","Male","766","0.253145259207965","0.237960923936906","0.268329594479024","7"
"1 Strongly disagree","2006","Not Employed","Male","","","","","1"
"1 Strongly disagree","2006","Not Employed","Female","","","","","1"
"1 Strongly disagree","2006","Employed","Male","","","","","1"
"1 Strongly disagree","2006","Employed","Female","","","","","1"
"2 on scale 1-7 ","2006","Employed","Male","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Employed","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Employed","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2006","Employed","Male","","","","","3"
"4 on scale 1-7","2006","Not Employed","Female","","","","","4"
"4 on scale 1-7","2006","Employed","Male","","","","","4"
"4 on scale 1-7","2006","Employed","Female","","","","","4"
"4 on scale 1-7","2006","Not Employed","Male","","","","","4"
"5 on scale 1-7","2006","Employed","Male","","","","","5"
"5 on scale 1-7","2006","Not Employed","Female","","","","","5"
"5 on scale 1-7","2006","Employed","Female","","","","","5"
"5 on scale 1-7","2006","Not Employed","Male","","","","","5"
"6 on scale 1-7","2006","Employed","Male","","","","","6"
"6 on scale 1-7","2006","Not Employed","Female","","","","","6"
"6 on scale 1-7","2006","Employed","Female","","","","","6"
"6 on scale 1-7","2006","Not Employed","Male","","","","","6"
"7 Strongly agree","2006","Not Employed","Female","","","","","7"
"7 Strongly agree","2006","Employed","Male","","","","","7"
"7 Strongly agree","2006","Employed","Female","","","","","7"
"7 Strongly agree","2006","Not Employed","Male","","","","","7"
"1 Strongly disagree","2007","Not Employed","Male","","","","","1"
"1 Strongly disagree","2007","Not Employed","Female","","","","","1"
"1 Strongly disagree","2007","Employed","Male","","","","","1"
"1 Strongly disagree","2007","Employed","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Male","","","","","2"
"2 on scale 1-7 ","2007","Employed","Female","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","Female","","","","","3"
"3 on scale 1-7 ","2007","Employed","Male","","","","","3"
"3 on scale 1-7 ","2007","Employed","Female","","","","","3"
"4 on scale 1-7","2007","Not Employed","Male","","","","","4"
"4 on scale 1-7","2007","Not Employed","Female","","","","","4"
