"plh0206i06","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Urban Area","173","0.0444435034052423","0.0388358593991596","0.050051147411325"
"1 Strongly disagree","2005","Not Employed","Rural Area","98","0.0454437530152704","0.0375034446833162","0.0533840613472246"
"1 Strongly disagree","2005","Employed","Urban Area","152","0.0195807666839256","0.0166595638214936","0.0225019695463576"
"1 Strongly disagree","2005","Employed","Rural Area","79","0.0254415888254276","0.0206698110453682","0.0302133666054869"
"2 on scale 1-7 ","2005","Not Employed","Urban Area","150","0.0279604777282793","0.0234744457748241","0.0324465096817344"
"2 on scale 1-7 ","2005","Not Employed","Rural Area","101","0.0403123423911071","0.0328136855218613","0.047810999260353"
"2 on scale 1-7 ","2005","Employed","Urban Area","249","0.0276359781636011","0.0241798262687223","0.0310921300584799"
"2 on scale 1-7 ","2005","Employed","Rural Area","136","0.0325057464391876","0.0271316132255272","0.037879879652848"
"3 on scale 1-7 ","2005","Not Employed","Urban Area","294","0.0559732945558935","0.0497182460423183","0.0622283430694687"
"3 on scale 1-7 ","2005","Not Employed","Rural Area","159","0.0633879510846663","0.0540986564753895","0.0726772456939432"
"3 on scale 1-7 ","2005","Employed","Urban Area","466","0.0537083616593936","0.0489552894340807","0.0584614338847065"
"3 on scale 1-7 ","2005","Employed","Rural Area","235","0.0568107863639325","0.0497959269472211","0.0638256457806439"
"4 on scale 1-7","2005","Not Employed","Urban Area","889","0.168497690650271","0.158312320565452","0.178683060735089"
"4 on scale 1-7","2005","Not Employed","Rural Area","455","0.164720953702386","0.150579640962439","0.178862266442333"
"4 on scale 1-7","2005","Employed","Urban Area","1344","0.1646693133481","0.156849857797445","0.172488768898755"
"4 on scale 1-7","2005","Employed","Rural Area","666","0.162539238811214","0.151358628694701","0.173719848927726"
"5 on scale 1-7","2005","Not Employed","Urban Area","1150","0.212762464152524","0.201625969580423","0.223898958724624"
"5 on scale 1-7","2005","Not Employed","Rural Area","541","0.195091550231373","0.179984071810332","0.210199028652415"
"5 on scale 1-7","2005","Employed","Urban Area","1983","0.22719649623252","0.218362111349715","0.236030881115326"
"5 on scale 1-7","2005","Employed","Rural Area","947","0.225856323349239","0.213184734555842","0.238527912142636"
"6 on scale 1-7","2005","Not Employed","Urban Area","1229","0.233428243465083","0.221917557241937","0.24493892968823"
"6 on scale 1-7","2005","Not Employed","Rural Area","681","0.251416462689886","0.234877186432459","0.267955738947312"
"6 on scale 1-7","2005","Employed","Urban Area","2391","0.264008167323683","0.254714521050678","0.273301813596687"
"6 on scale 1-7","2005","Employed","Rural Area","1148","0.264648285746093","0.251279675683182","0.278016895809004"
"7 Strongly agree","2005","Not Employed","Urban Area","1303","0.256934326042707","0.245044574710842","0.268824077374572"
"7 Strongly agree","2005","Not Employed","Rural Area","608","0.239626986885311","0.223353496179458","0.255900477591164"
"7 Strongly agree","2005","Employed","Urban Area","2057","0.243200916588777","0.234155806388148","0.252246026789406"
"7 Strongly agree","2005","Employed","Rural Area","972","0.232198030464907","0.219402507651121","0.244993553278692"
"1 Strongly disagree","2006","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2006","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2006","Employed","Urban Area","","","",""
"1 Strongly disagree","2006","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2006","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2006","Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2006","Employed","Urban Area","","","",""
"4 on scale 1-7","2006","Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2006","Employed","Urban Area","","","",""
"5 on scale 1-7","2006","Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2006","Employed","Urban Area","","","",""
"6 on scale 1-7","2006","Employed","Rural Area","","","",""
"7 Strongly agree","2006","Not Employed","Urban Area","","","",""
"7 Strongly agree","2006","Not Employed","Rural Area","","","",""
"7 Strongly agree","2006","Employed","Urban Area","","","",""
"7 Strongly agree","2006","Employed","Rural Area","","","",""
"1 Strongly disagree","2007","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2007","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2007","Employed","Urban Area","","","",""
"1 Strongly disagree","2007","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2007","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2007","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2007","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2007","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2007","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2007","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2007","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2007","Employed","Rural Area","","","",""
"4 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2007","Employed","Urban Area","","","",""
"4 on scale 1-7","2007","Employed","Rural Area","","","",""
"5 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2007","Employed","Urban Area","","","",""
"5 on scale 1-7","2007","Employed","Rural Area","","","",""
"6 on scale 1-7","2007","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2007","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2007","Employed","Urban Area","","","",""
"6 on scale 1-7","2007","Employed","Rural Area","","","",""
"7 Strongly agree","2007","Not Employed","Urban Area","","","",""
"7 Strongly agree","2007","Not Employed","Rural Area","","","",""
"7 Strongly agree","2007","Employed","Urban Area","","","",""
"7 Strongly agree","2007","Employed","Rural Area","","","",""
"1 Strongly disagree","2008","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2008","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2008","Employed","Urban Area","","","",""
"1 Strongly disagree","2008","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2008","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2008","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2008","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2008","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2008","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2008","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2008","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2008","Employed","Rural Area","","","",""
"4 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2008","Employed","Urban Area","","","",""
"4 on scale 1-7","2008","Employed","Rural Area","","","",""
"5 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2008","Employed","Urban Area","","","",""
"5 on scale 1-7","2008","Employed","Rural Area","","","",""
"6 on scale 1-7","2008","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2008","Employed","Urban Area","","","",""
"6 on scale 1-7","2008","Employed","Rural Area","","","",""
"7 Strongly agree","2008","Not Employed","Urban Area","","","",""
"7 Strongly agree","2008","Not Employed","Rural Area","","","",""
"7 Strongly agree","2008","Employed","Urban Area","","","",""
"7 Strongly agree","2008","Employed","Rural Area","","","",""
"1 Strongly disagree","2009","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2009","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2009","Employed","Urban Area","","","",""
"1 Strongly disagree","2009","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2009","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2009","Not Employed","Rural Area","","","",""
