"plh0206i06","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","lower secondary degree","34","0.0478285620826258","0.0342080485568515","0.0614490756084"
"1 Strongly disagree","2005","16-34 y.","secondary school degree","33","0.0190625638675756","0.0123871701953109","0.0257379575398402"
"1 Strongly disagree","2005","16-34 y.","college entrance qualification","","","",""
"1 Strongly disagree","2005","16-34 y.","Other degree","","","",""
"1 Strongly disagree","2005","16-34 y.","no degree/no degree yet","","","",""
"1 Strongly disagree","2005","35-65 y.","lower secondary degree","120","0.0418779612584408","0.0354314780655538","0.0483244444513277"
"1 Strongly disagree","2005","35-65 y.","secondary school degree","81","0.0206095257317521","0.0161299026996007","0.0250891487639036"
"1 Strongly disagree","2005","35-65 y.","college entrance qualification","","","",""
"1 Strongly disagree","2005","35-65 y.","Other degree","","","",""
"1 Strongly disagree","2005","35-65 y.","no degree/no degree yet","","","",""
"1 Strongly disagree","2005","66 and older","lower secondary degree","98","0.0503591005711341","0.041628215779847","0.0590899853624212"
"1 Strongly disagree","2005","66 and older","secondary school degree","","","",""
"1 Strongly disagree","2005","66 and older","college entrance qualification","","","",""
"1 Strongly disagree","2005","66 and older","Other degree","","","",""
"1 Strongly disagree","2005","66 and older","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","16-34 y.","lower secondary degree","46","0.0409464121062672","0.0282984193441454","0.053594404868389"
"2 on scale 1-7 ","2005","16-34 y.","secondary school degree","62","0.0300949412454264","0.0217547322353234","0.0384351502555295"
"2 on scale 1-7 ","2005","16-34 y.","college entrance qualification","33","0.0203958819139214","0.0134173104545939","0.0273744533732489"
"2 on scale 1-7 ","2005","16-34 y.","Other degree","","","",""
"2 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","35-65 y.","lower secondary degree","121","0.0296740303200319","0.0242130983052125","0.0351349623348513"
"2 on scale 1-7 ","2005","35-65 y.","secondary school degree","139","0.0384636523874875","0.032399953237702","0.044527351537273"
"2 on scale 1-7 ","2005","35-65 y.","college entrance qualification","63","0.0244245437754954","0.0189408975345484","0.0299081900164425"
"2 on scale 1-7 ","2005","35-65 y.","Other degree","","","",""
"2 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","66 and older","lower secondary degree","65","0.0258488675237355","0.0195134754050844","0.0321842596423866"
"2 on scale 1-7 ","2005","66 and older","secondary school degree","","","",""
"2 on scale 1-7 ","2005","66 and older","college entrance qualification","","","",""
"2 on scale 1-7 ","2005","66 and older","Other degree","","","",""
"2 on scale 1-7 ","2005","66 and older","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","16-34 y.","lower secondary degree","54","0.0544265523590636","0.0399473282121607","0.0689057765059666"
"3 on scale 1-7 ","2005","16-34 y.","secondary school degree","126","0.0901631211011637","0.0761813622018297","0.104144880000498"
"3 on scale 1-7 ","2005","16-34 y.","college entrance qualification","83","0.0517605278545938","0.0408227689157607","0.0626982867934268"
"3 on scale 1-7 ","2005","16-34 y.","Other degree","","","",""
"3 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","54","0.0702331352461525","0.0511523369603449","0.0893139335319601"
"3 on scale 1-7 ","2005","35-65 y.","lower secondary degree","235","0.0624830423484538","0.0546938877443892","0.0702721969525184"
"3 on scale 1-7 ","2005","35-65 y.","secondary school degree","206","0.0489549555202673","0.0421515179214223","0.0557583931191123"
"3 on scale 1-7 ","2005","35-65 y.","college entrance qualification","126","0.0389724045152414","0.0320974109341483","0.0458473980963345"
"3 on scale 1-7 ","2005","35-65 y.","Other degree","34","0.0413480809409763","0.0274206371458029","0.0552755247361496"
"3 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","66 and older","lower secondary degree","136","0.0633358671039958","0.0536116112891968","0.0730601229187948"
"3 on scale 1-7 ","2005","66 and older","secondary school degree","","","",""
"3 on scale 1-7 ","2005","66 and older","college entrance qualification","","","",""
"3 on scale 1-7 ","2005","66 and older","Other degree","","","",""
"3 on scale 1-7 ","2005","66 and older","no degree/no degree yet","","","",""
"4 on scale 1-7","2005","16-34 y.","lower secondary degree","168","0.184830845111216","0.160056434100326","0.209605256122106"
"4 on scale 1-7","2005","16-34 y.","secondary school degree","275","0.180411313122197","0.161639966312839","0.199182659931554"
"4 on scale 1-7","2005","16-34 y.","college entrance qualification","260","0.163890200846684","0.145614327703701","0.182166073989666"
"4 on scale 1-7","2005","16-34 y.","Other degree","37","0.224033104144775","0.15839440928789","0.289671799001661"
"4 on scale 1-7","2005","16-34 y.","no degree/no degree yet","134","0.19000561995797","0.160712697214117","0.219298542701824"
"4 on scale 1-7","2005","35-65 y.","lower secondary degree","596","0.159269810373901","0.147493351298286","0.171046269449515"
"4 on scale 1-7","2005","35-65 y.","secondary school degree","637","0.162187870018235","0.150565035908732","0.173810704127738"
"4 on scale 1-7","2005","35-65 y.","college entrance qualification","407","0.138371703269219","0.126105521756849","0.150637884781589"
"4 on scale 1-7","2005","35-65 y.","Other degree","114","0.169815404878407","0.143549695157857","0.196081114598958"
"4 on scale 1-7","2005","35-65 y.","no degree/no degree yet","","","",""
"4 on scale 1-7","2005","66 and older","lower secondary degree","414","0.170324438030586","0.15531611387601","0.185332762185163"
"4 on scale 1-7","2005","66 and older","secondary school degree","100","0.179019863604825","0.146744928072895","0.211294799136755"
"4 on scale 1-7","2005","66 and older","college entrance qualification","70","0.125217393127314","0.0979030388675278","0.1525317473871"
"4 on scale 1-7","2005","66 and older","Other degree","","","",""
"4 on scale 1-7","2005","66 and older","no degree/no degree yet","","","",""
"5 on scale 1-7","2005","16-34 y.","lower secondary degree","202","0.228428064265582","0.201632976383862","0.255223152147303"
"5 on scale 1-7","2005","16-34 y.","secondary school degree","366","0.212720021911404","0.192742833749975","0.232697210072833"
"5 on scale 1-7","2005","16-34 y.","college entrance qualification","436","0.270555488146256","0.248622677513392","0.29248829877912"
"5 on scale 1-7","2005","16-34 y.","Other degree","","","",""
"5 on scale 1-7","2005","16-34 y.","no degree/no degree yet","167","0.231860304700783","0.200348608155872","0.263372001245694"
"5 on scale 1-7","2005","35-65 y.","lower secondary degree","791","0.213539078097022","0.20035053174338","0.226727624450664"
"5 on scale 1-7","2005","35-65 y.","secondary school degree","833","0.210987784270612","0.198123072768226","0.223852495772998"
"5 on scale 1-7","2005","35-65 y.","college entrance qualification","759","0.245022744016939","0.229743709892913","0.260301778140965"
"5 on scale 1-7","2005","35-65 y.","Other degree","176","0.233735197383924","0.204130218244862","0.263340176522986"
"5 on scale 1-7","2005","35-65 y.","no degree/no degree yet","","","",""
"5 on scale 1-7","2005","66 and older","lower secondary degree","510","0.211185294928571","0.194890124537517","0.227480465319625"
"5 on scale 1-7","2005","66 and older","secondary school degree","93","0.168427929360742","0.136921045665416","0.199934813056068"
"5 on scale 1-7","2005","66 and older","college entrance qualification","115","0.210426857857681","0.1767869104852","0.244066805230162"
"5 on scale 1-7","2005","66 and older","Other degree","","","",""
"5 on scale 1-7","2005","66 and older","no degree/no degree yet","","","",""
"6 on scale 1-7","2005","16-34 y.","lower secondary degree","206","0.219731215984601","0.193303462902717","0.246158969066485"
"6 on scale 1-7","2005","16-34 y.","secondary school degree","407","0.254783940938707","0.233512706197954","0.27605517567946"
"6 on scale 1-7","2005","16-34 y.","college entrance qualification","461","0.29484728022388","0.272335484454089","0.317359075993671"
"6 on scale 1-7","2005","16-34 y.","Other degree","36","0.235312124450278","0.168532111878572","0.302092137021983"
"6 on scale 1-7","2005","16-34 y.","no degree/no degree yet","171","0.261898867458778","0.229069446246737","0.29472828867082"
"6 on scale 1-7","2005","35-65 y.","lower secondary degree","916","0.232974861062898","0.21937047323653","0.246579248889266"
"6 on scale 1-7","2005","35-65 y.","secondary school degree","1041","0.270569431396711","0.256561923485874","0.284576939307548"
"6 on scale 1-7","2005","35-65 y.","college entrance qualification","965","0.309596121356554","0.293172265158712","0.326019977554397"
"6 on scale 1-7","2005","35-65 y.","Other degree","180","0.226162409147634","0.19689741882303","0.255427399472239"
"6 on scale 1-7","2005","35-65 y.","no degree/no degree yet","32","0.251455497168574","0.179844797906783","0.323066196430364"
"6 on scale 1-7","2005","66 and older","lower secondary degree","596","0.234399474964681","0.217486539243098","0.251312410686263"
"6 on scale 1-7","2005","66 and older","secondary school degree","143","0.269516302128089","0.232161517951243","0.306871086304935"
"6 on scale 1-7","2005","66 and older","college entrance qualification","165","0.248164320991355","0.212515951050864","0.283812690931846"
"6 on scale 1-7","2005","66 and older","Other degree","34","0.141394703342291","0.0894742600685964","0.193315146615985"
"6 on scale 1-7","2005","66 and older","no degree/no degree yet","","","",""
"7 Strongly agree","2005","16-34 y.","lower secondary degree","233","0.223808348090644","0.197206312553923","0.250410383627365"
"7 Strongly agree","2005","16-34 y.","secondary school degree","343","0.212764097813527","0.19278539938549","0.232742796241564"
"7 Strongly agree","2005","16-34 y.","college entrance qualification","286","0.186884953801417","0.167639278609732","0.206130628993102"
"7 Strongly agree","2005","16-34 y.","Other degree","40","0.276496752734069","0.206084619534188","0.34690888593395"
"7 Strongly agree","2005","16-34 y.","no degree/no degree yet","114","0.170168120297218","0.142109091264344","0.198227149330092"
"7 Strongly agree","2005","35-65 y.","lower secondary degree","930","0.260181216539253","0.246061683917822","0.274300749160684"
"7 Strongly agree","2005","35-65 y.","secondary school degree","927","0.248226780674935","0.234606148189323","0.261847413160547"
"7 Strongly agree","2005","35-65 y.","college entrance qualification","705","0.236578001139152","0.221480840321507","0.251675161956797"
"7 Strongly agree","2005","35-65 y.","Other degree","239","0.267628609338467","0.236658323284547","0.298598895392387"
"7 Strongly agree","2005","35-65 y.","no degree/no degree yet","39","0.29514372172084","0.219859217352102","0.370428226089579"
"7 Strongly agree","2005","66 and older","lower secondary degree","591","0.244546956877297","0.227386674158652","0.261707239595941"
"7 Strongly agree","2005","66 and older","secondary school degree","161","0.294463421987032","0.256090586450473","0.332836257523591"
