"plh0206i06","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","West Germany","92","0.0200799637304177","0.0165540386323937","0.0236058888284417"
"1 Strongly disagree","2005","Full Time","East Germany","35","0.0228400927704959","0.0161836935980758","0.029496491942916"
"1 Strongly disagree","2005","Part Time","West Germany","82","0.0217990502332557","0.0171567632754751","0.0264413371910362"
"1 Strongly disagree","2005","Part Time","East Germany","22","","",""
"1 Strongly disagree","2005","Not Working","West Germany","196","0.0458328054868856","0.0404214492206723","0.0512441617530989"
"1 Strongly disagree","2005","Not Working","East Germany","75","0.0407117186406288","0.0322473603170791","0.0491760769641784"
"2 on scale 1-7 ","2005","Full Time","West Germany","176","0.0278424343138996","0.0237070275529979","0.0319778410748013"
"2 on scale 1-7 ","2005","Full Time","East Germany","65","0.0364708847810123","0.0281184483836415","0.0448233211783831"
"2 on scale 1-7 ","2005","Part Time","West Germany","111","0.0275095631405242","0.0223097986635212","0.0327093276175272"
"2 on scale 1-7 ","2005","Part Time","East Germany","33","0.0356570432016099","0.0242153334134118","0.047098752989808"
"2 on scale 1-7 ","2005","Not Working","West Germany","170","0.0294837923961805","0.0251065687707301","0.0338610160216308"
"2 on scale 1-7 ","2005","Not Working","East Germany","81","0.040504890473564","0.0320611501982774","0.0489486307488506"
"3 on scale 1-7 ","2005","Full Time","West Germany","321","0.0508621479666533","0.0453393609314204","0.0563849350018863"
"3 on scale 1-7 ","2005","Full Time","East Germany","108","0.0567610711634698","0.0464514251017832","0.0670707172251564"
"3 on scale 1-7 ","2005","Part Time","West Germany","221","0.0604251794378696","0.0528503333055183","0.068000025570221"
"3 on scale 1-7 ","2005","Part Time","East Germany","51","0.0534213374044711","0.0395461696880247","0.0672965051209175"
"3 on scale 1-7 ","2005","Not Working","West Germany","334","0.0570701907757457","0.0510674441681449","0.0630729373833464"
"3 on scale 1-7 ","2005","Not Working","East Germany","119","0.0628192201452967","0.0524267757541216","0.0732116645364717"
"4 on scale 1-7","2005","Full Time","West Germany","928","0.159808698051625","0.150598147326809","0.169019248776441"
"4 on scale 1-7","2005","Full Time","East Germany","287","0.16616940530452","0.149584154163055","0.182754656445985"
"4 on scale 1-7","2005","Part Time","West Germany","624","0.171267084188466","0.159290212344729","0.183243956032204"
"4 on scale 1-7","2005","Part Time","East Germany","171","0.15817935247276","0.135663562372023","0.180695142573497"
"4 on scale 1-7","2005","Not Working","West Germany","962","0.165389039922954","0.155775107371369","0.17500297247454"
"4 on scale 1-7","2005","Not Working","East Germany","382","0.174573571626566","0.158314782964647","0.190832360288484"
"5 on scale 1-7","2005","Full Time","West Germany","1399","0.230439215724452","0.21985409148181","0.241024339967094"
"5 on scale 1-7","2005","Full Time","East Germany","443","0.228171726045477","0.20947356645965","0.246869885631304"
"5 on scale 1-7","2005","Part Time","West Germany","866","0.22167922148334","0.208474143740229","0.23488429922645"
"5 on scale 1-7","2005","Part Time","East Germany","222","0.219834010926521","0.194280919044314","0.245387102808727"
"5 on scale 1-7","2005","Not Working","West Germany","1257","0.209942152284863","0.199403503426013","0.220480801143712"
"5 on scale 1-7","2005","Not Working","East Germany","434","0.197220066718045","0.18017755673427","0.214262576701819"
"6 on scale 1-7","2005","Full Time","West Germany","1729","0.277495766428108","0.266240787651979","0.288750745204236"
"6 on scale 1-7","2005","Full Time","East Germany","519","0.240491520157873","0.22144902719983","0.259534013115917"
"6 on scale 1-7","2005","Part Time","West Germany","1026","0.255711398358344","0.241842406799227","0.269580389917462"
"6 on scale 1-7","2005","Part Time","East Germany","265","0.237942112131719","0.211667752173986","0.264216472089453"
"6 on scale 1-7","2005","Not Working","West Germany","1400","0.242578764280246","0.231486995839439","0.253670532721052"
"6 on scale 1-7","2005","Not Working","East Germany","510","0.225699692035575","0.20779446007651","0.24360492399464"
"7 Strongly agree","2005","Full Time","West Germany","1435","0.233471773784845","0.222838241140743","0.244105306428946"
"7 Strongly agree","2005","Full Time","East Germany","478","0.249095299777152","0.22982525232307","0.268365347231234"
"7 Strongly agree","2005","Part Time","West Germany","871","0.2416085031582","0.228000262185318","0.255216744131082"
"7 Strongly agree","2005","Part Time","East Germany","245","0.267067767948901","0.239768867373798","0.294366668524003"
"7 Strongly agree","2005","Not Working","West Germany","1418","0.249703254853125","0.238502835096125","0.260903674610125"
"7 Strongly agree","2005","Not Working","East Germany","493","0.258470840360325","0.239719615291287","0.277222065429363"
"1 Strongly disagree","2006","Full Time","West Germany","","","",""
"1 Strongly disagree","2006","Full Time","East Germany","","","",""
"1 Strongly disagree","2006","Part Time","West Germany","","","",""
"1 Strongly disagree","2006","Part Time","East Germany","","","",""
