"plh0206i06","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","lower secondary degree","53","0.0405213000488228","0.0318840516698006","0.049158548427845"
"1 Strongly disagree","2005","Full Time","secondary school degree","48","0.0149387871386849","0.0105084056262261","0.0193691686511436"
"1 Strongly disagree","2005","Full Time","college entrance qualification","16","","",""
"1 Strongly disagree","2005","Full Time","Other degree","6","","",""
"1 Strongly disagree","2005","Full Time","no degree/no degree yet","1","","",""
"1 Strongly disagree","2005","Part Time","lower secondary degree","41","0.0266033572625886","0.0178858681606658","0.0353208463645114"
"1 Strongly disagree","2005","Part Time","secondary school degree","36","0.0209031852592241","0.0139216656692442","0.027884704849204"
"1 Strongly disagree","2005","Part Time","college entrance qualification","13","","",""
"1 Strongly disagree","2005","Part Time","Other degree","11","","",""
"1 Strongly disagree","2005","Part Time","no degree/no degree yet","1","","",""
"1 Strongly disagree","2005","Not Working","lower secondary degree","158","0.0551258015326015","0.0478221673506237","0.0624294357145793"
"1 Strongly disagree","2005","Not Working","secondary school degree","39","0.0277193329019856","0.0194798419444848","0.0359588238594865"
"1 Strongly disagree","2005","Not Working","college entrance qualification","12","","",""
"1 Strongly disagree","2005","Not Working","Other degree","21","","",""
"1 Strongly disagree","2005","Not Working","no degree/no degree yet","33","0.058912072713137","0.0414567952887605","0.0763673501375135"
"2 on scale 1-7 ","2005","Full Time","lower secondary degree","69","0.0261880974848213","0.019192809987685","0.0331833849819575"
"2 on scale 1-7 ","2005","Full Time","secondary school degree","97","0.0352336121403698","0.0285001020704745","0.0419671222102652"
"2 on scale 1-7 ","2005","Full Time","college entrance qualification","54","0.0219212441795474","0.0162568343269536","0.0275856540321411"
"2 on scale 1-7 ","2005","Full Time","Other degree","7","","",""
"2 on scale 1-7 ","2005","Full Time","no degree/no degree yet","1","","",""
"2 on scale 1-7 ","2005","Part Time","lower secondary degree","40","0.0292044434758074","0.0200829358615604","0.0383259510900544"
"2 on scale 1-7 ","2005","Part Time","secondary school degree","63","0.0378090418612073","0.0285009774704658","0.0471171062519489"
"2 on scale 1-7 ","2005","Part Time","college entrance qualification","30","0.0232161590166916","0.015270993191047","0.0311613248423363"
"2 on scale 1-7 ","2005","Part Time","Other degree","5","","",""
"2 on scale 1-7 ","2005","Part Time","no degree/no degree yet","4","","",""
"2 on scale 1-7 ","2005","Not Working","lower secondary degree","123","0.0319588642936103","0.0263300472342822","0.0375876813529383"
"2 on scale 1-7 ","2005","Not Working","secondary school degree","53","0.0313991874500398","0.0226464321227837","0.0401519427772959"
"2 on scale 1-7 ","2005","Not Working","college entrance qualification","20","","",""
"2 on scale 1-7 ","2005","Not Working","Other degree","21","","",""
"2 on scale 1-7 ","2005","Not Working","no degree/no degree yet","27","","",""
"3 on scale 1-7 ","2005","Full Time","lower secondary degree","138","0.0605983798072898","0.0501470341047316","0.0710497255098479"
"3 on scale 1-7 ","2005","Full Time","secondary school degree","167","0.0571175376323985","0.0486420369270437","0.0655930383377533"
"3 on scale 1-7 ","2005","Full Time","college entrance qualification","104","0.0398013302287404","0.0322388456812304","0.0473638147762504"
"3 on scale 1-7 ","2005","Full Time","Other degree","13","","",""
"3 on scale 1-7 ","2005","Full Time","no degree/no degree yet","2","","",""
"3 on scale 1-7 ","2005","Part Time","lower secondary degree","78","0.0656541320131556","0.0522368936756702","0.0790713703506409"
"3 on scale 1-7 ","2005","Part Time","secondary school degree","96","0.063898297294699","0.0519628948402775","0.0758336997491205"
"3 on scale 1-7 ","2005","Part Time","college entrance qualification","66","0.043997563316814","0.033176937979613","0.054818188654015"
"3 on scale 1-7 ","2005","Part Time","Other degree","10","","",""
"3 on scale 1-7 ","2005","Part Time","no degree/no degree yet","13","","",""
"3 on scale 1-7 ","2005","Not Working","lower secondary degree","209","0.0609303271048857","0.0532754147707816","0.0685852394389898"
"3 on scale 1-7 ","2005","Not Working","secondary school degree","93","0.0601047817753913","0.0481756894019853","0.0720338741487973"
"3 on scale 1-7 ","2005","Not Working","college entrance qualification","63","0.0489135307760843","0.0368939934818745","0.0609330680702942"
"3 on scale 1-7 ","2005","Not Working","Other degree","25","","",""
"3 on scale 1-7 ","2005","Not Working","no degree/no degree yet","53","0.0666506634962308","0.0481607936861221","0.0851405333063395"
"4 on scale 1-7","2005","Full Time","lower secondary degree","316","0.162235797411924","0.146086624006444","0.178384970817403"
"4 on scale 1-7","2005","Full Time","secondary school degree","463","0.163406779508145","0.149903350890838","0.176910208125452"
"4 on scale 1-7","2005","Full Time","college entrance qualification","339","0.137988109431412","0.124646365002525","0.151329853860299"
"4 on scale 1-7","2005","Full Time","Other degree","66","0.212615412897782","0.171691862416747","0.253538963378817"
"4 on scale 1-7","2005","Full Time","no degree/no degree yet","10","","",""
"4 on scale 1-7","2005","Part Time","lower secondary degree","212","0.160963779473501","0.141055547027934","0.180872011919067"
"4 on scale 1-7","2005","Part Time","secondary school degree","281","0.175443169767015","0.156881825038512","0.194004514495518"
"4 on scale 1-7","2005","Part Time","college entrance qualification","216","0.165911028069399","0.146284098473832","0.185537957664966"
"4 on scale 1-7","2005","Part Time","Other degree","40","0.165042857730703","0.119657894407875","0.210427821053531"
"4 on scale 1-7","2005","Part Time","no degree/no degree yet","29","","",""
"4 on scale 1-7","2005","Not Working","lower secondary degree","650","0.171184780770514","0.159130647379197","0.183238914161831"
"4 on scale 1-7","2005","Not Working","secondary school degree","268","0.173699716570101","0.154685358200305","0.192714074939896"
"4 on scale 1-7","2005","Not Working","college entrance qualification","182","0.136512021876978","0.117379296473653","0.155644747280304"
"4 on scale 1-7","2005","Not Working","Other degree","73","0.169009680811832","0.135200794528023","0.202818567095641"
"4 on scale 1-7","2005","Not Working","no degree/no degree yet","142","0.182624440922682","0.153982675958985","0.211266205886378"
"5 on scale 1-7","2005","Full Time","lower secondary degree","432","0.228037640165848","0.209658830251913","0.246416450079783"
"5 on scale 1-7","2005","Full Time","secondary school degree","641","0.215038744796655","0.200033802977325","0.230043686615986"
"5 on scale 1-7","2005","Full Time","college entrance qualification","646","0.257012736551672","0.240108204076391","0.273917269026952"
"5 on scale 1-7","2005","Full Time","Other degree","84","0.232365446782394","0.190123345796726","0.274607547768062"
"5 on scale 1-7","2005","Full Time","no degree/no degree yet","9","","",""
"5 on scale 1-7","2005","Part Time","lower secondary degree","277","0.221011249714188","0.198533592141165","0.243488907287211"
"5 on scale 1-7","2005","Part Time","secondary school degree","351","0.215142355508117","0.19508889563772","0.235195815378515"
"5 on scale 1-7","2005","Part Time","college entrance qualification","346","0.234351122639208","0.212002184571919","0.256700060706497"
"5 on scale 1-7","2005","Part Time","Other degree","52","0.214191877362455","0.164033753349912","0.264350001374999"
"5 on scale 1-7","2005","Part Time","no degree/no degree yet","32","0.179442788022844","0.115421267364336","0.243464308681351"
"5 on scale 1-7","2005","Not Working","lower secondary degree","794","0.205454275692101","0.192524481911921","0.21838406947228"
"5 on scale 1-7","2005","Not Working","secondary school degree","300","0.183435526627313","0.164011013812346","0.20286003944228"
"5 on scale 1-7","2005","Not Working","college entrance qualification","318","0.250191115286332","0.226054605284799","0.274327625287864"
"5 on scale 1-7","2005","Not Working","Other degree","92","0.186081585854594","0.150972523743277","0.221190647965911"
"5 on scale 1-7","2005","Not Working","no degree/no degree yet","157","0.2110140017417","0.18076578418206","0.241262219301341"
"6 on scale 1-7","2005","Full Time","lower secondary degree","484","0.226321867085268","0.207991993314652","0.244651740855884"
"6 on scale 1-7","2005","Full Time","secondary school degree","782","0.278534555421705","0.262162652694993","0.294906458148417"
"6 on scale 1-7","2005","Full Time","college entrance qualification","845","0.322674948447026","0.304590038493193","0.340759858400859"
"6 on scale 1-7","2005","Full Time","Other degree","88","0.231558550914175","0.189367700279482","0.273749401548869"
"6 on scale 1-7","2005","Full Time","no degree/no degree yet","18","","",""
"6 on scale 1-7","2005","Part Time","lower secondary degree","330","0.239066579337527","0.215961310236016","0.262171848439039"
"6 on scale 1-7","2005","Part Time","secondary school degree","409","0.239837136070991","0.218999787979462","0.260674484162519"
"6 on scale 1-7","2005","Part Time","college entrance qualification","412","0.290839248017858","0.26687811223097","0.314800383804747"
"6 on scale 1-7","2005","Part Time","Other degree","70","0.224961149236434","0.173910998717569","0.2760112997553"
"6 on scale 1-7","2005","Part Time","no degree/no degree yet","40","0.2665199806265","0.192752053798978","0.340287907454021"
"6 on scale 1-7","2005","Not Working","lower secondary degree","904","0.232032772929004","0.218523854867","0.245541690991008"
"6 on scale 1-7","2005","Not Working","secondary school degree","400","0.268396637893884","0.24615639371432","0.290636882073448"
"6 on scale 1-7","2005","Not Working","college entrance qualification","334","0.255414865730423","0.231112782320767","0.27971694914008"
"6 on scale 1-7","2005","Not Working","Other degree","92","0.194128580160501","0.158446126727106","0.229811033593895"
"6 on scale 1-7","2005","Not Working","no degree/no degree yet","151","0.223026099333351","0.192166480120519","0.253885718546182"
"7 Strongly agree","2005","Full Time","lower secondary degree","510","0.256096917996027","0.236977423335383","0.275216412656671"
"7 Strongly agree","2005","Full Time","secondary school degree","682","0.235729983362041","0.220228164035419","0.251231802688664"
"7 Strongly agree","2005","Full Time","college entrance qualification","563","0.214716147186826","0.19883138039344","0.230600913980212"
"7 Strongly agree","2005","Full Time","Other degree","120","0.251849610922803","0.208433834307026","0.295265387538579"
"7 Strongly agree","2005","Full Time","no degree/no degree yet","14","","",""
"7 Strongly agree","2005","Part Time","lower secondary degree","331","0.257496458723233","0.233809289497643","0.281183627948822"
"7 Strongly agree","2005","Part Time","secondary school degree","377","0.246966814238747","0.225921410343174","0.268012218134319"
"7 Strongly agree","2005","Part Time","college entrance qualification","297","0.230450921230217","0.208232359960718","0.252669482499717"
"7 Strongly agree","2005","Part Time","Other degree","69","0.279741383095573","0.224862644603073","0.334620121588074"
"7 Strongly agree","2005","Part Time","no degree/no degree yet","19","","",""
"7 Strongly agree","2005","Not Working","lower secondary degree","913","0.243313177677284","0.229581757403522","0.257044597951046"
"7 Strongly agree","2005","Not Working","secondary school degree","372","0.255244816781286","0.233362242960202","0.27712739060237"
"7 Strongly agree","2005","Not Working","college entrance qualification","308","0.276886903877037","0.25195143366147","0.301822374092604"
"7 Strongly agree","2005","Not Working","Other degree","148","0.318220504970212","0.276199818818158","0.360241191122266"
"7 Strongly agree","2005","Not Working","no degree/no degree yet","136","0.214608564263161","0.184173367884743","0.245043760641578"
"1 Strongly disagree","2006","Full Time","lower secondary degree","","","",""
"1 Strongly disagree","2006","Full Time","secondary school degree","","","",""
"1 Strongly disagree","2006","Full Time","college entrance qualification","","","",""
"1 Strongly disagree","2006","Full Time","Other degree","","","",""
"1 Strongly disagree","2006","Full Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Part Time","lower secondary degree","","","",""
"1 Strongly disagree","2006","Part Time","secondary school degree","","","",""
"1 Strongly disagree","2006","Part Time","college entrance qualification","","","",""
"1 Strongly disagree","2006","Part Time","Other degree","","","",""
"1 Strongly disagree","2006","Part Time","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Not Working","lower secondary degree","","","",""
"1 Strongly disagree","2006","Not Working","secondary school degree","","","",""
"1 Strongly disagree","2006","Not Working","college entrance qualification","","","",""
"1 Strongly disagree","2006","Not Working","Other degree","","","",""
"1 Strongly disagree","2006","Not Working","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Full Time","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Full Time","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Full Time","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Full Time","Other degree","","","",""
"2 on scale 1-7 ","2006","Full Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Part Time","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Part Time","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Part Time","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Part Time","Other degree","","","",""
"2 on scale 1-7 ","2006","Part Time","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Not Working","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Not Working","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Not Working","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Not Working","Other degree","","","",""
"2 on scale 1-7 ","2006","Not Working","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Full Time","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Full Time","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Full Time","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Full Time","Other degree","","","",""
"3 on scale 1-7 ","2006","Full Time","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Part Time","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Part Time","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Part Time","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Part Time","Other degree","","","",""
"3 on scale 1-7 ","2006","Part Time","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Not Working","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Not Working","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Not Working","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Not Working","Other degree","","","",""
"3 on scale 1-7 ","2006","Not Working","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Full Time","lower secondary degree","","","",""
"4 on scale 1-7","2006","Full Time","secondary school degree","","","",""
"4 on scale 1-7","2006","Full Time","college entrance qualification","","","",""
"4 on scale 1-7","2006","Full Time","Other degree","","","",""
"4 on scale 1-7","2006","Full Time","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Part Time","lower secondary degree","","","",""
"4 on scale 1-7","2006","Part Time","secondary school degree","","","",""
"4 on scale 1-7","2006","Part Time","college entrance qualification","","","",""
"4 on scale 1-7","2006","Part Time","Other degree","","","",""
"4 on scale 1-7","2006","Part Time","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Not Working","lower secondary degree","","","",""
"4 on scale 1-7","2006","Not Working","secondary school degree","","","",""
"4 on scale 1-7","2006","Not Working","college entrance qualification","","","",""
"4 on scale 1-7","2006","Not Working","Other degree","","","",""
"4 on scale 1-7","2006","Not Working","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Full Time","lower secondary degree","","","",""
"5 on scale 1-7","2006","Full Time","secondary school degree","","","",""
"5 on scale 1-7","2006","Full Time","college entrance qualification","","","",""
"5 on scale 1-7","2006","Full Time","Other degree","","","",""
"5 on scale 1-7","2006","Full Time","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Part Time","lower secondary degree","","","",""
"5 on scale 1-7","2006","Part Time","secondary school degree","","","",""
"5 on scale 1-7","2006","Part Time","college entrance qualification","","","",""
