"plh0206i06","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","lower secondary degree","158","0.0551258015326015","0.0478221673506237","0.0624294357145793"
"1 Strongly disagree","2005","Not Employed","secondary school degree","39","0.0277193329019856","0.0194798419444848","0.0359588238594865"
"1 Strongly disagree","2005","Not Employed","college entrance qualification","12","","",""
"1 Strongly disagree","2005","Not Employed","Other degree","21","","",""
"1 Strongly disagree","2005","Not Employed","no degree/no degree yet","33","0.058912072713137","0.0414567952887605","0.0763673501375135"
"1 Strongly disagree","2005","Employed","lower secondary degree","94","0.0350875313869406","0.0288201104090395","0.0413549523648417"
"1 Strongly disagree","2005","Employed","secondary school degree","84","0.0169954589373488","0.0132160482045313","0.0207748696701664"
"1 Strongly disagree","2005","Employed","college entrance qualification","29","","",""
"1 Strongly disagree","2005","Employed","Other degree","17","","",""
"1 Strongly disagree","2005","Employed","no degree/no degree yet","2","","",""
"2 on scale 1-7 ","2005","Not Employed","lower secondary degree","123","0.0319588642936103","0.0263300472342822","0.0375876813529383"
"2 on scale 1-7 ","2005","Not Employed","secondary school degree","53","0.0313991874500398","0.0226464321227837","0.0401519427772959"
"2 on scale 1-7 ","2005","Not Employed","college entrance qualification","20","","",""
"2 on scale 1-7 ","2005","Not Employed","Other degree","21","","",""
"2 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","27","","",""
"2 on scale 1-7 ","2005","Employed","lower secondary degree","109","0.0273657231275582","0.0218086418310556","0.0329228044240607"
"2 on scale 1-7 ","2005","Employed","secondary school degree","160","0.0361216839238491","0.0306656761442548","0.0415776917034434"
"2 on scale 1-7 ","2005","Employed","college entrance qualification","84","0.0223997204659554","0.0177831817114409","0.0270162592204699"
"2 on scale 1-7 ","2005","Employed","Other degree","12","","",""
"2 on scale 1-7 ","2005","Employed","no degree/no degree yet","5","","",""
"3 on scale 1-7 ","2005","Not Employed","lower secondary degree","209","0.0609303271048857","0.0532754147707816","0.0685852394389898"
"3 on scale 1-7 ","2005","Not Employed","secondary school degree","93","0.0601047817753913","0.0481756894019853","0.0720338741487973"
"3 on scale 1-7 ","2005","Not Employed","college entrance qualification","63","0.0489135307760843","0.0368939934818745","0.0609330680702942"
"3 on scale 1-7 ","2005","Not Employed","Other degree","25","","",""
"3 on scale 1-7 ","2005","Not Employed","no degree/no degree yet","53","0.0666506634962308","0.0481607936861221","0.0851405333063395"
"3 on scale 1-7 ","2005","Employed","lower secondary degree","216","0.0625722194990039","0.0543227087927414","0.0708217302052664"
"3 on scale 1-7 ","2005","Employed","secondary school degree","263","0.0594557110556224","0.0525411232525915","0.0663702988586533"
"3 on scale 1-7 ","2005","Employed","college entrance qualification","170","0.0413518553808902","0.0351404246553699","0.0475632861064104"
"3 on scale 1-7 ","2005","Employed","Other degree","23","","",""
"3 on scale 1-7 ","2005","Employed","no degree/no degree yet","15","","",""
"4 on scale 1-7","2005","Not Employed","lower secondary degree","650","0.171184780770514","0.159130647379197","0.183238914161831"
"4 on scale 1-7","2005","Not Employed","secondary school degree","268","0.173699716570101","0.154685358200305","0.192714074939896"
"4 on scale 1-7","2005","Not Employed","college entrance qualification","182","0.136512021876978","0.117379296473653","0.155644747280304"
"4 on scale 1-7","2005","Not Employed","Other degree","73","0.169009680811832","0.135200794528023","0.202818567095641"
"4 on scale 1-7","2005","Not Employed","no degree/no degree yet","142","0.182624440922682","0.153982675958985","0.211266205886378"
"4 on scale 1-7","2005","Employed","lower secondary degree","528","0.161739182982815","0.14919721446527","0.174281151500359"
"4 on scale 1-7","2005","Employed","secondary school degree","744","0.167557224180489","0.156636821456945","0.178477626904034"
"4 on scale 1-7","2005","Employed","college entrance qualification","555","0.148305741164664","0.137218196827807","0.159393285501521"
"4 on scale 1-7","2005","Employed","Other degree","106","0.192837983255216","0.162296106164887","0.223379860345545"
"4 on scale 1-7","2005","Employed","no degree/no degree yet","39","0.22670500103769","0.167634237079892","0.285775764995487"
"5 on scale 1-7","2005","Not Employed","lower secondary degree","794","0.205454275692101","0.192524481911921","0.21838406947228"
"5 on scale 1-7","2005","Not Employed","secondary school degree","300","0.183435526627313","0.164011013812346","0.20286003944228"
"5 on scale 1-7","2005","Not Employed","college entrance qualification","318","0.250191115286332","0.226054605284799","0.274327625287864"
"5 on scale 1-7","2005","Not Employed","Other degree","92","0.186081585854594","0.150972523743277","0.221190647965911"
"5 on scale 1-7","2005","Not Employed","no degree/no degree yet","157","0.2110140017417","0.18076578418206","0.241262219301341"
"5 on scale 1-7","2005","Employed","lower secondary degree","709","0.225294434447246","0.2110641995083","0.239524669386191"
"5 on scale 1-7","2005","Employed","secondary school degree","992","0.215074472329258","0.203060447046355","0.22708849761216"
"5 on scale 1-7","2005","Employed","college entrance qualification","992","0.248639178262108","0.23515502805665","0.262123328467566"
"5 on scale 1-7","2005","Employed","Other degree","136","0.224810113895716","0.192493113169402","0.25712711462203"
"5 on scale 1-7","2005","Employed","no degree/no degree yet","41","0.171353002210278","0.11819115338701","0.224514851033545"
"6 on scale 1-7","2005","Not Employed","lower secondary degree","904","0.232032772929004","0.218523854867","0.245541690991008"
"6 on scale 1-7","2005","Not Employed","secondary school degree","400","0.268396637893884","0.24615639371432","0.290636882073448"
"6 on scale 1-7","2005","Not Employed","college entrance qualification","334","0.255414865730423","0.231112782320767","0.27971694914008"
"6 on scale 1-7","2005","Not Employed","Other degree","92","0.194128580160501","0.158446126727106","0.229811033593895"
"6 on scale 1-7","2005","Not Employed","no degree/no degree yet","151","0.223026099333351","0.192166480120519","0.253885718546182"
