"plh0184","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","lower secondary degree","(0) in school","","","",""
"Very rare","2007","lower secondary degree","(1a) inadequately completed","","","",""
"Very rare","2007","lower secondary degree","(1b) general elementary school","198","0.153339683911491","0.134539310807142","0.17214005701584"
"Very rare","2007","lower secondary degree","(1c) basic vocational qualification","656","0.124163481740515","0.115277862974235","0.133049100506795"
"Very rare","2007","lower secondary degree","(2b) intermediate general qualification","","","",""
"Very rare","2007","lower secondary degree","(2a) intermediate vocational","2","","",""
"Very rare","2007","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Very rare","2007","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"Very rare","2007","lower secondary degree","(3a) lower tertiary education","21","","",""
"Very rare","2007","lower secondary degree","(3b) higher tertiary education","5","","",""
"Very rare","2007","secondary school degree","(0) in school","","","",""
"Very rare","2007","secondary school degree","(1a) inadequately completed","","","",""
"Very rare","2007","secondary school degree","(1b) general elementary school","","","",""
"Very rare","2007","secondary school degree","(1c) basic vocational qualification","","","",""
"Very rare","2007","secondary school degree","(2b) intermediate general qualification","33","0.0642557237582804","0.043180076620747","0.0853313708958137"
"Very rare","2007","secondary school degree","(2a) intermediate vocational","409","0.0841619535599477","0.0763581225135571","0.0919657846063383"
"Very rare","2007","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Very rare","2007","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"Very rare","2007","secondary school degree","(3a) lower tertiary education","41","0.0797263217072938","0.0563323564490442","0.103120286965543"
"Very rare","2007","secondary school degree","(3b) higher tertiary education","14","","",""
"Very rare","2007","college entrance qualification","(0) in school","","","",""
"Very rare","2007","college entrance qualification","(1a) inadequately completed","","","",""
"Very rare","2007","college entrance qualification","(1b) general elementary school","","","",""
"Very rare","2007","college entrance qualification","(1c) basic vocational qualification","","","",""
"Very rare","2007","college entrance qualification","(2b) intermediate general qualification","","","",""
"Very rare","2007","college entrance qualification","(2a) intermediate vocational","","","",""
