"plh0184","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very rare","2007","no migration background","(0) in school","23","","",""
"Very rare","2007","no migration background","(1a) inadequately completed","10","","",""
"Very rare","2007","no migration background","(1b) general elementary school","187","0.167593210780208","0.146460583882324","0.188725837678092"
"Very rare","2007","no migration background","(1c) basic vocational qualification","624","0.127248542284882","0.117925288344811","0.136571796224952"
"Very rare","2007","no migration background","(2b) intermediate general qualification","25","","",""
"Very rare","2007","no migration background","(2a) intermediate vocational","394","0.0861854479266546","0.0780799578176108","0.0942909380356984"
"Very rare","2007","no migration background","(2c_gen) general maturity certificate","41","0.060881943295547","0.0420906250695075","0.0796732615215865"
"Very rare","2007","no migration background","(2c_voc) vocational maturity certificate","108","0.087258067607623","0.0715312794001537","0.102984855815092"
"Very rare","2007","no migration background","(3a) lower tertiary education","145","0.0907338512498322","0.0766817666201201","0.104785935879544"
"Very rare","2007","no migration background","(3b) higher tertiary education","208","0.0809589122411004","0.0699515333271882","0.0919662911550126"
"Very rare","2007","direct migration background","(0) in school","1","","",""
"Very rare","2007","direct migration background","(1a) inadequately completed","22","","",""
"Very rare","2007","direct migration background","(1b) general elementary school","54","0.115822329914935","0.0859551157485419","0.145689544081327"
"Very rare","2007","direct migration background","(1c) basic vocational qualification","73","0.113376209850789","0.0877496632401062","0.139002756461472"
"Very rare","2007","direct migration background","(2b) intermediate general qualification","4","","",""
"Very rare","2007","direct migration background","(2a) intermediate vocational","10","","",""
"Very rare","2007","direct migration background","(2c_gen) general maturity certificate","13","","",""
"Very rare","2007","direct migration background","(2c_voc) vocational maturity certificate","29","","",""
"Very rare","2007","direct migration background","(3a) lower tertiary education","8","","",""
"Very rare","2007","direct migration background","(3b) higher tertiary education","26","","",""
"Very rare","2007","indirect migration background","(0) in school","6","","",""
"Very rare","2007","indirect migration background","(1a) inadequately completed","","","",""
"Very rare","2007","indirect migration background","(1b) general elementary school","10","","",""
"Very rare","2007","indirect migration background","(1c) basic vocational qualification","12","","",""
"Very rare","2007","indirect migration background","(2b) intermediate general qualification","4","","",""
"Very rare","2007","indirect migration background","(2a) intermediate vocational","7","","",""
"Very rare","2007","indirect migration background","(2c_gen) general maturity certificate","9","","",""
"Very rare","2007","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Very rare","2007","indirect migration background","(3a) lower tertiary education","1","","",""
"Very rare","2007","indirect migration background","(3b) higher tertiary education","5","","",""
"Rarely","2007","no migration background","(0) in school","68","0.271502367117188","0.21903437644648","0.323970357787896"
"Rarely","2007","no migration background","(1a) inadequately completed","10","","",""
"Rarely","2007","no migration background","(1b) general elementary school","302","0.258031820832569","0.233275463563123","0.282788178102016"
"Rarely","2007","no migration background","(1c) basic vocational qualification","1231","0.245973407428364","0.233924900715063","0.258021914141666"
"Rarely","2007","no migration background","(2b) intermediate general qualification","87","0.223831191961766","0.184250654419092","0.263411729504441"
"Rarely","2007","no migration background","(2a) intermediate vocational","853","0.180266003148764","0.169163352822873","0.191368653474655"
"Rarely","2007","no migration background","(2c_gen) general maturity certificate","139","0.218386059525781","0.185917613520349","0.250854505531212"
"Rarely","2007","no migration background","(2c_voc) vocational maturity certificate","213","0.165116148826211","0.144425645917664","0.185806651734758"
"Rarely","2007","no migration background","(3a) lower tertiary education","350","0.205434988247298","0.185669274703202","0.225200701791394"
"Rarely","2007","no migration background","(3b) higher tertiary education","533","0.214473641569993","0.197910166259722","0.231037116880263"
"Rarely","2007","direct migration background","(0) in school","6","","",""
"Rarely","2007","direct migration background","(1a) inadequately completed","25","","",""
"Rarely","2007","direct migration background","(1b) general elementary school","120","0.211695676627024","0.173568754723699","0.249822598530349"
"Rarely","2007","direct migration background","(1c) basic vocational qualification","147","0.257878081644716","0.222518731664604","0.293237431624828"
"Rarely","2007","direct migration background","(2b) intermediate general qualification","9","","",""
"Rarely","2007","direct migration background","(2a) intermediate vocational","43","0.274323851418901","0.201450279985852","0.34719742285195"
"Rarely","2007","direct migration background","(2c_gen) general maturity certificate","29","","",""
"Rarely","2007","direct migration background","(2c_voc) vocational maturity certificate","45","0.155519384799572","0.111553588378599","0.199485181220545"
"Rarely","2007","direct migration background","(3a) lower tertiary education","18","","",""
"Rarely","2007","direct migration background","(3b) higher tertiary education","59","0.188308939732162","0.141761661011924","0.2348562184524"
"Rarely","2007","indirect migration background","(0) in school","10","","",""
"Rarely","2007","indirect migration background","(1a) inadequately completed","1","","",""
"Rarely","2007","indirect migration background","(1b) general elementary school","22","","",""
"Rarely","2007","indirect migration background","(1c) basic vocational qualification","19","","",""
"Rarely","2007","indirect migration background","(2b) intermediate general qualification","7","","",""
"Rarely","2007","indirect migration background","(2a) intermediate vocational","31","0.217668928108354","0.147003669565693","0.288334186651016"
"Rarely","2007","indirect migration background","(2c_gen) general maturity certificate","15","","",""
"Rarely","2007","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"Rarely","2007","indirect migration background","(3a) lower tertiary education","5","","",""
"Rarely","2007","indirect migration background","(3b) higher tertiary education","11","","",""
"Sometimes","2007","no migration background","(0) in school","111","0.358145964839219","0.301581755731179","0.414710173947259"
"Sometimes","2007","no migration background","(1a) inadequately completed","37","0.425180185378764","0.318177780528067","0.532182590229461"
"Sometimes","2007","no migration background","(1b) general elementary school","445","0.358369119997633","0.331238145900536","0.385500094094731"
"Sometimes","2007","no migration background","(1c) basic vocational qualification","1908","0.393956192156877","0.380286089100415","0.407626295213339"
"Sometimes","2007","no migration background","(2b) intermediate general qualification","173","0.363072592719391","0.317407431702008","0.408737753736774"
"Sometimes","2007","no migration background","(2a) intermediate vocational","2030","0.442747528640231","0.428401313207857","0.457093744072605"
"Sometimes","2007","no migration background","(2c_gen) general maturity certificate","278","0.463097115408988","0.42391058566303","0.502283645154945"
"Sometimes","2007","no migration background","(2c_voc) vocational maturity certificate","539","0.48187476886085","0.45402973787144","0.509719799850261"
"Sometimes","2007","no migration background","(3a) lower tertiary education","699","0.426091952657695","0.401899305251462","0.450284600063927"
"Sometimes","2007","no migration background","(3b) higher tertiary education","1028","0.422947664298133","0.403011801428375","0.442883527167891"
"Sometimes","2007","direct migration background","(0) in school","8","","",""
"Sometimes","2007","direct migration background","(1a) inadequately completed","48","0.42239323810334","0.336823989349918","0.507962486856762"
"Sometimes","2007","direct migration background","(1b) general elementary school","174","0.454853540066389","0.408378348994045","0.501328731138734"
"Sometimes","2007","direct migration background","(1c) basic vocational qualification","229","0.397743466263622","0.358183882335212","0.437303050192033"
"Sometimes","2007","direct migration background","(2b) intermediate general qualification","9","","",""
"Sometimes","2007","direct migration background","(2a) intermediate vocational","52","0.345961744714834","0.268268643004729","0.423654846424939"
"Sometimes","2007","direct migration background","(2c_gen) general maturity certificate","42","0.354052793817894","0.265878620980117","0.442226966655671"
"Sometimes","2007","direct migration background","(2c_voc) vocational maturity certificate","111","0.377411375136743","0.318603441326513","0.436219308946973"
"Sometimes","2007","direct migration background","(3a) lower tertiary education","27","","",""
"Sometimes","2007","direct migration background","(3b) higher tertiary education","120","0.446836293565395","0.387644090403317","0.506028496727474"
"Sometimes","2007","indirect migration background","(0) in school","18","","",""
"Sometimes","2007","indirect migration background","(1a) inadequately completed","3","","",""
"Sometimes","2007","indirect migration background","(1b) general elementary school","39","0.428303634788595","0.331799482609696","0.524807786967495"
"Sometimes","2007","indirect migration background","(1c) basic vocational qualification","53","0.388076379416151","0.306176011913836","0.469976746918465"
"Sometimes","2007","indirect migration background","(2b) intermediate general qualification","31","0.523171920183785","0.398847806803772","0.647496033563797"
"Sometimes","2007","indirect migration background","(2a) intermediate vocational","47","0.376498509316005","0.293530088925893","0.459466929706116"
"Sometimes","2007","indirect migration background","(2c_gen) general maturity certificate","33","0.46907436279066","0.359028874323658","0.579119851257661"
"Sometimes","2007","indirect migration background","(2c_voc) vocational maturity certificate","24","","",""
"Sometimes","2007","indirect migration background","(3a) lower tertiary education","18","","",""
"Sometimes","2007","indirect migration background","(3b) higher tertiary education","26","","",""
"Often","2007","no migration background","(0) in school","58","0.234506778885023","0.184521522361969","0.284492035408077"
"Often","2007","no migration background","(1a) inadequately completed","15","","",""
"Often","2007","no migration background","(1b) general elementary school","199","0.160054838716533","0.139309652463544","0.180800024969522"
"Often","2007","no migration background","(1c) basic vocational qualification","913","0.1842961916008","0.173448926869859","0.195143456331742"
"Often","2007","no migration background","(2b) intermediate general qualification","109","0.274847054997601","0.232453128458654","0.317240981536548"
"Often","2007","no migration background","(2a) intermediate vocational","1056","0.230819726145308","0.218649915990292","0.242989536300323"
"Often","2007","no migration background","(2c_gen) general maturity certificate","130","0.212755494162177","0.180593119268118","0.244917869056236"
"Often","2007","no migration background","(2c_voc) vocational maturity certificate","294","0.21298127530229","0.190165959453493","0.235796591151087"
"Often","2007","no migration background","(3a) lower tertiary education","326","0.209172872006554","0.189275119179543","0.229070624833565"
"Often","2007","no migration background","(3b) higher tertiary education","470","0.218910373691693","0.202223778637768","0.235596968745617"
"Often","2007","direct migration background","(0) in school","4","","",""
"Often","2007","direct migration background","(1a) inadequately completed","26","","",""
"Often","2007","direct migration background","(1b) general elementary school","72","0.174790668450235","0.13934444400597","0.2102368928945"
"Often","2007","direct migration background","(1c) basic vocational qualification","105","0.183126422809386","0.151864739573324","0.214388106045448"
"Often","2007","direct migration background","(2b) intermediate general qualification","9","","",""
"Often","2007","direct migration background","(2a) intermediate vocational","24","","",""
"Often","2007","direct migration background","(2c_gen) general maturity certificate","27","","",""
"Often","2007","direct migration background","(2c_voc) vocational maturity certificate","54","0.264424184875755","0.210919458756097","0.317928910995414"
"Often","2007","direct migration background","(3a) lower tertiary education","14","","",""
"Often","2007","direct migration background","(3b) higher tertiary education","52","0.203056519297894","0.15516201580298","0.250951022792807"
"Often","2007","indirect migration background","(0) in school","9","","",""
"Often","2007","indirect migration background","(1a) inadequately completed","2","","",""
"Often","2007","indirect migration background","(1b) general elementary school","22","","",""
"Often","2007","indirect migration background","(1c) basic vocational qualification","40","0.305556594007992","0.228138424909162","0.382974763106822"
"Often","2007","indirect migration background","(2b) intermediate general qualification","14","","",""
"Often","2007","indirect migration background","(2a) intermediate vocational","27","","",""
"Often","2007","indirect migration background","(2c_gen) general maturity certificate","17","","",""
"Often","2007","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"Often","2007","indirect migration background","(3a) lower tertiary education","4","","",""
"Often","2007","indirect migration background","(3b) higher tertiary education","10","","",""
"Very often","2007","no migration background","(0) in school","16","","",""
"Very often","2007","no migration background","(1a) inadequately completed","10","","",""
"Very often","2007","no migration background","(1b) general elementary school","67","0.0559510096730562","0.0429475564996954","0.068954462846417"
"Very often","2007","no migration background","(1c) basic vocational qualification","232","0.0485256665290769","0.0425142045117343","0.0545371285464195"
"Very often","2007","no migration background","(2b) intermediate general qualification","32","0.0737040010927163","0.0488918899516454","0.0985161122337873"
"Very often","2007","no migration background","(2a) intermediate vocational","272","0.0599812941390427","0.0531231053251102","0.0668394829529752"
"Very often","2007","no migration background","(2c_gen) general maturity certificate","34","0.0448793876075078","0.0286087164179767","0.0611500587970389"
"Very often","2007","no migration background","(2c_voc) vocational maturity certificate","83","0.0527697394030254","0.0403107304528324","0.0652287483532185"
"Very often","2007","no migration background","(3a) lower tertiary education","85","0.0685663358386209","0.056202819458454","0.0809298522187878"
"Very often","2007","no migration background","(3b) higher tertiary education","120","0.0627094081990813","0.0529260579767115","0.0724927584214511"
"Very often","2007","direct migration background","(0) in school","","","",""
"Very often","2007","direct migration background","(1a) inadequately completed","7","","",""
"Very often","2007","direct migration background","(1b) general elementary school","21","","",""
"Very often","2007","direct migration background","(1c) basic vocational qualification","34","0.0478758194314869","0.0306188577184864","0.0651327811444874"
"Very often","2007","direct migration background","(2b) intermediate general qualification","3","","",""
"Very often","2007","direct migration background","(2a) intermediate vocational","15","","",""
"Very often","2007","direct migration background","(2c_gen) general maturity certificate","2","","",""
"Very often","2007","direct migration background","(2c_voc) vocational maturity certificate","22","","",""
"Very often","2007","direct migration background","(3a) lower tertiary education","8","","",""
"Very often","2007","direct migration background","(3b) higher tertiary education","14","","",""
"Very often","2007","indirect migration background","(0) in school","4","","",""
"Very often","2007","indirect migration background","(1a) inadequately completed","","","",""
"Very often","2007","indirect migration background","(1b) general elementary school","8","","",""
"Very often","2007","indirect migration background","(1c) basic vocational qualification","12","","",""
"Very often","2007","indirect migration background","(2b) intermediate general qualification","6","","",""
"Very often","2007","indirect migration background","(2a) intermediate vocational","19","","",""
"Very often","2007","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Very often","2007","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Very often","2007","indirect migration background","(3a) lower tertiary education","2","","",""
"Very often","2007","indirect migration background","(3b) higher tertiary education","4","","",""
"Very rare","2008","no migration background","(0) in school","26","","",""
"Very rare","2008","no migration background","(1a) inadequately completed","4","","",""
"Very rare","2008","no migration background","(1b) general elementary school","154","0.14975594340411","0.128562672613858","0.170949214194362"
"Very rare","2008","no migration background","(1c) basic vocational qualification","564","0.123918182142699","0.114406934734407","0.133429429550991"
"Very rare","2008","no migration background","(2b) intermediate general qualification","33","0.0809617359400973","0.0538548272471151","0.10806864463308"
"Very rare","2008","no migration background","(2a) intermediate vocational","351","0.0799198525319171","0.0718946880142319","0.0879450170496024"
"Very rare","2008","no migration background","(2c_gen) general maturity certificate","53","0.0746116809810294","0.0528680494781617","0.096355312483897"
"Very rare","2008","no migration background","(2c_voc) vocational maturity certificate","88","0.0793530369410436","0.0637652149522315","0.0949408589298557"
"Very rare","2008","no migration background","(3a) lower tertiary education","141","0.0933216390986643","0.0788452583678396","0.107798019829489"
"Very rare","2008","no migration background","(3b) higher tertiary education","248","0.111169517361739","0.0981781251729942","0.124160909550483"
"Very rare","2008","direct migration background","(0) in school","2","","",""
"Very rare","2008","direct migration background","(1a) inadequately completed","20","","",""
"Very rare","2008","direct migration background","(1b) general elementary school","57","0.147554064235807","0.112711062275944","0.182397066195669"
