"ple0012","year","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","no migration background","1187","0.0759222452121689","0.0717846964745708","0.0800597939497671"
"Yes","2009","direct migration background","120","0.06800391961997","0.0559223298972627","0.0800855093426774"
"Yes","2009","indirect migration background","7","","",""
"No","2009","no migration background","14556","0.924077754787831","0.919940206050233","0.928215303525429"
"No","2009","direct migration background","1548","0.93199608038003","0.919914490657323","0.944077670102737"
"No","2009","indirect migration background","708","0.983157740229519","0.973725673769368","0.99258980668967"
"Yes","2010","no migration background","","","",""
"Yes","2010","direct migration background","","","",""
"Yes","2010","indirect migration background","","","",""
"No","2010","no migration background","","","",""
"No","2010","direct migration background","","","",""
"No","2010","indirect migration background","","","",""
"Yes","2011","no migration background","1501","0.0849143729395358","0.0808467633902189","0.0889819824888527"
"Yes","2011","direct migration background","160","0.0858236414335165","0.073608714656684","0.098038568210349"
"Yes","2011","indirect migration background","12","","",""
"No","2011","no migration background","16540","0.915085627060464","0.911018017511147","0.919153236609781"
"No","2011","direct migration background","1860","0.914176358566483","0.901961431789651","0.926391285343316"
"No","2011","indirect migration background","787","0.975362181138301","0.96461341073283","0.986110951543771"
"Yes","2012","no migration background","","","",""
"Yes","2012","direct migration background","","","",""
"Yes","2012","indirect migration background","","","",""
"No","2012","no migration background","","","",""
"No","2012","direct migration background","","","",""
"No","2012","indirect migration background","","","",""
"Yes","2013","no migration background","1537","0.0920443941448852","0.0876412589852873","0.0964475293044832"
"Yes","2013","direct migration background","152","0.104633145855592","0.0900661393222777","0.119200152388906"
"Yes","2013","indirect migration background","17","","",""
"No","2013","no migration background","15022","0.907955605855115","0.903552470695517","0.912358741014713"
"No","2013","direct migration background","1544","0.895366854144408","0.880799847611094","0.909933860677722"
"No","2013","indirect migration background","699","0.973977328236445","0.962316163097954","0.985638493374936"
"Yes","2014","no migration background","","","",""
"Yes","2014","direct migration background","","","",""
"Yes","2014","indirect migration background","","","",""
"No","2014","no migration background","","","",""
"No","2014","direct migration background","","","",""
"No","2014","indirect migration background","","","",""
"Yes","2015","no migration background","1543","0.0899700524878297","0.0859243548199285","0.094015750155731"
"Yes","2015","direct migration background","258","0.0737969637252837","0.0660017450108836","0.0815921824396838"
"Yes","2015","indirect migration background","44","0.0255425417264061","0.0178906556343469","0.0331944278184652"
"No","2015","no migration background","17673","0.91002994751217","0.905984249844269","0.914075645180071"
"No","2015","direct migration background","4063","0.926203036274716","0.918407817560316","0.933998254989116"
"No","2015","indirect migration background","1589","0.974457458273594","0.966805572181535","0.982109344365653"
"Yes","2016","no migration background","","","",""
"Yes","2016","direct migration background","","","",""
"Yes","2016","indirect migration background","","","",""
"No","2016","no migration background","","","",""
"No","2016","direct migration background","","","",""
"No","2016","indirect migration background","","","",""
"Yes","2017","no migration background","1625","0.0907249171961189","0.0867777679121018","0.0946720664801361"
"Yes","2017","direct migration background","296","0.0790083522147544","0.0712700263281821","0.0867466781013267"
"Yes","2017","indirect migration background","46","0.0218058650310715","0.0148936822160801","0.0287180478460628"
"No","2017","no migration background","18715","0.909275082803881","0.905327933519864","0.913222232087898"
"No","2017","direct migration background","4372","0.920991647785246","0.913253321898673","0.928729973671818"
"No","2017","indirect migration background","1669","0.978194134968928","0.971281952153937","0.98510631778392"
"Yes","2018","no migration background","","","",""
"Yes","2018","direct migration background","","","",""
"Yes","2018","indirect migration background","","","",""
"No","2018","no migration background","","","",""
"No","2018","direct migration background","","","",""
"No","2018","indirect migration background","","","",""
"Yes","2019","no migration background","1615","0.0879412932780333","0.0840463516794609","0.0918362348766058"
"Yes","2019","direct migration background","273","0.0904004072477546","0.0813530649068305","0.0994477495886788"
"Yes","2019","indirect migration background","63","0.0355771601085197","0.0268002334594573","0.0443540867575822"
"No","2019","no migration background","18695","0.912058706721967","0.908163765123394","0.915953648320539"
"No","2019","direct migration background","3586","0.909599592752245","0.900552250411321","0.91864693509317"
"No","2019","indirect migration background","1648","0.96442283989148","0.955645913242418","0.973199766540543"
