"ple0012","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","no migration background","296","0.108322093249666","0.0964825855200913","0.12016160097924"
"Yes","2009","1-pers.-HH","direct migration background","18","","",""
"Yes","2009","1-pers.-HH","indirect migration background","1","","",""
"Yes","2009","(Married) couple without C. ","no migration background","640","0.103521648359611","0.0958389264337723","0.11120437028545"
"Yes","2009","(Married) couple without C. ","direct migration background","56","0.0901919416168429","0.06573503410648","0.114648849127206"
"Yes","2009","(Married) couple without C. ","indirect migration background","2","","",""
"Yes","2009","Single parent ","no migration background","24","","",""
"Yes","2009","Single parent ","direct migration background","4","","",""
"Yes","2009","Single parent ","indirect migration background","","","",""
"Yes","2009","Couple + C. LE 16 ","no migration background","47","0.0164867610119032","0.0113427411335252","0.0216307808902811"
"Yes","2009","Couple + C. LE 16 ","direct migration background","8","","",""
"Yes","2009","Couple + C. LE 16 ","indirect migration background","1","","",""
"Yes","2009","Couple + C. GT 16 ","no migration background","131","0.0396827110417962","0.0323015904818368","0.0470638316017556"
"Yes","2009","Couple + C. GT 16 ","direct migration background","25","","",""
"Yes","2009","Couple + C. GT 16 ","indirect migration background","2","","",""
"Yes","2009","Couple + C. LE and GT 16","no migration background","19","","",""
"Yes","2009","Couple + C. LE and GT 16","direct migration background","5","","",""
"Yes","2009","Couple + C. LE and GT 16","indirect migration background","1","","",""
"No","2009","1-pers.-HH","no migration background","2351","0.891677906750334","0.87983839902076","0.903517414479909"
"No","2009","1-pers.-HH","direct migration background","167","0.891760619515203","0.8469914517997","0.936529787230705"
"No","2009","1-pers.-HH","indirect migration background","77","0.951437451201893","0.903734895517463","0.999140006886322"
"No","2009","(Married) couple without C. ","no migration background","5400","0.896478351640389","0.88879562971455","0.904161073566228"
"No","2009","(Married) couple without C. ","direct migration background","471","0.909808058383157","0.885351150872794","0.93426496589352"
"No","2009","(Married) couple without C. ","indirect migration background","112","0.984767362237793","0.962284580423021","1.00725014405256"
"No","2009","Single parent ","no migration background","809","0.978747416828256","0.968953266469603","0.988541567186908"
"No","2009","Single parent ","direct migration background","85","0.966399240671584","0.928961819638054","1.00383666170511"
"No","2009","Single parent ","indirect migration background","74","1","1","1"
"No","2009","Couple + C. LE 16 ","no migration background","2307","0.983513238988097","0.978369219109719","0.988657258866475"
"No","2009","Couple + C. LE 16 ","direct migration background","330","0.983711854894106","0.970217270667835","0.997206439120377"
"No","2009","Couple + C. LE 16 ","indirect migration background","167","0.991421135218841","0.97747552739261","1.00536674304507"
"No","2009","Couple + C. GT 16 ","no migration background","2556","0.960317288958204","0.952936168398244","0.967698409518163"
"No","2009","Couple + C. GT 16 ","direct migration background","290","0.916106505414517","0.885491810186194","0.946721200642841"
"No","2009","Couple + C. GT 16 ","indirect migration background","161","0.980938105589107","0.9599458975679","1.00193031361031"
"No","2009","Couple + C. LE and GT 16","no migration background","891","0.977302334322412","0.967625518832656","0.986979149812167"
"No","2009","Couple + C. LE and GT 16","direct migration background","164","0.966466046411736","0.93932413562051","0.993607957202961"
"No","2009","Couple + C. LE and GT 16","indirect migration background","101","0.999617108256699","0.995820438297547","1.00341377821585"
"Yes","2010","1-pers.-HH","no migration background","","","",""
"Yes","2010","1-pers.-HH","direct migration background","","","",""
"Yes","2010","1-pers.-HH","indirect migration background","","","",""
"Yes","2010","(Married) couple without C. ","no migration background","","","",""
"Yes","2010","(Married) couple without C. ","direct migration background","","","",""
"Yes","2010","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2010","Single parent ","no migration background","","","",""
"Yes","2010","Single parent ","direct migration background","","","",""
"Yes","2010","Single parent ","indirect migration background","","","",""
"Yes","2010","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2010","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2010","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2010","Couple + C. GT 16 ","direct migration background","","","",""
"Yes","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"Yes","2010","Couple + C. LE and GT 16","no migration background","","","",""
"Yes","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"Yes","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"No","2010","1-pers.-HH","no migration background","","","",""
"No","2010","1-pers.-HH","direct migration background","","","",""
"No","2010","1-pers.-HH","indirect migration background","","","",""
"No","2010","(Married) couple without C. ","no migration background","","","",""
"No","2010","(Married) couple without C. ","direct migration background","","","",""
"No","2010","(Married) couple without C. ","indirect migration background","","","",""
"No","2010","Single parent ","no migration background","","","",""
"No","2010","Single parent ","direct migration background","","","",""
"No","2010","Single parent ","indirect migration background","","","",""
"No","2010","Couple + C. LE 16 ","no migration background","","","",""
"No","2010","Couple + C. LE 16 ","direct migration background","","","",""
"No","2010","Couple + C. LE 16 ","indirect migration background","","","",""
"No","2010","Couple + C. GT 16 ","no migration background","","","",""
"No","2010","Couple + C. GT 16 ","direct migration background","","","",""
"No","2010","Couple + C. GT 16 ","indirect migration background","","","",""
"No","2010","Couple + C. LE and GT 16","no migration background","","","",""
"No","2010","Couple + C. LE and GT 16","direct migration background","","","",""
"No","2010","Couple + C. LE and GT 16","indirect migration background","","","",""
"Yes","2011","1-pers.-HH","no migration background","355","0.101092844848308","0.0907065305081022","0.111479159188514"
"Yes","2011","1-pers.-HH","direct migration background","26","","",""
"Yes","2011","1-pers.-HH","indirect migration background","2","","",""
"Yes","2011","(Married) couple without C. ","no migration background","865","0.111919360617877","0.104718738627089","0.119119982608665"
"Yes","2011","(Married) couple without C. ","direct migration background","78","0.123752993548606","0.0983986880847468","0.149107299012466"
"Yes","2011","(Married) couple without C. ","indirect migration background","1","","",""
"Yes","2011","Single parent ","no migration background","37","0.0428799020266379","0.0300514147856817","0.0557083892675941"
"Yes","2011","Single parent ","direct migration background","8","","",""
"Yes","2011","Single parent ","indirect migration background","1","","",""
"Yes","2011","Couple + C. LE 16 ","no migration background","52","0.0190464896168467","0.0137349402471064","0.024358038986587"
"Yes","2011","Couple + C. LE 16 ","direct migration background","8","","",""
"Yes","2011","Couple + C. LE 16 ","indirect migration background","3","","",""
"Yes","2011","Couple + C. GT 16 ","no migration background","140","0.0452629349439299","0.0374405994011422","0.0530852704867176"
"Yes","2011","Couple + C. GT 16 ","direct migration background","25","","",""
"Yes","2011","Couple + C. GT 16 ","indirect migration background","2","","",""
"Yes","2011","Couple + C. LE and GT 16","no migration background","21","","",""
"Yes","2011","Couple + C. LE and GT 16","direct migration background","8","","",""
"Yes","2011","Couple + C. LE and GT 16","indirect migration background","3","","",""
"No","2011","1-pers.-HH","no migration background","2881","0.898907155151692","0.888520840811486","0.909293469491898"
"No","2011","1-pers.-HH","direct migration background","222","0.906806580226872","0.870626276664037","0.942986883789707"
"No","2011","1-pers.-HH","indirect migration background","88","0.953343318035383","0.909771224734348","0.996915411336418"
"No","2011","(Married) couple without C. ","no migration background","6499","0.888080639382123","0.880880017391336","0.895281261372911"
"No","2011","(Married) couple without C. ","direct migration background","570","0.876247006451394","0.850892700987534","0.901601311915253"
"No","2011","(Married) couple without C. ","indirect migration background","132","0.996500240554562","0.986463791796037","1.00653668931309"
"No","2011","Single parent ","no migration background","921","0.957120097973362","0.944291610732406","0.969948585214318"
"No","2011","Single parent ","direct migration background","124","0.918969400935532","0.872417633375958","0.965521168495105"
"No","2011","Single parent ","indirect migration background","83","0.963329036753621","0.923135434323707","1.00352263918354"
"No","2011","Couple + C. LE 16 ","no migration background","2492","0.980953510383153","0.975641961013413","0.986265059752894"
"No","2011","Couple + C. LE 16 ","direct migration background","370","0.977558808933955","0.962627544409038","0.992490073458872"
"No","2011","Couple + C. LE 16 ","indirect migration background","192","0.968541183904089","0.944041469667664","0.993040898140513"
"No","2011","Couple + C. GT 16 ","no migration background","2573","0.95473706505607","0.946914729513282","0.962559400598858"
"No","2011","Couple + C. GT 16 ","direct migration background","292","0.915727040783622","0.885146468997785","0.94630761256946"
"No","2011","Couple + C. GT 16 ","indirect migration background","169","0.976100108011206","0.953207504563857","0.998992711458554"
"No","2011","Couple + C. LE and GT 16","no migration background","903","0.977319738437843","0.967720108977957","0.986919367897729"
"No","2011","Couple + C. LE and GT 16","direct migration background","202","0.952692162694617","0.923978983111571","0.981405342277663"
"No","2011","Couple + C. LE and GT 16","indirect migration background","97","0.989871366177094","0.970246219689864","1.00949651266432"
"Yes","2012","1-pers.-HH","no migration background","","","",""
"Yes","2012","1-pers.-HH","direct migration background","","","",""
"Yes","2012","1-pers.-HH","indirect migration background","","","",""
"Yes","2012","(Married) couple without C. ","no migration background","","","",""
"Yes","2012","(Married) couple without C. ","direct migration background","","","",""
"Yes","2012","(Married) couple without C. ","indirect migration background","","","",""
"Yes","2012","Single parent ","no migration background","","","",""
"Yes","2012","Single parent ","direct migration background","","","",""
"Yes","2012","Single parent ","indirect migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","no migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","direct migration background","","","",""
"Yes","2012","Couple + C. LE 16 ","indirect migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","no migration background","","","",""
"Yes","2012","Couple + C. GT 16 ","direct migration background","","","",""
