"ple0012","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2009","lower secondary degree","1-pers.-HH","207","1","1","1"
"Yes","2009","lower secondary degree","(Married) couple without C. ","400","1","1","1"
"Yes","2009","lower secondary degree","Single parent ","16","","",""
"Yes","2009","lower secondary degree","Couple + C. LE 16 ","15","","",""
"Yes","2009","lower secondary degree","Couple + C. GT 16 ","77","1","1","1"
"Yes","2009","lower secondary degree","Couple + C. LE and GT 16","10","","",""
"Yes","2009","secondary school degree","1-pers.-HH","60","1","1","1"
"Yes","2009","secondary school degree","(Married) couple without C. ","147","1","1","1"
"Yes","2009","secondary school degree","Single parent ","8","","",""
"Yes","2009","secondary school degree","Couple + C. LE 16 ","18","","",""
"Yes","2009","secondary school degree","Couple + C. GT 16 ","37","1","1","1"
"Yes","2009","secondary school degree","Couple + C. LE and GT 16","5","","",""
"Yes","2009","college entrance qualification","1-pers.-HH","36","1","1","1"
"Yes","2009","college entrance qualification","(Married) couple without C. ","109","1","1","1"
"Yes","2009","college entrance qualification","Single parent ","1","","",""
"Yes","2009","college entrance qualification","Couple + C. LE 16 ","18","","",""
"Yes","2009","college entrance qualification","Couple + C. GT 16 ","26","","",""
"Yes","2009","college entrance qualification","Couple + C. LE and GT 16","9","","",""
"Yes","2009","Other degree","1-pers.-HH","10","","",""
"Yes","2009","Other degree","(Married) couple without C. ","29","","",""
"Yes","2009","Other degree","Single parent ","2","","",""
"Yes","2009","Other degree","Couple + C. LE 16 ","3","","",""
"Yes","2009","Other degree","Couple + C. GT 16 ","13","","",""
"Yes","2009","Other degree","Couple + C. LE and GT 16","1","","",""
"Yes","2009","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes","2009","no degree/no degree yet","(Married) couple without C. ","9","","",""
"Yes","2009","no degree/no degree yet","Single parent ","1","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE 16 ","2","","",""
"Yes","2009","no degree/no degree yet","Couple + C. GT 16 ","3","","",""
"Yes","2009","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2010","lower secondary degree","1-pers.-HH","","","",""
"Yes","2010","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2010","lower secondary degree","Single parent ","","","",""
"Yes","2010","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2010","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2010","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2010","secondary school degree","1-pers.-HH","","","",""
"Yes","2010","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2010","secondary school degree","Single parent ","","","",""
"Yes","2010","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2010","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2010","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2010","college entrance qualification","1-pers.-HH","","","",""
"Yes","2010","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2010","college entrance qualification","Single parent ","","","",""
"Yes","2010","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2010","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2010","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2010","Other degree","1-pers.-HH","","","",""
"Yes","2010","Other degree","(Married) couple without C. ","","","",""
"Yes","2010","Other degree","Single parent ","","","",""
"Yes","2010","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2010","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2010","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2010","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2010","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2010","no degree/no degree yet","Single parent ","","","",""
"Yes","2010","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2010","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2010","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2011","lower secondary degree","1-pers.-HH","231","1","1","1"
"Yes","2011","lower secondary degree","(Married) couple without C. ","512","1","1","1"
"Yes","2011","lower secondary degree","Single parent ","27","","",""
"Yes","2011","lower secondary degree","Couple + C. LE 16 ","17","","",""
"Yes","2011","lower secondary degree","Couple + C. GT 16 ","68","1","1","1"
"Yes","2011","lower secondary degree","Couple + C. LE and GT 16","12","","",""
"Yes","2011","secondary school degree","1-pers.-HH","82","1","1","1"
"Yes","2011","secondary school degree","(Married) couple without C. ","211","1","1","1"
"Yes","2011","secondary school degree","Single parent ","9","","",""
"Yes","2011","secondary school degree","Couple + C. LE 16 ","24","","",""
"Yes","2011","secondary school degree","Couple + C. GT 16 ","52","1","1","1"
"Yes","2011","secondary school degree","Couple + C. LE and GT 16","6","","",""
"Yes","2011","college entrance qualification","1-pers.-HH","43","1","1","1"
"Yes","2011","college entrance qualification","(Married) couple without C. ","148","1","1","1"
"Yes","2011","college entrance qualification","Single parent ","1","","",""
"Yes","2011","college entrance qualification","Couple + C. LE 16 ","16","","",""
"Yes","2011","college entrance qualification","Couple + C. GT 16 ","28","","",""
"Yes","2011","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"Yes","2011","Other degree","1-pers.-HH","15","","",""
"Yes","2011","Other degree","(Married) couple without C. ","54","1","1","1"
"Yes","2011","Other degree","Single parent ","6","","",""
"Yes","2011","Other degree","Couple + C. LE 16 ","5","","",""
"Yes","2011","Other degree","Couple + C. GT 16 ","12","","",""
"Yes","2011","Other degree","Couple + C. LE and GT 16","3","","",""
"Yes","2011","no degree/no degree yet","1-pers.-HH","9","","",""
"Yes","2011","no degree/no degree yet","(Married) couple without C. ","14","","",""
"Yes","2011","no degree/no degree yet","Single parent ","2","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2011","no degree/no degree yet","Couple + C. GT 16 ","6","","",""
"Yes","2011","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2012","lower secondary degree","1-pers.-HH","","","",""
"Yes","2012","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2012","lower secondary degree","Single parent ","","","",""
"Yes","2012","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2012","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2012","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","secondary school degree","1-pers.-HH","","","",""
"Yes","2012","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2012","secondary school degree","Single parent ","","","",""
"Yes","2012","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2012","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2012","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","college entrance qualification","1-pers.-HH","","","",""
"Yes","2012","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2012","college entrance qualification","Single parent ","","","",""
"Yes","2012","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2012","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2012","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2012","Other degree","1-pers.-HH","","","",""
"Yes","2012","Other degree","(Married) couple without C. ","","","",""
"Yes","2012","Other degree","Single parent ","","","",""
"Yes","2012","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2012","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2012","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2012","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2012","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2012","no degree/no degree yet","Single parent ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2012","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2013","lower secondary degree","1-pers.-HH","221","1","1","1"
"Yes","2013","lower secondary degree","(Married) couple without C. ","486","1","1","1"
"Yes","2013","lower secondary degree","Single parent ","30","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. LE 16 ","19","","",""
"Yes","2013","lower secondary degree","Couple + C. GT 16 ","62","1","1","1"
"Yes","2013","lower secondary degree","Couple + C. LE and GT 16","6","","",""
"Yes","2013","secondary school degree","1-pers.-HH","91","1","1","1"
"Yes","2013","secondary school degree","(Married) couple without C. ","255","1","1","1"
"Yes","2013","secondary school degree","Single parent ","11","","",""
"Yes","2013","secondary school degree","Couple + C. LE 16 ","27","","",""
"Yes","2013","secondary school degree","Couple + C. GT 16 ","35","1","1","1"
"Yes","2013","secondary school degree","Couple + C. LE and GT 16","5","","",""
"Yes","2013","college entrance qualification","1-pers.-HH","51","1","1","1"
"Yes","2013","college entrance qualification","(Married) couple without C. ","169","1","1","1"
"Yes","2013","college entrance qualification","Single parent ","3","","",""
"Yes","2013","college entrance qualification","Couple + C. LE 16 ","17","","",""
"Yes","2013","college entrance qualification","Couple + C. GT 16 ","31","1","1","1"
"Yes","2013","college entrance qualification","Couple + C. LE and GT 16","10","","",""
"Yes","2013","Other degree","1-pers.-HH","18","","",""
"Yes","2013","Other degree","(Married) couple without C. ","58","1","1","1"
"Yes","2013","Other degree","Single parent ","4","","",""
"Yes","2013","Other degree","Couple + C. LE 16 ","5","","",""
"Yes","2013","Other degree","Couple + C. GT 16 ","10","","",""
"Yes","2013","Other degree","Couple + C. LE and GT 16","6","","",""
"Yes","2013","no degree/no degree yet","1-pers.-HH","8","","",""
"Yes","2013","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Yes","2013","no degree/no degree yet","Single parent ","2","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2013","no degree/no degree yet","Couple + C. GT 16 ","4","","",""
"Yes","2013","no degree/no degree yet","Couple + C. LE and GT 16","1","","",""
"Yes","2014","lower secondary degree","1-pers.-HH","","","",""
"Yes","2014","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2014","lower secondary degree","Single parent ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2014","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","secondary school degree","1-pers.-HH","","","",""
"Yes","2014","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2014","secondary school degree","Single parent ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2014","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","college entrance qualification","1-pers.-HH","","","",""
"Yes","2014","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","2014","college entrance qualification","Single parent ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","2014","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","2014","Other degree","1-pers.-HH","","","",""
"Yes","2014","Other degree","(Married) couple without C. ","","","",""
"Yes","2014","Other degree","Single parent ","","","",""
"Yes","2014","Other degree","Couple + C. LE 16 ","","","",""
"Yes","2014","Other degree","Couple + C. GT 16 ","","","",""
"Yes","2014","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","2014","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","2014","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","2014","no degree/no degree yet","Single parent ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","2014","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","2015","lower secondary degree","1-pers.-HH","215","1","1","1"
"Yes","2015","lower secondary degree","(Married) couple without C. ","419","1","1","1"
"Yes","2015","lower secondary degree","Single parent ","31","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. LE 16 ","32","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. GT 16 ","58","1","1","1"
"Yes","2015","lower secondary degree","Couple + C. LE and GT 16","15","","",""
"Yes","2015","secondary school degree","1-pers.-HH","95","1","1","1"
"Yes","2015","secondary school degree","(Married) couple without C. ","230","1","1","1"
"Yes","2015","secondary school degree","Single parent ","31","1","1","1"
"Yes","2015","secondary school degree","Couple + C. LE 16 ","40","1","1","1"
"Yes","2015","secondary school degree","Couple + C. GT 16 ","40","1","1","1"
"Yes","2015","secondary school degree","Couple + C. LE and GT 16","22","","",""
"Yes","2015","college entrance qualification","1-pers.-HH","65","1","1","1"
"Yes","2015","college entrance qualification","(Married) couple without C. ","157","1","1","1"
"Yes","2015","college entrance qualification","Single parent ","11","","",""
"Yes","2015","college entrance qualification","Couple + C. LE 16 ","49","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. GT 16 ","35","1","1","1"
"Yes","2015","college entrance qualification","Couple + C. LE and GT 16","10","","",""
"Yes","2015","Other degree","1-pers.-HH","16","","",""
"Yes","2015","Other degree","(Married) couple without C. ","78","1","1","1"
"Yes","2015","Other degree","Single parent ","5","","",""
"Yes","2015","Other degree","Couple + C. LE 16 ","18","","",""
"Yes","2015","Other degree","Couple + C. GT 16 ","24","","",""
"Yes","2015","Other degree","Couple + C. LE and GT 16","17","","",""
"Yes","2015","no degree/no degree yet","1-pers.-HH","7","","",""
"Yes","2015","no degree/no degree yet","(Married) couple without C. ","14","","",""
"Yes","2015","no degree/no degree yet","Single parent ","5","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Yes","2015","no degree/no degree yet","Couple + C. GT 16 ","7","","",""
"Yes","2015","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Yes","2016","lower secondary degree","1-pers.-HH","","","",""
"Yes","2016","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","2016","lower secondary degree","Single parent ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","2016","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","secondary school degree","1-pers.-HH","","","",""
"Yes","2016","secondary school degree","(Married) couple without C. ","","","",""
"Yes","2016","secondary school degree","Single parent ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","2016","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","2016","college entrance qualification","1-pers.-HH","","","",""
