"ple0012","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2009","indirect migration background","inadequately","9","","","","2"
"No","2009","indirect migration background","vocational + Abi","36","0.969880624755241","0.914808814749252","1.02495243476123","2"
"No","2009","indirect migration background","higher vocational","30","1","1","1","2"
"No","2009","indirect migration background","middle vocational","285","0.986017494294382","0.972456652169029","0.999578336419735","2"
"No","2009","indirect migration background","general elemantary","144","0.952131557054793","0.917502170888454","0.986760943221131","2"
"No","2009","direct migration background","higher vocational","89","0.953703832296384","0.911670699520138","0.99573696507263","2"
"No","2009","direct migration background","higher education","281","0.962024970547932","0.940176720482138","0.983873220613727","2"
"No","2009","indirect migration background","higher education","87","0.994749054992634","0.979648870358687","1.00984923962658","2"
"No","2009","direct migration background","middle vocational","576","0.942084624850982","0.923653688304972","0.960515561396993","2"
"No","2009","direct migration background","vocational + Abi","161","0.942289078775269","0.907234503252203","0.977343654298334","2"
"No","2009","indirect migration background","in school","49","1","1","1","2"
"No","2009","direct migration background","in school","11","","","","2"
"No","2009","direct migration background","inadequately","81","0.938162962026682","0.888945676409656","0.987380247643707","2"
"No","2009","direct migration background","general elemantary","324","0.870109787704008","0.835526202087368","0.904693373320648","2"
"No","2009","no migration background","higher vocational","1117","0.919134733039597","0.903786182012887","0.934483284066308","2"
"No","2009","no migration background","higher education","3441","0.944685858485763","0.937287175294961","0.952084541676565","2"
"No","2009","no migration background","general elemantary","1153","0.884316461383312","0.866949832640365","0.901683090126258","2"
"No","2009","no migration background","middle vocational","7515","0.915710144283304","0.90969911280047","0.921721175766139","2"
"No","2009","no migration background","vocational + Abi","773","0.966636815383412","0.954161343770768","0.979112286996056","2"
"No","2009","no migration background","in school","253","1","1","1","2"
"No","2009","no migration background","inadequately","67","0.991760448895222","0.970274783751603","1.01324611403884","2"
"Yes","2009","no migration background","in school","","","","","1"
"Yes","2009","no migration background","inadequately","1","","","","1"
"Yes","2009","no migration background","general elemantary","150","0.115683538616688","0.0983169098737416","0.133050167359635","1"
"Yes","2009","no migration background","middle vocational","691","0.0842898557166956","0.078278824233861","0.0903008871995302","1"
"Yes","2009","no migration background","vocational + Abi","23","","","","1"
"Yes","2009","no migration background","higher vocational","95","0.0808652669604026","0.0655167159336923","0.0962138179871129","1"
"Yes","2009","no migration background","higher education","226","0.0553141415142369","0.047915458323435","0.0627128247050388","1"
"Yes","2009","direct migration background","in school","","","","","1"
"Yes","2009","direct migration background","inadequately","11","","","","1"
"Yes","2009","direct migration background","general elemantary","39","0.129890212295992","0.0953066266793517","0.164473797912632","1"
"Yes","2009","direct migration background","middle vocational","41","0.0579153751490175","0.0394844386030072","0.0763463116950278","1"
"Yes","2009","direct migration background","vocational + Abi","9","","","","1"
"Yes","2009","direct migration background","higher vocational","7","","","","1"
"Yes","2009","direct migration background","higher education","13","","","","1"
"Yes","2009","indirect migration background","in school","","","","","1"
"Yes","2009","indirect migration background","inadequately","","","","","1"
"Yes","2009","indirect migration background","general elemantary","2","","","","1"
"Yes","2009","indirect migration background","middle vocational","3","","","","1"
"Yes","2009","indirect migration background","vocational + Abi","1","","","","1"
"Yes","2009","indirect migration background","higher vocational","","","","","1"
"Yes","2009","indirect migration background","higher education","1","","","","1"
"No","2010","indirect migration background","inadequately","","","","","2"
"No","2010","indirect migration background","vocational + Abi","","","","","2"
"No","2010","indirect migration background","general elemantary","","","","","2"
"No","2010","indirect migration background","middle vocational","","","","","2"
"No","2010","direct migration background","middle vocational","","","","","2"
"No","2010","direct migration background","vocational + Abi","","","","","2"
"No","2010","indirect migration background","higher vocational","","","","","2"
"No","2010","direct migration background","higher vocational","","","","","2"
"No","2010","indirect migration background","higher education","","","","","2"
"No","2010","direct migration background","higher education","","","","","2"
"No","2010","indirect migration background","in school","","","","","2"
"No","2010","no migration background","higher vocational","","","","","2"
"No","2010","no migration background","higher education","","","","","2"
"No","2010","direct migration background","in school","","","","","2"
"No","2010","direct migration background","inadequately","","","","","2"
"No","2010","direct migration background","general elemantary","","","","","2"
"No","2010","no migration background","in school","","","","","2"
"No","2010","no migration background","inadequately","","","","","2"
"No","2010","no migration background","general elemantary","","","","","2"
"No","2010","no migration background","middle vocational","","","","","2"
"No","2010","no migration background","vocational + Abi","","","","","2"
"Yes","2010","direct migration background","general elemantary","","","","","1"
"Yes","2010","direct migration background","middle vocational","","","","","1"
"Yes","2010","direct migration background","vocational + Abi","","","","","1"
"Yes","2010","direct migration background","higher vocational","","","","","1"
"Yes","2010","no migration background","in school","","","","","1"
"Yes","2010","no migration background","inadequately","","","","","1"
"Yes","2010","no migration background","general elemantary","","","","","1"
"Yes","2010","no migration background","middle vocational","","","","","1"
"Yes","2010","no migration background","vocational + Abi","","","","","1"
"Yes","2010","no migration background","higher vocational","","","","","1"
"Yes","2010","no migration background","higher education","","","","","1"
"Yes","2010","direct migration background","in school","","","","","1"
"Yes","2010","direct migration background","inadequately","","","","","1"
"Yes","2010","direct migration background","higher education","","","","","1"
