"ple0012","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","1-pers.-HH","(0) in school","","","",""
"Yes","2009","1-pers.-HH","(1a) inadequately completed","1","","",""
"Yes","2009","1-pers.-HH","(1b) general elementary school","76","1","1","1"
"Yes","2009","1-pers.-HH","(1c) basic vocational qualification","133","1","1","1"
"Yes","2009","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"Yes","2009","1-pers.-HH","(2a) intermediate vocational","53","1","1","1"
"Yes","2009","1-pers.-HH","(2c_gen) general maturity certificate","3","","",""
"Yes","2009","1-pers.-HH","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2009","1-pers.-HH","(3a) lower tertiary education","15","","",""
"Yes","2009","1-pers.-HH","(3b) higher tertiary education","23","","",""
"Yes","2009","(Married) couple without C. ","(0) in school","","","",""
"Yes","2009","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"Yes","2009","(Married) couple without C. ","(1b) general elementary school","70","1","1","1"
"Yes","2009","(Married) couple without C. ","(1c) basic vocational qualification","322","1","1","1"
"Yes","2009","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"Yes","2009","(Married) couple without C. ","(2a) intermediate vocational","102","1","1","1"
"Yes","2009","(Married) couple without C. ","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","(Married) couple without C. ","(2c_voc) vocational maturity certificate","28","","",""
"Yes","2009","(Married) couple without C. ","(3a) lower tertiary education","94","1","1","1"
"Yes","2009","(Married) couple without C. ","(3b) higher tertiary education","64","1","1","1"
"Yes","2009","Single parent ","(0) in school","","","",""
"Yes","2009","Single parent ","(1a) inadequately completed","1","","",""
"Yes","2009","Single parent ","(1b) general elementary school","5","","",""
"Yes","2009","Single parent ","(1c) basic vocational qualification","13","","",""
"Yes","2009","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","2009","Single parent ","(2a) intermediate vocational","7","","",""
"Yes","2009","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","Single parent ","(3a) lower tertiary education","2","","",""
"Yes","2009","Single parent ","(3b) higher tertiary education","","","",""
"Yes","2009","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. LE 16 ","(1a) inadequately completed","2","","",""
"Yes","2009","Couple + C. LE 16 ","(1b) general elementary school","5","","",""
"Yes","2009","Couple + C. LE 16 ","(1c) basic vocational qualification","12","","",""
"Yes","2009","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"Yes","2009","Couple + C. LE 16 ","(2a) intermediate vocational","16","","",""
"Yes","2009","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2009","Couple + C. LE 16 ","(3a) lower tertiary education","2","","",""
"Yes","2009","Couple + C. LE 16 ","(3b) higher tertiary education","8","","",""
"Yes","2009","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","2009","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"Yes","2009","Couple + C. GT 16 ","(1b) general elementary school","12","","",""
"Yes","2009","Couple + C. GT 16 ","(1c) basic vocational qualification","74","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(2b) intermediate general qualification","1","","",""
"Yes","2009","Couple + C. GT 16 ","(2a) intermediate vocational","35","1","1","1"
"Yes","2009","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","2009","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","7","","",""
"Yes","2009","Couple + C. GT 16 ","(3a) lower tertiary education","12","","",""
"Yes","2009","Couple + C. GT 16 ","(3b) higher tertiary education","12","","",""
"Yes","2009","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","2009","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2009","Couple + C. LE and GT 16","(1b) general elementary school","3","","",""
"Yes","2009","Couple + C. LE and GT 16","(1c) basic vocational qualification","6","","",""
"Yes","2009","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","2009","Couple + C. LE and GT 16","(2a) intermediate vocational","5","","",""
"Yes","2009","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Yes","2009","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"Yes","2009","Couple + C. LE and GT 16","(3b) higher tertiary education","5","","",""
"Yes","2010","1-pers.-HH","(0) in school","","","",""
"Yes","2010","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2010","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","2010","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","2010","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","2010","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","2010","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","2010","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","2010","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","2010","(Married) couple without C. ","(0) in school","","","",""
"Yes","2010","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","2010","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","2010","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","2010","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","2010","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","2010","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","2010","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","2010","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","2010","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","2010","Single parent ","(0) in school","","","",""
"Yes","2010","Single parent ","(1a) inadequately completed","","","",""
"Yes","2010","Single parent ","(1b) general elementary school","","","",""
"Yes","2010","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","2010","Single parent ","(2b) intermediate general qualification","","","",""
