"ple0012","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2009","indirect migration background","Male","342","0.979172920663645","0.964103990284134","0.994241851043156","2"
"No","2009","no migration background","Male","6890","0.918713799189579","0.912543926840888","0.924883671538269","2"
"No","2009","no migration background","Female","7666","0.929197198796291","0.923647939217563","0.934746458375019","2"
"No","2009","indirect migration background","Female","366","0.987240674757031","0.975804715403707","0.998676634110355","2"
"No","2009","direct migration background","Male","703","0.931344020645441","0.91340163980429","0.949286401486593","2"
"No","2009","direct migration background","Female","845","0.932567505548836","0.916229518273654","0.948905492824019","2"
"Yes","2009","no migration background","Male","646","0.0812862008104215","0.075116328461731","0.087456073159112","1"
"Yes","2009","no migration background","Female","541","0.0708028012037088","0.0652535416249806","0.076352060782437","1"
"Yes","2009","direct migration background","Male","60","0.0686559793545586","0.0507135985134071","0.08659836019571","1"
"Yes","2009","direct migration background","Female","60","0.0674324944511636","0.0510945071759815","0.0837704817263457","1"
"Yes","2009","indirect migration background","Male","3","","","","1"
"Yes","2009","indirect migration background","Female","4","","","","1"
"No","2010","indirect migration background","Male","","","","","2"
"No","2010","no migration background","Male","","","","","2"
"No","2010","indirect migration background","Female","","","","","2"
"No","2010","no migration background","Female","","","","","2"
"No","2010","direct migration background","Male","","","","","2"
"No","2010","direct migration background","Female","","","","","2"
"Yes","2010","no migration background","Male","","","","","1"
"Yes","2010","no migration background","Female","","","","","1"
"Yes","2010","direct migration background","Male","","","","","1"
"Yes","2010","direct migration background","Female","","","","","1"
"Yes","2010","indirect migration background","Male","","","","","1"
"Yes","2010","indirect migration background","Female","","","","","1"
"No","2011","no migration background","Male","7735","0.909334514497623","0.90325326817286","0.915415760822385","2"
"No","2011","indirect migration background","Male","376","0.972222908883071","0.955721846352292","0.98872397141385","2"
"No","2011","indirect migration background","Female","411","0.979068890741993","0.965345459897267","0.992792321586718","2"
"No","2011","no migration background","Female","8805","0.920624401657586","0.915181914690733","0.926066888624439","2"
"No","2011","direct migration background","Male","814","0.911502674988452","0.892885088623321","0.930120261353584","2"
"No","2011","direct migration background","Female","1046","0.916443649139949","0.900280666325185","0.932606631954713","2"
"Yes","2011","no migration background","Male","829","0.0906654855023773","0.084584239177615","0.0967467318271397","1"
"Yes","2011","no migration background","Female","672","0.0793755983424145","0.0739331113755614","0.0848180853092676","1"
"Yes","2011","direct migration background","Male","80","0.0884973250115474","0.069879738646416","0.107114911376679","1"
"Yes","2011","direct migration background","Female","80","0.083556350860051","0.0673933680452869","0.0997193336748151","1"
"Yes","2011","indirect migration background","Male","5","","","","1"
