"ple0012","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","(0) in school","","","",""
"Yes","2009","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2009","16-34 y.","(1b) general elementary school","3","","",""
"Yes","2009","16-34 y.","(1c) basic vocational qualification","5","","",""
"Yes","2009","16-34 y.","(2b) intermediate general qualification","2","","",""
"Yes","2009","16-34 y.","(2a) intermediate vocational","6","","",""
"Yes","2009","16-34 y.","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","16-34 y.","(2c_voc) vocational maturity certificate","2","","",""
"Yes","2009","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2009","16-34 y.","(3b) higher tertiary education","3","","",""
"Yes","2009","35-65 y.","(0) in school","","","",""
"Yes","2009","35-65 y.","(1a) inadequately completed","9","","",""
"Yes","2009","35-65 y.","(1b) general elementary school","37","1","1","1"
"Yes","2009","35-65 y.","(1c) basic vocational qualification","192","1","1","1"
"Yes","2009","35-65 y.","(2b) intermediate general qualification","3","","",""
"Yes","2009","35-65 y.","(2a) intermediate vocational","144","1","1","1"
"Yes","2009","35-65 y.","(2c_gen) general maturity certificate","5","","",""
"Yes","2009","35-65 y.","(2c_voc) vocational maturity certificate","31","1","1","1"
"Yes","2009","35-65 y.","(3a) lower tertiary education","54","1","1","1"
"Yes","2009","35-65 y.","(3b) higher tertiary education","48","1","1","1"
"Yes","2009","66 and older","(0) in school","","","",""
"Yes","2009","66 and older","(1a) inadequately completed","7","","",""
"Yes","2009","66 and older","(1b) general elementary school","141","1","1","1"
"Yes","2009","66 and older","(1c) basic vocational qualification","376","1","1","1"
"Yes","2009","66 and older","(2b) intermediate general qualification","5","","",""
"Yes","2009","66 and older","(2a) intermediate vocational","75","1","1","1"
"Yes","2009","66 and older","(2c_gen) general maturity certificate","1","","",""
"Yes","2009","66 and older","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2009","66 and older","(3a) lower tertiary education","72","1","1","1"
"Yes","2009","66 and older","(3b) higher tertiary education","63","1","1","1"
