"ple0012","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2009","general elemantary","Urban Area","1088","0.888698109592082","0.87094792656145","0.906448292622715","2"
"No","2009","vocational + Abi","Urban Area","720","0.957557153206517","0.943090659491616","0.972023646921417","2"
"No","2009","higher education","Urban Area","2707","0.955651713675099","0.948096242147786","0.963207185202413","2"
"No","2009","in school","Urban Area","219","1","1","1","2"
"No","2009","in school","Rural Area","94","1","1","1","2"
"No","2009","general elemantary","Rural Area","533","0.881164744877111","0.85540076289282","0.906928726861403","2"
"No","2009","vocational + Abi","Rural Area","250","0.97689532592419","0.958527596698112","0.995263055150268","2"
"No","2009","higher education","Rural Area","1102","0.926096576219233","0.911276124718374","0.940917027720091","2"
"No","2009","inadequately","Urban Area","115","0.955431574245232","0.91940057884132","0.991462569649143","2"
"No","2009","inadequately","Rural Area","42","0.986366091428723","0.951704929370957","1.02102725348649","2"
"No","2009","middle vocational","Urban Area","5238","0.918608966211274","0.911498017511034","0.925719914911514","2"
"No","2009","middle vocational","Rural Area","3138","0.925582331901581","0.916800537028879","0.934364126774283","2"
"No","2009","higher vocational","Urban Area","758","0.916878229155204","0.897994414190075","0.935762044120332","2"
"No","2009","higher vocational","Rural Area","478","0.937209084187012","0.916298340780141","0.958119827593882","2"
"Yes","2009","in school","Urban Area","","","","","1"
"Yes","2009","in school","Rural Area","","","","","1"
"Yes","2009","inadequately","Urban Area","11","","","","1"
"Yes","2009","inadequately","Rural Area","1","","","","1"
"Yes","2009","general elemantary","Urban Area","118","0.111301890407918","0.0935517073772855","0.12905207343855","1"
"Yes","2009","general elemantary","Rural Area","73","0.118835255122889","0.0930712731385973","0.14459923710718","1"
"Yes","2009","middle vocational","Urban Area","442","0.0813910337887261","0.0742800850884863","0.0885019824889659","1"
"Yes","2009","middle vocational","Rural Area","293","0.074417668098419","0.0656358732257165","0.0831994629711215","1"
"Yes","2009","vocational + Abi","Urban Area","26","","","","1"
"Yes","2009","vocational + Abi","Rural Area","7","","","","1"
"Yes","2009","higher vocational","Urban Area","63","0.0831217708447965","0.0642379558796676","0.102005585809925","1"
"Yes","2009","higher vocational","Rural Area","39","0.0627909158129882","0.0418801724061179","0.0837016592198586","1"
"Yes","2009","higher education","Urban Area","145","0.0443482863249006","0.0367928147975872","0.051903757852214","1"
"Yes","2009","higher education","Rural Area","95","0.0739034237807674","0.0590829722799087","0.088723875281626","1"
"No","2010","in school","Urban Area","","","","","2"
"No","2010","in school","Rural Area","","","","","2"
"No","2010","general elemantary","Urban Area","","","","","2"
"No","2010","general elemantary","Rural Area","","","","","2"
"No","2010","vocational + Abi","Urban Area","","","","","2"
"No","2010","vocational + Abi","Rural Area","","","","","2"
"No","2010","higher education","Urban Area","","","","","2"
"No","2010","higher education","Rural Area","","","","","2"
"No","2010","inadequately","Urban Area","","","","","2"
"No","2010","inadequately","Rural Area","","","","","2"
"No","2010","middle vocational","Urban Area","","","","","2"
"No","2010","middle vocational","Rural Area","","","","","2"
"No","2010","higher vocational","Urban Area","","","","","2"
"No","2010","higher vocational","Rural Area","","","","","2"
"Yes","2010","in school","Urban Area","","","","","1"
"Yes","2010","in school","Rural Area","","","","","1"
"Yes","2010","inadequately","Urban Area","","","","","1"
"Yes","2010","inadequately","Rural Area","","","","","1"
"Yes","2010","general elemantary","Urban Area","","","","","1"
"Yes","2010","general elemantary","Rural Area","","","","","1"
"Yes","2010","middle vocational","Urban Area","","","","","1"
"Yes","2010","middle vocational","Rural Area","","","","","1"
"Yes","2010","vocational + Abi","Urban Area","","","","","1"
"Yes","2010","vocational + Abi","Rural Area","","","","","1"
"Yes","2010","higher vocational","Urban Area","","","","","1"
"Yes","2010","higher vocational","Rural Area","","","","","1"
"Yes","2010","higher education","Urban Area","","","","","1"
"Yes","2010","higher education","Rural Area","","","","","1"
