"ple0012","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","2009","indirect migration background","West Germany","667","0.982582063949757","0.972705613147018","0.992458514752495","2"
"No","2009","no migration background","West Germany","10530","0.928170520001875","0.92340915173582","0.932931888267931","2"
"No","2009","no migration background","East Germany","4026","0.90948841908483","0.901054799181726","0.917922038987934","2"
"No","2009","indirect migration background","East Germany","41","1","1","1","2"
"No","2009","direct migration background","West Germany","1483","0.934122530063982","0.92193692948896","0.946308130639003","2"
"No","2009","direct migration background","East Germany","65","0.8657721500388","0.78913057566007","0.94241372441753","2"
"Yes","2009","no migration background","West Germany","767","0.0718294799981245","0.0670681117320689","0.0765908482641801","1"
"Yes","2009","no migration background","East Germany","420","0.0905115809151703","0.0820779610120662","0.0989452008182745","1"
"Yes","2009","direct migration background","West Germany","109","0.0658774699360182","0.0536918693609968","0.0780630705110396","1"
"Yes","2009","direct migration background","East Germany","11","","","","1"
"Yes","2009","indirect migration background","West Germany","7","","","","1"
"Yes","2009","indirect migration background","East Germany","","","","","1"
"No","2010","indirect migration background","West Germany","","","","","2"
"No","2010","no migration background","West Germany","","","","","2"
"No","2010","indirect migration background","East Germany","","","","","2"
"No","2010","no migration background","East Germany","","","","","2"
"No","2010","direct migration background","West Germany","","","","","2"
"No","2010","direct migration background","East Germany","","","","","2"
"Yes","2010","no migration background","West Germany","","","","","1"
"Yes","2010","no migration background","East Germany","","","","","1"
"Yes","2010","direct migration background","West Germany","","","","","1"
"Yes","2010","direct migration background","East Germany","","","","","1"
"Yes","2010","indirect migration background","West Germany","","","","","1"
"Yes","2010","indirect migration background","East Germany","","","","","1"
"No","2011","no migration background","West Germany","12265","0.921194700384308","0.916606842371842","0.925782558396774","2"
"No","2011","indirect migration background","West Germany","742","0.974488271658915","0.963233915179137","0.985742628138694","2"
"No","2011","indirect migration background","East Germany","45","1","1","1","2"
"No","2011","no migration background","East Germany","4275","0.892458878364326","0.883687434781093","0.901230321947558","2"
"No","2011","direct migration background","West Germany","1782","0.918719954824952","0.906512749007295","0.93092716064261","2"
"No","2011","direct migration background","East Germany","78","0.767089625930214","0.682092594199973","0.852086657660454","2"
"Yes","2011","no migration background","West Germany","984","0.0788052996156921","0.0742174416032261","0.0833931576281581","1"
"Yes","2011","no migration background","East Germany","517","0.107541121635674","0.0987696780524419","0.116312565218907","1"
"Yes","2011","direct migration background","West Germany","143","0.0812800451750476","0.0690728393573903","0.0934872509927048","1"
"Yes","2011","direct migration background","East Germany","17","","","","1"
"Yes","2011","indirect migration background","West Germany","12","","","","1"
"Yes","2011","indirect migration background","East Germany","","","","","1"
"No","2012","no migration background","West Germany","","","","","2"
"No","2012","no migration background","East Germany","","","","","2"
"No","2012","indirect migration background","West Germany","","","","","2"
"No","2012","indirect migration background","East Germany","","","","","2"
"No","2012","direct migration background","West Germany","","","","","2"
"No","2012","direct migration background","East Germany","","","","","2"
"Yes","2012","no migration background","West Germany","","","","","1"
"Yes","2012","no migration background","East Germany","","","","","1"
"Yes","2012","direct migration background","West Germany","","","","","1"
"Yes","2012","direct migration background","East Germany","","","","","1"
"Yes","2012","indirect migration background","West Germany","","","","","1"
"Yes","2012","indirect migration background","East Germany","","","","","1"
"No","2013","no migration background","West Germany","11208","0.916149571621213","0.911232000840051","0.921067142402375","2"
"No","2013","no migration background","East Germany","3814","0.87752752422079","0.867792124723822","0.887262923717758","2"
"No","2013","direct migration background","West Germany","1477","0.898587324228544","0.883864602876275","0.913310045580812","2"
"No","2013","direct migration background","East Germany","67","0.808803626633797","0.723165540755698","0.894441712511895","2"
"No","2013","indirect migration background","West Germany","655","0.973005114874033","0.960742442240223","0.985267787507842","2"
"No","2013","indirect migration background","East Germany","44","0.992970570281179","0.968560441579373","1.01738069898298","2"
"Yes","2013","no migration background","West Germany","995","0.0838504283787874","0.0789328575976254","0.0887679991599495","1"
"Yes","2013","no migration background","East Germany","542","0.12247247577921","0.112737076282242","0.132207875276178","1"
"Yes","2013","direct migration background","West Germany","138","0.101412675771456","0.0866899544191876","0.116135397123725","1"
"Yes","2013","direct migration background","East Germany","14","","","","1"
"Yes","2013","indirect migration background","West Germany","16","","","","1"
"Yes","2013","indirect migration background","East Germany","1","","","","1"
"No","2014","no migration background","West Germany","","","","","2"
"No","2014","no migration background","East Germany","","","","","2"
"No","2014","direct migration background","West Germany","","","","","2"
"No","2014","direct migration background","East Germany","","","","","2"
"No","2014","indirect migration background","West Germany","","","","","2"
"No","2014","indirect migration background","East Germany","","","","","2"
"Yes","2014","no migration background","West Germany","","","","","1"
"Yes","2014","no migration background","East Germany","","","","","1"
"Yes","2014","direct migration background","West Germany","","","","","1"
"Yes","2014","direct migration background","East Germany","","","","","1"
"Yes","2014","indirect migration background","West Germany","","","","","1"
"Yes","2014","indirect migration background","East Germany","","","","","1"
"No","2015","no migration background","West Germany","13316","0.917413913717204","0.912906087146868","0.92192174028754","2"
