"ple0012","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2009","Schleswig-Holstein","no migration background","26","","",""
"Yes","2009","Schleswig-Holstein","direct migration background","3","","",""
"Yes","2009","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2009","Hamburg","no migration background","17","","",""
"Yes","2009","Hamburg","direct migration background","","","",""
"Yes","2009","Hamburg","indirect migration background","","","",""
"Yes","2009","Lower Saxony","no migration background","116","1","1","1"
"Yes","2009","Lower Saxony","direct migration background","10","","",""
"Yes","2009","Lower Saxony","indirect migration background","","","",""
"Yes","2009","Bremen","no migration background","5","","",""
"Yes","2009","Bremen","direct migration background","1","","",""
"Yes","2009","Bremen","indirect migration background","","","",""
"Yes","2009","North Rhine-Westphalia","no migration background","236","1","1","1"
"Yes","2009","North Rhine-Westphalia","direct migration background","30","1","1","1"
"Yes","2009","North Rhine-Westphalia","indirect migration background","1","","",""
"Yes","2009","Hesse","no migration background","69","1","1","1"
"Yes","2009","Hesse","direct migration background","11","","",""
"Yes","2009","Hesse","indirect migration background","1","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","no migration background","60","1","1","1"
"Yes","2009","Rhineland-Palatinate,Saarland","direct migration background","7","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2009","Baden-Württemberg","no migration background","90","1","1","1"
"Yes","2009","Baden-Württemberg","direct migration background","20","","",""
"Yes","2009","Baden-Württemberg","indirect migration background","1","","",""
"Yes","2009","Bavaria","no migration background","124","1","1","1"
"Yes","2009","Bavaria","direct migration background","23","","",""
"Yes","2009","Bavaria","indirect migration background","3","","",""
"Yes","2009","Berlin","no migration background","53","1","1","1"
"Yes","2009","Berlin","direct migration background","4","","",""
"Yes","2009","Berlin","indirect migration background","1","","",""
"Yes","2009","Brandenburg","no migration background","91","1","1","1"
"Yes","2009","Brandenburg","direct migration background","1","","",""
"Yes","2009","Brandenburg","indirect migration background","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","no migration background","34","1","1","1"
"Yes","2009","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2009","Saxony","no migration background","107","1","1","1"
"Yes","2009","Saxony","direct migration background","4","","",""
"Yes","2009","Saxony","indirect migration background","","","",""
"Yes","2009","Saxony-Anhalt","no migration background","87","1","1","1"
"Yes","2009","Saxony-Anhalt","direct migration background","4","","",""
"Yes","2009","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2009","Thuringia","no migration background","72","1","1","1"
"Yes","2009","Thuringia","direct migration background","2","","",""
"Yes","2009","Thuringia","indirect migration background","","","",""
"Yes","2010","Schleswig-Holstein","no migration background","","","",""
"Yes","2010","Schleswig-Holstein","direct migration background","","","",""
"Yes","2010","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2010","Hamburg","no migration background","","","",""
"Yes","2010","Hamburg","direct migration background","","","",""
"Yes","2010","Hamburg","indirect migration background","","","",""
"Yes","2010","Lower Saxony","no migration background","","","",""
"Yes","2010","Lower Saxony","direct migration background","","","",""
"Yes","2010","Lower Saxony","indirect migration background","","","",""
"Yes","2010","Bremen","no migration background","","","",""
"Yes","2010","Bremen","direct migration background","","","",""
"Yes","2010","Bremen","indirect migration background","","","",""
"Yes","2010","North Rhine-Westphalia","no migration background","","","",""
"Yes","2010","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2010","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2010","Hesse","no migration background","","","",""
"Yes","2010","Hesse","direct migration background","","","",""
"Yes","2010","Hesse","indirect migration background","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2010","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2010","Baden-Württemberg","no migration background","","","",""
"Yes","2010","Baden-Württemberg","direct migration background","","","",""
"Yes","2010","Baden-Württemberg","indirect migration background","","","",""
"Yes","2010","Bavaria","no migration background","","","",""
"Yes","2010","Bavaria","direct migration background","","","",""
"Yes","2010","Bavaria","indirect migration background","","","",""
"Yes","2010","Berlin","no migration background","","","",""
"Yes","2010","Berlin","direct migration background","","","",""
"Yes","2010","Berlin","indirect migration background","","","",""
"Yes","2010","Brandenburg","no migration background","","","",""
"Yes","2010","Brandenburg","direct migration background","","","",""
"Yes","2010","Brandenburg","indirect migration background","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2010","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2010","Saxony","no migration background","","","",""
"Yes","2010","Saxony","direct migration background","","","",""
"Yes","2010","Saxony","indirect migration background","","","",""
"Yes","2010","Saxony-Anhalt","no migration background","","","",""
"Yes","2010","Saxony-Anhalt","direct migration background","","","",""
"Yes","2010","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2010","Thuringia","no migration background","","","",""
"Yes","2010","Thuringia","direct migration background","","","",""
"Yes","2010","Thuringia","indirect migration background","","","",""
"Yes","2011","Schleswig-Holstein","no migration background","38","1","1","1"
"Yes","2011","Schleswig-Holstein","direct migration background","2","","",""
"Yes","2011","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2011","Hamburg","no migration background","14","","",""
"Yes","2011","Hamburg","direct migration background","","","",""
"Yes","2011","Hamburg","indirect migration background","","","",""
"Yes","2011","Lower Saxony","no migration background","139","1","1","1"
"Yes","2011","Lower Saxony","direct migration background","11","","",""
"Yes","2011","Lower Saxony","indirect migration background","1","","",""
"Yes","2011","Bremen","no migration background","4","","",""
"Yes","2011","Bremen","direct migration background","","","",""
"Yes","2011","Bremen","indirect migration background","","","",""
"Yes","2011","North Rhine-Westphalia","no migration background","288","1","1","1"
"Yes","2011","North Rhine-Westphalia","direct migration background","41","1","1","1"
"Yes","2011","North Rhine-Westphalia","indirect migration background","2","","",""
"Yes","2011","Hesse","no migration background","99","1","1","1"
"Yes","2011","Hesse","direct migration background","15","","",""
"Yes","2011","Hesse","indirect migration background","1","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","no migration background","76","1","1","1"
"Yes","2011","Rhineland-Palatinate,Saarland","direct migration background","13","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","indirect migration background","1","","",""
"Yes","2011","Baden-Württemberg","no migration background","126","1","1","1"
"Yes","2011","Baden-Württemberg","direct migration background","27","","",""
"Yes","2011","Baden-Württemberg","indirect migration background","2","","",""
"Yes","2011","Bavaria","no migration background","167","1","1","1"
"Yes","2011","Bavaria","direct migration background","29","","",""
"Yes","2011","Bavaria","indirect migration background","4","","",""
"Yes","2011","Berlin","no migration background","65","1","1","1"
"Yes","2011","Berlin","direct migration background","5","","",""
"Yes","2011","Berlin","indirect migration background","1","","",""
"Yes","2011","Brandenburg","no migration background","117","1","1","1"
"Yes","2011","Brandenburg","direct migration background","4","","",""
"Yes","2011","Brandenburg","indirect migration background","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","no migration background","41","1","1","1"
"Yes","2011","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"Yes","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2011","Saxony","no migration background","135","1","1","1"
"Yes","2011","Saxony","direct migration background","6","","",""
"Yes","2011","Saxony","indirect migration background","","","",""
"Yes","2011","Saxony-Anhalt","no migration background","108","1","1","1"
"Yes","2011","Saxony-Anhalt","direct migration background","4","","",""
"Yes","2011","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2011","Thuringia","no migration background","84","1","1","1"
"Yes","2011","Thuringia","direct migration background","2","","",""
"Yes","2011","Thuringia","indirect migration background","","","",""
"Yes","2012","Schleswig-Holstein","no migration background","","","",""
"Yes","2012","Schleswig-Holstein","direct migration background","","","",""
"Yes","2012","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2012","Hamburg","no migration background","","","",""
"Yes","2012","Hamburg","direct migration background","","","",""
"Yes","2012","Hamburg","indirect migration background","","","",""
"Yes","2012","Lower Saxony","no migration background","","","",""
"Yes","2012","Lower Saxony","direct migration background","","","",""
"Yes","2012","Lower Saxony","indirect migration background","","","",""
"Yes","2012","Bremen","no migration background","","","",""
"Yes","2012","Bremen","direct migration background","","","",""
"Yes","2012","Bremen","indirect migration background","","","",""
"Yes","2012","North Rhine-Westphalia","no migration background","","","",""
"Yes","2012","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2012","Hesse","no migration background","","","",""
"Yes","2012","Hesse","direct migration background","","","",""
"Yes","2012","Hesse","indirect migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2012","Baden-Württemberg","no migration background","","","",""
"Yes","2012","Baden-Württemberg","direct migration background","","","",""
"Yes","2012","Baden-Württemberg","indirect migration background","","","",""
"Yes","2012","Bavaria","no migration background","","","",""
"Yes","2012","Bavaria","direct migration background","","","",""
"Yes","2012","Bavaria","indirect migration background","","","",""
"Yes","2012","Berlin","no migration background","","","",""
"Yes","2012","Berlin","direct migration background","","","",""
"Yes","2012","Berlin","indirect migration background","","","",""
"Yes","2012","Brandenburg","no migration background","","","",""
"Yes","2012","Brandenburg","direct migration background","","","",""
"Yes","2012","Brandenburg","indirect migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2012","Saxony","no migration background","","","",""
"Yes","2012","Saxony","direct migration background","","","",""
"Yes","2012","Saxony","indirect migration background","","","",""
"Yes","2012","Saxony-Anhalt","no migration background","","","",""
"Yes","2012","Saxony-Anhalt","direct migration background","","","",""
"Yes","2012","Saxony-Anhalt","indirect migration background","","","",""
