"ple0012","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","Male","9","","",""
"Yes","2009","16-34 y.","Female","14","","",""
"Yes","2009","35-65 y.","Male","308","0.0645104757092387","0.0575044180895054","0.071516533328972"
"Yes","2009","35-65 y.","Female","219","0.0414506529283995","0.0360214010061694","0.0468799048506296"
"Yes","2009","66 and older","Male","392","0.19078861579167","0.173546765830746","0.208030465752595"
"Yes","2009","66 and older","Female","372","0.169759671703149","0.154156967491032","0.185362375915266"
"No","2009","16-34 y.","Male","1917","0.993522807995786","0.989940175540089","0.997105440451483"
"No","2009","16-34 y.","Female","2066","0.992891745613303","0.989281399366428","0.996502091860178"
"No","2009","35-65 y.","Male","4415","0.935489524290761","0.928483466671028","0.942495581910495"
"No","2009","35-65 y.","Female","4959","0.958549347071601","0.95312009514937","0.963978598993831"
"No","2009","66 and older","Male","1603","0.80921138420833","0.791969534247405","0.826453234169254"
"No","2009","66 and older","Female","1852","0.830240328296851","0.814637624084734","0.845843032508968"
"Yes","2010","16-34 y.","Male","","","",""
"Yes","2010","16-34 y.","Female","","","",""
"Yes","2010","35-65 y.","Male","","","",""
"Yes","2010","35-65 y.","Female","","","",""
"Yes","2010","66 and older","Male","","","",""
"Yes","2010","66 and older","Female","","","",""
"No","2010","16-34 y.","Male","","","",""
"No","2010","16-34 y.","Female","","","",""
"No","2010","35-65 y.","Male","","","",""
"No","2010","35-65 y.","Female","","","",""
"No","2010","66 and older","Male","","","",""
"No","2010","66 and older","Female","","","",""
"Yes","2011","16-34 y.","Male","17","","",""
"Yes","2011","16-34 y.","Female","19","","",""
"Yes","2011","35-65 y.","Male","410","0.0762035236362961","0.0690705251143104","0.0833365221582818"
"Yes","2011","35-65 y.","Female","288","0.0527668587852147","0.0471324122443961","0.0584013053260334"
"Yes","2011","66 and older","Male","487","0.19224349358278","0.176743704487747","0.207743282677813"
"Yes","2011","66 and older","Female","452","0.168783453712849","0.15467348704941","0.182893420376288"
"No","2011","16-34 y.","Male","2024","0.989955768811807","0.985629705866878","0.994281831756736"
"No","2011","16-34 y.","Female","2247","0.992522648255913","0.988975639532767","0.996069656979059"
"No","2011","35-65 y.","Male","4905","0.923796476363704","0.916663477841718","0.93092947488569"
"No","2011","35-65 y.","Female","5760","0.947233141214785","0.941598694673967","0.952867587755604"
"No","2011","66 and older","Male","1996","0.80775650641722","0.792256717322187","0.823256295512253"
"No","2011","66 and older","Female","2255","0.831216546287151","0.817106579623713","0.84532651295059"
"Yes","2012","16-34 y.","Male","","","",""
"Yes","2012","16-34 y.","Female","","","",""
"Yes","2012","35-65 y.","Male","","","",""
"Yes","2012","35-65 y.","Female","","","",""
"Yes","2012","66 and older","Male","","","",""
"Yes","2012","66 and older","Female","","","",""
"No","2012","16-34 y.","Male","","","",""
"No","2012","16-34 y.","Female","","","",""
"No","2012","35-65 y.","Male","","","",""
"No","2012","35-65 y.","Female","","","",""
"No","2012","66 and older","Male","","","",""
"No","2012","66 and older","Female","","","",""
"Yes","2013","16-34 y.","Male","14","","",""
"Yes","2013","16-34 y.","Female","10","","",""
"Yes","2013","35-65 y.","Male","395","0.0818858316886885","0.0740669278228777","0.0897047355544993"
"Yes","2013","35-65 y.","Female","312","0.060422947491478","0.0541464522432886","0.0666994427396673"
"Yes","2013","66 and older","Male","533","0.214419885754322","0.198030696817472","0.230809074691172"
"Yes","2013","66 and older","Female","442","0.168379051748441","0.153976031454981","0.1827820720419"
"No","2013","16-34 y.","Male","1727","0.993346354307854","0.98952753691401","0.997165171701699"
"No","2013","16-34 y.","Female","1958","0.997504361006857","0.995299994382772","0.999708727630942"
"No","2013","35-65 y.","Male","4329","0.918114168311312","0.910295264445501","0.925933072177122"
"No","2013","35-65 y.","Female","5224","0.939577052508522","0.933300557260333","0.945853547756711"
"No","2013","66 and older","Male","1876","0.785580114245678","0.769190925308828","0.801969303182528"
"No","2013","66 and older","Female","2151","0.831620948251559","0.8172179279581","0.846023968545018"
"Yes","2014","16-34 y.","Male","","","",""
"Yes","2014","16-34 y.","Female","","","",""
"Yes","2014","35-65 y.","Male","","","",""
"Yes","2014","35-65 y.","Female","","","",""
"Yes","2014","66 and older","Male","","","",""
"Yes","2014","66 and older","Female","","","",""
"No","2014","16-34 y.","Male","","","",""
"No","2014","16-34 y.","Female","","","",""
"No","2014","35-65 y.","Male","","","",""
"No","2014","35-65 y.","Female","","","",""
"No","2014","66 and older","Male","","","",""
"No","2014","66 and older","Female","","","",""
"Yes","2015","16-34 y.","Male","22","","",""
"Yes","2015","16-34 y.","Female","36","0.00777609503266546","0.00469787017038031","0.0108543198949506"
"Yes","2015","35-65 y.","Male","449","0.0823508840729957","0.0756504536926652","0.0890513144533263"
"Yes","2015","35-65 y.","Female","385","0.0561237711311732","0.0510748803829008","0.0611726618794457"
"Yes","2015","66 and older","Male","524","0.218362359800782","0.201864739156231","0.234859980445333"
"Yes","2015","66 and older","Female","429","0.159606155510068","0.145368890544648","0.173843420475488"
"No","2015","16-34 y.","Male","2620","0.994838140161813","0.9921056349325","0.997570645391126"
"No","2015","16-34 y.","Female","3092","0.992223904967335","0.989145680105049","0.99530212982962"
"No","2015","35-65 y.","Male","6017","0.917649115927004","0.910948685546674","0.924349546307335"
"No","2015","35-65 y.","Female","7598","0.943876228868827","0.938827338120554","0.948925119617099"
"No","2015","66 and older","Male","1885","0.781637640199218","0.765140019554667","0.798135260843769"
"No","2015","66 and older","Female","2113","0.840393844489931","0.826156579524511","0.854631109455351"
"Yes","2016","16-34 y.","Male","","","",""
"Yes","2016","16-34 y.","Female","","","",""
"Yes","2016","35-65 y.","Male","","","",""
"Yes","2016","35-65 y.","Female","","","",""
"Yes","2016","66 and older","Male","","","",""
"Yes","2016","66 and older","Female","","","",""
"No","2016","16-34 y.","Male","","","",""
"No","2016","16-34 y.","Female","","","",""
"No","2016","35-65 y.","Male","","","",""
"No","2016","35-65 y.","Female","","","",""
"No","2016","66 and older","Male","","","",""
"No","2016","66 and older","Female","","","",""
"Yes","2017","16-34 y.","Male","27","","",""
"Yes","2017","16-34 y.","Female","34","0.00920301806622527","0.00594897860408419","0.0124570575283664"
"Yes","2017","35-65 y.","Male","512","0.0860829441501934","0.0794767680060718","0.0926891202943149"
"Yes","2017","35-65 y.","Female","431","0.0578027667457472","0.0528474260475977","0.0627581074438966"
"Yes","2017","66 and older","Male","529","0.215237853849409","0.199052826509902","0.231422881188916"
"Yes","2017","66 and older","Female","434","0.164052012677601","0.149695529183403","0.178408496171799"
"No","2017","16-34 y.","Male","2910","0.993648970391385","0.990775976650037","0.996521964132734"
"No","2017","16-34 y.","Female","3274","0.990796981933775","0.987542942471634","0.994051021395916"
"No","2017","35-65 y.","Male","6413","0.913917055849807","0.907310879705685","0.920523231993928"
"No","2017","35-65 y.","Female","8089","0.942197233254253","0.937241892556103","0.947152573952402"
"No","2017","66 and older","Male","1948","0.784762146150591","0.768577118811084","0.800947173490098"
"No","2017","66 and older","Female","2122","0.835947987322399","0.821591503828201","0.850304470816597"
"Yes","2018","16-34 y.","Male","","","",""
"Yes","2018","16-34 y.","Female","","","",""
"Yes","2018","35-65 y.","Male","","","",""
"Yes","2018","35-65 y.","Female","","","",""
"Yes","2018","66 and older","Male","","","",""
"Yes","2018","66 and older","Female","","","",""
"No","2018","16-34 y.","Male","","","",""
"No","2018","16-34 y.","Female","","","",""
"No","2018","35-65 y.","Male","","","",""
"No","2018","35-65 y.","Female","","","",""
"No","2018","66 and older","Male","","","",""
"No","2018","66 and older","Female","","","",""
"Yes","2019","16-34 y.","Male","26","","",""
"Yes","2019","16-34 y.","Female","37","0.0137698800134113","0.00949599140888345","0.0180437686179391"
"Yes","2019","35-65 y.","Male","491","0.0793274159717752","0.0730465941056077","0.0856082378379428"
"Yes","2019","35-65 y.","Female","423","0.0635881293380999","0.0582612223939235","0.0689150362822763"
"Yes","2019","66 and older","Male","564","0.212170515263612","0.196592511593555","0.227748518933669"
"Yes","2019","66 and older","Female","410","0.160240599640095","0.146143114914835","0.174338084365355"
"No","2019","16-34 y.","Male","2569","0.992742926397447","0.989477209191026","0.996008643603869"
"No","2019","16-34 y.","Female","2819","0.986230119986589","0.981956231382061","0.990504008591117"
"No","2019","35-65 y.","Male","6621","0.920672584028225","0.914391762162057","0.926953405894392"
"No","2019","35-65 y.","Female","7638","0.9364118706619","0.931084963717724","0.941738777606076"
"No","2019","66 and older","Male","2082","0.787829484736388","0.772251481066331","0.803407488406445"
"No","2019","66 and older","Female","2191","0.839759400359905","0.825661915634645","0.853856885085165"
