"ple0012","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2009","Full Time","1-pers.-HH","969","0.970684696015086","0.960218975986788","0.981150416043384","2"
"No","2009","Full Time","Couple + C. GT 16 ","1391","0.964713934940489","0.955220677114744","0.974207192766233","2"
"No","2009","Part Time","Couple + C. GT 16 ","841","0.960652422455234","0.94776296860787","0.973541876302598","2"
"No","2009","Full Time","Single parent ","354","0.992227509807902","0.98313063326141","1.00132438635439","2"
"No","2009","Full Time","Couple + C. LE 16 ","1392","0.99201678621647","0.987371773311113","0.996661799121828","2"
"No","2009","Not Working","1-pers.-HH","1212","0.830597053128475","0.811421623769452","0.849772482487498","2"
"No","2009","Not Working","(Married) couple without C. ","2849","0.844444941740907","0.832248085431443","0.856641798050371","2"
"No","2009","Not Working","Couple + C. LE 16 ","414","0.972266509933645","0.956727821054196","0.987805198813094","2"
"No","2009","Not Working","Couple + C. GT 16 ","775","0.933577016237599","0.916736991937083","0.950417040538115","2"
"No","2009","Not Working","Couple + C. LE and GT 16","294","0.966120575100281","0.945715965026205","0.986525185174356","2"
"No","2009","Part Time","Couple + C. LE and GT 16","383","0.986454112894171","0.97493723457512","0.997970991213222","2"
"No","2009","Full Time","(Married) couple without C. ","2107","0.958007732804059","0.949620817998783","0.966394647609334","2"
"No","2009","Not Working","Single parent ","276","0.960984268492576","0.938812910371227","0.983155626613924","2"
"No","2009","Full Time","Couple + C. LE and GT 16","479","0.978088573830941","0.965152873227958","0.991024274433923","2"
"No","2009","Part Time","1-pers.-HH","414","0.917414052177744","0.891753102259004","0.943075002096484","2"
"No","2009","Part Time","(Married) couple without C. ","1027","0.941649840671189","0.927747033040547","0.955552648301832","2"
"No","2009","Part Time","Single parent ","338","0.981679079638849","0.967527759533415","0.995830399744282","2"
"No","2009","Part Time","Couple + C. LE 16 ","998","0.978501495550706","0.969604976943451","0.987398014157962","2"
"Yes","2009","Full Time","1-pers.-HH","29","","","","1"
"Yes","2009","Full Time","(Married) couple without C. ","90","0.0419922671959414","0.0336053523906656","0.0503791820012172","1"
"Yes","2009","Full Time","Single parent ","4","","","","1"
"Yes","2009","Full Time","Couple + C. LE 16 ","18","","","","1"
"Yes","2009","Full Time","Couple + C. GT 16 ","60","0.0352860650595113","0.025792807233767","0.0447793228852557","1"
"Yes","2009","Full Time","Couple + C. LE and GT 16","13","","","","1"
"Yes","2009","Part Time","1-pers.-HH","28","","","","1"
"Yes","2009","Part Time","(Married) couple without C. ","65","0.0583501593288106","0.044447351698168","0.0722529669594532","1"
"Yes","2009","Part Time","Single parent ","7","","","","1"
"Yes","2009","Part Time","Couple + C. LE 16 ","23","","","","1"
"Yes","2009","Part Time","Couple + C. GT 16 ","33","0.0393475775447657","0.0264581236974016","0.0522370313921297","1"
"Yes","2009","Part Time","Couple + C. LE and GT 16","4","","","","1"
"Yes","2009","Not Working","1-pers.-HH","258","0.169402946871525","0.150227517512502","0.188578376230548","1"
"Yes","2009","Not Working","(Married) couple without C. ","543","0.155555058259093","0.143358201949629","0.167751914568557","1"
"Yes","2009","Not Working","Single parent ","17","","","","1"
"Yes","2009","Not Working","Couple + C. LE 16 ","15","","","","1"
"Yes","2009","Not Working","Couple + C. GT 16 ","65","0.0664229837624009","0.0495829594618845","0.0832630080629174","1"
"Yes","2009","Not Working","Couple + C. LE and GT 16","8","","","","1"
"No","2010","Part Time","Couple + C. GT 16 ","","","","","2"
"No","2010","Part Time","Couple + C. LE and GT 16","","","","","2"
"No","2010","Not Working","1-pers.-HH","","","","","2"
"No","2010","Not Working","(Married) couple without C. ","","","","","2"
"No","2010","Full Time","1-pers.-HH","","","","","2"
"No","2010","Full Time","Single parent ","","","","","2"
"No","2010","Full Time","Couple + C. LE 16 ","","","","","2"
"No","2010","Full Time","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Working","Single parent ","","","","","2"
"No","2010","Not Working","Couple + C. LE 16 ","","","","","2"
"No","2010","Not Working","Couple + C. GT 16 ","","","","","2"
"No","2010","Not Working","Couple + C. LE and GT 16","","","","","2"
"No","2010","Full Time","(Married) couple without C. ","","","","","2"
"No","2010","Full Time","Couple + C. LE and GT 16","","","","","2"
"No","2010","Part Time","1-pers.-HH","","","","","2"
"No","2010","Part Time","(Married) couple without C. ","","","","","2"
"No","2010","Part Time","Single parent ","","","","","2"
"No","2010","Part Time","Couple + C. LE 16 ","","","","","2"
"Yes","2010","Full Time","1-pers.-HH","","","","","1"
"Yes","2010","Full Time","(Married) couple without C. ","","","","","1"
"Yes","2010","Full Time","Single parent ","","","","","1"
"Yes","2010","Full Time","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Full Time","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Full Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Part Time","1-pers.-HH","","","","","1"
"Yes","2010","Part Time","(Married) couple without C. ","","","","","1"
"Yes","2010","Part Time","Single parent ","","","","","1"
"Yes","2010","Part Time","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Part Time","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Part Time","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","Not Working","1-pers.-HH","","","","","1"
"Yes","2010","Not Working","(Married) couple without C. ","","","","","1"
"Yes","2010","Not Working","Single parent ","","","","","1"
"Yes","2010","Not Working","Couple + C. LE 16 ","","","","","1"
"Yes","2010","Not Working","Couple + C. GT 16 ","","","","","1"
"Yes","2010","Not Working","Couple + C. LE and GT 16","","","","","1"
"No","2011","Full Time","1-pers.-HH","1098","0.964407088691835","0.953666281293586","0.975147896090083","2"
"No","2011","Part Time","Couple + C. GT 16 ","869","0.969642966595204","0.958402815133208","0.980883118057199","2"
"No","2011","Part Time","Couple + C. LE and GT 16","414","0.996238148479355","0.990376449816558","1.00209984714215","2"
"No","2011","Not Working","1-pers.-HH","1556","0.843629006102548","0.827118429284922","0.860139582920175","2"
"No","2011","Not Working","(Married) couple without C. ","3448","0.831473546585789","0.820084632897375","0.842862460274203","2"
"No","2011","Not Working","Single parent ","341","0.919861195438163","0.892196250633928","0.947526140242398","2"
"No","2011","Not Working","Couple + C. LE 16 ","420","0.943702681816932","0.92221456261751","0.965190801016354","2"
"No","2011","Not Working","Couple + C. GT 16 ","776","0.911907887172323","0.892831586276673","0.930984188067973","2"
"No","2011","Not Working","Couple + C. LE and GT 16","289","0.949010297799188","0.924076456143191","0.973944139455186","2"
"No","2011","Full Time","(Married) couple without C. ","2455","0.951697261084072","0.943440047899398","0.959954474268746","2"
"No","2011","Full Time","Single parent ","408","0.968554780238096","0.95180460036503","0.985304960111161","2"
"No","2011","Full Time","Couple + C. LE 16 ","1515","0.981766431001741","0.975090604217987","0.988442257785494","2"
"No","2011","Full Time","Couple + C. GT 16 ","1389","0.959271440823142","0.949125563429708","0.969417318216575","2"
