"ple0012","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2009","(0) in school","Male","","","",""
"Yes","2009","(0) in school","Female","","","",""
"Yes","2009","(1a) inadequately completed","Male","3","","",""
"Yes","2009","(1a) inadequately completed","Female","13","","",""
"Yes","2009","(1b) general elementary school","Male","37","1","1","1"
"Yes","2009","(1b) general elementary school","Female","144","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Male","331","1","1","1"
"Yes","2009","(1c) basic vocational qualification","Female","242","1","1","1"
"Yes","2009","(2b) intermediate general qualification","Male","6","","",""
"Yes","2009","(2b) intermediate general qualification","Female","4","","",""
"Yes","2009","(2a) intermediate vocational","Male","116","1","1","1"
"Yes","2009","(2a) intermediate vocational","Female","109","1","1","1"
"Yes","2009","(2c_gen) general maturity certificate","Male","3","","",""
"Yes","2009","(2c_gen) general maturity certificate","Female","4","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","Male","34","1","1","1"
"Yes","2009","(2c_voc) vocational maturity certificate","Female","21","","",""
"Yes","2009","(3a) lower tertiary education","Male","87","1","1","1"
"Yes","2009","(3a) lower tertiary education","Female","39","1","1","1"
"Yes","2009","(3b) higher tertiary education","Male","90","1","1","1"
"Yes","2009","(3b) higher tertiary education","Female","24","","",""
"Yes","2010","(0) in school","Male","","","",""
"Yes","2010","(0) in school","Female","","","",""
"Yes","2010","(1a) inadequately completed","Male","","","",""
"Yes","2010","(1a) inadequately completed","Female","","","",""
"Yes","2010","(1b) general elementary school","Male","","","",""
"Yes","2010","(1b) general elementary school","Female","","","",""
"Yes","2010","(1c) basic vocational qualification","Male","","","",""
"Yes","2010","(1c) basic vocational qualification","Female","","","",""
"Yes","2010","(2b) intermediate general qualification","Male","","","",""
"Yes","2010","(2b) intermediate general qualification","Female","","","",""
"Yes","2010","(2a) intermediate vocational","Male","","","",""
"Yes","2010","(2a) intermediate vocational","Female","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2010","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2010","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2010","(3a) lower tertiary education","Male","","","",""
"Yes","2010","(3a) lower tertiary education","Female","","","",""
"Yes","2010","(3b) higher tertiary education","Male","","","",""
"Yes","2010","(3b) higher tertiary education","Female","","","",""
"Yes","2011","(0) in school","Male","","","",""
"Yes","2011","(0) in school","Female","","","",""
"Yes","2011","(1a) inadequately completed","Male","12","","",""
"Yes","2011","(1a) inadequately completed","Female","18","","",""
"Yes","2011","(1b) general elementary school","Male","57","1","1","1"
"Yes","2011","(1b) general elementary school","Female","164","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Male","408","1","1","1"
"Yes","2011","(1c) basic vocational qualification","Female","291","1","1","1"
"Yes","2011","(2b) intermediate general qualification","Male","10","","",""
"Yes","2011","(2b) intermediate general qualification","Female","13","","",""
"Yes","2011","(2a) intermediate vocational","Male","156","1","1","1"
"Yes","2011","(2a) intermediate vocational","Female","148","1","1","1"
"Yes","2011","(2c_gen) general maturity certificate","Male","6","","",""
"Yes","2011","(2c_gen) general maturity certificate","Female","11","","",""
"Yes","2011","(2c_voc) vocational maturity certificate","Male","39","1","1","1"
"Yes","2011","(2c_voc) vocational maturity certificate","Female","29","","",""
"Yes","2011","(3a) lower tertiary education","Male","104","1","1","1"
"Yes","2011","(3a) lower tertiary education","Female","45","1","1","1"
"Yes","2011","(3b) higher tertiary education","Male","118","1","1","1"
"Yes","2011","(3b) higher tertiary education","Female","33","1","1","1"
"Yes","2012","(0) in school","Male","","","",""
"Yes","2012","(0) in school","Female","","","",""
"Yes","2012","(1a) inadequately completed","Male","","","",""
"Yes","2012","(1a) inadequately completed","Female","","","",""
"Yes","2012","(1b) general elementary school","Male","","","",""
"Yes","2012","(1b) general elementary school","Female","","","",""
"Yes","2012","(1c) basic vocational qualification","Male","","","",""
"Yes","2012","(1c) basic vocational qualification","Female","","","",""
"Yes","2012","(2b) intermediate general qualification","Male","","","",""
"Yes","2012","(2b) intermediate general qualification","Female","","","",""
"Yes","2012","(2a) intermediate vocational","Male","","","",""
"Yes","2012","(2a) intermediate vocational","Female","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2012","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2012","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2012","(3a) lower tertiary education","Male","","","",""
"Yes","2012","(3a) lower tertiary education","Female","","","",""
"Yes","2012","(3b) higher tertiary education","Male","","","",""
"Yes","2012","(3b) higher tertiary education","Female","","","",""
"Yes","2013","(0) in school","Male","","","",""
"Yes","2013","(0) in school","Female","","","",""
"Yes","2013","(1a) inadequately completed","Male","8","","",""
"Yes","2013","(1a) inadequately completed","Female","17","","",""
"Yes","2013","(1b) general elementary school","Male","53","1","1","1"
"Yes","2013","(1b) general elementary school","Female","146","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Male","395","1","1","1"
"Yes","2013","(1c) basic vocational qualification","Female","280","1","1","1"
"Yes","2013","(2b) intermediate general qualification","Male","9","","",""
"Yes","2013","(2b) intermediate general qualification","Female","16","","",""
"Yes","2013","(2a) intermediate vocational","Male","178","1","1","1"
"Yes","2013","(2a) intermediate vocational","Female","162","1","1","1"
"Yes","2013","(2c_gen) general maturity certificate","Male","11","","",""
"Yes","2013","(2c_gen) general maturity certificate","Female","7","","",""
"Yes","2013","(2c_voc) vocational maturity certificate","Male","43","1","1","1"
"Yes","2013","(2c_voc) vocational maturity certificate","Female","34","1","1","1"
"Yes","2013","(3a) lower tertiary education","Male","111","1","1","1"
"Yes","2013","(3a) lower tertiary education","Female","50","1","1","1"
"Yes","2013","(3b) higher tertiary education","Male","129","1","1","1"
"Yes","2013","(3b) higher tertiary education","Female","41","1","1","1"
"Yes","2014","(0) in school","Male","","","",""
"Yes","2014","(0) in school","Female","","","",""
"Yes","2014","(1a) inadequately completed","Male","","","",""
"Yes","2014","(1a) inadequately completed","Female","","","",""
"Yes","2014","(1b) general elementary school","Male","","","",""
"Yes","2014","(1b) general elementary school","Female","","","",""
"Yes","2014","(1c) basic vocational qualification","Male","","","",""
"Yes","2014","(1c) basic vocational qualification","Female","","","",""
"Yes","2014","(2b) intermediate general qualification","Male","","","",""
"Yes","2014","(2b) intermediate general qualification","Female","","","",""
"Yes","2014","(2a) intermediate vocational","Male","","","",""
"Yes","2014","(2a) intermediate vocational","Female","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2014","(3a) lower tertiary education","Male","","","",""
"Yes","2014","(3a) lower tertiary education","Female","","","",""
"Yes","2014","(3b) higher tertiary education","Male","","","",""
"Yes","2014","(3b) higher tertiary education","Female","","","",""
"Yes","2015","(0) in school","Male","","","",""
"Yes","2015","(0) in school","Female","","","",""
"Yes","2015","(1a) inadequately completed","Male","18","","",""
"Yes","2015","(1a) inadequately completed","Female","31","1","1","1"
"Yes","2015","(1b) general elementary school","Male","58","1","1","1"
"Yes","2015","(1b) general elementary school","Female","139","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Male","388","1","1","1"
"Yes","2015","(1c) basic vocational qualification","Female","277","1","1","1"
"Yes","2015","(2b) intermediate general qualification","Male","11","","",""
"Yes","2015","(2b) intermediate general qualification","Female","20","","",""
"Yes","2015","(2a) intermediate vocational","Male","187","1","1","1"
"Yes","2015","(2a) intermediate vocational","Female","184","1","1","1"
"Yes","2015","(2c_gen) general maturity certificate","Male","11","","",""
"Yes","2015","(2c_gen) general maturity certificate","Female","13","","",""
"Yes","2015","(2c_voc) vocational maturity certificate","Male","62","1","1","1"
"Yes","2015","(2c_voc) vocational maturity certificate","Female","60","1","1","1"
"Yes","2015","(3a) lower tertiary education","Male","109","1","1","1"
"Yes","2015","(3a) lower tertiary education","Female","61","1","1","1"
"Yes","2015","(3b) higher tertiary education","Male","140","1","1","1"
"Yes","2015","(3b) higher tertiary education","Female","49","1","1","1"
"Yes","2016","(0) in school","Male","","","",""
"Yes","2016","(0) in school","Female","","","",""
"Yes","2016","(1a) inadequately completed","Male","","","",""
"Yes","2016","(1a) inadequately completed","Female","","","",""
"Yes","2016","(1b) general elementary school","Male","","","",""
"Yes","2016","(1b) general elementary school","Female","","","",""
"Yes","2016","(1c) basic vocational qualification","Male","","","",""
"Yes","2016","(1c) basic vocational qualification","Female","","","",""
"Yes","2016","(2b) intermediate general qualification","Male","","","",""
"Yes","2016","(2b) intermediate general qualification","Female","","","",""
"Yes","2016","(2a) intermediate vocational","Male","","","",""
"Yes","2016","(2a) intermediate vocational","Female","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2016","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2016","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2016","(3a) lower tertiary education","Male","","","",""
"Yes","2016","(3a) lower tertiary education","Female","","","",""
"Yes","2016","(3b) higher tertiary education","Male","","","",""
"Yes","2016","(3b) higher tertiary education","Female","","","",""
"Yes","2017","(0) in school","Male","1","","",""
"Yes","2017","(0) in school","Female","","","",""
"Yes","2017","(1a) inadequately completed","Male","23","","",""
"Yes","2017","(1a) inadequately completed","Female","36","1","1","1"
"Yes","2017","(1b) general elementary school","Male","72","1","1","1"
"Yes","2017","(1b) general elementary school","Female","150","1","1","1"
