"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","direct migration background","general elemantary","1.25","1","123","1","1","1","2","3","1.14","1.36","1","4","1","1"
"1984","direct migration background","higher education","","","","","","","","","","","","","",""
"1984","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1984","direct migration background","in school","","","","","","","","","","","","","",""
"1984","direct migration background","inadequately","1.23","1","126","1","1","1","2","4","1.11","1.35","1","5","1","1"
"1984","direct migration background","middle vocational","1.16","1","104","1","1","1","2","3","1.04","1.28","1","6","1","1"
"1984","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1984","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1984","indirect migration background","higher education","","","","","","","","","","","","","",""
"1984","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","in school","","","","","","","","","","","","","",""
"1984","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1984","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1984","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1984","no migration background","general elemantary","1.42","1","256","1","1","1","2","10","1.24","1.6","0","14","1","1"
"1984","no migration background","higher education","1.29","1","55","1","1","1","2","4","1.13","1.45","1","4","1","1"
"1984","no migration background","higher vocational","1.23","1","68","1","1","1","2","4","1.08","1.38","1","4","1","1"
"1984","no migration background","in school","","","","","","","","","","","","","",""
"1984","no migration background","inadequately","","","","","","","","","","","","","",""
"1984","no migration background","middle vocational","1.38","1","483","1","1","1","2","7","1.28","1.48","1","10","1","1"
"1984","no migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","direct migration background","general elemantary","1.73","1","116","1","1","1","3","10","1.43","2.03","1","15","1","1"
"1985","direct migration background","higher education","","","","","","","","","","","","","",""
"1985","direct migration background","higher vocational","","","","","","","","","","","","","",""
"1985","direct migration background","in school","","","","","","","","","","","","","",""
"1985","direct migration background","inadequately","1.39","1","86","1","1","1","2","14","1.07","1.71","1","14","1","1"
"1985","direct migration background","middle vocational","1.21","1","94","1","1","1","2","3","0.59","1.83","1","30","1","1"
"1985","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","indirect migration background","general elemantary","","","","","","","","","","","","","",""
"1985","indirect migration background","higher education","","","","","","","","","","","","","",""
"1985","indirect migration background","higher vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","in school","","","","","","","","","","","","","",""
"1985","indirect migration background","inadequately","","","","","","","","","","","","","",""
"1985","indirect migration background","middle vocational","","","","","","","","","","","","","",""
"1985","indirect migration background","vocational + Abi","","","","","","","","","","","","","",""
"1985","no migration background","general elemantary","1.4","1","215","1","1","1","2","14","1.17","1.63","0","17","1","1"
"1985","no migration background","higher education","1.36","1","63","1","1","1","2","16","0.88","1.84","1","16","1","1"
